Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.029726531,0.5641558,0.526871,-0.12803249
Subject_2,-0.20503156,-1.1431086,0.13132091,-1.6497427
Subject_3,1.2165762,0.051240724,-0.03448853,-1.8111672
Subject_4,2.54062,-1.3177872,1.6438328,1.3188357
Subject_5,0.13359855,-0.9005701,-0.67839897,-0.94940454
Subject_6,-0.6353476,0.5347535,2.4751093,0.35091692
Subject_7,-0.08574119,-1.4514236,0.62740445,-0.84542423
Subject_8,-0.029929213,-1.0799367,-0.0059593935,1.0572941
Subject_9,1.7742406,0.78867173,0.70529693,0.4895397
Subject_10,0.12228253,-0.8571479,-1.1706885,1.659441
Subject_11,-0.48076865,2.1053007,1.2712911,0.12585531
Subject_12,0.073055476,-0.64467096,0.104175836,2.0177193
Subject_13,-1.896338,-0.7636774,-1.811281,1.110316
Subject_14,-0.093270205,-0.087289676,-0.39122185,-0.8907896
Subject_15,0.10186507,-1.1571864,-0.032391492,-0.5065554
Subject_16,0.1669562,-1.3160682,-0.93160313,0.6507062
Subject_17,-0.08057488,0.73885167,-1.6630292,1.4461707
Subject_18,-1.6380433,-1.6038423,-0.78328466,0.14823571
Subject_19,0.5253193,-0.5203749,0.12969442,-1.7353216
Subject_20,3.0031424,0.17631781,1.1515867,0.68294555
Subject_21,0.54341686,0.74690026,-1.6843183,-0.5519831
Subject_22,-0.025942856,-0.61960423,0.26292866,-1.3617536
Subject_23,0.67272353,-1.1275866,1.39114,0.42185614
Subject_24,0.110415675,0.11920927,-0.5939027,-0.038143
Subject_25,-0.005217734,-1.1511763,-0.5841469,-1.0809306
Subject_26,-0.14038964,0.48639476,1.1003321,1.2313442
Subject_27,0.22443858,-0.1445619,-1.1989497,-1.6215569
Subject_28,-0.09775125,0.97856414,-1.2267786,-1.1063988
Subject_29,0.983927,-1.0024492,-0.21531986,0.3514999
Subject_30,-0.6754283,1.783009,0.75891906,0.11696616
Subject_31,-0.06245917,1.2751399,0.27019608,2.08173
Subject_32,-1.7109026,0.15306678,-0.94085634,0.027359854
Subject_33,-0.11835706,-0.97011375,1.2530538,0.05911915
Subject_34,-0.32905307,-1.0346125,-0.028109383,-1.397701
Subject_35,-2.092934,-1.0825889,-2.5878997,-1.1210059
Subject_36,1.5222915,-1.0444939,-0.35348317,-0.6885726
Subject_37,0.0661701,-0.16000898,1.9905055,1.1753068
Subject_38,-0.19950187,-1.904456,1.4510779,-2.240442
Subject_39,-0.0364278,-0.33306608,-1.6649333,2.020519
Subject_40,0.8293026,1.1155142,1.1583937,-1.2975559
Subject_41,0.3214947,-0.08032234,0.36631376,0.33317026
Subject_42,-1.8655285,1.0789356,-0.6005718,0.30017328
Subject_43,0.033234254,0.5522678,-1.3811322,0.038240146
Subject_44,-0.5249522,-1.3069261,-0.84121895,-2.0838163
Subject_45,-0.058338396,0.09999743,-1.4970161,-0.882381
Subject_46,-0.93246675,-1.2957693,0.415087,-0.87368876
Subject_47,-2.0233152,1.4141154,-2.1577532,-0.59069324
Subject_48,-1.4838139,0.39705682,-1.4581165,-1.7693464
Subject_49,4.6819534,0.114432596,-0.36402965,0.23950958
Subject_50,-0.32447225,-1.899054,1.440346,1.1032614
Subject_51,0.35457322,1.2959113,-1.628939,-0.26600718
Subject_52,-0.4439276,0.80695176,0.395934,0.85251266
Subject_53,1.8486348,-2.154284,0.69232506,2.1185632
Subject_54,-1.2223971,-0.25549972,-0.021812513,-0.8778683
Subject_55,-1.2175255,1.3984714,0.35909015,-1.2230872
Subject_56,0.13111797,-1.1014856,-1.988975,-1.7658389
Subject_57,1.3123744,1.031554,0.19732662,0.5487668
Subject_58,0.25374547,0.12918392,1.308537,2.714137
Subject_59,-2.2765248,-0.55967116,1.5765573,0.97475946
Subject_60,-1.0489376,0.21636973,-0.057986565,-1.3003768
Subject_61,0.5877393,-0.47384375,0.59051985,-0.25342348
Subject_62,1.5141293,0.79467726,0.79458815,0.07630454
Subject_63,-0.05438232,0.8959302,0.7477759,-1.9976848
Subject_64,-0.28320196,1.6551882,-0.74922425,0.5750127
Subject_65,0.20609541,1.2615318,-1.622404,0.7159697
Subject_66,1.18632,-0.8121369,0.14712392,0.33080935
Subject_67,1.5192128,-0.5635649,-0.40676466,1.8299966
Subject_68,-1.1181508,0.6446966,-1.6366134,0.89706486
Subject_69,-0.58789814,-0.4005741,0.6139092,-1.0848914
Subject_70,0.67334336,-0.68919426,-0.060206242,-1.4666444
Subject_71,-0.74976087,-0.46341014,1.3059331,-2.7184248
Subject_72,-0.42456087,-1.6997944,-1.2543067,-1.391142
Subject_73,0.020696463,0.54608595,-0.2888341,-0.38702303
Subject_74,0.0018793988,-0.11840232,1.44969,-2.2334468
Subject_75,0.14945105,-1.1768725,-0.19650818,-0.57090753
Subject_76,0.81535417,-0.40095893,-0.014163847,0.4388001
Subject_77,0.7891242,0.40111282,0.7851517,0.5457264
Subject_78,1.1764222,-0.2694663,0.004486948,1.3908043
Subject_79,0.6020073,-0.8008123,0.6374268,-2.0616584
Subject_80,0.060805537,-1.971792,0.3693952,0.71742594
Subject_81,-0.43022218,-0.57432145,-1.065799,2.0733144
Subject_82,-0.099601954,0.4146664,-1.3726039,-0.21527573
Subject_83,3.3415842,-0.24260458,-1.924023,-1.8507353
Subject_84,0.9438317,2.2553518,-1.145998,1.0728295
Subject_85,2.0534685,0.5155473,-0.8055878,-0.71325076
Subject_86,0.029818147,0.5193727,1.1795937,0.5640192
