Feature,Factor_0,Factor_1
rigidity_left,0.84248805,-0.1437738
rigidity_right,-0.79296416,0.15246704
tremor_rest_left,0.11062976,-0.263239
tremor_rest_right,-0.88861483,-0.48086765
tremor_postural_left,-0.43316624,0.24519956
tremor_postural_right,-1.2280744,-0.36930946
bradykinesia_speed_left,0.6115037,-0.36405954
bradykinesia_speed_right,-1.1062226,-0.06581301
bradykinesia_amplitude_left,0.33229634,-0.47105557
bradykinesia_amplitude_right,-1.0386764,0.037486937
bradykinesia_rhythm_left,-0.09424218,-0.14733708
bradykinesia_rhythm_right,-1.0197703,-0.377981
mirrormovement_left,-1.3919125,0.14349805
mirrormovement_right,-0.22824098,-0.5464784
