Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v0,-314.5999,17.77808,-1.4089919,0.082425125,-4.998991,-0.7412592,-0.72591263,-0.395244,-5.865351,0.735238,-24.201174,-0.5942192
volume_sn_voxels::v1,-307.25134,9.227131,-1.203689,-0.023780959,-11.807589,-0.17751066,-0.78231704,-0.74429524,-3.1862895,0.95939267,-33.161358,1.3002046
volume_sn_voxels::v2,-400.9173,19.557848,-1.343578,0.08101102,9.9328,-1.2370038,-0.6863587,-1.0141194,-6.9395227,0.35872298,-16.149841,-1.8045014
volume_sn_voxels::v3,-437.58926,16.178535,-1.0247632,0.022820266,-1.8338742,-0.968411,-0.53058684,-1.0234587,-5.459415,0.6360845,-19.670141,-0.76609665
volume_sn_voxels::v4,-419.9982,12.258179,-0.7420682,-0.13787565,-23.586136,-0.4100378,-0.5166067,-1.046406,-2.2944546,0.9576161,-28.177807,1.2727345
volume_sn_voxels::v5,-413.57156,19.925655,-1.0082237,0.029955097,38.991074,-1.4560165,-0.3771118,-1.6971449,-6.7796974,-0.2943105,-10.274014,-1.8653356
volume_sn_voxels::v6,-459.61276,16.767788,-0.7367484,-0.017625885,19.24896,-1.287078,-0.19948126,-1.703173,-5.649782,-0.08558554,-9.892463,-1.0061655
volume_sn_voxels::v7,-521.4933,6.2969637,-0.5929937,-0.08419605,-4.78592,-1.0698023,-0.21167684,-1.592354,-3.9545255,0.36272207,-11.806354,-0.03069296
volume_sn_voxels::v8,-519.07404,4.9018335,-0.36167425,-0.27488557,-31.960629,-0.630343,-0.4481911,-1.7512118,-0.9441184,0.8337577,-19.338142,1.5428581
volume_sn_voxels::v9,-300.5975,-7.511944,-1.1637919,-0.0078102034,121.892426,-1.3687277,0.01360833,-0.8021285,-6.8017335,-1.2751058,-10.192407,-1.9856645
volume_sn_voxels::v10,-348.07523,1.0712018,-0.9418385,0.038817797,121.49409,-1.5216827,-0.0023482305,-1.4700394,-7.036244,-1.4251671,-9.563292,-1.7831713
volume_sn_voxels::v11,-375.0933,8.69563,-0.58716685,-0.0045075975,95.94516,-1.4826561,0.11437554,-1.8457627,-6.2621284,-1.2152488,-7.1033635,-1.1187227
volume_sn_voxels::v12,-455.3459,11.469296,-0.27552056,-0.078948066,69.00762,-1.4632072,0.31327987,-2.0407147,-5.6801224,-0.8990468,-4.476246,-0.35044968
volume_sn_voxels::v13,-462.8345,8.2282715,-0.030792618,-0.17177136,23.359009,-1.211029,0.31403157,-1.8977387,-3.9542625,-0.41998085,-2.056451,0.6586821
volume_sn_voxels::v14,-452.3192,2.3063219,0.05869118,-0.25387135,-3.6323593,-0.8997546,0.22550869,-1.6887275,-1.7839019,0.06512054,-4.0907583,1.6847781
volume_sn_voxels::v15,-496.851,-2.7330828,-0.07182382,-0.4202941,-31.585163,-0.65320784,-0.15947542,-1.9343008,0.83578604,0.5800518,-11.427443,2.561394
volume_sn_voxels::v16,-184.23386,-121.132,-1.7196672,-0.017589973,179.34349,-0.38186768,1.2138237,0.44100684,-2.6627483,-1.5648881,-4.216657,0.20398842
volume_sn_voxels::v17,-208.39368,-64.39662,-1.1335732,-0.053123426,164.3851,-0.7504706,0.6606005,0.18190096,-4.4742465,-1.7043604,-4.00751,-0.3564414
volume_sn_voxels::v18,-295.46674,-23.745668,-1.0098075,-0.057432543,188.18588,-1.2429113,0.5738024,-0.7152759,-6.6771045,-2.2834508,-6.133964,-0.4198713
volume_sn_voxels::v19,-322.44977,-0.7193277,-0.36214098,-0.0645822,159.04446,-1.3596628,0.48428512,-1.2805027,-6.2120314,-2.0482848,-4.9918323,-0.19739418
volume_sn_voxels::v20,-360.4977,5.858661,0.06676574,-0.16723108,121.041725,-1.4093475,0.66542935,-1.7681484,-5.24169,-1.7603288,-4.2517953,0.89538884
volume_sn_voxels::v21,-406.67715,7.190432,0.3476801,-0.30785662,72.19519,-1.2663822,0.9669445,-2.095982,-3.8100324,-1.2848933,-1.1399257,2.3195758
volume_sn_voxels::v22,-423.9543,4.0358357,0.55673623,-0.42486343,19.046602,-1.0732154,1.0052675,-2.0705757,-1.938877,-0.6392312,0.01927145,3.4126847
volume_sn_voxels::v23,-452.5345,-2.579062,0.47164127,-0.46898314,-1.2244656,-0.9099083,0.63370436,-2.2186778,-0.4188106,-0.2657859,-0.2824166,3.6798992
volume_sn_voxels::v24,-471.40134,-10.340561,0.3348987,-0.59843814,-30.863605,-0.6444879,0.16769826,-2.2402089,2.447646,0.27306238,-7.290696,4.4177365
volume_sn_voxels::v25,-138.17265,-105.1614,-1.539548,-0.082231075,216.5554,-0.007195127,1.625319,0.29689586,-1.8919379,-2.0955088,-3.983317,1.6457889
volume_sn_voxels::v26,-172.59496,-57.697956,-1.1862532,-0.16089886,211.74887,-0.4328648,1.2376428,-0.02745198,-4.085376,-2.4131358,-3.6927872,1.1447929
volume_sn_voxels::v27,-235.69023,-12.368842,-0.61202604,-0.20485139,216.7814,-0.8875954,1.0236745,-0.7048603,-5.551906,-2.7656698,-4.388509,1.3190416
volume_sn_voxels::v28,-239.93076,2.1302192,-0.067306034,-0.23876679,156.15848,-0.98044944,0.7546167,-1.0875349,-4.8164907,-2.1628056,-3.1065726,1.6539248
volume_sn_voxels::v29,-298.9904,5.3785877,0.38349676,-0.32739952,117.38461,-1.0974143,0.9237279,-1.4237931,-3.759734,-1.821193,-2.6427717,2.7740352
volume_sn_voxels::v30,-358.43417,4.2112317,0.8372875,-0.47662482,70.53513,-1.0705032,1.3324113,-1.7449361,-2.3904305,-1.4873455,0.69222003,4.4432287
volume_sn_voxels::v31,-423.0438,-3.716138,0.9995914,-0.6461823,18.162745,-1.0462644,1.4284333,-2.0209415,-0.61920965,-0.9089912,1.3702669,5.768716
volume_sn_voxels::v32,-472.9028,-10.004167,0.81472254,-0.69590217,-4.977189,-0.9730804,0.9861833,-2.268176,1.2269597,-0.43782184,0.8793831,6.234445
volume_sn_voxels::v33,-446.35275,-18.398575,0.68006945,-0.7525353,-40.209248,-0.6115186,0.25353873,-2.1309924,4.0005736,0.12662914,-5.7623997,6.0920095
volume_sn_voxels::v34,-121.15927,-31.244953,-1.039851,-0.29860702,240.69588,0.019247308,1.4712479,-0.3625019,-3.681652,-2.7249923,-3.3496137,3.1415052
volume_sn_voxels::v35,-153.31558,-2.337336,-0.44420895,-0.34701073,202.34186,-0.3788957,0.99979216,-0.7460394,-4.4087214,-2.5930214,-2.9809139,3.0835364
volume_sn_voxels::v36,-179.38713,2.453677,0.08781229,-0.41891083,159.54872,-0.6366504,0.8360554,-0.9577851,-4.106066,-2.3499656,-2.8458652,3.8786454
