Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,0.021152867,0.009509766,0.03768441,-0.010610344,-0.019260203,-0.018836398,0.014620537,0.00027844074,0.01471692,-0.18002176,-0.0633675,0.097974785
rigidity_right,0.0091667,-0.033296388,0.11898494,0.033661734,-0.0071603456,-0.06735231,0.060331274,0.0071336073,-0.034032468,0.0076790634,-0.13712972,-0.054113477
tremor_rest_left,0.016769296,-0.023069832,-0.47064134,-0.04911763,0.024084307,-0.049361907,-0.10900669,-0.032053914,0.051639173,-0.0061427066,-0.026502471,0.025785772
tremor_rest_right,-0.048176583,0.014741226,-0.084635265,-0.043693352,-0.035372242,-0.021055149,-0.08849151,0.012740817,0.057102673,0.044830382,0.0133597795,-0.050399363
tremor_postural_left,-0.016404713,-0.0849123,-0.26690093,0.024547486,0.017366013,-0.02437282,0.007975124,-0.0012722603,0.0054434394,-0.009699566,0.03595328,0.12298167
tremor_postural_right,0.05150855,0.035756394,0.017275492,-0.015907897,-0.019364903,0.010143058,0.020738885,-0.049795546,0.003609367,0.4909564,0.08988211,-0.10758729
bradykinesia_speed_left,-0.0077527445,-0.03999458,0.04199044,-0.024598803,-0.037983473,0.030547727,-0.029908719,-0.012277414,-0.013597487,-0.078778006,-0.19791996,0.07259985
bradykinesia_speed_right,0.031068265,0.01409021,0.04797141,0.012682852,0.043670133,-0.10179837,0.042680956,-0.025882196,0.095068514,0.11086509,-0.009959156,-0.12914285
bradykinesia_amplitude_left,-0.065650515,-0.020660518,0.10003218,-0.047605436,0.026643176,0.078237265,-0.020483533,0.04877908,0.038354315,-0.08422894,-0.027596232,0.059785284
bradykinesia_amplitude_right,-0.062575094,-0.03439911,0.12764758,-0.008280687,0.0069549135,-0.06890905,0.050077185,-0.06592932,0.015379844,0.033108287,0.0127593335,-0.010722124
bradykinesia_rhythm_left,0.031209094,-0.07669428,0.13734278,-0.0343471,-0.105083555,0.00831005,0.02745364,0.16618235,-0.021807963,-0.04328937,-0.04897406,0.039370958
bradykinesia_rhythm_right,0.06566375,-0.038295906,1.8581879,-0.027004678,0.0072333855,0.010667695,0.13825683,0.010091104,-0.01889497,0.04858462,0.06013526,-0.07839568
mirrormovement_left,0.118339464,0.010745999,1.2072707,0.03149202,0.0027458642,-2.443812,-0.63707644,-0.424291,0.02876218,2.2718747,-0.15166833,-0.619915
mirrormovement_right,-0.054552086,-0.058520123,0.05709746,-0.019374143,0.0058784154,0.18540466,-0.1064534,0.040886167,-0.02574761,-0.25600204,-0.30441973,1.438526
