Subject_ID,Factor_1,Factor_2
Subject_1,-0.39990643,0.44339398
Subject_2,-1.0186379,0.27314305
Subject_3,-0.0076227053,-0.92049336
Subject_4,-0.7400051,1.6515623
Subject_5,-0.6908555,-1.5284083
Subject_6,-0.7115912,0.5078997
Subject_7,0.36849773,0.3291983
Subject_8,-0.19664256,-0.22937167
Subject_9,0.82081443,-0.24319935
Subject_10,-1.0989298,-0.3453683
Subject_11,-1.3456376,-1.1081306
Subject_12,1.3203193,1.8077118
Subject_13,-1.8245492,-1.7479769
Subject_14,1.0653718,0.8219264
Subject_15,1.3480446,-1.6491945
Subject_16,0.90105236,-1.5102242
Subject_17,0.90267265,-1.7333728
Subject_18,-0.7993629,0.049972955
Subject_19,2.188446,-0.0058907643
Subject_20,-1.1833999,1.7735171
Subject_21,1.5597578,0.2544497
Subject_22,1.7425847,1.0321454
Subject_23,2.56838,0.2651177
Subject_24,-0.2984862,-0.41486776
Subject_25,-0.78604394,0.8423423
Subject_26,0.83574456,-0.8013196
Subject_27,-1.1421404,1.4655521
Subject_28,0.572144,-2.0180871
Subject_29,-0.7696519,0.16909076
Subject_30,-0.97267145,1.3356423
Subject_31,-0.54844534,1.169241
Subject_32,0.58404726,0.41032052
Subject_33,1.1507206,1.788425
Subject_34,1.6020131,-0.31687438
Subject_35,-0.9464207,-0.28591222
Subject_36,-1.0148917,-0.8401236
Subject_37,-1.8388493,0.35371736
Subject_38,-1.546243,-0.020341383
Subject_39,-0.95273244,0.4916593
Subject_40,-0.85511446,-0.049116723
Subject_41,-1.1194028,-1.1517644
Subject_42,-0.7738297,2.3749044
Subject_43,-0.5412819,0.2963962
Subject_44,-0.39615682,0.5016191
Subject_45,-0.7623613,0.39975774
Subject_46,-1.098054,-0.79888326
Subject_47,2.0277178,0.6695275
Subject_48,-1.3622462,0.78582984
Subject_49,-0.39847133,-1.3960838
Subject_50,1.8891606,1.3365463
Subject_51,-0.93614995,0.7455296
Subject_52,-0.53543407,0.19602595
Subject_53,1.5102046,0.68732953
Subject_54,1.6176386,1.4176255
Subject_55,-0.9896578,1.3915623
Subject_56,-1.1110944,0.6585293
Subject_57,0.7629996,1.3824565
Subject_58,-2.0874639,-1.2234881
Subject_59,0.91075176,-1.1168151
Subject_60,0.2418107,0.1847031
Subject_61,0.58352315,1.4121225
Subject_62,1.055516,-0.44516084
Subject_63,0.18541126,-0.9352708
Subject_64,-1.5272129,-0.25385654
Subject_65,0.4943804,-1.4721475
Subject_66,0.6683872,-0.46761018
Subject_67,0.13505407,2.4424284
Subject_68,0.84082997,-0.1830219
Subject_69,2.7038133,0.44253817
Subject_70,-0.37363166,-1.4584348
Subject_71,0.05378855,-0.39913672
Subject_72,-0.66003144,-0.7607608
Subject_73,0.59581274,-0.5960145
Subject_74,-0.8478699,0.9798189
Subject_75,-0.42727408,-0.088384554
Subject_76,-1.0027227,0.95835674
Subject_77,-0.8557548,1.9309922
Subject_78,0.72653854,-0.39001492
Subject_79,2.1488447,0.3719513
Subject_80,-1.4260526,0.8452852
Subject_81,0.82955307,0.66492754
Subject_82,1.3508487,-0.5510677
Subject_83,2.2693837,-0.50962245
Subject_84,-2.1535473,0.60186046
Subject_85,-1.5822314,1.152091
Subject_86,0.21917547,-0.44571438
