Subject_ID,Factor_1,Factor_2
Subject_1,0.47545686,0.5826547
Subject_2,0.46713609,-0.73222125
Subject_3,0.84978205,0.8574932
Subject_4,-1.5025675,1.0903646
Subject_5,-0.87393314,-1.0530524
Subject_6,0.20132765,-0.5790189
Subject_7,1.0282314,0.6832242
Subject_8,0.6549327,-1.0249194
Subject_9,0.27702323,0.008775988
Subject_10,-0.34210923,-0.78355175
Subject_11,0.3565103,0.053151954
Subject_12,0.33198783,-0.77468777
Subject_13,0.020827329,-1.5458884
Subject_14,1.4148629,1.1027155
Subject_15,0.44465166,-0.39904505
Subject_16,-0.94514835,-0.8979748
Subject_17,1.3277991,-0.8558158
Subject_18,-0.07118299,-1.3370032
Subject_19,-0.63262534,-1.5628215
Subject_20,-1.6364336,-0.0076120324
Subject_21,-1.4080245,-0.57989687
Subject_22,0.51395804,-0.95342267
Subject_23,-1.403877,-1.7063365
Subject_24,0.61805063,0.51165706
Subject_25,0.75500554,0.7265271
Subject_26,0.8352567,-0.49593
Subject_27,-0.8020658,0.9463414
Subject_28,0.6464826,0.84888357
Subject_29,0.44738457,1.1164618
Subject_30,-1.0846198,0.92346996
Subject_31,0.7789148,0.51162213
Subject_32,-0.61564773,-1.4614135
Subject_33,0.64186364,0.7492061
Subject_34,-0.61574495,-1.125434
Subject_35,-1.0812551,0.85495925
Subject_36,-1.1125212,-0.9588909
Subject_37,0.654299,0.98984134
Subject_38,0.5154363,-0.22320545
Subject_39,-0.11992765,-0.89081913
Subject_40,-1.0977969,0.79211247
Subject_41,0.26620454,0.80517817
Subject_42,-0.11543831,0.7086701
Subject_43,-0.72991073,0.2284842
Subject_44,-0.76791894,-0.62043756
Subject_45,0.01295217,0.064851314
Subject_46,-0.376458,-0.7428813
Subject_47,-1.434317,-0.5452298
Subject_48,0.82073945,-1.2089899
Subject_49,-2.585977,-1.2869291
Subject_50,0.642814,-1.0672016
Subject_51,-1.2508873,0.7768994
Subject_52,-1.1418583,-0.18175422
Subject_53,-0.74915874,1.1224079
Subject_54,1.0707359,0.9187269
Subject_55,0.097361594,-1.3240317
Subject_56,0.88008964,-0.6807419
Subject_57,0.7907772,0.92799896
Subject_58,-1.7969613,0.292555
Subject_59,0.5803783,0.53635293
Subject_60,0.57876027,-0.6213014
Subject_61,-1.288151,-0.78497255
Subject_62,-0.011355887,-0.9500143
Subject_63,-0.28881517,0.9414333
Subject_64,-0.776123,0.6037901
Subject_65,-0.92798537,-1.1130674
Subject_66,0.71521926,0.64504856
Subject_67,-1.7845105,0.3279208
Subject_68,-0.70825106,0.40784377
Subject_69,0.9211044,-1.0322621
Subject_70,0.70519644,-0.2838894
Subject_71,0.5064001,0.69017327
Subject_72,-0.25123534,0.24000038
Subject_73,0.16172224,0.89096063
Subject_74,-0.8470155,0.2613475
Subject_75,-1.256147,-0.7623645
Subject_76,-0.7743456,-0.14846298
Subject_77,-0.5417565,-1.0619533
Subject_78,-1.0755643,0.3771952
Subject_79,0.99092084,0.7601526
Subject_80,-0.41771606,-0.8048352
Subject_81,0.674515,0.95232546
Subject_82,1.3318651,1.0669744
Subject_83,-2.1319587,0.88872623
Subject_84,-0.70512336,-1.0737771
Subject_85,0.2767812,0.513879
Subject_86,0.61940175,-1.0244013
