Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9
volume_sn_voxels::v0,0.00014994414,-0.00035785546,0.00019474581,0.00034160377,0.000114645554,-0.00020953012,0.0008807357,0.0002968541,-2.671294e-05,-0.00026901558
volume_sn_voxels::v1,0.00022519453,-0.00029762427,0.00040916065,0.00038628062,0.0002472218,-0.00023955393,0.0010224245,0.00030143806,-6.9164096e-05,-0.00019298327
volume_sn_voxels::v2,0.00018258253,-0.000422369,2.3722718e-05,0.00034177772,0.00013779843,-0.00019856295,0.00075144926,0.00042641396,-0.00026277927,-0.00039647165
volume_sn_voxels::v3,0.00026062096,-0.0004597328,0.00017456594,0.00042016746,0.00027247873,-0.00026612834,0.0008194854,0.00052225194,-0.00029638768,-0.00029546677
volume_sn_voxels::v4,0.0003220426,-0.00038829513,0.00033661857,0.00043476463,0.0004054426,-0.00029365713,0.0009135145,0.0005581754,-0.00033961274,-0.00022049318
volume_sn_voxels::v5,0.00020995986,-0.0004898971,-0.00012601574,0.0003277004,0.00020891662,-0.0002075585,0.0005297939,0.00033361776,-0.00048563108,-0.00038308115
volume_sn_voxels::v6,0.00026585135,-0.0004883397,-1.4464922e-05,0.00039985785,0.00037604696,-0.0002517688,0.0005021706,0.00047323958,-0.0005169544,-0.00030419428
volume_sn_voxels::v7,0.00031809264,-0.0005326253,6.5679764e-05,0.0004589988,0.00049340125,-0.00025840467,0.00057437026,0.0006790366,-0.0005586557,-0.00030159668
volume_sn_voxels::v8,0.00042186814,-0.000500882,0.0002925916,0.00046884533,0.0006118022,-0.0003245669,0.00065874343,0.0007904231,-0.0005683412,-0.00023173874
volume_sn_voxels::v9,0.0002590892,-0.0003851009,-0.00023702373,0.00029016833,9.10782e-05,-5.3800404e-06,0.00040623007,-0.00022166628,-0.00046939906,-0.0002992045
volume_sn_voxels::v10,0.00026860193,-0.00044105935,-0.00027817738,0.00033306054,0.00019162778,-0.00011619143,0.00039598602,-0.00013423758,-0.00059140247,-0.00032635842
volume_sn_voxels::v11,0.00023579449,-0.0004844017,-0.00022496986,0.0003362658,0.00026689292,-0.0001806307,0.000344029,3.91998e-05,-0.000603539,-0.00029759522
volume_sn_voxels::v12,0.0003010285,-0.0005995889,-0.00018313514,0.0003914572,0.00039596236,-0.00025439134,0.00031077693,0.00025995696,-0.0006717375,-0.0002512151
volume_sn_voxels::v13,0.00033179283,-0.00057989603,-9.6252144e-05,0.00043079996,0.0005482067,-0.00022616706,0.00025203673,0.0004834552,-0.00062968116,-0.00015731745
