Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,-0.021017982,0.030168768,-0.04764112,0.023211163,-0.025794782,0.019258967,0.046356786,-0.032652766,-0.017459534,-0.008105546,-0.007582767,0.015084273
rigidity_right,-0.008959675,0.021534594,0.01382514,0.03196261,-0.018470792,0.0168669,0.0072751725,0.03436958,-0.007342247,-0.03914358,0.0074382806,-0.008640257
tremor_rest_left,0.015097654,0.009578913,-0.026675995,0.010385369,-0.018421706,-0.0876696,0.10468456,0.007553123,-0.011142884,0.022434387,-0.02493583,0.024430513
tremor_rest_right,0.043247458,-0.02870837,-0.011390353,0.021911524,-0.02168434,-0.016406849,0.015356227,0.041302834,-0.019403163,0.01157882,0.0015452302,0.026291767
tremor_postural_left,-0.0211293,0.035028506,-0.013841533,-0.020292073,-0.022459304,-0.16556296,0.0018746416,-0.017536217,0.010747693,0.011555294,-0.0040670517,0.00076638465
tremor_postural_right,0.022626603,-0.087445416,0.03722347,0.007583416,-0.008365869,-0.02743765,-0.0325956,0.14362921,0.0059111803,0.010447545,0.019611252,-0.002712799
bradykinesia_speed_left,-0.0059539103,0.02854292,-0.03237286,-0.011597943,0.013120905,0.04288451,0.1631121,0.0021810005,-0.02843449,0.0048383856,-0.007972906,0.0022011483
bradykinesia_speed_right,0.0015579195,-0.008887019,0.015208957,0.020161048,0.020328501,0.0130059235,-0.052052002,0.04156984,0.024480578,-0.05747804,-0.001203738,-0.002184407
bradykinesia_amplitude_left,8.027143e-05,0.01570995,-0.09175125,-0.019096993,-0.0017050423,0.04482272,0.12531678,-0.02526906,-0.016898364,0.013771292,0.013367373,0.013910836
bradykinesia_amplitude_right,-0.009732957,-0.0076971147,0.009421946,0.008403504,0.011672951,0.007770417,-0.031096015,0.032764915,0.026751783,-0.064691,0.007237053,0.0037166355
bradykinesia_rhythm_left,-0.0071898215,0.018571712,-0.011939699,0.00039002954,-0.0046647047,0.03852667,0.019939503,0.005209764,-0.011726407,0.010517012,0.014435617,0.007898116
bradykinesia_rhythm_right,0.0062119938,-0.04350484,-0.011529869,-0.024384404,-0.023672447,0.2776385,-0.011814641,0.080525845,0.02979399,-0.06454515,0.06698269,0.003730973
mirrormovement_left,-0.17896733,0.045602348,1.3666896,3.3667629,0.027179876,0.0017829859,-0.04398568,1.7976916,0.06966535,-0.4358021,-0.10305616,-0.020586908
mirrormovement_right,-0.05817137,0.010203955,-0.18139619,0.017197996,0.014219379,0.068083666,1.9247297,-0.10722604,0.0058999513,0.075391784,-0.10804463,-0.014868449
