Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v0,0.10788467,-1.5985824,-1.8651205,2.347858,-0.18681498,-0.18267086,0.12321864,-0.05698322,-0.4786409,0.3536472,-1.0386082,-0.5079937
volume_sn_voxels::v1,0.07259132,-1.6199738,-1.8560898,1.7480272,-0.10493364,-0.030858139,1.814909,0.013963069,-0.3224049,0.4676197,-1.0111163,-0.5616499
volume_sn_voxels::v2,0.0756118,-2.0194654,-2.4057984,2.7870126,-0.23344551,-0.35526672,-0.43634728,-0.08883423,-0.34267363,0.03560251,-1.1311303,-0.362547
volume_sn_voxels::v3,0.11331129,-2.2632868,-2.7683582,2.284378,-0.18402398,-0.16551624,0.056968726,-0.057788048,-0.28892863,0.08710483,-1.2797723,-0.45983657
volume_sn_voxels::v4,0.078765415,-2.3035905,-2.6980305,1.4803464,-0.1322512,-0.049385276,1.7809795,0.15729089,-0.14530845,0.10472291,-1.258388,-0.4693082
volume_sn_voxels::v5,0.14257124,-1.9069643,-2.8039088,3.0203397,-0.17268254,-0.32219425,-0.9826848,-0.30370742,-0.14593968,-0.1558522,-0.79218894,-0.23203208
volume_sn_voxels::v6,0.097264096,-2.1511338,-3.1564138,2.4328668,-0.13525587,-0.28799284,-0.44806656,-0.17370446,-0.069551334,-0.15651882,-1.0290098,-0.26778114
volume_sn_voxels::v7,0.07683511,-2.6046262,-3.636455,1.9112537,-0.06307793,-0.20456392,0.05678788,-0.026158608,-0.022094639,-0.09016187,-1.292417,-0.34153512
volume_sn_voxels::v8,-0.059022125,-2.819976,-3.5474098,1.0629047,-0.0452594,-0.117463134,1.7050935,0.26578066,0.092447855,-0.04739289,-1.4117966,-0.30730125
volume_sn_voxels::v9,0.1962792,-1.2324919,-2.3483238,3.148873,0.1445281,-0.21845308,-1.2173802,-0.5983498,-0.35852212,-0.14303546,-0.0073026367,-0.06551756
volume_sn_voxels::v10,0.17459527,-1.3754209,-2.785359,3.4180741,-0.015406938,-0.21171871,-1.3386796,-0.6795212,-0.21687725,-0.3250279,-0.10007454,-0.11438844
volume_sn_voxels::v11,0.11625373,-1.3999486,-3.0487978,3.09509,-0.08104555,-0.18476187,-1.1336408,-0.58984256,-0.06861001,-0.34000477,-0.21533455,-0.13066939
volume_sn_voxels::v12,0.124566,-1.7101243,-3.740194,2.7417157,-0.08192108,-0.21107803,-0.8882607,-0.39930114,0.030795673,-0.35513732,-0.48707485,-0.19576399
volume_sn_voxels::v13,0.05876612,-1.8222855,-3.7820046,1.8401062,-0.049881782,-0.20000812,-0.29152033,-0.15076965,0.13502233,-0.2923308,-0.7290183,-0.2058904
volume_sn_voxels::v14,0.036003374,-2.0781407,-3.7426293,1.1428274,-0.0037630734,-0.159644,0.082156286,0.00013707503,0.18988967,-0.19691133,-0.9199511,-0.2093418
volume_sn_voxels::v15,-0.01601222,-2.5000522,-3.8306165,0.49968097,0.014443438,-0.136767,1.5991544,0.35925972,0.34673876,-0.16693573,-1.2162094,-0.1559701
volume_sn_voxels::v16,0.15497078,-0.8656244,-1.9424247,1.5990933,1.4425662,-0.24634297,-0.24503884,-0.7190978,-0.3486755,-0.14894608,1.116467,0.004303821
volume_sn_voxels::v17,0.19347881,-0.682418,-2.17974,2.1804404,0.7745912,-0.1445176,-0.71252733,-0.7894476,-0.33552343,-0.12359216,0.81536674,-0.0009395583
volume_sn_voxels::v18,0.12506215,-0.8802419,-3.0709891,3.193549,0.31751263,-0.10763282,-1.2846785,-1.0638025,-0.29265228,-0.18423225,0.69124407,-0.022016915
volume_sn_voxels::v19,0.10958587,-0.866366,-3.2661128,3.086001,0.01354587,-0.08584758,-1.1498897,-0.8719158,-0.10555713,-0.33316976,0.38099712,-0.04904359
volume_sn_voxels::v20,0.0945149,-0.90012705,-3.7056265,2.6771877,-0.06273974,-0.06547069,-0.85663086,-0.5753277,0.025813706,-0.36973578,0.05877597,-0.09879025
volume_sn_voxels::v21,-0.03673735,-1.0412327,-4.1864877,2.0002294,-0.044921614,-0.08470659,-0.40931013,-0.2178054,0.1973524,-0.29886425,-0.1553115,-0.12326587
volume_sn_voxels::v22,-0.0051008216,-1.2573215,-4.3763323,1.2026508,-0.017799098,-0.113836594,-0.025733514,-0.032027215,0.3406661,-0.19625488,-0.42815727,-0.14363807
volume_sn_voxels::v23,-0.043335963,-1.7004652,-4.454217,0.61266327,0.057920832,-0.13598788,0.33963147,0.12572844,0.41801187,-0.15205884,-0.7295539,-0.14749716
volume_sn_voxels::v24,-0.17936873,-2.141876,-4.1857085,0.054020673,0.11980698,-0.16315849,1.907244,0.57368255,0.55524075,-0.19523811,-1.0391631,-0.040887695
volume_sn_voxels::v25,0.27497312,-0.25686106,-2.1370394,1.2873697,1.2460506,-0.17196144,-0.037536964,-0.9333571,-0.1891033,-0.046875883,1.6998229,-0.012439282
volume_sn_voxels::v26,0.2519871,-0.18187831,-2.5182135,2.0393538,0.6273346,-0.070712626,-0.44056118,-1.0525138,-0.2124173,-0.019293448,1.4584309,0.019084414
volume_sn_voxels::v27,0.18608657,-0.25011882,-3.2557049,2.7846491,0.16079417,-0.047539473,-0.9025258,-1.1498113,-0.16283214,-0.07881698,1.2558,0.0038792512
volume_sn_voxels::v28,-0.035958134,-0.28264794,-3.1301627,2.341743,-0.022790099,-0.014881545,-0.61604935,-0.69156736,-0.029917154,-0.07308608,0.7012609,0.006294718
volume_sn_voxels::v29,0.0066110543,-0.2768585,-3.7380195,1.9790436,-0.04926126,0.0019641095,-0.38786784,-0.39332965,0.10781929,-0.12345032,0.31667176,-0.05151719
volume_sn_voxels::v30,-0.03614074,-0.44392198,-4.5039706,1.3897866,-0.03943827,-0.01725199,-0.110729344,-0.10927148,0.3060005,-0.11352726,0.017047249,-0.08582202
volume_sn_voxels::v31,-0.0077715805,-0.84451795,-5.1890597,0.76105046,0.069803186,-0.05072455,0.10716536,0.05095763,0.45997438,-0.123525,-0.20583977,-0.1369937
volume_sn_voxels::v32,-0.15350506,-1.3939176,-5.376647,0.289551,0.16104595,-0.14363284,0.79905206,0.26361394,0.6029122,-0.097862855,-0.59189105,-0.08313187
volume_sn_voxels::v33,-0.16117525,-1.7428961,-4.5202746,-0.17053069,0.18529846,-0.1653579,2.274544,0.6377307,0.7120098,-0.13953412,-0.8964367,0.024269192
volume_sn_voxels::v34,0.26977357,-0.024431007,-2.7354531,1.9454137,0.35593468,-0.093209684,-0.105622366,-1.1452125,-0.08993438,0.18829335,1.8937348,0.0020078197
volume_sn_voxels::v35,0.070821814,-0.055074055,-2.9623,2.1571796,0.060992744,-0.02715434,-0.33514714,-0.92791486,-0.055658214,0.13676505,1.4305272,0.025530364
volume_sn_voxels::v36,0.030644266,-0.017225955,-3.3103573,2.0417764,-0.010691357,0.005013262,-0.33613813,-0.650377,0.013215359,0.06948863,0.98438525,-0.00041162566
volume_sn_voxels::v37,-0.068245694,-0.083995596,-3.933152,1.6940098,-0.025821704,0.015307302,-0.23658359,-0.3244388,0.11252372,0.08423775,0.55187285,-0.025786834
volume_sn_voxels::v38,-0.1358956,-0.24822631,-4.5506587,1.0951526,0.012469316,-0.0058540865,-0.02544606,-0.10128354,0.25759476,0.061026458,0.12871866,-0.044006344
volume_sn_voxels::v39,-0.18366458,-0.626284,-5.3124886,0.6025565,0.1429736,-0.053736113,0.19102581,0.03447473,0.43920854,0.016522568,-0.10563962,-0.06270578
volume_sn_voxels::v40,-0.34237546,-1.0580277,-4.988372,0.14553848,0.36636758,-0.13290967,0.8240918,0.19916444,0.5508636,-0.014851687,-0.37772554,0.0073441337
volume_sn_voxels::v41,0.07792721,0.087382436,-2.4378448,1.7004915,0.2022588,-0.11616497,0.06489471,-1.0648509,-0.023805015,0.88679844,1.8779774,-0.05450827
volume_sn_voxels::v42,0.055621594,0.13581145,-3.1116314,2.0826735,0.06950372,-0.045388274,-0.13754918,-0.99820656,-0.018240968,0.8805666,1.6560313,-0.041775756
volume_sn_voxels::v43,0.023994833,0.1213129,-3.576652,2.0052552,0.034131054,-0.0092350645,-0.20829311,-0.7220139,0.009037029,0.6765397,1.2016765,-0.03275585
volume_sn_voxels::v44,-0.15528324,-0.004296643,-3.8222985,1.5428054,0.06797123,0.012273196,-0.11939187,-0.36745605,0.050691243,0.45476195,0.68138677,-0.017552186
volume_sn_voxels::v45,-0.39555222,-0.30918053,-4.8598742,1.2341943,0.23268461,0.0020396446,-0.06577673,-0.18402353,0.15702434,0.34107235,0.2890924,-0.0011378456
volume_sn_voxels::v46,-0.5310254,-0.6184792,-4.3538437,0.48357797,0.48156303,-0.04696359,0.14972667,0.015773064,0.24667801,0.15503696,0.0012571329,0.037914958
volume_sn_voxels::v47,-0.6476161,-1.0620803,-4.1196756,0.11967556,0.74076253,-0.15629691,0.8188474,0.13049574,0.4082873,0.028088812,-0.19452448,0.13063091
volume_sn_voxels::v48,0.021869095,0.15783256,-2.0527968,1.4876312,0.41045365,-0.17812668,0.26803687,-0.9963342,-3.000782e-05,1.3305187,1.794717,-0.13767256
volume_sn_voxels::v49,0.019594526,0.27640203,-2.6803858,1.7168809,0.2966201,-0.10314817,0.038859893,-0.8619865,-0.02399288,1.424294,1.5633991,-0.124679044
volume_sn_voxels::v50,-0.10150626,0.20607737,-3.5177646,1.8526947,0.39656243,-0.06627443,-0.08441725,-0.69729286,-0.031065814,1.4270978,1.2960682,-0.09431818
volume_sn_voxels::v51,-0.26574132,0.034294546,-3.8501723,1.5021595,0.5635275,-0.043069918,-0.10659123,-0.41959038,-0.01801751,1.0413672,0.789764,-0.03481869
volume_sn_voxels::v52,-0.68200594,-0.36653534,-4.223964,1.0136619,0.9465601,-0.070479736,-0.029870013,-0.21461155,0.019091897,0.7272557,0.38162455,0.056492873
volume_sn_voxels::v53,-1.0164449,-1.0878677,-4.2378135,0.42697325,1.3328981,-0.10665337,0.1626469,-0.03538173,0.12789477,0.31745818,0.025873419,0.1618725
volume_sn_voxels::v54,-0.036785077,0.37454107,-2.2795568,1.2744845,1.5501474,-0.1902068,0.07043786,-0.7947875,-0.04552961,1.7272086,1.5292492,-0.2323749
volume_sn_voxels::v55,-0.16033743,0.35643283,-3.0257218,1.2920896,1.7223637,-0.09782465,-0.04599253,-0.56467134,-0.06619049,1.8459605,1.2380948,-0.19064441
volume_sn_voxels::v56,-0.46580508,0.065296195,-3.6935105,1.0849855,2.03037,-0.091935836,-0.06180315,-0.35877973,-0.06069328,1.6660049,0.83850247,-0.07606704
volume_sn_voxels::v57,-0.7713031,-0.37677482,-3.7762117,0.5570617,2.2131028,-0.11437096,0.039866373,-0.15618512,0.0025875987,1.1409211,0.34889886,0.050931856
volume_sn_voxels::v58,-0.13341913,0.68762785,-2.6052008,0.3997254,4.7060347,-0.17919162,-0.21368952,-0.58809763,-0.018671218,2.1390355,1.2443027,-0.36635655
volume_sn_voxels::v59,0.2934922,-0.83143663,-0.77937245,1.7975532,0.1420782,-0.18747869,2.564917,-0.35825592,-0.16026437,1.5367856,-1.2287594,-0.46928135
volume_sn_voxels::v60,0.19848806,-0.8174491,-1.1384107,1.5636454,0.025730487,-0.1178922,2.2944758,-0.123898976,-0.2060834,0.9955937,-0.963587,-0.49809897
volume_sn_voxels::v61,0.11107031,-0.8729467,-0.601514,0.8128097,0.30593365,0.0014000841,4.7331944,-0.08187961,0.07720147,1.3441421,-0.8536586,-0.48161915
volume_sn_voxels::v62,0.08933966,-1.7051381,-2.185247,2.1622834,-0.108414404,-0.2556151,0.35050866,-0.04063923,-0.4169834,0.4407712,-1.3023977,-0.46193388
volume_sn_voxels::v63,0.10313798,-1.6473013,-2.063726,1.4828767,-0.031331524,-0.0850243,2.2765174,-0.010069731,-0.20258269,0.5114517,-1.2171702,-0.51558083
volume_sn_voxels::v64,-0.0055249454,-1.0548912,-1.0566909,0.4427263,0.06482041,0.032332227,3.8955312,0.1288217,0.07590095,0.5590865,-0.6544181,-0.35912254
volume_sn_voxels::v65,0.12633613,-2.0603833,-2.730233,2.309443,-0.13356425,-0.32842058,-0.33473307,-0.08763747,-0.2742707,0.050649337,-1.3453333,-0.27903482
volume_sn_voxels::v66,0.027591357,-2.7551358,-3.4927044,1.9666135,-0.04358289,-0.22008792,0.12600982,-0.040450793,-0.19561747,0.07745501,-1.6911359,-0.3859721
volume_sn_voxels::v67,0.0857376,-2.921275,-3.5568333,1.2249107,-0.019851305,-0.06452775,2.0669088,0.090988345,-0.027948352,0.10912275,-1.7363526,-0.4515417
volume_sn_voxels::v68,-0.009038026,-1.8826108,-1.8907366,0.10539032,-0.02437879,0.037778392,3.8730586,0.46826005,0.1965119,0.115039706,-0.98117566,-0.2705602
