Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,-0.08568149,-0.09494527,-0.45233646,0.21397488,-0.040624756,-0.19183347,-0.120964915,-0.2986567,-0.110014476,0.086228035,0.23089768,-0.04987901,-0.005082539,0.22917022,-0.481485,-0.023799377,0.0144854095,0.25453904,-0.11962055,0.03375992,-0.19375181,-0.098179825,-0.05046261,0.05774834,-0.2333013,-0.27692384,0.3088654,-0.07738347,-0.15474778,-0.015399643,0.036357667,0.42281017,0.37973353,0.0007575962,0.16920944,0.042266734,0.21698602,-0.33098787,0.062478624,-0.06280467,-0.15855993,-0.44920492,0.045485377,0.1361567,0.15505303,0.110725,-0.022773294,0.093913846,-0.0913905,0.006096633
rigidity_right,0.039249532,-0.012943206,-0.036476955,0.040410906,-0.09508452,0.0035595794,0.21667483,0.24424468,-0.099386044,-0.14303963,-0.104910865,0.07190999,0.090019464,0.13277216,-0.08273647,0.31142277,-0.061064366,-0.15801986,0.12036796,-0.24252051,-0.2790759,0.19659002,-0.05271798,0.07283205,0.14895643,-0.105778135,0.22139375,-0.122669764,-0.2972784,-0.20123255,0.06271131,-0.09543198,-0.017376378,-0.22624592,0.12892804,0.055507787,-0.124928504,0.16987202,-0.11327843,0.14354385,0.06057599,0.34460866,0.17567103,0.35929075,0.13996749,0.084177166,0.27336687,0.051479213,0.14971171,0.25303817
tremor_rest_left,0.037412282,0.1439316,0.24899268,-0.08022511,-0.103373595,0.3763538,0.20584123,-0.19681686,0.022127219,0.2971725,-0.0011963784,0.24795708,-0.025812052,-0.030796755,-0.06633246,-0.09368123,-0.036145803,-0.2180957,0.12762003,-0.21428281,0.029529762,-0.11239888,0.05356331,0.17873017,0.104103394,0.04945869,0.04148974,-0.013297961,-0.29845044,-0.06591516,-0.1714241,-0.02047576,0.3077517,0.18507524,0.06719966,0.096023045,-0.26434913,0.17684494,0.06032704,-0.08375012,-0.24017295,-0.15576681,0.32900372,0.07202671,-0.12850644,-0.05020396,0.0032078736,-0.3298413,-0.06745764,0.0584321
tremor_rest_right,-0.09972363,-0.049523454,0.23760657,-0.302693,-0.20307414,-0.019473232,-0.26064214,0.10205078,-0.49975395,-0.49932197,-0.20403934,-0.053703327,-0.14517133,0.1834978,-0.1303248,-0.0049917675,-0.07642433,-0.13393849,-0.1040031,-0.14045282,-0.2571441,-0.11579237,-0.15664414,0.032626655,0.23376717,0.035088528,-0.06765795,0.22963461,-0.1479639,0.12925151,0.079995126,-0.056393463,0.29270333,-0.12961692,0.046648357,0.17882693,-0.22340745,0.05655174,-0.09059283,0.17872204,-0.08289485,0.14012028,0.04329922,0.2537711,-0.051593486,0.2592356,0.20366563,-0.10205018,-0.2730384,0.22289339
tremor_postural_left,-0.10059925,0.18232645,-0.14939614,0.010741347,0.11258053,-0.06751217,0.22169931,0.03084143,0.11504322,0.28939652,0.21355537,0.15113978,-0.04371448,0.22594841,-0.03208858,-0.22486874,-0.07197471,-0.18748333,-0.30138302,-0.08940477,0.029550457,0.34767765,0.12594552,-0.12167293,-0.1443744,0.4118341,0.1812552,0.24132314,0.020343352,0.13446037,-0.01046957,-0.12844603,0.034772158,0.23606965,0.11476476,0.18627271,0.46739697,0.18994115,0.13593471,0.09168741,0.11789807,-0.082993194,-0.061356023,-0.08146152,-0.13789572,-0.14139357,0.24739583,-0.077691175,-0.10662371,-0.21128064
tremor_postural_right,-0.05060378,-0.16106974,-0.09096868,-0.10649752,-0.18841638,0.19635181,-0.091402195,-0.17789763,-0.114320986,0.30702415,-0.1963704,0.0030413405,0.1905277,0.07108181,-0.10290353,0.13261127,0.18464352,-0.054613024,-0.07611177,0.17886497,-0.5432073,-0.014924563,0.07322981,-0.3026215,0.25679502,-0.108316995,-0.0017110091,-0.082498305,-0.1083017,0.039919477,-0.09096221,-0.12652504,0.04272936,0.08009776,0.021313027,0.14855094,-0.37876102,0.08934995,0.27204806,-0.04072002,0.34401137,0.048834555,-0.037202213,0.08168328,0.018902846,0.05104457,-0.022673357,0.14448842,0.06892955,-0.2810959
bradykinesia_speed_left,0.14305483,0.18629247,-0.07413615,0.160574,0.19372943,-0.0662877,-0.35534146,0.18463816,-0.11285763,-0.04361656,0.05604195,0.26467174,0.14209291,-0.40030494,-0.026317889,-0.2920689,0.19198425,0.21525078,0.13866995,-0.29556176,-0.005271637,-0.023567507,0.0038099356,-0.08155377,0.21095157,0.11971608,0.28190932,0.17081627,0.117224805,-0.08568174,0.054302283,-0.17878787,0.2280327,-0.18209836,0.042436764,0.021749746,0.27205345,-0.26576424,0.009945516,-0.01581247,0.060391437,-0.0687493,0.12058578,0.038748953,-0.33989647,-0.034361895,-0.09620214,0.01744318,-0.1666017,0.031995624
bradykinesia_speed_right,-0.052142352,-0.06374999,-0.09248755,0.023456613,0.15313102,0.08484422,0.009490085,0.010152969,-0.11728772,-0.23272881,-0.032170285,-0.23659147,0.10948129,0.049684905,-0.117352806,0.12725934,0.20211945,0.04140335,0.234052,0.08225421,-0.112125,0.046146628,0.17341097,0.107443534,-0.111815244,0.16828065,-0.03804449,0.04815347,0.09827033,-0.30823463,-0.26324046,0.2813918,0.2418242,0.12080714,-0.07215962,-0.23991613,0.11226534,0.1925087,-0.100860514,-0.3498919,-0.101824656,0.13044009,0.21587355,-0.12175864,0.24491784,0.13081796,-0.014354723,-0.25732315,-0.19642092,-0.062149882
bradykinesia_amplitude_left,0.043163173,0.19733937,0.039129205,0.08407901,0.05365713,0.11983897,0.12600584,-0.057600103,0.11360981,-0.04586884,-0.036812745,-0.044454638,0.028704416,-0.041506276,0.22636533,-0.34606907,0.112187974,0.16598938,-0.03917834,0.015889691,0.14392011,0.020036524,0.20254081,-0.07451285,-0.33076653,0.003935531,0.06693272,0.16589473,0.18502405,-0.034815185,0.060400035,0.18465343,0.08807239,0.084536135,-0.03089837,-0.20871702,-0.249093,-0.063848026,0.007381298,0.10119347,-0.035422627,-0.18095961,-0.11236758,-0.23613897,-0.2827754,0.31379706,0.23002173,-0.07820841,-0.034093283,0.20300867
bradykinesia_amplitude_right,-0.094969474,0.077642135,0.16623586,-0.012204628,-0.08114595,0.42102435,0.21014448,-0.02839668,0.09414271,-0.30425775,0.1858298,-0.045584023,0.23190647,-0.002828442,-0.027533377,0.059542146,0.2585281,0.14060403,0.13539948,0.108338185,-0.12217417,-0.17618859,-0.15119539,-0.020475622,0.10490983,-0.11767982,0.14668562,-0.14007053,0.13274087,-0.048838325,-0.016000416,-0.08811258,-0.21947129,-0.064513326,0.055080775,-0.17519328,-0.024724845,-0.04034323,0.12592764,-0.06756623,0.1696008,-0.10241388,0.13046175,-0.011622256,0.09441787,0.29844606,-0.06657375,-0.24958648,0.12421138,-0.329706
