Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,9.786741e-05,-0.000666677,-0.00032100998,6.366179e-05,0.0026961497,-0.0006863732,-0.00046339707,-0.0003070711,0.0010019337,-0.00045654105,0.00094880344,-0.0020515067,0.0013336062,-0.0008536704,0.0025501165,-0.0012367332,-0.0014118487,-0.0055582463,-0.0046275235,0.00081809005,0.0015188176,-0.004021498,-0.0013107938,-0.0037848987,-0.001671833,0.003080466,-0.0004311,0.002679044,0.00092753046,-0.004750747,6.605252e-05,-0.009620012,0.002667244,0.0027682248,-0.003269817,0.0014883857,0.0032377315,0.008368067,0.0056498335,-0.0018478076,0.0049072136,0.002074199,-0.0076971613,0.0038632927,0.0049579847,0.00056934904,-0.0010834087,-0.0058517247,0.008149736,-0.0040820627
rigidity_right,-4.4163924e-05,0.000115924166,-0.0010208279,0.0009103362,-0.0007448468,-0.0011898641,-0.0014904022,0.0013340045,0.0005713567,6.89153e-05,-0.0002534638,0.0004453948,0.0021561421,-0.0018312922,-0.00040710793,0.0029856008,0.0019228518,0.0040431474,0.0043254257,-0.0016230312,-0.0010706044,0.0011751209,-0.0001268982,0.0006254529,-0.004550658,-0.0011022288,0.0017707674,0.0018851543,0.0041132024,-0.0018278545,0.0015162098,-0.0012061317,-0.004427114,0.006874047,-0.004715523,-0.0011608044,-0.0055520223,0.00413251,-0.005702811,-0.0026269788,0.01501471,0.0008681573,0.00015138625,0.005500118,-0.0060080485,-0.001835058,0.0054379217,0.002965406,0.0067601767,-0.005715987
tremor_rest_left,0.00020485833,-0.00026470525,-2.4920704e-05,-0.001960837,0.00095828273,-0.0016980452,0.0011925541,-0.0010697328,-9.805589e-05,-0.0005442576,0.00013264728,-0.0021206802,0.0016660328,-0.00023604612,0.0018944435,-0.00041224633,0.0013967449,-0.0009936091,0.00017675894,-0.00434435,0.0026804805,0.0035638171,-0.0017621338,-0.00033353284,-0.0006954887,-0.006878193,0.00047004546,0.006539426,0.006723588,0.0024734382,-0.0014296814,-0.010640291,-2.071458e-06,-0.0083254315,-0.0006588205,-0.004080889,-0.009955885,0.002487533,0.0019771534,-0.0011091812,-0.0018066297,-0.0036753113,-0.0011504841,0.001288859,-0.0019623314,0.0073266877,0.0018953366,-0.006900396,0.0008193408,0.0047966475
tremor_rest_right,0.00032679123,0.00022169504,-0.00032058216,-0.00023839192,-0.0005695077,-0.001119755,7.155462e-05,0.00039036965,-0.0016500251,-0.0013844348,-0.0013149305,-0.00050527713,0.0018482325,-0.00087995414,0.0013724095,0.0008301751,0.0028580385,0.0021076303,0.003378717,-0.004075974,0.0006285039,0.0040110233,-0.0011654294,0.0016188693,-0.003076595,-0.0064227027,0.002524714,0.0039073904,0.005870568,0.00047508607,0.0022200656,-0.0054971064,-0.00225441,-0.007475843,-0.0031533246,-0.008340019,-0.012991417,-0.0010985921,-0.001780422,-0.0015451199,0.00085755385,-0.0040802616,0.0007739663,0.0013359445,0.0005534277,0.0063840067,0.00095914165,-0.0028245142,-0.00047829814,0.0021387422
tremor_postural_left,-1.463431e-05,-0.0003727603,-0.00028029355,-0.0024732496,0.0008435178,-0.00029310584,0.0012629494,-0.00093109685,0.0006759387,-0.000367862,0.0015946302,-0.0017502394,0.00048548874,4.3010423e-05,0.00044246606,-0.00035993787,-0.0010338903,-0.0012728611,-0.004017923,-0.0027916406,0.0040541003,0.0026129435,-0.005195984,-0.004335426,0.0020498529,-0.004905292,0.00078053307,0.006858217,-0.0050310185,-0.00087145786,-0.0044158692,-0.008915839,0.0040915385,-0.0071506384,0.0009777397,-0.004735374,-0.010234134,0.0036391597,0.0019696956,-0.005878496,-0.0032484615,-0.008331081,0.0028738503,0.005006642,-0.0032878243,-0.00046825,0.0066882544,-0.005959629,-0.0067829844,-0.00693633
tremor_postural_right,-8.711887e-05,0.000992908,6.900534e-05,0.00014396178,-0.002857249,2.6235328e-05,-8.702434e-05,0.0004988493,-0.0015342608,-0.0014230126,-0.0010573148,-0.00088995683,-0.0010951009,-0.0010054277,0.00061504793,0.0005087549,0.0014236862,0.0051464,0.0063578244,-0.00031308568,-0.0018586894,0.0035714104,0.003053998,0.0025960167,-0.0019503982,-0.0020124435,0.0038825448,0.0024478075,0.000403113,0.0029929355,0.0031018206,-0.0076450324,-0.0031671792,0.0013862655,-0.009904133,-0.0070414175,-0.0074960473,0.0028339883,-0.0064545097,-0.0050866636,-0.00075147336,-0.0053089196,0.005213183,-0.004173489,7.908601e-05,-0.008017728,0.0038553462,0.003230475,-0.009614128,-0.0009916364
bradykinesia_speed_left,0.00025347067,0.00010082258,0.0006263803,-2.6184382e-06,0.0022867227,-0.000398542,0.0001256632,-0.00064918504,0.00093600387,0.0002425117,0.0016651868,-0.00057139184,-0.001388011,-0.0011553728,0.0023586585,-0.0016439949,0.00046824774,-0.0038240917,-0.0032561135,-0.0016018128,0.0043799486,-0.0016426798,0.00023464022,-0.0016979368,-1.1305608e-05,0.0002599989,-0.0008812853,0.006128367,0.0005288858,-0.0004315034,-0.00062561076,-0.0018313349,0.003049811,0.0051168045,-0.0026487939,-0.00253009,-3.117063e-05,0.0035791427,0.004930582,-0.0048859534,-0.00010041288,-0.0058903387,-0.0025644468,0.007401503,0.0005993822,0.0036230797,-0.0038631267,-0.00053690956,-0.0027349521,0.0009739777
bradykinesia_speed_right,0.0002394713,-6.7775116e-05,-0.00083447073,0.001094258,-0.0015893887,0.00068406085,0.00039971826,0.001031877,-0.0009075447,-0.00024156981,-0.0012268196,0.0015219792,0.0015873859,-0.0014610442,-0.0019107523,0.0014347091,-0.00022068081,0.00076087663,0.0032473865,-0.002113593,-0.0025745884,0.0016652581,0.0010663342,0.0026633553,-0.0034759736,0.0029577888,0.0018347737,-0.0018024315,-0.0005639615,0.0018185966,0.003720777,-0.0003763416,-0.0017589462,0.005990046,-0.004886737,-0.003755325,-0.004677359,-0.002789757,-0.002512268,-0.0050798175,0.004855368,0.00034988852,0.00062587543,0.0072752144,-3.4495288e-06,0.0092245,-0.006920598,0.0066882866,0.0041598757,-0.007272352
bradykinesia_amplitude_left,0.0003717806,-7.428793e-05,0.00054443715,3.438851e-05,0.001946786,3.345723e-05,-0.0006689853,-0.00038833736,0.000926805,-1.8005268e-05,0.0020251537,-0.00044000763,-0.0009635104,-0.00045749464,0.0027095233,-0.00157454,-0.00047483167,-0.0030892093,-0.0038863595,-0.00071230426,0.0058279256,-0.0019264708,0.00030023974,-0.0026181252,0.00095261366,0.00027382118,-7.310847e-05,0.0042823153,0.00015770966,-0.00029105213,-0.00089973345,-0.0037095463,0.0036749584,0.0061183893,-0.0038080013,-0.0052543203,6.9079186e-05,0.004468016,0.0096291695,-0.003453903,-0.00031098822,-0.009308764,-0.0018749121,0.0076384195,0.0015667535,0.0018222597,-0.0012359662,-0.0022409998,-0.0017596966,0.002493982
bradykinesia_amplitude_right,-0.00018718562,0.000178891,-0.00062471547,0.0011857011,-0.001275158,0.0012950697,0.0001879235,0.0007934305,-0.00081285706,0.00034752296,-0.00088083517,0.00205005,0.002704511,-0.0011188,-0.0028434263,0.0021810613,-0.00096985867,0.0009962118,0.0031801644,-0.0020081527,-0.0004999269,0.0028874849,0.0027051198,0.0030094397,-0.0020544417,0.002233456,0.0019187366,-0.0013442985,0.0002351736,0.0006696588,0.0012052477,-0.0005407324,0.00023200829,0.0038556224,-0.003568421,-0.0029210339,-0.0022965332,0.0011716692,-0.002741281,-0.007782279,0.0032328551,0.00045717726,-0.000455009,0.007079972,5.8356516e-05,0.0073687118,-0.0045397603,0.0040914943,0.0047762394,-0.0042885393
