Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.004121435,0.014112135,0.008772021,0.050957616,0.015608763
rigidity_right,0.009270666,-0.002321288,-0.034725633,-0.011895608,0.034906067
tremor_rest_left,0.02441137,0.022803415,-0.006845523,0.03602805,-0.012488607
tremor_rest_right,0.00011449296,0.028241633,-0.046566788,0.0056191534,-0.020250013
tremor_postural_left,0.06680511,-0.007977256,0.040051185,0.017601958,0.021995358
tremor_postural_right,0.0054037776,-8.0081736e-05,-0.08763926,-0.041404042,-0.025045594
bradykinesia_speed_left,-0.030372016,0.009450421,0.0010202898,0.04164321,-0.02404167
bradykinesia_speed_right,-0.013454844,-0.0043604444,-0.02408542,-0.017889272,0.01976303
bradykinesia_amplitude_left,-0.02188986,0.017475208,0.007705496,0.0665376,-0.030364884
bradykinesia_amplitude_right,-0.010599158,-0.007189653,-0.02535865,-0.014300751,0.022550724
bradykinesia_rhythm_left,-0.019708786,0.010481285,-0.0034096665,0.024772665,-0.009151477
bradykinesia_rhythm_right,-0.022434613,0.009581871,-0.058668867,0.0028966,-0.009146092
mirrormovement_left,-0.024355961,-0.101940684,-4.8910656,-1.6234385,0.84005225
mirrormovement_right,-0.053156495,-0.01881298,0.031892933,0.4539827,-0.05981365
