Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,0.35815912,-0.41754067,-4.4352765,6.277686,-0.16907215
volume_sn_voxels::v1,-0.18321714,-0.6877016,-3.615784,7.985183,-0.6983059
volume_sn_voxels::v2,0.45720795,-0.26670435,-4.295273,8.2575245,0.10083791
volume_sn_voxels::v3,0.079723194,-0.45317432,-3.5269778,10.443318,-0.14665692
volume_sn_voxels::v4,-0.17162934,-0.66927814,-3.1273446,11.912141,-0.64791644
volume_sn_voxels::v5,0.3213406,-0.14007571,-3.2089508,10.066395,0.30931613
volume_sn_voxels::v6,0.11229308,-0.28725192,-2.2829678,12.323004,0.12635954
volume_sn_voxels::v7,-0.1583151,-0.47202027,-1.9295878,14.9446535,-0.10671691
volume_sn_voxels::v8,-0.38860172,-0.64920133,-2.0182467,16.24777,-0.5801403
volume_sn_voxels::v9,-0.33768246,0.1508165,-3.3875868,8.406488,0.46347323
volume_sn_voxels::v10,-0.037168745,0.07867774,-3.1634176,10.049484,0.5626718
volume_sn_voxels::v11,0.06149731,-0.025475422,-2.3890202,11.609179,0.49736723
volume_sn_voxels::v12,0.10591001,-0.17140228,-1.8702201,15.039108,0.38135907
volume_sn_voxels::v13,-0.01310343,-0.3100807,-1.2178309,15.984109,0.15699625
volume_sn_voxels::v14,-0.20555659,-0.41468012,-0.95126,16.224669,-0.05490406
volume_sn_voxels::v15,-0.43301576,-0.5824856,-1.1400443,18.14062,-0.45677572
volume_sn_voxels::v16,-2.0764112,0.08654965,-0.8593211,8.733979,0.022163883
volume_sn_voxels::v17,-0.9920207,0.17497091,-1.2085205,9.095156,0.2197601
volume_sn_voxels::v18,-0.35711065,0.19591206,-1.7970876,12.224952,0.4994541
volume_sn_voxels::v19,-0.027132621,0.09714388,-1.7453754,13.0863905,0.5539297
volume_sn_voxels::v20,0.089442044,-0.032641783,-1.6476121,15.410699,0.50566244
volume_sn_voxels::v21,0.07721209,-0.20556006,-1.2354195,18.280273,0.34306127
volume_sn_voxels::v22,-0.010543668,-0.3584125,-0.7615587,19.556963,0.13939504
volume_sn_voxels::v23,-0.25755966,-0.47342208,-0.59672356,20.24675,-0.037174534
volume_sn_voxels::v24,-0.55383015,-0.5850672,-0.62977976,20.767511,-0.39930868
volume_sn_voxels::v25,-1.1614518,0.07462588,-0.16740812,10.050071,-0.1265868
volume_sn_voxels::v26,-0.47919238,0.2038654,-0.4956191,11.218475,0.09464919
volume_sn_voxels::v27,0.010093497,0.218456,-0.94894385,13.859228,0.33947465
volume_sn_voxels::v28,0.18985413,0.09924235,-1.0365169,13.599875,0.38843128
volume_sn_voxels::v29,0.22966065,-0.036252167,-1.0446799,16.632074,0.37178344
volume_sn_voxels::v30,0.106800266,-0.2253021,-0.8612078,20.490103,0.27082166
volume_sn_voxels::v31,-0.052242115,-0.4197315,-0.575397,23.875053,0.14644475
volume_sn_voxels::v32,-0.2940863,-0.56360483,-0.43854976,25.52398,-0.022803286
volume_sn_voxels::v33,-0.6339852,-0.592924,-0.33900914,23.11723,-0.3665057
volume_sn_voxels::v34,0.22571042,0.1482011,-0.21275334,12.724922,-0.13659392
volume_sn_voxels::v35,0.45772713,0.14334604,-0.51694846,13.443827,0.065148056
volume_sn_voxels::v36,0.46782845,0.069788545,-0.6848662,15.098354,0.1856822
volume_sn_voxels::v37,0.34874088,-0.05129212,-0.71094304,18.158155,0.23739685
volume_sn_voxels::v38,0.11069249,-0.22010078,-0.5574494,21.285711,0.21531011
volume_sn_voxels::v39,-0.15906814,-0.41446128,-0.32897064,25.112629,0.15602128
volume_sn_voxels::v40,-0.51693964,-0.5036754,-0.089892216,24.313536,0.031983417
volume_sn_voxels::v41,0.77000237,-0.019336836,-0.05939134,11.765152,-0.43686986
volume_sn_voxels::v42,0.8352956,0.022170993,-0.42432147,14.686869,-0.21524121
volume_sn_voxels::v43,0.58729905,-0.007103515,-0.66672164,16.848465,-0.023352036
volume_sn_voxels::v44,0.25377014,-0.084453225,-0.55192435,18.176735,0.09872064
volume_sn_voxels::v45,-0.102133825,-0.23284754,-0.32842085,23.284248,0.19202377
volume_sn_voxels::v46,-0.5521189,-0.32619917,-0.019448975,21.17353,0.15988865
volume_sn_voxels::v47,-1.0027812,-0.41728842,0.16783297,20.821371,0.064247504
volume_sn_voxels::v48,0.4836335,-0.20901814,-0.00465771,10.355365,-0.6411407
volume_sn_voxels::v49,0.4554555,-0.16122107,-0.38818982,13.186592,-0.45375
volume_sn_voxels::v50,0.09347211,-0.15577202,-0.6690554,17.180204,-0.24577595
volume_sn_voxels::v51,-0.3218859,-0.17697567,-0.57890594,18.849676,-0.02515319
volume_sn_voxels::v52,-1.0925273,-0.2792943,-0.120861635,20.957785,0.10991254
volume_sn_voxels::v53,-2.077933,-0.39403725,0.2652091,21.333277,0.17685677
volume_sn_voxels::v54,-1.5928471,-0.44638336,-0.17827596,11.743318,-0.53956294
volume_sn_voxels::v55,-2.4732635,-0.46112704,-0.51501507,15.420622,-0.3693826
volume_sn_voxels::v56,-3.8040617,-0.50148904,-0.3484638,18.859709,-0.13700494
volume_sn_voxels::v57,-4.7268624,-0.5306228,0.07308102,19.382318,0.043190807
volume_sn_voxels::v58,-11.936551,-1.2013688,0.33004916,13.849793,-0.22409707
volume_sn_voxels::v59,-1.0179039,-0.71540916,-1.2194955,4.254583,-0.9658912
volume_sn_voxels::v60,-0.5466794,-0.6850373,-1.9405242,5.8284917,-0.7895729
volume_sn_voxels::v61,-1.9753002,-1.0601394,-0.7589715,6.122273,-1.5690452
volume_sn_voxels::v62,0.1178869,-0.4419749,-3.4815812,8.259117,-0.18934152
volume_sn_voxels::v63,-0.49451256,-0.74054754,-2.2092319,9.740892,-0.7626372
volume_sn_voxels::v64,-0.8704092,-0.81151736,-1.1484203,7.408378,-1.2234545
volume_sn_voxels::v65,0.1595655,-0.22549151,-2.8587217,10.236392,0.097046584
volume_sn_voxels::v66,-0.33040592,-0.49075463,-2.0842507,14.126333,-0.14843372
volume_sn_voxels::v67,-0.78768265,-0.79038936,-1.7043664,16.239664,-0.73818403
volume_sn_voxels::v68,-0.62239516,-0.76342857,-1.2960147,11.162109,-1.1846205
volume_sn_voxels::v69,0.13759458,-0.06630192,-2.2327607,12.02174,0.26882362
volume_sn_voxels::v70,-0.12680152,-0.22538254,-1.0576239,13.795159,0.12188534
volume_sn_voxels::v71,-0.50726736,-0.42187217,-0.64582914,16.749052,-0.07354707
volume_sn_voxels::v72,-0.9193808,-0.6870229,-0.6254743,20.140812,-0.5591515
volume_sn_voxels::v73,-0.68484956,-0.67657113,-0.9785421,14.883618,-1.0823655
volume_sn_voxels::v74,-0.18213989,0.24444258,-3.0439425,9.765224,0.41105282
volume_sn_voxels::v75,-0.033420015,0.09009496,-2.1788936,13.152608,0.41779506
volume_sn_voxels::v76,-0.013452506,-0.07815128,-1.0307046,15.121833,0.27235723
volume_sn_voxels::v77,-0.13482146,-0.26678392,-0.45847902,18.669304,0.1436505
volume_sn_voxels::v78,-0.4041229,-0.43210468,-0.2100191,20.702177,-0.037377864
volume_sn_voxels::v79,-0.71858364,-0.5374123,-0.21131797,20.414862,-0.36225858
volume_sn_voxels::v80,-0.47034425,0.36800286,-1.9217358,10.657135,0.29634336
volume_sn_voxels::v81,-0.09827295,0.2448493,-1.5447365,12.397459,0.37187973
volume_sn_voxels::v82,0.06506521,0.08123702,-1.2848774,17.121689,0.37178966
volume_sn_voxels::v83,0.099120215,-0.12215293,-0.6994665,19.361837,0.23727573
volume_sn_voxels::v84,0.008748925,-0.34612328,-0.30753407,25.02989,0.121930115
volume_sn_voxels::v85,-0.2251022,-0.43491825,-0.057362836,23.757124,-0.02688766
volume_sn_voxels::v86,-0.6314495,-0.53429186,0.02468317,24.52833,-0.32253495
volume_sn_voxels::v87,-0.55740803,0.3139996,-0.72437215,10.2830105,-0.038269904
