Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,0.037468866,0.06708273,-0.059683025,0.026602536,-0.08645746,-0.03468739,-0.023968698,0.014679758,-0.21883288,-0.01042267,-0.14465138,-0.10778627,-0.0073475456,0.07791267,-0.002460879,-0.15332611,-0.09640906,-0.010568866,0.03192132,0.0166744
rigidity_right,0.0034329463,-0.025059614,-0.08174406,-0.14539129,0.095820285,0.08409294,0.081277706,-0.06788726,-0.088328384,0.054027986,0.056930866,0.014483113,-0.23419656,-0.10491875,0.09463188,-0.13571933,0.00842004,0.042810738,-0.12494556,-0.0574146
tremor_rest_left,0.08827034,-0.073080316,-0.0521387,0.030219952,0.022651,0.03504833,0.09553553,0.11477506,-0.19942631,-0.03456211,0.00010422344,0.07721392,0.13950601,-0.10275234,0.048186354,0.01782096,-0.027133822,0.08004237,0.048573703,0.026998758
tremor_rest_right,-0.036782533,-0.06530525,-0.027258852,-0.035946764,0.035024527,0.061855286,0.096494436,0.07179376,0.044274587,0.021048281,-0.0091300905,0.14092226,0.10351834,0.061984126,0.05661753,-0.061341487,-0.18154168,0.15472262,0.037130382,-0.05493862
tremor_postural_left,-0.013086969,-0.040065337,-0.044979427,0.10043097,0.081767716,-0.08856941,0.032604046,-0.056135967,-0.059846185,0.049842663,0.23604378,-0.042011604,-0.08085715,0.15128255,-0.080123276,-0.08881573,0.042300977,-0.09125597,0.039876472,-0.034942232
tremor_postural_right,0.041691948,-0.100870766,-0.07870504,0.010250062,0.09888293,0.0055357344,0.03426183,-0.10448285,0.24258564,0.06951722,-0.06289205,0.104507275,0.10018835,0.051018376,0.11839889,-0.034936547,0.099170946,0.31764728,-0.036133908,0.05802275
bradykinesia_speed_left,0.06562687,0.15538776,0.01222905,-0.06804013,0.012597939,0.029010056,0.07669126,0.10080577,-0.21846081,-0.088611625,-0.21332724,0.007692496,0.089379996,0.068973355,-0.057235107,0.0464442,-0.04474119,0.008005678,0.019157484,-0.10098501
bradykinesia_speed_right,-0.04064058,0.014834483,0.038067244,-0.02587865,-0.13736345,0.09485332,-0.08458149,-0.13659224,0.14371952,0.12552509,-0.03705159,0.09393605,-0.122892246,-0.044987727,-0.02303555,-0.008161467,0.056151148,0.19078313,-0.105048716,0.073391825
bradykinesia_amplitude_left,-0.012767119,-0.017587168,0.0142210545,-0.009250316,-0.115094386,-0.032104023,0.0038086341,0.063641086,-0.0041399533,-0.049735945,-0.2808679,-0.021004198,0.08784514,-0.028918536,-0.014946957,0.11850565,0.035622053,-0.04724003,0.012437883,-0.09901333
bradykinesia_amplitude_right,0.079928294,-0.06389988,0.087790556,0.08839961,-0.088924915,0.038822558,-0.08112259,-0.009654666,0.11271914,0.05480018,0.008227393,0.10621064,-0.15949158,-0.11965417,0.008022709,0.04118159,0.10727372,0.080200344,0.027492987,0.024574848
bradykinesia_rhythm_left,-0.09903,-0.028301407,0.007401139,-0.13422728,-0.06422586,-0.014012288,-0.04120824,0.21622737,-0.037073422,-0.14729722,-0.08094778,-0.02460703,-0.05943441,0.021686625,-0.055443086,0.0057606157,0.027066998,0.039925203,0.01216307,-0.054524608
bradykinesia_rhythm_right,0.06808174,-0.013120262,-0.046583083,-0.09452322,-0.3118642,0.043873083,-0.0949821,0.07273397,0.3237404,-0.04149894,-0.20121497,0.048861146,-0.193256,-0.08437032,-0.11668556,-0.13771436,0.064618945,0.22130689,-0.09652311,0.051247187
mirrormovement_left,0.42583212,0.15723343,0.033151533,0.19572148,0.064797096,0.050240386,-0.056283,-0.066675454,0.09236693,0.028452676,0.08448483,-0.065588534,-1.3980665,-0.3045331,0.072161034,0.16839124,-0.056107994,1.1057247,-0.10056158,0.13910638
mirrormovement_right,0.07864611,0.12963706,-0.010242424,0.025412766,0.01137221,-0.040460393,0.01095463,-0.091807656,-0.7009314,-0.40680045,-0.21544887,-0.22711672,0.6813107,0.24909568,0.036458734,0.26595026,-0.16544734,-0.15655375,0.06661705,-0.0704421
