Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,0.00016307402,-0.0003903446,-0.00084279175,-0.00013111686,0.0011187849,-0.0013342936,0.0018403343,-0.0008013626,0.00083388604,-0.00020769691,-0.0016855473,0.0016499758
rigidity_right,-1.3150567e-05,-0.00018976936,-0.000575542,0.00070528605,-0.0019656108,-0.0010500652,-0.00016929784,-0.0011209769,-0.0012807832,0.0004088356,0.00047383204,0.00039009942
tremor_rest_left,0.00024169325,-0.0007768674,2.2692951e-05,-0.000833656,0.00063880975,0.0012665099,0.0021464054,0.0013561435,0.0013410584,-0.0015739184,-0.00207027,0.0010827772
tremor_rest_right,0.00016364644,-0.00058373506,9.750602e-05,-0.00012261582,-0.0011062167,0.00060541794,0.0007208775,0.0010159472,-0.0015255383,-0.0017713604,-0.00016662736,0.00031551963
tremor_postural_left,-0.00025702687,-0.00094956515,-0.0005471572,-0.00091399136,0.0013874207,0.0010679287,0.00052825763,0.0005905684,0.0015028093,0.00022652939,-0.001975389,0.0018141064
tremor_postural_right,8.1159946e-05,8.529227e-05,0.0009857235,7.685872e-05,-0.002131472,0.0006123344,-0.001816219,0.00075760286,-0.0015816393,-0.0009979845,0.0007743183,-0.00015394266
bradykinesia_speed_left,0.00034020064,0.00023319773,0.000109499095,0.0003653677,0.0015172667,-0.0010101475,0.0017400774,-0.00034911121,0.0010618924,0.0008161871,-8.656222e-05,0.0014450091
bradykinesia_speed_right,0.00012231436,0.00016036235,-0.00043264922,0.0011574242,-0.0014307424,-0.00018494169,-0.0015772639,0.0011190753,-0.002011479,-0.00093963946,0.00083921244,0.0002297399
bradykinesia_amplitude_left,0.00024270585,8.966206e-05,-0.00011685997,-4.0452647e-05,0.0018023291,-0.0011231633,0.0016161104,-0.0010414659,0.0011626899,0.0012382185,-0.0002448367,0.0019966455
bradykinesia_amplitude_right,-6.368555e-05,8.360564e-05,-0.00038347507,0.000995899,-0.0013173274,-0.0005407145,-0.0016143325,0.0006334674,-0.0019370667,-0.00060515036,0.00043565436,-0.00028029823
bradykinesia_rhythm_left,0.00015519401,0.00012385132,-0.00010857133,0.00019200287,0.000652316,-0.0010974227,-0.0002838043,-0.0016217895,0.0022509915,9.387812e-05,-0.00022683523,0.001546994
bradykinesia_rhythm_right,0.00028166175,0.00023458188,4.512704e-05,0.00063149637,-0.0013916353,-0.0024085476,-0.0028366414,-0.00063603814,-0.0019636655,0.0012189642,0.0016667589,-0.00028995835
mirrormovement_left,-0.0006254444,-0.00031662048,-0.00047600665,0.0029087642,-0.0039014465,-0.0015211798,0.0001543557,0.0011716692,-0.0016224812,-0.004064542,-0.001735722,0.0008169541
mirrormovement_right,0.00039132754,9.9524674e-05,0.0005984957,0.0011152782,0.0031417804,-0.0013455322,0.0030609178,-0.00013083886,0.0024694945,-0.00017206864,-0.0015744513,0.0008357646
