Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v0,0.0001298929,-0.00032039252,0.00018725717,0.00031663565,0.000101945676,-0.00017763609,0.00092933414,0.00031065955,-5.6500245e-05,-0.00024313002,3.8389317e-05,-0.0011672061
volume_sn_voxels::v1,0.00021495068,-0.00030071923,0.00041808304,0.00035299562,0.00027396623,-0.00022349434,0.00100155,0.0002923932,-5.153274e-05,-0.00020964727,-1.0786774e-05,-0.0006960195
volume_sn_voxels::v2,0.00014831207,-0.0004576509,2.0227879e-05,0.0003370501,0.0001433939,-0.00020800233,0.00071703293,0.00041062245,-0.00026737264,-0.00038507069,7.5113356e-05,-0.001424387
volume_sn_voxels::v3,0.00025733674,-0.00039093677,0.00010559859,0.0004098523,0.000251274,-0.00024345645,0.00079061725,0.00047432736,-0.0003062821,-0.00024687682,9.383487e-05,-0.001084089
volume_sn_voxels::v4,0.00030129644,-0.00040081204,0.00030009833,0.0004128721,0.0003686917,-0.00030000758,0.00082535896,0.00058067543,-0.0002841431,-0.0002060874,0.00011276114,-0.0005540617
volume_sn_voxels::v5,0.00022655624,-0.0005251459,-0.00012653788,0.00032979416,0.00018740802,-0.00016871515,0.00052354875,0.00033851515,-0.0004474042,-0.00039071756,-7.178102e-05,-0.0015524004
volume_sn_voxels::v6,0.00027248406,-0.00049043767,-4.519685e-05,0.00036929199,0.00033012236,-0.00019472442,0.00050263474,0.00045474214,-0.00045610085,-0.00029466962,-1.9293217e-05,-0.0013546329
volume_sn_voxels::v7,0.00035013477,-0.00051350443,7.7038014e-05,0.00046511888,0.0004879367,-0.00025892578,0.0005599009,0.00071334484,-0.00047619973,-0.0003055841,0.00012623513,-0.00094672164
volume_sn_voxels::v8,0.0003935205,-0.00045520076,0.0002348132,0.00045358716,0.0006240126,-0.00031484006,0.00068207376,0.0007921453,-0.0005475931,-0.00023726879,0.00018942494,-0.0003650068
volume_sn_voxels::v9,0.00027875372,-0.00038617433,-0.00024271385,0.00023726937,7.402326e-05,-1.392433e-05,0.00035652128,-0.00025503512,-0.00047439622,-0.00026155412,-0.00014769819,-0.0014915712
volume_sn_voxels::v10,0.00023720061,-0.00046305876,-0.00021796138,0.00028569234,0.00014342494,-0.00013595374,0.00038522357,-0.00012406144,-0.00049451453,-0.00034031074,-0.00019101593,-0.0017107561
volume_sn_voxels::v11,0.00026848185,-0.00047765943,-0.00023502432,0.000308095,0.00024520134,-0.0001766746,0.00030968504,4.190025e-05,-0.0006042006,-0.00026209521,-0.00019659512,-0.0014973545
volume_sn_voxels::v12,0.0003377092,-0.0006144992,-0.00014220306,0.00039386385,0.00048345604,-0.00022610491,0.00032491772,0.00025649942,-0.0006768775,-0.00026143077,-0.00018309554,-0.0013819925
volume_sn_voxels::v13,0.00035378622,-0.000485263,-8.758985e-05,0.00038405324,0.00052674365,-0.00023695295,0.000260987,0.00047552196,-0.000564127,-0.00014822836,-3.9228868e-05,-0.0009381108
volume_sn_voxels::v14,0.0003684101,-0.00044299616,1.103743e-05,0.0004253664,0.00068050076,-0.00025210629,0.0002598018,0.00058937224,-0.00055834965,-0.00014550277,6.4096675e-05,-0.0006596354
volume_sn_voxels::v15,0.00042847352,-0.0005463324,0.0002163276,0.00050771073,0.00067584735,-0.00026690078,0.00039908546,0.000863514,-0.0006282908,-0.0001792351,0.00017876722,-3.099028e-05
volume_sn_voxels::v16,0.00030711232,-0.00016804795,-8.432852e-05,0.0002593306,0.00027142512,0.0003886318,0.00011066695,-0.0007162879,-0.0005621091,0.00011890163,0.00011433402,-0.00079547166
volume_sn_voxels::v17,0.0003155085,-0.00025106943,-0.0001715971,0.00022525995,0.00026283565,0.00017280046,0.00016200448,-0.00057657616,-0.00045390948,-3.8854094e-05,-1.7802346e-05,-0.0011045107
volume_sn_voxels::v18,0.00032475192,-0.00044582534,-0.00029200932,0.00031272904,0.00033875092,5.5662244e-05,0.00017587592,-0.00050113676,-0.0005504375,-0.00018087002,-0.00021026931,-0.0015487404
volume_sn_voxels::v19,0.0003419413,-0.00054121576,-0.00030419728,0.00029922544,0.0003055639,-0.00010829171,0.00016077365,-0.0003834738,-0.0006552256,-0.00018952203,-0.00031500944,-0.0013735447
volume_sn_voxels::v20,0.00034206203,-0.0005474429,-0.0002666094,0.0003435803,0.0004625703,-0.00023352819,0.00012592149,-8.7091204e-05,-0.00065031217,-0.000116504016,-0.00034877053,-0.0012836262
volume_sn_voxels::v21,0.0003695207,-0.00061027287,-0.00015487813,0.00042352013,0.00058223266,-0.0002478328,6.067002e-05,0.00019329751,-0.0005657796,-3.2469936e-05,-0.00023109853,-0.0010112177
volume_sn_voxels::v22,0.00041442356,-0.00057573285,-9.743521e-05,0.0004340621,0.0006578871,-0.00025491515,7.2109935e-05,0.0004373783,-0.0005463757,2.5298064e-05,-0.0001634166,-0.00057342136
volume_sn_voxels::v23,0.00041075496,-0.0006359272,-6.581812e-06,0.00042478958,0.0007353518,-0.00024631378,8.287414e-05,0.00058646826,-0.00056128064,-1.5750877e-05,-1.3923081e-05,-0.00024069543
volume_sn_voxels::v24,0.00045547524,-0.0005198065,0.00010174099,0.00048378328,0.0008921759,-0.00019561592,0.00025334163,0.00081318634,-0.00063388684,-9.549503e-05,7.341331e-05,0.0002362606
volume_sn_voxels::v25,0.000322597,-0.00019911205,-6.7091816e-05,0.0001651744,0.00040709492,0.0003312551,-4.3541488e-05,-0.0008886667,-0.0006113185,0.00025087563,-6.548202e-05,-0.00056995964
volume_sn_voxels::v26,0.00037082515,-0.0003204275,-0.00019943308,0.00016238017,0.00035203062,0.0001825321,1.4295064e-05,-0.0009079199,-0.00053573,8.5913554e-05,-0.00016535561,-0.0009924367
volume_sn_voxels::v27,0.00038010502,-0.0004923973,-0.0003293405,0.0001968602,0.00038074533,2.3490342e-05,4.5201075e-05,-0.0007647307,-0.00053737435,-3.7975566e-05,-0.00037020963,-0.001184798
volume_sn_voxels::v28,0.0003074218,-0.00051235466,-0.00029109756,0.00019678606,0.00037505187,-0.00012028401,2.8174407e-05,-0.0004859982,-0.0004759074,-7.1800474e-05,-0.00038169502,-0.00094602985
volume_sn_voxels::v29,0.0003654271,-0.0005752058,-0.00020830591,0.00025730397,0.00049174443,-0.00020289731,-2.3014525e-05,-0.00024742066,-0.00044833022,-3.9531424e-05,-0.00032325418,-0.0008350442
volume_sn_voxels::v30,0.00039751743,-0.0006692243,-0.00018763593,0.00044244455,0.0006470949,-0.0002578305,-6.286309e-05,9.7056865e-05,-0.00045708806,7.862869e-05,-0.0003303513,-0.00058283407
volume_sn_voxels::v31,0.0004910722,-0.00076115027,-0.000164909,0.00046886917,0.0009167928,-0.000275118,-6.353912e-05,0.00032005215,-0.0005393217,0.0001595342,-0.00023618901,-0.0002964528
volume_sn_voxels::v32,0.00054589537,-0.00075049757,-4.6274054e-05,0.0005405207,0.0010483774,-0.00025388144,-5.4496617e-05,0.00059022964,-0.0006323568,6.543828e-05,-5.9337224e-05,2.4699471e-05
volume_sn_voxels::v33,0.000526293,-0.00063750497,4.933172e-05,0.00052143395,0.0009527272,-0.00021565909,0.00010114862,0.0007956293,-0.0006909102,-6.851396e-05,1.5827425e-05,0.0005913576
volume_sn_voxels::v34,0.00041650306,-0.00038174202,-9.217808e-05,7.260942e-05,0.00042609582,0.00018078601,-0.0001082088,-0.0010516585,-0.00045165367,0.00018627883,-0.00041636,-0.00079788145
volume_sn_voxels::v35,0.00040132093,-0.00046805188,-0.00018930958,8.976221e-05,0.00037240685,2.0357897e-05,-0.00012801818,-0.0008076713,-0.0003823737,5.090553e-05,-0.0004672208,-0.0008941723
volume_sn_voxels::v36,0.00039904105,-0.00048726806,-0.00019718928,0.00021403177,0.0004958161,-0.00011524769,-0.000116861345,-0.00055978214,-0.00034962557,-1.42019335e-05,-0.00044191352,-0.0008942394
volume_sn_voxels::v37,0.00038724657,-0.0006038182,-0.0001673354,0.00030240454,0.0006396184,-0.00020051745,-0.00010466359,-0.00032306358,-0.00033823837,1.4012516e-05,-0.00039180258,-0.0007461218
volume_sn_voxels::v38,0.00046126905,-0.000689686,-0.0001617201,0.00037832122,0.00074386166,-0.00022571617,-0.00014370505,-4.7797315e-05,-0.0003430769,9.4268944e-05,-0.00029847297,-0.00043370947
volume_sn_voxels::v39,0.00049976713,-0.0008014288,-0.00014498398,0.00052031403,0.0009466725,-0.00024407057,-0.00015977646,0.00025434425,-0.00040888734,0.00013517133,-0.000179351,-0.00020932536
volume_sn_voxels::v40,0.0005160246,-0.0007462281,-0.000107944885,0.0004958209,0.00095195964,-0.00016222073,-9.923256e-05,0.0004911055,-0.00047090102,9.4501165e-06,-8.191926e-05,0.0001792711
volume_sn_voxels::v41,0.0003889189,-0.00038778706,9.815672e-05,1.5375497e-05,0.000506719,0.00018196694,-9.4505995e-05,-0.0009770375,-0.00030559098,0.0001838688,-0.00054210494,-0.0007160066
volume_sn_voxels::v42,0.00044909152,-0.00050904136,1.2665422e-05,0.000114282026,0.00051718066,5.685023e-05,-9.438901e-05,-0.0008669366,-0.00022387688,0.00012616975,-0.0006218523,-0.00087397563
volume_sn_voxels::v43,0.00046931882,-0.00057412736,-0.00010744774,0.00018080793,0.00057874614,-3.8527938e-05,-0.00014108035,-0.0007589427,-0.00019494226,5.5675922e-05,-0.00052780245,-0.0008376738
volume_sn_voxels::v44,0.00044709383,-0.000611516,-0.00014991709,0.000317367,0.00059370406,-0.00015490493,-0.000116473195,-0.00044489952,-0.0001431175,2.8517714e-05,-0.0003889035,-0.0006584719
volume_sn_voxels::v45,0.0005095505,-0.0007191191,-0.00019665492,0.00044828863,0.0009130623,-0.000153315,-0.00020173886,-0.00024451833,-0.00022841743,-5.513259e-05,-0.00020840862,-0.00045321527
volume_sn_voxels::v46,0.00037585886,-0.00057966664,-0.00017571345,0.00044364523,0.00079892064,-0.00011466673,-0.00014868581,3.0879077e-05,-0.00030006,-0.00010255914,-3.4454402e-05,-0.00013410959
volume_sn_voxels::v47,0.00042095085,-0.0005847218,-8.770079e-05,0.00042969937,0.0008639919,-2.333553e-05,-8.388357e-05,0.0002847774,-0.0004096096,-0.00014661084,5.4600358e-05,0.0002477743
volume_sn_voxels::v48,0.0003382331,-0.00033776942,0.00020234284,2.901108e-05,0.00041762867,0.0003332442,-2.4027882e-05,-0.00090361317,-0.00019732292,0.00018033622,-0.00056302646,-0.0004972927
volume_sn_voxels::v49,0.00039425047,-0.00041490747,0.000119953525,0.00011289355,0.0005269495,0.00019438493,-6.334472e-05,-0.00082805316,-9.689727e-05,9.12388e-05,-0.0006029424,-0.00061991665
volume_sn_voxels::v50,0.00046255096,-0.00053980516,-1.8436609e-05,0.0002689746,0.00057201827,0.00011178013,-9.4900795e-05,-0.00081031484,-1.7927074e-05,4.8567912e-05,-0.0004979363,-0.0007750303
volume_sn_voxels::v51,0.00044848045,-0.00056958274,-7.701416e-05,0.00033439076,0.00076463923,2.6283851e-05,-0.00014226358,-0.000539133,-1.985152e-05,-3.0407331e-05,-0.00030662547,-0.00057927985
volume_sn_voxels::v52,0.00044703385,-0.000587722,-0.0001545434,0.00044927082,0.00087842357,1.6002256e-05,-0.00015140945,-0.0003122242,-0.00017091629,-0.00015942246,-4.0225612e-05,-0.00042835245
volume_sn_voxels::v53,0.0004436033,-0.0005487134,-0.00020028852,0.0005412592,0.0008707768,7.6571356e-05,-0.00018402483,-6.4771302e-06,-0.0003049023,-0.00024282077,0.00015934645,-0.00011347592
volume_sn_voxels::v54,0.0003064081,-0.00022553635,0.00019726092,0.00035160204,0.00054995855,0.00045220647,-8.389288e-05,-0.00078208215,-1.4815429e-05,0.00018011472,-0.0004881864,-0.00055840274
volume_sn_voxels::v55,0.0003973762,-0.0003160726,8.873182e-05,0.00041771002,0.0006760704,0.00037689126,-0.00012429399,-0.00074609177,6.577245e-05,9.249167e-05,-0.000344385,-0.00055223424
volume_sn_voxels::v56,0.00044749025,-0.00042543773,-3.702198e-05,0.0005556397,0.0008131033,0.00033284037,-0.00014232661,-0.0005507413,8.486638e-05,-1.0680739e-05,-0.00021596608,-0.00042410818
volume_sn_voxels::v57,0.00043906964,-0.00038583225,-9.417457e-05,0.00065399177,0.0008181508,0.00029949186,-0.00016822151,-0.00025030944,-3.675631e-05,-0.00016560582,9.909883e-05,-0.00023218669
volume_sn_voxels::v58,0.00032468603,5.197175e-05,0.00012579856,0.0009915355,0.0008440863,0.0009825322,-0.0002984694,-0.000692392,0.0002244566,0.0001994288,-0.0001797774,-0.00032013323
volume_sn_voxels::v59,0.00012648031,-5.283361e-05,0.0005114211,0.00031528278,0.00022867355,-3.8057826e-06,0.0010921957,0.00028326418,0.00015920612,-0.00040420002,-0.00031029776,-0.00053642783
volume_sn_voxels::v60,0.00015499699,-0.00018051105,0.0004043553,0.00036406465,0.00025360353,-7.5270924e-05,0.0010362192,0.00021138825,0.00010495397,-0.00027360607,-0.0001607507,-0.00052485673
volume_sn_voxels::v61,0.00019098671,1.1641389e-05,0.00072991475,0.00036137592,0.0004111993,-8.5661275e-05,0.0012146888,0.00026310407,-3.174225e-05,-0.00030542904,-0.0004201827,0.00026992962
volume_sn_voxels::v62,0.00019814029,-0.0003617513,0.00016818137,0.00032947582,0.00018665694,-0.00017062436,0.0008994439,0.00037281608,-5.2472133e-05,-0.00030447356,6.562865e-05,-0.0010532463
volume_sn_voxels::v63,0.00023538034,-0.00024181609,0.00042398085,0.00042928834,0.00035193437,-0.00025467188,0.0010214325,0.00042169174,-0.00010678923,-0.00025639255,-3.2834985e-05,-0.00051651045
volume_sn_voxels::v64,0.00021663649,-0.00012024621,0.00060003175,0.00030949435,0.00036909824,-0.0001786288,0.00088573084,0.0002274923,-0.00015054179,-9.754228e-05,-0.00016301151,0.0003507227
volume_sn_voxels::v65,0.00023208966,-0.0003979766,7.286488e-06,0.00038226187,0.00022979123,-0.00020240613,0.000616096,0.00050581334,-0.000251763,-0.00036262517,0.00013444952,-0.0013635992
volume_sn_voxels::v66,0.0003065468,-0.00046585745,9.003365e-05,0.00046817635,0.0004750378,-0.0002794075,0.0007908643,0.00076951267,-0.00037436566,-0.0003123895,0.0002706701,-0.001151585
volume_sn_voxels::v67,0.000392468,-0.00043052636,0.00035783421,0.00054053793,0.00058091996,-0.00029678128,0.0009579336,0.000832994,-0.0004218423,-0.00032209832,0.00018583881,-0.0005122021
volume_sn_voxels::v68,0.00032294178,-0.00024178915,0.0005244542,0.00035202588,0.00048046288,-0.00029931118,0.0007486951,0.0004906645,-0.0003646875,-0.00017344549,6.649294e-06,0.0004177145
volume_sn_voxels::v69,0.000256842,-0.0004845119,-0.00014310709,0.0003223573,0.00029439892,-0.0002033813,0.00044374485,0.00038684162,-0.00040636963,-0.00029527227,2.7084587e-05,-0.001408189
volume_sn_voxels::v70,0.00030025927,-0.00050393894,-0.0001278684,0.00033129603,0.0004835713,-0.00022323635,0.0003435073,0.0006065311,-0.00043438925,-0.00023307365,0.00014134226,-0.0011524289
volume_sn_voxels::v71,0.00036516192,-0.00047450114,1.0349896e-05,0.0004556392,0.000637123,-0.0002462411,0.00035856102,0.0007915118,-0.00046985608,-0.00023979803,0.0003005,-0.00080531224
volume_sn_voxels::v72,0.0004521771,-0.0005223306,0.0001807936,0.00046626705,0.00087821606,-0.00034909238,0.0005620669,0.0010737174,-0.00060964643,-0.00022343638,0.00038111192,-0.00031324837
volume_sn_voxels::v73,0.00044230424,-0.00040700904,0.00042192382,0.00033252817,0.00068705605,-0.0003200219,0.00057947496,0.00087502954,-0.0005206889,-0.00014143999,0.00016132212,0.0005305309
volume_sn_voxels::v74,0.00032348742,-0.00039080952,-0.00026984175,0.00025665818,0.00016550045,-0.0001247448,0.00034505923,-9.924485e-05,-0.00030240862,-0.00017357855,-4.7969927e-05,-0.0013167899
volume_sn_voxels::v75,0.00032764205,-0.0004459496,-0.00022957487,0.00027142905,0.0003239118,-0.00021074033,0.00025769943,9.8379656e-05,-0.00041088453,-0.00013683522,-0.00011260203,-0.0011727014
volume_sn_voxels::v76,0.00033429338,-0.0005164488,-0.0001425131,0.00030738936,0.00045431548,-0.00024143634,0.00011254647,0.00032571793,-0.0004946041,-6.7493216e-05,-0.00010349818,-0.00095179403
volume_sn_voxels::v77,0.00039424896,-0.0005847711,-0.000114260816,0.00037806472,0.0007244068,-0.0002375905,9.000907e-05,0.00066537556,-0.0005061067,7.066283e-06,1.4857848e-05,-0.0006792883
volume_sn_voxels::v78,0.00046511163,-0.0005976291,-4.1731568e-05,0.0004698494,0.0007668476,-0.00026828924,3.645666e-05,0.0008765434,-0.00062040274,-1.5368021e-05,0.00022630028,-0.00044519902
volume_sn_voxels::v79,0.0005020238,-0.00054265227,0.000109260356,0.00040894843,0.0008903207,-0.00023064535,0.0002187937,0.0010401551,-0.0006186859,-0.00010503418,0.00030410715,-2.8739663e-05
volume_sn_voxels::v80,0.00040037633,-0.00036302296,-0.00023787489,0.00013314935,0.00018973819,-1.2090445e-05,0.00014984253,-0.00045220126,-0.00026967618,1.6657306e-05,-3.924693e-05,-0.001041007
volume_sn_voxels::v81,0.00036446372,-0.00041706805,-0.0003013539,0.00020087833,0.0003230172,-0.00015306383,9.961026e-05,-0.00027454854,-0.0003407583,2.6965146e-05,-0.00025670024,-0.0009811467
volume_sn_voxels::v82,0.0004117036,-0.0005665421,-0.00027077371,0.0002994679,0.00050027826,-0.0002583928,2.5100217e-05,-3.1776122e-05,-0.0003965172,0.00014086349,-0.00030136274,-0.0008471423
volume_sn_voxels::v83,0.000456316,-0.0006583844,-0.00018688159,0.00032156354,0.0007111876,-0.00026700643,-9.574307e-05,0.00032645048,-0.00034042995,0.00021237027,-0.00016475946,-0.0005647821
volume_sn_voxels::v84,0.0005239247,-0.00077520235,-0.00018806098,0.00041810746,0.0009540753,-0.00031829707,-0.00017404747,0.00064849056,-0.00050932466,0.00030010086,-8.725884e-05,-0.00031233986
volume_sn_voxels::v85,0.00052095816,-0.00068237056,-7.384828e-05,0.0004988076,0.00090821006,-0.00026925324,-0.00016531322,0.0008452288,-0.00054760993,0.00023582284,6.4591375e-05,2.857257e-06
volume_sn_voxels::v86,0.0005503975,-0.0006022932,4.2734035e-05,0.0004966934,0.0010207752,-0.0002831611,7.050389e-06,0.0009053855,-0.0007337511,0.000100645004,0.00016626804,0.00030022665
volume_sn_voxels::v87,0.00036022102,-0.00026735367,-0.00017350721,9.498521e-05,0.00030041873,0.00023783097,2.9227866e-05,-0.0007634745,-0.0002573037,0.00022965357,-4.2856274e-05,-0.000724287
volume_sn_voxels::v88,0.00042923857,-0.00045556642,-0.00025342123,8.778304e-05,0.00037073882,2.0614301e-05,-4.0409355e-05,-0.00068278477,-0.00027316486,0.00014995359,-0.00027531083,-0.0007905491
volume_sn_voxels::v89,0.0004325654,-0.00053030683,-0.0002419509,0.00017114717,0.0004955511,-0.00013510403,-0.00012526018,-0.00043310886,-0.00024073488,0.00019459966,-0.00036558305,-0.0007404118
volume_sn_voxels::v90,0.00045166124,-0.0005666316,-0.00020585267,0.00021614105,0.00061691535,-0.00019435205,-0.00014817501,-9.015916e-05,-0.00021246461,0.00028960867,-0.00039739837,-0.00045539284
volume_sn_voxels::v91,0.0006016509,-0.0008547136,-0.00022030322,0.00043021326,0.001003116,-0.0003321176,-0.00030123274,0.00026142076,-0.00030644008,0.00053766463,-0.0003897376,-0.00024000368
volume_sn_voxels::v92,0.00067770557,-0.001035215,-0.00018726873,0.00044376464,0.0012159292,-0.00035979913,-0.0003690341,0.00065132836,-0.0004088152,0.0005732153,-0.0002037587,5.4805787e-05
volume_sn_voxels::v93,0.00062550424,-0.00085854874,-0.00013403238,0.00050513365,0.0011503795,-0.0002802781,-0.00030100057,0.00077467575,-0.0004970005,0.00043721352,-4.5339886e-05,0.00028757608
volume_sn_voxels::v94,0.00064205664,-0.0007569467,-4.729351e-05,0.00050270144,0.0012034001,-0.00028004847,-0.00010675367,0.000888117,-0.00060306175,0.0001997206,5.7600046e-05,0.0006013971
volume_sn_voxels::v95,0.00036046634,-0.00024950557,0.00016246762,6.143088e-05,0.0004292628,0.00048074478,-0.00012370641,-0.0009777737,-0.00044659863,0.00045415713,-0.00018808829,-0.00027853184
