Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.00014669234,-0.00013333319,-0.00059045205,-0.00042278308,0.0031324183
rigidity_right,0.00048127567,5.557209e-05,-0.00030388765,0.0011316222,-0.0038837944
tremor_rest_left,0.00028186745,-0.00071395107,-0.00030154616,-0.0018235565,0.0011283745
tremor_rest_right,0.0001497808,-0.0005627932,0.00025768456,-0.00047981658,-0.0022644964
tremor_postural_left,0.00024136498,-0.00094182824,-0.0005077697,-0.0016449672,0.0027094062
tremor_postural_right,0.00016871425,-0.000102127706,0.0011604673,0.00050722813,-0.0042518536
bradykinesia_speed_left,0.0003682823,0.00044035725,0.00012894861,0.0006811482,0.003231588
bradykinesia_speed_right,-8.745309e-05,0.00031982438,-0.0005038355,0.0012469842,-0.0036112329
bradykinesia_amplitude_left,3.4144998e-06,1.3753223e-05,-0.00014338872,-0.00022524125,0.0040542847
bradykinesia_amplitude_right,-0.00014243442,0.0003745815,-0.00039316568,0.0017509589,-0.0023855788
bradykinesia_rhythm_left,7.935083e-05,0.00050131226,0.0002743871,0.0003287749,0.0013463416
bradykinesia_rhythm_right,0.00020956142,0.00048923725,9.868121e-05,0.0009351255,-0.0031989045
mirrormovement_left,-0.00029219143,3.38763e-05,-0.00043234782,0.003780122,-0.006747522
mirrormovement_right,0.00024057977,0.000497172,0.00024040866,0.0017228873,0.0066228127
