Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,0.02918321,0.011229413,-0.39294994,0.005790582,0.1312748,0.07805982,-0.098745845,-0.07600514,0.19524226,0.23012936,0.02413295,0.014351974,0.09182321,-0.052427538,0.014241003,0.83372647,0.23415281,-0.025014767,0.19249274,-0.15210713
rigidity_right,-0.08596167,0.13433346,0.080295146,-0.13170758,0.051696036,-0.05054408,-0.19875944,0.22967719,0.081037305,0.06448255,-0.17851049,-0.111362725,-0.055126257,-0.10365805,0.021933397,0.4613588,-0.1391958,0.30292493,-0.05200685,-0.124760434
tremor_rest_left,-0.014357852,0.1686678,0.12346223,0.44238973,0.07751513,-0.22064836,0.24562593,0.22656702,0.18735825,-0.07133741,-0.3496168,0.08826079,0.07559036,-0.12884167,-0.090988584,-0.083501644,-0.0032688233,-0.24135898,-0.14598107,0.1638106
tremor_rest_right,0.034713026,0.18711187,-0.16759574,0.04887681,0.034214076,0.16925494,0.05232524,0.020478098,0.02782672,-0.20380121,0.16148935,-0.05643714,-0.14230092,0.010132938,0.55618507,0.18634222,-0.035003215,0.016677646,0.030315606,0.032444105
tremor_postural_left,0.14461504,0.010701871,-0.022332083,-0.1633515,0.04186336,-0.712286,-0.06595862,-0.079849124,0.06582475,-0.11732937,-0.006840228,0.010470047,-0.13368817,0.043140806,0.054384068,0.08023487,0.022588847,0.15239972,0.08950644,-0.14375773
tremor_postural_right,0.09949174,0.116136506,0.14611223,0.40729102,0.10956981,-0.35562623,0.12849522,0.09003288,-0.045130156,-0.26312703,-0.10041541,-0.04863291,0.016456762,0.06481678,-0.25715584,-0.15683277,-0.08131504,0.1007837,0.09694108,0.04855582
bradykinesia_speed_left,0.161059,0.11564343,-0.26167104,0.08372517,-0.21893479,-0.12463183,-0.052312903,0.016924938,0.39127776,-0.050245084,-0.17995332,-0.32474798,-0.30697632,-0.15795635,0.032093182,0.3075411,0.023779372,-0.09625073,0.10369681,0.03964008
bradykinesia_speed_right,-0.11598584,-0.06516622,0.022480447,0.30133855,0.012478451,0.036499944,0.2946168,0.067911886,0.0024348632,0.36479336,-0.120324776,-0.1255931,0.86922157,0.060701452,0.016558588,0.025019258,0.2849902,0.123843744,0.012055043,0.012398233
bradykinesia_amplitude_left,0.10696716,-0.13470499,-0.23921312,-0.039524034,0.042515162,-0.03595881,-0.00018227233,-0.037760675,0.06982952,0.050064664,-0.038126394,0.21315107,0.17810197,-0.08377787,-0.050525058,0.39067593,-0.04203196,0.10030662,-0.19128628,0.16519742
bradykinesia_amplitude_right,0.14522868,0.13919534,-0.0217232,-0.15160713,0.03229906,0.21990661,-0.448543,0.002789923,-0.3150893,0.052843284,0.08713918,-0.2251325,-0.13941191,-0.00369093,0.07433256,-0.45628035,0.06403313,0.12571062,-0.2837484,0.08775777
bradykinesia_rhythm_left,-0.573106,-0.19393127,0.1105511,0.01587737,0.09098933,-0.36684966,-0.22241205,-0.053314403,0.085042186,0.16559076,0.14726548,0.11698484,0.0089508165,0.2619128,-0.035433326,0.23846066,-0.04173928,-0.11055311,-0.045507103,-0.05995619
bradykinesia_rhythm_right,0.19229655,-0.10041179,0.22679193,-0.50792754,0.1140768,-0.032706928,-0.28946063,0.22308809,0.2005814,-0.43238017,-0.09370618,-0.044187248,-0.021422941,0.15812443,-0.04653347,0.109973826,-0.4596583,-0.13109677,0.09982258,-0.013210601
mirrormovement_left,0.029842125,0.1616355,-0.282505,0.02158221,-0.050721075,0.07246495,-0.07503098,-0.11901455,0.07368353,-0.14523523,0.024236474,0.13672933,0.28086993,-0.13593662,0.025705932,0.018114153,0.009920483,0.6723503,-0.073921844,0.19092749
mirrormovement_right,-0.23343383,-0.33009106,0.14739749,-0.07579085,0.012442789,0.32131,-0.15065727,0.29857704,-0.7029025,-0.03422204,-0.2994413,0.13297392,0.06453999,-0.3162855,0.037016053,0.15228495,0.006771948,0.03342487,0.70326495,0.20672236
