Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels::v0,-0.6019944,0.04873031,0.2694944,0.37963954,-1.2649121,-1.0487174,0.24053638,0.8789773,-1.3386172,-0.46007577,-0.5300857,0.43560076,-1.3716707,-0.04793243,2.0962782,-1.2827598,0.4469931,-0.03836266,0.30695704,1.2398214
volume_sn_voxels::v1,-1.2749499,0.41332304,0.47773632,-0.009389718,-1.0245659,-0.42833808,0.09170113,0.8707453,-1.2176722,-0.5537276,0.09226682,1.1720846,-1.5174062,0.10015724,2.2320602,-1.049801,0.46034375,0.23584619,0.72159463,0.93154216
volume_sn_voxels::v2,-0.69449383,-0.49524042,0.5425275,0.45836517,-1.3426173,-1.3493776,0.24926664,-0.21224678,-1.3340703,-0.34496427,-0.6220702,-0.3293535,-1.3465775,-0.117336646,2.1777422,-1.5430353,0.27416816,-0.039372303,-0.289794,1.2110635
volume_sn_voxels::v3,-0.8600467,-0.37290552,0.15373579,0.19731744,-1.4793972,-0.9841384,-0.08268404,0.456687,-1.1055762,-0.47664237,-0.57827187,0.36664414,-1.7098316,0.3839132,2.1879034,-1.1967024,0.5466528,-0.23178867,0.15038307,1.1463877
volume_sn_voxels::v4,-1.2937765,-0.14067048,-0.12483334,-0.24765746,-1.0897692,-0.25832596,-0.29361045,0.91171384,-1.4103205,-0.31505322,0.04969229,1.3672861,-1.7260033,0.24143198,2.357521,-0.97049236,0.8465271,-0.05182909,0.56078553,0.6425951
volume_sn_voxels::v5,-0.2399,-0.19696417,0.65175956,0.64795136,-1.4033843,-1.5892253,0.39835158,-0.5600543,-1.1350871,-0.14442918,-0.5596298,-1.2065241,-1.3138732,0.11719253,1.7192105,-1.5020785,0.005789009,-0.22424504,-0.12553373,1.1911885
volume_sn_voxels::v6,-0.4845619,-0.34874725,0.3936743,0.21396042,-1.4524791,-1.0378333,0.2901922,-0.35553786,-1.4141608,-0.06433519,-0.33305025,-0.6176428,-1.971383,0.13693847,1.7633412,-0.9877525,0.059528563,-0.38933447,-0.1901686,0.8541533
volume_sn_voxels::v7,-0.8155201,-0.3831482,0.22491468,-0.02878171,-1.313394,-0.78930694,0.145369,-0.16034704,-1.0494412,0.07610487,-0.03811997,0.20058672,-1.992314,0.20128916,1.9402628,-1.2976522,0.2912201,-0.17637837,-0.06582703,0.7864721
volume_sn_voxels::v8,-1.4882345,-0.27257866,-0.47431162,-0.40051875,-0.83384335,-0.061008435,-0.15742067,0.21720183,-1.3164574,0.15163608,-0.23816133,0.44941834,-1.3010083,0.07851274,1.8215884,-1.1207324,1.0336344,-0.38131037,-0.33277756,0.6744527
volume_sn_voxels::v9,0.7163125,0.013843222,0.26059246,-0.09451992,-0.43313396,-1.1308371,0.24775007,-0.9496326,-0.1764385,-0.18519266,0.058370788,-1.2623087,-0.99779606,-0.14528647,1.5308353,-1.6247828,0.100031696,0.38930508,0.124695905,0.98392516
volume_sn_voxels::v10,0.5271209,0.23047988,0.22187914,0.077738546,-0.8149594,-1.0384697,0.20345503,-1.1997157,-0.4082065,0.1707542,-0.53612584,-1.4221545,-1.670993,0.39794233,1.3060844,-1.7146279,0.3753734,0.11525163,-0.24502625,1.1288259
volume_sn_voxels::v11,-0.1438891,0.050866473,-0.024571488,0.21930005,-1.0203258,-1.2402111,0.013144109,-0.94528437,-0.5563133,0.10907331,-0.39425823,-0.85021424,-1.995128,0.27857256,1.3626496,-1.4734037,-0.16572927,0.20736696,0.027162341,1.0637821
volume_sn_voxels::v12,-0.50923294,0.22746591,0.41331133,0.22276682,-1.3139462,-1.1277295,0.3453403,-0.848974,-0.71161497,0.0681764,-0.4552991,-0.78692,-1.7954221,0.23670165,1.2497488,-1.625421,-0.47994637,-0.173396,-0.3748531,0.96648836
volume_sn_voxels::v13,-0.80119723,0.035417,0.15823711,0.19806193,-1.2752136,-0.99112827,0.14578156,-0.7783514,-0.49309984,-0.02888385,-0.17384668,-0.43422303,-1.8031873,0.36067504,0.9668127,-1.3908757,-0.32892665,0.005273137,-0.08022008,0.87315816
volume_sn_voxels::v14,-0.8034514,0.085173324,-0.27705663,0.14409314,-0.89081794,-0.20467559,0.0078051,-0.67240435,-0.7340535,0.06460795,-0.010694517,0.10982166,-1.5695992,-0.095217645,1.1966602,-1.273073,0.23728806,-0.2375166,-0.25014985,0.5022261
volume_sn_voxels::v15,-1.225784,0.08488087,-0.5315125,-0.3414733,-0.2996115,0.20066364,-0.39729849,-0.07063202,-0.58170205,0.36976922,0.17147034,0.9824297,-1.449013,0.12431946,1.2350861,-0.117945604,1.0040599,-0.40831557,-0.9298157,0.61656725
volume_sn_voxels::v16,0.4767476,1.3174406,0.3816032,-0.9980283,0.23508954,-0.31325096,1.1092025,-0.98459077,0.5982916,-0.7478144,1.1479406,-1.6835142,-0.5578113,-0.13846825,0.83743846,-1.7247634,-0.1077545,0.03400385,0.26069078,0.47137126
volume_sn_voxels::v17,0.8412092,0.6912488,-0.21186157,-0.6035109,0.01189754,-0.25912306,0.7001666,-0.87858474,0.24095063,-0.4567616,0.9437869,-1.4972448,-0.75355804,0.06157058,0.943037,-1.8138621,-0.14388643,0.22054993,0.15802455,0.6193383
