Feature,Factor_0
volume_sn_voxels::v532,-0.8553646206855774
volume_sn_voxels::v533,-0.6801791191101074
volume_sn_voxels::v534,-0.8255618810653687
volume_sn_voxels::v535,-0.8483573794364929
volume_sn_voxels::v536,-1.0661686658859253
volume_sn_voxels::v537,-1.189414381980896
volume_sn_voxels::v538,-1.279616117477417
volume_sn_voxels::v539,-1.110135793685913
volume_sn_voxels::v540,-0.9773761630058289
volume_sn_voxels::v541,-0.9754289388656616
volume_sn_voxels::v542,-0.8073990345001221
volume_sn_voxels::v543,-0.5316641330718994
volume_sn_voxels::v544,-0.6638002395629883
volume_sn_voxels::v545,-0.7889637351036072
volume_sn_voxels::v546,-0.8101027607917786
volume_sn_voxels::v547,-0.9653844237327576
volume_sn_voxels::v548,-1.1641104221343994
volume_sn_voxels::v549,-1.1336734294891357
volume_sn_voxels::v550,-1.116746187210083
volume_sn_voxels::v551,-1.0220603942871094
volume_sn_voxels::v552,-0.9076603055000305
volume_sn_voxels::v553,-0.7023863792419434
volume_sn_voxels::v554,-0.5233845710754395
volume_sn_voxels::v555,-0.7114245891571045
volume_sn_voxels::v556,-0.6929945945739746
volume_sn_voxels::v557,-0.8334277868270874
volume_sn_voxels::v558,-0.9511765241622925
volume_sn_voxels::v559,-1.0943320989608765
volume_sn_voxels::v560,-1.005234718322754
volume_sn_voxels::v561,-1.0575153827667236
volume_sn_voxels::v562,-0.8642004728317261
volume_sn_voxels::v563,-0.71002197265625
volume_sn_voxels::v564,-0.5481943488121033
volume_sn_voxels::v565,-0.3207862675189972
volume_sn_voxels::v566,-0.639354944229126
volume_sn_voxels::v567,-0.6367776989936829
volume_sn_voxels::v568,-0.7353939414024353
volume_sn_voxels::v569,-0.8141103386878967
volume_sn_voxels::v570,-0.9004597663879395
volume_sn_voxels::v571,-1.001476526260376
volume_sn_voxels::v572,-0.8608502149581909
volume_sn_voxels::v573,-0.7249011993408203
volume_sn_voxels::v574,-0.5529088973999023
volume_sn_voxels::v575,-0.356790691614151
volume_sn_voxels::v576,-0.5677683353424072
volume_sn_voxels::v577,-0.5192749500274658
volume_sn_voxels::v578,-0.5423840880393982
volume_sn_voxels::v579,-0.6558103561401367
volume_sn_voxels::v580,-0.7764067649841309
volume_sn_voxels::v581,-0.7680622935295105
volume_sn_voxels::v582,-0.754420280456543
volume_sn_voxels::v583,-0.5929204225540161
volume_sn_voxels::v584,-0.4293253421783447
volume_sn_voxels::v585,-0.24434471130371094
volume_sn_voxels::v586,-0.506318211555481
