Factor_Index,Matches,Match_Rate_%,Status,Mean_Similarity
0,1,25.0,Unstable,0.6154937483370304
1,1,25.0,Unstable,0.4891582392156124
2,1,25.0,Unstable,0.5379184782505035
3,1,25.0,Unstable,0.6531570665538311
4,1,25.0,Unstable,0.5502970330417156
5,1,25.0,Unstable,0.5314905419945717
6,1,25.0,Unstable,0.5474395751953125
7,1,25.0,Unstable,0.5348722413182259
8,1,25.0,Unstable,0.5350442752242088
9,1,25.0,Unstable,0.5544307380914688
10,3,75.0,Robust,0.7544656172394753
11,3,75.0,Robust,0.861375018954277
12,1,25.0,Unstable,0.4764889180660248
13,1,25.0,Unstable,0.5308221913874149
14,1,25.0,Unstable,0.5894910469651222
15,1,25.0,Unstable,0.5137243494391441
16,1,25.0,Unstable,0.5679576583206654
17,1,25.0,Unstable,0.4195142425596714
18,1,25.0,Unstable,0.6983727514743805
19,1,25.0,Unstable,0.6079750098288059
20,1,25.0,Unstable,0.6380424350500107
21,1,25.0,Unstable,0.6173470355570316
22,2,50.0,Unstable,0.636540375649929
23,2,50.0,Unstable,0.7189133167266846
24,1,25.0,Unstable,0.6383469477295876
25,1,25.0,Unstable,0.5236876830458641
26,1,25.0,Unstable,0.6277658827602863
27,1,25.0,Unstable,0.7125204801559448
28,1,25.0,Unstable,0.46238234639167786
29,1,25.0,Unstable,0.5939128547906876
30,2,50.0,Unstable,0.5401321910321712
31,1,25.0,Unstable,0.5362765807658434
32,1,25.0,Unstable,0.6812500730156898
33,1,25.0,Unstable,0.694157138466835
34,1,25.0,Unstable,0.38675330579280853
35,1,25.0,Unstable,0.4958415552973747
36,1,25.0,Unstable,0.46380775794386864
37,1,25.0,Unstable,0.7166974544525146
38,1,25.0,Unstable,0.5996323227882385
39,1,25.0,Unstable,0.5697768181562424
40,1,25.0,Unstable,0.5155397951602936
41,1,25.0,Unstable,0.6946195065975189
42,1,25.0,Unstable,0.36922532692551613
43,1,25.0,Unstable,0.5733047649264336
44,1,25.0,Unstable,0.49569010734558105
45,1,25.0,Unstable,0.6458379775285721
46,1,25.0,Unstable,0.5510185286402702
47,1,25.0,Unstable,0.5043713189661503
48,1,25.0,Unstable,0.4876389540731907
49,1,25.0,Unstable,0.5116496495902538
