Factor_Index,Matches,Match_Rate_%,Status,Mean_Similarity
0,2,50.0,Unstable,0.6734109744429588
1,1,25.0,Unstable,0.42123083770275116
2,2,50.0,Unstable,0.6896640826016665
3,2,50.0,Unstable,0.5848543234169483
4,1,25.0,Unstable,0.5223163776099682
5,2,50.0,Unstable,0.608420841395855
6,2,50.0,Unstable,0.6232268735766411
7,1,25.0,Unstable,0.414760023355484
8,2,50.0,Unstable,0.6903387680649757
9,1,25.0,Unstable,0.5177978817373514
10,1,25.0,Unstable,0.603498212993145
11,2,50.0,Unstable,0.5510816425085068
12,3,75.0,Robust,0.76038583740592
13,3,75.0,Robust,0.7547950446605682
14,1,25.0,Unstable,0.4733007401227951
15,1,25.0,Unstable,0.6948430836200714
16,2,50.0,Unstable,0.6704487502574921
17,2,50.0,Unstable,0.5904882699251175
18,2,50.0,Unstable,0.5862148478627205
19,4,100.0,Robust,0.9383499026298523
