Feature,Factor_12,Factor_13,Factor_19
volume_sn_voxels_feature_322,-0.5058837532997131,-0.43924951553344727,0.9163348078727722
volume_sn_voxels_feature_323,0.0463632233440876,0.3095616400241852,0.8380491137504578
volume_sn_voxels_feature_324,-0.6465617418289185,-0.9654672741889954,0.2526361644268036
volume_sn_voxels_feature_325,-0.36840716004371643,-0.336588591337204,0.3759347200393677
volume_sn_voxels_feature_326,-0.07643010467290878,0.08782958984375,0.13977035880088806
volume_sn_voxels_feature_327,-0.12393990904092789,-0.5042192935943604,-0.07837653160095215
volume_sn_voxels_feature_328,-0.08957605808973312,0.016295045614242554,-0.05660312622785568
volume_sn_voxels_feature_329,-0.3620145320892334,0.19012819230556488,-0.2046918421983719
volume_sn_voxels_feature_330,0.062169399112463,-0.48974573612213135,-0.5034323930740356
volume_sn_voxels_feature_331,0.33185192942619324,-0.40238630771636963,-0.23259207606315613
volume_sn_voxels_feature_332,0.11820632964372635,-0.15507133305072784,-0.36492225527763367
volume_sn_voxels_feature_333,-0.6660614609718323,0.44477853178977966,-0.264597624540329
volume_sn_voxels_feature_334,-0.3008335530757904,-0.1609349399805069,-1.1236395835876465
volume_sn_voxels_feature_335,-0.23025216162204742,-0.711754322052002,-1.3252835273742676
volume_sn_voxels_feature_336,-0.0037054053973406553,-0.7648575901985168,-1.1622122526168823
volume_sn_voxels_feature_337,0.6482996344566345,-0.5434329509735107,-0.33243200182914734
volume_sn_voxels_feature_338,0.32475993037223816,-0.187557652592659,-0.0943065732717514
volume_sn_voxels_feature_339,-0.24479897320270538,0.14243848621845245,0.062083303928375244
volume_sn_voxels_feature_340,-1.1401233673095703,0.9488329887390137,0.3466404676437378
volume_sn_voxels_feature_341,-0.4098750650882721,0.3229641914367676,-1.3192956447601318
volume_sn_voxels_feature_342,-0.09435855597257614,-0.33553147315979004,-1.4583642482757568
volume_sn_voxels_feature_343,0.030919013544917107,-0.5631542205810547,-1.1479235887527466
volume_sn_voxels_feature_344,0.6021687388420105,-0.565406322479248,-1.159746766090393
volume_sn_voxels_feature_345,0.7407904267311096,-0.3862314224243164,-0.5165850520133972
volume_sn_voxels_feature_346,0.5872635245323181,-0.3439041078090668,0.0310275387018919
volume_sn_voxels_feature_347,0.13356716930866241,0.030298618599772453,0.4128279685974121
volume_sn_voxels_feature_348,-0.744551420211792,0.7230311036109924,0.6369386315345764
volume_sn_voxels_feature_349,-0.1664789766073227,-0.14295454323291779,-1.1888257265090942
volume_sn_voxels_feature_350,0.5033029913902283,-0.3826530873775482,-1.1273781061172485
volume_sn_voxels_feature_351,0.7091107368469238,-0.29984626173973083,-0.6719209551811218
volume_sn_voxels_feature_352,0.444485068321228,-0.2893878221511841,0.14728842675685883
volume_sn_voxels_feature_353,-0.16678541898727417,0.11845236271619797,0.5230969190597534
volume_sn_voxels_feature_354,-0.08350440114736557,0.0035628776531666517,-1.1906083822250366
volume_sn_voxels_feature_355,0.21372707188129425,0.19515812397003174,-1.1241117715835571
volume_sn_voxels_feature_356,0.10407102853059769,0.26333507895469666,-0.7538926601409912
volume_sn_voxels_feature_357,-0.10824456065893173,0.33454740047454834,0.06771263480186462
volume_sn_voxels_feature_358,-0.6390159726142883,0.633656919002533,0.3029840588569641
volume_sn_voxels_feature_359,-0.14849311113357544,0.5775396823883057,-1.2744932174682617
volume_sn_voxels_feature_360,0.09391363710165024,0.2701568901538849,1.2234487533569336
volume_sn_voxels_feature_361,0.19447468221187592,-0.30614039301872253,0.6521836519241333
volume_sn_voxels_feature_362,0.1486823558807373,-0.49144792556762695,0.18858617544174194
volume_sn_voxels_feature_363,0.35367536544799805,-0.6608555912971497,0.14470677077770233
volume_sn_voxels_feature_364,0.2171277552843094,0.4711148738861084,0.14766040444374084
volume_sn_voxels_feature_365,-0.3021220266819,0.2533738911151886,-0.02471178211271763
volume_sn_voxels_feature_366,-0.4749342203140259,-0.0372130386531353,-0.2981850206851959
volume_sn_voxels_feature_367,-0.31845518946647644,-0.3941560983657837,-0.48790544271469116
volume_sn_voxels_feature_368,0.1348058432340622,-0.5418290495872498,-0.321888267993927
volume_sn_voxels_feature_369,0.43360161781311035,-0.7179195284843445,0.009042441844940186
volume_sn_voxels_feature_370,0.6079345345497131,-0.8962851166725159,-0.21666103601455688
volume_sn_voxels_feature_371,0.09339544177055359,-0.7383816838264465,-0.3070473074913025
volume_sn_voxels_feature_372,0.11835934966802597,0.5878694653511047,-0.07694527506828308
volume_sn_voxels_feature_373,0.12656144797801971,0.43963268399238586,-0.13796530663967133
volume_sn_voxels_feature_374,-0.09557613730430603,0.19534660875797272,-0.32391101121902466
volume_sn_voxels_feature_375,-0.2644115686416626,-0.2778249680995941,-0.7783304452896118
volume_sn_voxels_feature_376,-0.2660706043243408,-0.368531733751297,-0.7227139472961426
volume_sn_voxels_feature_377,0.10353320837020874,-0.40148940682411194,-0.5386406183242798
volume_sn_voxels_feature_378,0.5769652724266052,-0.4991741478443146,-0.3044951260089874
volume_sn_voxels_feature_379,0.6892706751823425,-0.844466507434845,0.12203311175107956
volume_sn_voxels_feature_380,0.25192704796791077,-0.6841303706169128,0.061889924108982086
volume_sn_voxels_feature_381,-0.4140121042728424,-0.38854551315307617,0.16630955040454865
volume_sn_voxels_feature_382,0.0474267303943634,0.4847204387187958,-0.24029125273227692
volume_sn_voxels_feature_383,0.26569032669067383,0.09641728550195694,-0.5361379981040955
volume_sn_voxels_feature_384,0.003714911639690399,-0.03906393423676491,-0.9404215812683105
volume_sn_voxels_feature_385,0.36610305309295654,-0.5750908255577087,-0.22622282803058624
volume_sn_voxels_feature_386,0.5653285384178162,-0.7183297276496887,0.25074052810668945
volume_sn_voxels_feature_387,0.5273545384407043,-0.5023321509361267,0.6213218569755554
volume_sn_voxels_feature_388,-0.33380475640296936,-0.2589496672153473,0.7361838221549988
volume_sn_voxels_feature_389,0.32246705889701843,0.39110419154167175,-0.5993463397026062
volume_sn_voxels_feature_390,0.028040194883942604,-0.27116072177886963,-0.26403605937957764
volume_sn_voxels_feature_391,0.4372188150882721,-0.2576651871204376,0.6389302015304565
volume_sn_voxels_feature_392,-0.5421203970909119,0.05523602291941643,1.1335211992263794
volume_sn_voxels_feature_393,-0.2613518536090851,0.09135819226503372,-0.8887602090835571
volume_sn_voxels_feature_394,-0.1465955674648285,0.0632336363196373,-0.22096484899520874
volume_sn_voxels_feature_395,-0.3539399206638336,0.15507696568965912,0.969051718711853
volume_sn_voxels_feature_396,-0.658881664276123,0.28297221660614014,0.950574517250061
volume_sn_voxels_feature_397,-0.1671815663576126,0.6012346148490906,-0.9992594718933105
volume_sn_voxels_feature_398,-1.3406368494033813,0.358959823846817,0.7676801681518555
volume_sn_voxels_feature_399,1.0858298540115356,1.208133578300476,1.1167880296707153
volume_sn_voxels_feature_400,0.46664711833000183,0.6471219658851624,0.6687538623809814
volume_sn_voxels_feature_401,0.7534487843513489,0.21570394933223724,0.16088034212589264
volume_sn_voxels_feature_402,0.2315738946199417,0.19711877405643463,0.14651545882225037
volume_sn_voxels_feature_403,0.8521038889884949,-0.16998277604579926,-0.018742892891168594
volume_sn_voxels_feature_404,0.6599007248878479,0.37172436714172363,0.24265722930431366
volume_sn_voxels_feature_405,-0.16994357109069824,0.5911962985992432,0.37418773770332336
volume_sn_voxels_feature_406,-0.3366987705230713,0.45924270153045654,0.4386381506919861
volume_sn_voxels_feature_407,-0.7950957417488098,0.36570701003074646,0.2807168960571289
volume_sn_voxels_feature_408,-0.5523174405097961,0.1615234762430191,0.026460155844688416
volume_sn_voxels_feature_409,-0.2510569095611572,0.01008296012878418,-0.09001506865024567
volume_sn_voxels_feature_410,0.19846852123737335,-0.24966572225093842,-0.16679951548576355
volume_sn_voxels_feature_411,0.8126797080039978,-0.7886598706245422,-0.33136358857154846
volume_sn_voxels_feature_412,0.49255356192588806,0.21233858168125153,0.11040220409631729
volume_sn_voxels_feature_413,0.3270740807056427,0.29359543323516846,0.4512234926223755
volume_sn_voxels_feature_414,0.393335223197937,0.27220702171325684,0.5255027413368225
volume_sn_voxels_feature_415,0.03675562143325806,0.19529183208942413,0.3034917712211609
volume_sn_voxels_feature_416,-0.2182139903306961,0.034545861184597015,0.055393144488334656
volume_sn_voxels_feature_417,-0.3776566982269287,-0.0965314507484436,-0.10164275765419006
volume_sn_voxels_feature_418,0.0547279417514801,-0.2010239213705063,-0.3258996903896332
volume_sn_voxels_feature_419,0.4541236460208893,-0.37224578857421875,-0.1441565901041031
volume_sn_voxels_feature_420,0.09191852807998657,0.0990421250462532,-0.02545405924320221
volume_sn_voxels_feature_421,0.8163468241691589,-0.030508192256093025,0.3893885910511017
volume_sn_voxels_feature_422,0.23365573585033417,0.005383302923291922,0.046894341707229614
volume_sn_voxels_feature_423,-0.24066561460494995,-0.23299534618854523,-0.15222783386707306
volume_sn_voxels_feature_424,-0.15947455167770386,-0.19188161194324493,-0.22539648413658142
volume_sn_voxels_feature_425,0.37157174944877625,-0.37789928913116455,0.1071343645453453
volume_sn_voxels_feature_426,0.6305546164512634,-0.3740558624267578,0.46524783968925476
volume_sn_voxels_feature_427,1.0199166536331177,-0.035813797265291214,0.4802173376083374
volume_sn_voxels_feature_428,0.5074244737625122,-0.10609856992959976,0.04580269381403923
volume_sn_voxels_feature_429,-0.24632978439331055,-0.22649605572223663,-0.14924561977386475
volume_sn_voxels_feature_430,0.052910834550857544,-0.1374680995941162,0.3563556373119354
volume_sn_voxels_feature_431,-1.1667981147766113,0.06372060626745224,1.0795265436172485
volume_sn_voxels_feature_432,-0.2679063379764557,0.19412864744663239,-0.12916794419288635
volume_sn_voxels_feature_433,-1.0333030223846436,0.6115122437477112,0.13870534300804138
volume_sn_voxels_feature_434,-1.14677894115448,0.7625675201416016,0.2514325678348541
volume_sn_voxels_feature_435,0.6807534694671631,0.4494283199310303,-0.08914768695831299
volume_sn_voxels_feature_436,1.0710169076919556,-0.6443790197372437,0.07575817406177521
volume_sn_voxels_feature_437,-0.25631460547447205,0.14888949692249298,0.0070412373170256615
volume_sn_voxels_feature_438,-0.5551259517669678,0.31959569454193115,0.30389177799224854
volume_sn_voxels_feature_439,-0.6780118942260742,0.431982159614563,0.42021405696868896
volume_sn_voxels_feature_440,-0.9105804562568665,0.45757773518562317,0.3230273425579071
volume_sn_voxels_feature_441,-0.3425461947917938,0.32757046818733215,0.07888919115066528
volume_sn_voxels_feature_442,0.12941725552082062,0.055279690772295,0.09227082878351212
volume_sn_voxels_feature_443,0.13724178075790405,-0.05303405597805977,0.4365810751914978
volume_sn_voxels_feature_444,0.2723585069179535,0.03603571653366089,0.6198867559432983
volume_sn_voxels_feature_445,0.0989459678530693,0.07493657618761063,0.5927402377128601
volume_sn_voxels_feature_446,-0.3461597263813019,0.21557708084583282,0.24526043236255646
volume_sn_voxels_feature_447,-0.05554203316569328,0.15922047197818756,-0.19173403084278107
volume_sn_voxels_feature_448,0.12982779741287231,-0.08932429552078247,0.010929819196462631
volume_sn_voxels_feature_449,0.4956986904144287,-0.04460270702838898,0.6211255192756653
volume_sn_voxels_feature_450,-0.07406050711870193,-0.02792958728969097,-0.014731382019817829
volume_sn_voxels_feature_451,0.23508578538894653,-0.1872963309288025,-0.07277557253837585
volume_sn_voxels_feature_452,1.1442254781723022,-0.24887007474899292,0.890616774559021
volume_sn_voxels_feature_453,0.6148781180381775,-0.23556117713451385,0.6017820239067078
volume_sn_voxels_feature_454,0.10885768383741379,-0.0800657793879509,0.24571561813354492
volume_sn_voxels_feature_455,0.012260600924491882,-0.12397380918264389,0.1272313892841339
volume_sn_voxels_feature_456,-1.1032295227050781,0.389620304107666,-0.14525385200977325
volume_sn_voxels_feature_457,-0.8937249779701233,-0.10750365257263184,-0.28564369678497314
volume_sn_voxels_feature_458,-0.9587945938110352,0.311430960893631,-0.19022762775421143
volume_sn_voxels_feature_459,-1.2103062868118286,0.6420096158981323,-0.08834218233823776
volume_sn_voxels_feature_460,-0.8110805153846741,0.5866946578025818,-0.06324103474617004
volume_sn_voxels_feature_461,0.2915080487728119,0.5846267342567444,-0.23206202685832977
volume_sn_voxels_feature_462,0.6175132393836975,-0.40656742453575134,-0.2328474521636963
volume_sn_voxels_feature_463,-0.6874687075614929,-0.11416979879140854,-0.27158743143081665
volume_sn_voxels_feature_464,-1.042363166809082,0.2035505771636963,-0.016176780685782433
volume_sn_voxels_feature_465,-0.8768486380577087,0.3229692876338959,0.1433834284543991
volume_sn_voxels_feature_466,-0.5033779740333557,0.33202701807022095,0.1273552030324936
volume_sn_voxels_feature_467,0.7979269027709961,-0.3585425317287445,-0.14616364240646362
volume_sn_voxels_feature_468,-0.46929076313972473,-0.20157290995121002,-0.02581493929028511
volume_sn_voxels_feature_469,-0.2628443241119385,-0.09146953374147415,0.27516064047813416
volume_sn_voxels_feature_470,-0.13013549149036407,-0.017431460320949554,0.495258629322052
volume_sn_voxels_feature_471,-0.10982692986726761,0.13411016762256622,0.39306309819221497
volume_sn_voxels_feature_472,-0.0044582621194422245,0.2740343511104584,0.013140332885086536
volume_sn_voxels_feature_473,0.9854118227958679,-0.3834744989871979,-0.24822810292243958
volume_sn_voxels_feature_474,0.7493720054626465,-0.21675334870815277,0.742499589920044
volume_sn_voxels_feature_475,0.48620960116386414,0.0679551288485527,0.403827041387558
volume_sn_voxels_feature_476,0.34705495834350586,-0.22249488532543182,-0.6458989381790161
volume_sn_voxels_feature_477,-0.1690489649772644,-0.17586827278137207,-0.3666461408138275
volume_sn_voxels_feature_478,-0.8729095458984375,-0.1391487568616867,-0.8109778165817261
volume_sn_voxels_feature_479,0.298892617225647,-0.2060367614030838,0.17557810246944427
volume_sn_voxels_feature_480,-0.9389657974243164,-0.07431632280349731,-0.9334197640419006
volume_sn_voxels_feature_481,0.15158769488334656,-0.061426322907209396,0.07886163890361786
volume_sn_voxels_feature_482,-0.21559278666973114,0.05090508982539177,0.039929747581481934
volume_sn_voxels_feature_483,-1.2923564910888672,0.10723486542701721,-0.49827608466148376
volume_sn_voxels_feature_484,-1.2378922700881958,-0.06138407811522484,-0.26979920268058777
volume_sn_voxels_feature_485,-0.8123181462287903,-0.29587993025779724,0.02283640205860138
volume_sn_voxels_feature_486,-1.3020046949386597,-0.09088689833879471,0.08765197545289993
volume_sn_voxels_feature_487,-1.1499818563461304,-0.12925498187541962,0.04604814946651459
volume_sn_voxels_feature_488,-1.16277277469635,0.013853490352630615,0.5577534437179565
volume_sn_voxels_feature_489,0.07955948263406754,0.4156302511692047,-0.49085429310798645
volume_sn_voxels_feature_490,0.21736401319503784,-0.6242039799690247,-0.3224899172782898
volume_sn_voxels_feature_491,-0.8298854231834412,-0.23727096617221832,-0.4973874092102051
volume_sn_voxels_feature_492,-1.101871132850647,-0.08795952796936035,-0.41526681184768677
volume_sn_voxels_feature_493,-0.7661835551261902,0.07147353142499924,-0.447756290435791
volume_sn_voxels_feature_494,-0.22579437494277954,0.18947751820087433,-0.4301756024360657
volume_sn_voxels_feature_495,1.1705600023269653,-1.2011164426803589,0.46058595180511475
volume_sn_voxels_feature_496,0.9857718348503113,-0.4581473767757416,-0.07667100429534912
volume_sn_voxels_feature_497,-0.3585927486419678,-0.311548113822937,-0.26816147565841675
volume_sn_voxels_feature_498,-0.5258845686912537,-0.14231666922569275,-0.05846355855464935
volume_sn_voxels_feature_499,-0.28287044167518616,-0.1327217072248459,-0.08654429763555527
volume_sn_voxels_feature_500,0.09427007287740707,0.21239733695983887,-0.07567649334669113
volume_sn_voxels_feature_501,1.4217249155044556,-0.8043643832206726,0.5698611736297607
volume_sn_voxels_feature_502,1.2154325246810913,-0.24294380843639374,-0.09025274217128754
volume_sn_voxels_feature_503,0.2677372694015503,-0.18926586210727692,0.19713947176933289
volume_sn_voxels_feature_504,0.5591942667961121,-0.04271702840924263,0.2764326333999634
volume_sn_voxels_feature_505,0.4975928068161011,0.01240075659006834,0.06271494925022125
volume_sn_voxels_feature_506,1.331026554107666,-0.209422767162323,-0.06987926363945007
volume_sn_voxels_feature_507,0.6946497559547424,-0.01630089245736599,-0.2648974359035492
volume_sn_voxels_feature_508,0.4139381945133209,0.00560713792219758,-0.17857703566551208
volume_sn_voxels_feature_509,0.7956723570823669,-0.24275241792201996,0.3961052894592285
volume_sn_voxels_feature_510,1.2080601453781128,0.020354395732283592,-0.2620375156402588
volume_sn_voxels_feature_511,0.3667738437652588,0.21120871603488922,-0.319641649723053
volume_sn_voxels_feature_512,0.4147859513759613,0.1966875046491623,-0.1509597897529602
volume_sn_voxels_feature_513,0.8108229041099548,0.3063608705997467,-0.020177016034722328
volume_sn_voxels_feature_514,-0.025390317663550377,0.3309066593647003,-0.32652440667152405
volume_sn_voxels_feature_515,0.4279124438762665,0.40084993839263916,0.4856513738632202
volume_sn_voxels_feature_516,-0.4724622666835785,0.15499699115753174,0.24390515685081482
volume_sn_voxels_feature_517,1.3245686292648315,-0.07467904686927795,0.8487585783004761
volume_sn_voxels_feature_518,-0.12204145640134811,0.30913957953453064,0.7934367060661316
volume_sn_voxels_feature_519,-0.8111464381217957,0.0703665092587471,0.6320937871932983
volume_sn_voxels_feature_520,1.0867851972579956,-0.8025643229484558,0.5905648469924927
volume_sn_voxels_feature_521,0.2646855115890503,-0.2115321010351181,0.9731728434562683
rigidity_left,0.012293845415115356,0.030843988060951233,0.08038059622049332
rigidity_right,0.04850493371486664,0.0580909363925457,-0.06038970500230789
tremor_rest_left,0.17362235486507416,-0.12639176845550537,0.08173621445894241
tremor_rest_right,0.05433576926589012,0.08144394308328629,-0.024736005812883377
tremor_postural_left,-0.09491915255784988,-0.04707314446568489,-0.026367338374257088
tremor_postural_right,0.07934010773897171,-0.009823557920753956,0.00751886423677206
bradykinesia_speed_left,0.07048367708921432,-0.05866687372326851,-0.07950994372367859
bradykinesia_speed_right,0.09663961082696915,0.01972874440252781,-0.054470740258693695
bradykinesia_amplitude_left,-0.21229146420955658,0.008788706734776497,-2.222880721092224e-05
bradykinesia_amplitude_right,-0.00786032248288393,0.059028636664152145,-0.12449497729539871
bradykinesia_rhythm_left,-0.0970299020409584,0.08982520550489426,-0.06712844222784042
bradykinesia_rhythm_right,0.0014914000639691949,-0.010908049531280994,-0.11635540425777435
mirrormovement_left,-0.19908255338668823,-0.03225445747375488,-0.028981588780879974
mirrormovement_right,-0.05501571670174599,-0.034895896911621094,-0.0127984918653965
