Feature,Factor_12,Factor_13,Factor_19
volume_sn_voxels_feature_51,0.07336462289094925,-0.4609799087047577,0.11380932480096817
volume_sn_voxels_feature_52,0.23327644169330597,-0.38277578353881836,0.1491522192955017
volume_sn_voxels_feature_53,0.0335536003112793,0.6388549208641052,0.34910091757774353
volume_sn_voxels_feature_54,0.4024534225463867,-0.649708092212677,-0.029649097472429276
volume_sn_voxels_feature_55,0.34149685502052307,-0.551959753036499,0.06820652633905411
volume_sn_voxels_feature_56,0.45350661873817444,-0.38242554664611816,0.07587228715419769
volume_sn_voxels_feature_57,0.4415057599544525,-0.07361195236444473,0.37321072816848755
volume_sn_voxels_feature_58,0.19663168489933014,0.27589210867881775,0.7099786400794983
volume_sn_voxels_feature_59,0.04322534427046776,0.6671483516693115,0.6234421730041504
volume_sn_voxels_feature_60,-0.05233369395136833,-0.4652446508407593,-0.35608911514282227
volume_sn_voxels_feature_61,-0.170624241232872,-0.2881830632686615,-0.06675409525632858
volume_sn_voxels_feature_62,0.006018268410116434,-0.021721385419368744,0.21420085430145264
volume_sn_voxels_feature_63,-0.19293566048145294,0.4865608215332031,0.4745645523071289
volume_sn_voxels_feature_64,-0.6520602107048035,0.4305330216884613,-0.29443106055259705
volume_sn_voxels_feature_65,-0.8302868008613586,-0.2128075510263443,-0.14973443746566772
volume_sn_voxels_feature_66,-0.8751108646392822,0.05288773402571678,-0.22015057504177094
volume_sn_voxels_feature_67,0.4454498291015625,-0.5768738985061646,-0.5238983631134033
volume_sn_voxels_feature_68,-0.6298537254333496,-0.04962693154811859,-0.17023105919361115
volume_sn_voxels_feature_69,-0.6981415152549744,0.10445093363523483,0.05335767939686775
volume_sn_voxels_feature_70,-0.33175039291381836,0.27120575308799744,-0.09227332472801208
volume_sn_voxels_feature_71,0.41494020819664,-0.11197508126497269,-0.4850330352783203
volume_sn_voxels_feature_72,0.38418087363243103,-0.42820215225219727,-0.8421491384506226
volume_sn_voxels_feature_73,-0.5539034605026245,0.1479410082101822,-0.17391090095043182
volume_sn_voxels_feature_74,-0.22961275279521942,-0.16088469326496124,-0.15015792846679688
volume_sn_voxels_feature_75,0.0023198872804641724,-0.1356680989265442,0.116477832198143
volume_sn_voxels_feature_76,0.1468021273612976,0.11014308780431747,0.1505512297153473
volume_sn_voxels_feature_77,0.10593030601739883,-0.36979591846466064,-1.0735766887664795
volume_sn_voxels_feature_78,0.15175305306911469,-0.0934739038348198,-0.24781234562397003
volume_sn_voxels_feature_79,0.23539674282073975,-0.35512426495552063,-0.14839667081832886
volume_sn_voxels_feature_80,0.5696040391921997,-0.41503849625587463,0.09483964741230011
volume_sn_voxels_feature_81,0.5557572245597839,-0.04313590005040169,0.26862573623657227
volume_sn_voxels_feature_82,0.3184177279472351,0.5723302960395813,0.8379331231117249
volume_sn_voxels_feature_83,0.6062671542167664,-0.7052855491638184,-0.39173460006713867
volume_sn_voxels_feature_84,0.45075714588165283,-0.5442466139793396,-0.13703596591949463
volume_sn_voxels_feature_85,0.3330993056297302,-0.2799597978591919,0.11332480609416962
volume_sn_voxels_feature_86,0.3912949860095978,0.25128409266471863,0.608278751373291
volume_sn_voxels_feature_87,0.4592731297016144,0.5243072509765625,0.9126997590065002
volume_sn_voxels_feature_88,0.2733534574508667,0.6503525972366333,0.7791205644607544
volume_sn_voxels_feature_89,-0.031428515911102295,-0.28507354855537415,-0.4161910116672516
volume_sn_voxels_feature_90,-0.10358337312936783,0.32227906584739685,0.1954396665096283
volume_sn_voxels_feature_91,-0.09273239225149155,0.6293970942497253,0.3836856484413147
volume_sn_voxels_feature_92,-0.21000425517559052,0.48399364948272705,-0.06987717747688293
volume_sn_voxels_feature_93,0.09403743594884872,-0.8165362477302551,-0.4841271638870239
volume_sn_voxels_feature_94,0.2296605110168457,-0.7932066321372986,-0.44381338357925415
volume_sn_voxels_feature_95,0.09293844550848007,-0.44688233733177185,-0.30881714820861816
volume_sn_voxels_feature_96,0.18812383711338043,-0.4742964506149292,-0.5168442726135254
volume_sn_voxels_feature_97,-0.7840898633003235,0.20881497859954834,-0.2424696981906891
volume_sn_voxels_feature_98,0.3296610414981842,0.05383576080203056,-0.10690085589885712
volume_sn_voxels_feature_99,0.25263428688049316,-0.45648789405822754,-0.3861120045185089
volume_sn_voxels_feature_100,0.09237859398126602,-0.5065252780914307,-0.4691248834133148
volume_sn_voxels_feature_101,-0.7053828239440918,0.41434648633003235,-0.602657675743103
volume_sn_voxels_feature_102,-0.42854657769203186,0.35776957869529724,-0.2479242980480194
volume_sn_voxels_feature_103,-0.3303958773612976,0.44426456093788147,0.1364218294620514
volume_sn_voxels_feature_104,0.25816503167152405,-0.07412292063236237,0.14853785932064056
volume_sn_voxels_feature_105,0.033671122044324875,-0.33221718668937683,-0.26764968037605286
volume_sn_voxels_feature_106,-0.15133841335773468,-0.2890285551548004,-0.7288925647735596
volume_sn_voxels_feature_107,-0.27207767963409424,0.10240033268928528,-0.7233414649963379
volume_sn_voxels_feature_108,-0.09487546235322952,0.07831444591283798,-0.19101402163505554
volume_sn_voxels_feature_109,0.07513529807329178,0.2667836844921112,0.1956557333469391
volume_sn_voxels_feature_110,0.22564731538295746,0.3540663421154022,0.6141937971115112
volume_sn_voxels_feature_111,0.02505371905863285,-0.3446286916732788,-0.7466298937797546
volume_sn_voxels_feature_112,0.035693373531103134,-0.3575696051120758,-0.34673839807510376
volume_sn_voxels_feature_113,0.07522689551115036,-0.08321831375360489,0.06937465071678162
volume_sn_voxels_feature_114,0.18287146091461182,0.6115731596946716,0.8655885457992554
volume_sn_voxels_feature_115,0.16895724833011627,0.3853124678134918,0.9386510848999023
volume_sn_voxels_feature_116,-0.7248600125312805,-0.4891010522842407,-0.854834794998169
volume_sn_voxels_feature_117,1.2222744226455688,1.1979918479919434,1.237214207649231
volume_sn_voxels_feature_118,1.1423553228378296,0.8108644485473633,0.7939095497131348
volume_sn_voxels_feature_119,0.42718860507011414,0.6201341152191162,0.6024072766304016
volume_sn_voxels_feature_120,-0.078098826110363,-0.0805642306804657,0.06144734099507332
volume_sn_voxels_feature_121,0.06707150489091873,-0.4072035551071167,-0.22286242246627808
volume_sn_voxels_feature_122,-0.3200250267982483,-0.4545517861843109,-0.05018141493201256
volume_sn_voxels_feature_123,-0.07846099883317947,-0.38182559609413147,-0.3054395616054535
volume_sn_voxels_feature_124,0.4380373954772949,-0.7677080035209656,-0.3562932014465332
volume_sn_voxels_feature_125,-0.45292988419532776,-0.5049744248390198,-0.23505808413028717
volume_sn_voxels_feature_126,-0.18399089574813843,-0.6144291758537292,-0.17974448204040527
volume_sn_voxels_feature_127,0.39054790139198303,-0.70050048828125,-0.2600467801094055
volume_sn_voxels_feature_128,-0.2276630848646164,-0.3601885735988617,-0.15166480839252472
volume_sn_voxels_feature_129,-0.1972735971212387,-0.6255545020103455,-0.32399046421051025
volume_sn_voxels_feature_130,-0.20969784259796143,-0.5113752484321594,-0.38513463735580444
volume_sn_voxels_feature_131,0.4563027620315552,-0.44829240441322327,-0.21534715592861176
volume_sn_voxels_feature_132,-0.0029393790755420923,-0.048392485827207565,-0.08518718183040619
volume_sn_voxels_feature_133,0.04957865551114082,-0.6727633476257324,0.00404633954167366
volume_sn_voxels_feature_134,-0.04601754620671272,-0.42420509457588196,-0.3229975402355194
volume_sn_voxels_feature_135,-0.05780826881527901,-0.1283876746892929,-0.5763434767723083
volume_sn_voxels_feature_136,0.4051554203033447,-0.09594037383794785,-0.4217488169670105
volume_sn_voxels_feature_137,0.015008524060249329,-0.32965564727783203,-0.044339340180158615
volume_sn_voxels_feature_138,-0.15396730601787567,-0.3413875102996826,-0.3744058609008789
volume_sn_voxels_feature_139,0.047111283987760544,0.15080974996089935,0.5930690169334412
volume_sn_voxels_feature_140,-0.54251629114151,0.13692784309387207,-0.8469985723495483
volume_sn_voxels_feature_141,-0.3949945271015167,-0.004410199820995331,-0.7096258997917175
volume_sn_voxels_feature_142,-0.43261733651161194,-0.3994159400463104,-0.20771481096744537
volume_sn_voxels_feature_143,-0.21333782374858856,-0.7181263566017151,-1.035909652709961
volume_sn_voxels_feature_144,-0.08651572465896606,-0.5671955943107605,-0.8698242902755737
volume_sn_voxels_feature_145,0.5105255246162415,0.9965810179710388,0.8262263536453247
volume_sn_voxels_feature_146,0.1886434555053711,0.9745426774024963,0.7414074540138245
volume_sn_voxels_feature_147,0.11985493451356888,0.4776272773742676,0.28101468086242676
volume_sn_voxels_feature_148,0.18019258975982666,-0.009264239110052586,-0.03565899282693863
volume_sn_voxels_feature_149,-0.3316619396209717,0.5640338063240051,0.31582367420196533
volume_sn_voxels_feature_150,-0.32509922981262207,0.18711155652999878,0.04213591292500496
volume_sn_voxels_feature_151,0.07827339321374893,-0.15946368873119354,-0.19472311437129974
volume_sn_voxels_feature_152,-0.5116670727729797,0.11152207851409912,0.04750509932637215
volume_sn_voxels_feature_153,-0.4859375059604645,0.19849514961242676,-0.12697646021842957
volume_sn_voxels_feature_154,0.060256410390138626,-0.16298945248126984,-0.24919112026691437
volume_sn_voxels_feature_155,0.7051789164543152,-0.6214231252670288,-0.06251479685306549
volume_sn_voxels_feature_156,-0.10546725243330002,0.07807527482509613,0.19309008121490479
volume_sn_voxels_feature_157,-0.4938327372074127,0.01853627897799015,0.05995870381593704
volume_sn_voxels_feature_158,-0.4648723602294922,0.013000711798667908,-0.06664502620697021
volume_sn_voxels_feature_159,0.14857538044452667,0.004056657198816538,0.00814824178814888
volume_sn_voxels_feature_160,0.7676368355751038,-0.48765096068382263,0.40824365615844727
volume_sn_voxels_feature_161,-0.33602556586265564,-0.0034167468547821045,0.16376706957817078
volume_sn_voxels_feature_162,-0.32233503460884094,-0.07645013183355331,0.033264197409152985
volume_sn_voxels_feature_163,-0.08439478278160095,-0.019117625430226326,0.019490111619234085
volume_sn_voxels_feature_164,0.20412319898605347,0.2456846684217453,0.224544957280159
volume_sn_voxels_feature_165,0.9425544738769531,-0.1660306304693222,0.7096447944641113
volume_sn_voxels_feature_166,-0.1298491209745407,-0.11128344386816025,0.11619416624307632
volume_sn_voxels_feature_167,0.0543045736849308,0.41616716980934143,0.28809982538223267
volume_sn_voxels_feature_168,0.6443803906440735,0.5477743744850159,0.42876356840133667
volume_sn_voxels_feature_169,1.1725767850875854,0.22403506934642792,0.8937541842460632
volume_sn_voxels_feature_170,-0.16151970624923706,0.7090135216712952,0.25090134143829346
volume_sn_voxels_feature_171,-0.16078464686870575,0.5304483771324158,0.2945900559425354
volume_sn_voxels_feature_172,0.044485609978437424,0.41470596194267273,0.3911495804786682
volume_sn_voxels_feature_173,-0.38129475712776184,-0.5980740189552307,0.2406095415353775
volume_sn_voxels_feature_174,0.32146647572517395,1.0916271209716797,1.0325030088424683
volume_sn_voxels_feature_175,-0.08224991708993912,0.6432844996452332,0.9198591709136963
volume_sn_voxels_feature_176,0.12162361294031143,0.4735957086086273,0.41382163763046265
volume_sn_voxels_feature_177,0.10838961601257324,0.05756492540240288,-0.1558944582939148
volume_sn_voxels_feature_178,-0.35691753029823303,0.8164074420928955,0.34206387400627136
volume_sn_voxels_feature_179,-0.036865245550870895,0.5889444351196289,0.07207486033439636
volume_sn_voxels_feature_180,0.20393693447113037,0.1100311353802681,-0.006708722095936537
volume_sn_voxels_feature_181,-0.2613852918148041,0.6935482621192932,0.3658968210220337
volume_sn_voxels_feature_182,0.5670438408851624,0.14775145053863525,0.2467900663614273
volume_sn_voxels_feature_183,-0.05391685664653778,0.5267845392227173,0.371779203414917
volume_sn_voxels_feature_184,-0.4511864185333252,0.6193205714225769,0.23392239212989807
volume_sn_voxels_feature_185,-0.260171502828598,0.6768683791160583,0.4054180383682251
volume_sn_voxels_feature_186,0.16260945796966553,0.9001877903938293,0.4108125567436218
volume_sn_voxels_feature_187,0.8739721775054932,0.5643905997276306,0.808558464050293
volume_sn_voxels_feature_188,-0.08552748709917068,0.5187923312187195,0.3833094537258148
volume_sn_voxels_feature_189,-0.14353220164775848,0.3884398937225342,0.48271968960762024
volume_sn_voxels_feature_190,-0.09498125314712524,0.6626619696617126,0.6626346111297607
volume_sn_voxels_feature_191,0.40545880794525146,0.9739313125610352,0.8749307990074158
volume_sn_voxels_feature_192,0.3089693784713745,0.7555455565452576,0.8067015409469604
volume_sn_voxels_feature_193,-0.23739463090896606,0.8016800284385681,-0.30813953280448914
volume_sn_voxels_feature_194,-0.03032519854605198,0.621727466583252,-0.2029038667678833
volume_sn_voxels_feature_195,0.12101426720619202,-0.19171816110610962,0.3256971836090088
volume_sn_voxels_feature_196,1.6152781248092651,-0.1965252161026001,-1.2660629749298096
volume_sn_voxels_feature_197,1.212267518043518,-1.1124495267868042,-1.2177178859710693
volume_sn_voxels_feature_198,1.3047103881835938,-0.11036167293787003,-1.3418431282043457
volume_sn_voxels_feature_199,1.5783618688583374,-0.13958224654197693,-1.4121618270874023
volume_sn_voxels_feature_200,1.470758318901062,1.0079941749572754,-1.3513966798782349
volume_sn_voxels_feature_201,1.4649485349655151,-0.3884604871273041,-1.2599704265594482
volume_sn_voxels_feature_202,1.4746185541152954,1.0797157287597656,-1.3912017345428467
volume_sn_voxels_feature_203,1.3406792879104614,0.7376554608345032,-1.3373486995697021
volume_sn_voxels_feature_204,1.2040654420852661,1.4612630605697632,-1.5376362800598145
volume_sn_voxels_feature_205,1.1041144132614136,0.621262788772583,-1.2615258693695068
volume_sn_voxels_feature_206,1.3768106698989868,1.2086886167526245,-1.4438015222549438
volume_sn_voxels_feature_207,1.3703994750976562,1.269181728363037,-1.1987963914871216
volume_sn_voxels_feature_208,0.6159453392028809,1.1343261003494263,-1.424588680267334
volume_sn_voxels_feature_209,0.8911903500556946,1.4728223085403442,-1.5240883827209473
volume_sn_voxels_feature_210,1.0092816352844238,1.3133028745651245,-1.2368239164352417
volume_sn_voxels_feature_211,0.40691080689430237,1.3373990058898926,-1.4158633947372437
volume_sn_voxels_feature_212,1.1245321035385132,1.0400322675704956,-1.3355417251586914
volume_sn_voxels_feature_213,-0.10849136114120483,1.244362235069275,-1.506951093673706
volume_sn_voxels_feature_214,0.6511243581771851,1.1695517301559448,-1.4398722648620605
volume_sn_voxels_feature_215,-0.12560003995895386,1.2628026008605957,-1.2222601175308228
volume_sn_voxels_feature_216,0.47543588280677795,1.4190527200698853,-1.5529401302337646
volume_sn_voxels_feature_217,1.4643007516860962,0.45968887209892273,0.627212405204773
volume_sn_voxels_feature_218,1.613508701324463,0.3574177026748657,0.19365647435188293
volume_sn_voxels_feature_219,1.4137264490127563,0.23048819601535797,-0.27976199984550476
volume_sn_voxels_feature_220,1.3375450372695923,0.06319359689950943,-0.546227216720581
volume_sn_voxels_feature_221,1.5356025695800781,0.7233848571777344,-0.32271522283554077
volume_sn_voxels_feature_222,1.5155242681503296,1.1547034978866577,0.068387970328331
volume_sn_voxels_feature_223,1.292859435081482,-0.2779557406902313,-0.887566089630127
volume_sn_voxels_feature_224,1.3666868209838867,0.5227760672569275,-0.6395142078399658
volume_sn_voxels_feature_225,1.2115689516067505,-0.687863826751709,-1.098243236541748
volume_sn_voxels_feature_226,1.2636218070983887,0.3645932376384735,-0.9826843738555908
volume_sn_voxels_feature_227,1.333687663078308,1.1676788330078125,-0.8620109558105469
volume_sn_voxels_feature_228,1.282307744026184,-1.230472445487976,-1.1780754327774048
volume_sn_voxels_feature_229,1.1813488006591797,-0.397630900144577,-1.3354499340057373
volume_sn_voxels_feature_230,1.2189589738845825,1.1062933206558228,-1.1065016984939575
volume_sn_voxels_feature_231,1.2961353063583374,1.310951590538025,-0.9984145164489746
volume_sn_voxels_feature_232,1.199252724647522,-1.2430095672607422,-1.3821556568145752
volume_sn_voxels_feature_233,0.5646870732307434,-0.646239697933197,-1.266942024230957
volume_sn_voxels_feature_234,0.5111037492752075,0.4862898886203766,-1.1340034008026123
volume_sn_voxels_feature_235,0.8760647773742676,1.2759233713150024,-1.4176510572433472
volume_sn_voxels_feature_236,-0.8301299214363098,1.1693201065063477,0.5016554594039917
volume_sn_voxels_feature_237,-0.1508304923772812,0.1451251357793808,-1.3881516456604004
volume_sn_voxels_feature_238,0.08659718185663223,1.281436562538147,-1.3866050243377686
volume_sn_voxels_feature_239,0.4525708854198456,1.2372971773147583,-1.3458997011184692
volume_sn_voxels_feature_240,-0.3392612040042877,1.3268669843673706,-0.13583439588546753
volume_sn_voxels_feature_241,-0.33705615997314453,0.28207263350486755,-1.4965242147445679
volume_sn_voxels_feature_242,0.011885439045727253,1.256245493888855,-1.3087702989578247
volume_sn_voxels_feature_243,0.2300385683774948,1.4041038751602173,-1.2774901390075684
volume_sn_voxels_feature_244,0.20451003313064575,1.453508973121643,-1.0192316770553589
volume_sn_voxels_feature_245,-0.2758673429489136,1.4881128072738647,-0.39603546261787415
volume_sn_voxels_feature_246,-0.5321518778800964,0.5585322976112366,-1.2170042991638184
volume_sn_voxels_feature_247,-0.2971324026584625,1.3517249822616577,-1.5070222616195679
volume_sn_voxels_feature_248,0.5018598437309265,1.1744149923324585,-1.2985808849334717
volume_sn_voxels_feature_249,-0.6339077353477478,0.6610251069068909,-1.3898531198501587
volume_sn_voxels_feature_250,-0.4420723617076874,1.3272536993026733,-1.2389297485351562
volume_sn_voxels_feature_251,0.6409487128257751,1.3023744821548462,-1.1814846992492676
volume_sn_voxels_feature_252,0.023700155317783356,1.3578706979751587,-0.9826584458351135
volume_sn_voxels_feature_253,1.9427051544189453,0.6982901692390442,0.7373164892196655
volume_sn_voxels_feature_254,1.4241247177124023,0.4345884323120117,0.6846059560775757
volume_sn_voxels_feature_255,1.655669093132019,0.9631354212760925,0.8591263294219971
volume_sn_voxels_feature_256,1.1998435258865356,-0.183644101023674,0.3758153021335602
volume_sn_voxels_feature_257,1.443859577178955,0.5241699814796448,0.7290449738502502
volume_sn_voxels_feature_258,1.3831285238265991,-1.29841148853302,-0.03370729833841324
volume_sn_voxels_feature_259,1.1567813158035278,-0.46591898798942566,-0.06474977731704712
volume_sn_voxels_feature_260,1.2636398077011108,0.6671116948127747,-0.054774392396211624
volume_sn_voxels_feature_261,1.2948265075683594,1.2308902740478516,0.5092939138412476
volume_sn_voxels_feature_262,0.34967756271362305,-1.2347663640975952,-0.9879215955734253
volume_sn_voxels_feature_263,0.761726438999176,1.26796555519104,-0.7542068958282471
volume_sn_voxels_feature_264,-0.08244931697845459,1.2282837629318237,-0.8459370732307434
volume_sn_voxels_feature_265,-0.05324007198214531,1.4867700338363647,-0.09884990751743317
volume_sn_voxels_feature_266,-0.42340198159217834,1.2825981378555298,-1.115241527557373
volume_sn_voxels_feature_267,-0.28236261010169983,1.3990885019302368,-0.8357349634170532
volume_sn_voxels_feature_268,-0.4501067101955414,1.4455994367599487,-0.0760820135474205
volume_sn_voxels_feature_269,-0.8363650441169739,1.2922650575637817,0.13636188209056854
volume_sn_voxels_feature_270,-0.6252646446228027,1.472176194190979,-0.2399449348449707
volume_sn_voxels_feature_271,-1.1074120998382568,1.3744803667068481,0.1677258014678955
volume_sn_voxels_feature_272,-0.5661924481391907,-0.5794593691825867,-1.3833836317062378
volume_sn_voxels_feature_273,-0.10155800729990005,0.18333923816680908,-1.392513394355774
volume_sn_voxels_feature_274,0.0737513080239296,1.4134858846664429,-0.7405712604522705
volume_sn_voxels_feature_275,-0.5378575921058655,1.3768914937973022,-0.02761927619576454
volume_sn_voxels_feature_276,-0.8291236758232117,-0.8420925140380859,-1.6637961864471436
volume_sn_voxels_feature_277,0.44977304339408875,1.3642219305038452,-1.1514472961425781
volume_sn_voxels_feature_278,-0.5521030426025391,0.06536287814378738,-1.3326199054718018
volume_sn_voxels_feature_279,0.013515193946659565,0.5957844853401184,-1.1499688625335693
volume_sn_voxels_feature_280,0.14072652161121368,1.397520899772644,-1.1608505249023438
volume_sn_voxels_feature_281,0.29561689496040344,1.0756551027297974,-1.2802287340164185
volume_sn_voxels_feature_282,0.4012463092803955,1.0088950395584106,-1.4979581832885742
volume_sn_voxels_feature_283,-0.0057538398541510105,1.3002179861068726,-1.1996963024139404
volume_sn_voxels_feature_284,1.2452689409255981,-0.519467830657959,0.9232922792434692
volume_sn_voxels_feature_285,1.3084412813186646,0.1969529390335083,1.0280019044876099
volume_sn_voxels_feature_286,-0.43256282806396484,-0.9909346103668213,0.21880947053432465
volume_sn_voxels_feature_287,-0.035630565136671066,0.25977203249931335,0.5546277761459351
volume_sn_voxels_feature_288,0.34980639815330505,1.1801944971084595,0.9814155101776123
volume_sn_voxels_feature_289,0.46110329031944275,1.3455256223678589,1.1220327615737915
volume_sn_voxels_feature_290,-0.4607974588871002,0.8788173794746399,0.1179037094116211
volume_sn_voxels_feature_291,-0.47878849506378174,1.3603428602218628,0.6160064935684204
volume_sn_voxels_feature_292,-0.6694173216819763,0.28196391463279724,-0.5237874984741211
volume_sn_voxels_feature_293,-0.5877458453178406,1.068164587020874,-0.20166002213954926
volume_sn_voxels_feature_294,-0.6819407343864441,1.4733881950378418,0.22644829750061035
volume_sn_voxels_feature_295,-0.18390138447284698,0.1198456883430481,-0.8901551961898804
volume_sn_voxels_feature_296,-0.2509433329105377,1.3281365633010864,-0.19704294204711914
volume_sn_voxels_feature_297,-0.8119977116584778,1.2412596940994263,-0.04333312064409256
volume_sn_voxels_feature_298,0.16142787039279938,1.176833152770996,-0.6235256195068359
volume_sn_voxels_feature_299,-0.8343893885612488,1.29279363155365,-0.1985803246498108
volume_sn_voxels_feature_300,-1.1485620737075806,1.321851372718811,0.5249615907669067
volume_sn_voxels_feature_301,-0.5891721844673157,-0.6918573379516602,-1.2073026895523071
volume_sn_voxels_feature_302,-0.15552914142608643,-0.7909033894538879,-1.4478285312652588
volume_sn_voxels_feature_303,-0.17108190059661865,-0.7194115519523621,-1.2715637683868408
volume_sn_voxels_feature_304,0.1009323000907898,-0.3163306415081024,-1.2546801567077637
volume_sn_voxels_feature_305,0.07021807879209518,1.1365877389907837,-0.13041487336158752
volume_sn_voxels_feature_306,-0.2892516851425171,1.1452076435089111,0.4179307818412781
volume_sn_voxels_feature_307,-0.03416630998253822,-0.29881998896598816,-1.222326397895813
volume_sn_voxels_feature_308,0.17004172503948212,-0.06704492121934891,-1.237176537513733
volume_sn_voxels_feature_309,0.7055983543395996,-0.04096759855747223,-1.2784161567687988
volume_sn_voxels_feature_310,0.20177467167377472,1.0297871828079224,-0.2935076951980591
volume_sn_voxels_feature_311,-0.16337572038173676,1.2569929361343384,0.1880447268486023
volume_sn_voxels_feature_312,0.1671438366174698,0.09179020673036575,-1.3848893642425537
volume_sn_voxels_feature_313,0.5048592686653137,0.04432857036590576,-1.1470921039581299
volume_sn_voxels_feature_314,0.7766137719154358,0.14883489906787872,-1.2561078071594238
volume_sn_voxels_feature_315,0.5565724968910217,0.5817115306854248,-1.0987613201141357
volume_sn_voxels_feature_316,0.0037539105396717787,1.090232014656067,-0.5627366304397583
volume_sn_voxels_feature_317,1.1445257663726807,0.6036728024482727,1.3042852878570557
volume_sn_voxels_feature_318,-0.28619468212127686,-0.9575529098510742,1.1333973407745361
volume_sn_voxels_feature_319,-0.17959992587566376,-0.34483763575553894,1.1172230243682861
volume_sn_voxels_feature_320,0.4316699802875519,0.4571375548839569,1.0267422199249268
volume_sn_voxels_feature_321,-0.9428548812866211,-1.1278489828109741,0.5654453039169312
