Feature,Factor_0,Factor_1
rigidity_left,-0.060593605,-0.06707993
rigidity_right,-0.017559918,0.027339008
tremor_rest_left,-0.13336326,-0.22978424
tremor_rest_right,-0.004050265,0.17160158
tremor_postural_left,0.11211644,-0.22653884
tremor_postural_right,-0.18565251,0.6240868
bradykinesia_speed_left,-0.09322069,0.5696414
bradykinesia_speed_right,0.13372126,-0.16980764
bradykinesia_amplitude_left,-0.24686892,0.13187307
bradykinesia_amplitude_right,0.32452625,-0.010074109
bradykinesia_rhythm_left,0.103526644,-0.1780039
bradykinesia_rhythm_right,-0.0707751,-0.1058071
mirrormovement_left,0.07815361,0.1995446
mirrormovement_right,-0.23886245,0.056788813
