Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.50415313,0.13441226,0.10985564,1.0399002,-1.128308
rigidity_right,0.7265275,-0.19882797,-0.6925741,-0.8217907,1.0682093
tremor_rest_left,-0.12434948,0.5192651,1.1679808,0.6894883,0.55861646
tremor_rest_right,0.5975726,0.6819879,1.0113468,0.08348459,1.0689895
tremor_postural_left,0.6235664,-0.85201305,1.010986,1.2102901,0.8596827
tremor_postural_right,0.79651666,0.10175563,-0.06959074,0.21549208,1.2211597
bradykinesia_speed_left,-0.58681905,0.2774021,-0.021565633,1.138575,-0.77183574
bradykinesia_speed_right,0.8778265,0.020436347,-1.0046085,-0.69928145,1.0273527
bradykinesia_amplitude_left,-0.31495443,0.33791816,-0.12623018,1.1520823,-0.5771312
bradykinesia_amplitude_right,0.95915926,-0.024703192,-0.9974722,-0.68412685,0.9088827
bradykinesia_rhythm_left,0.1951743,0.076074,-0.5910398,1.1276093,0.110276036
bradykinesia_rhythm_right,0.4437198,0.3729128,-1.2422652,0.014997201,0.9682197
mirrormovement_left,1.444231,-0.10722608,-0.30966115,0.071845815,0.95826304
mirrormovement_right,0.3325791,-0.19966832,0.2855516,1.3126272,-0.01294933
