Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Feature_0,0.17611913,-2.3267393,0.08313112,-0.33981913,-0.11746063
Feature_1,-0.038453918,0.003989981,0.1473298,-0.21881035,-0.6126792
Feature_2,0.8280888,0.05979239,0.20524402,-0.15691999,-0.10133446
Feature_3,-0.7344688,-0.022834495,1.220933,0.026665252,0.072272226
Feature_4,0.1731984,0.055811986,-0.11360565,-1.2132504,1.0324876
Feature_5,0.13502587,0.105343305,0.70592713,-0.008485819,-0.079480566
Feature_6,0.024652971,-0.007887422,-0.43254593,-0.030101199,-0.020771887
Feature_7,-0.010354767,0.020806396,0.25509602,0.13062967,-0.031089678
Feature_8,-0.005565002,-0.03890587,-0.056607135,0.15707554,-0.2026689
Feature_9,0.23583683,0.06995639,0.13381867,-0.046674717,0.056843344
