Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.16949923,0.6592465,0.088678196,-0.09006503,0.03172082
rigidity_right,0.09758231,0.16954267,0.059085496,0.21212724,0.20698437
tremor_rest_left,0.11050846,0.08345151,-0.058252074,0.19886814,-0.06760756
tremor_rest_right,0.070843294,-0.016550485,-0.22503588,0.22124428,-0.034203026
tremor_postural_left,-0.11528727,-0.18385237,-0.24695864,0.08924525,0.026598837
tremor_postural_right,-0.22960566,0.19573602,0.620386,0.119919725,-0.061934777
bradykinesia_speed_left,-0.25133422,-0.0019743377,0.05510668,0.0950896,-0.1218789
bradykinesia_speed_right,-0.19970103,-0.29935429,-0.2546375,0.3943179,0.14440942
bradykinesia_amplitude_left,-0.051531993,0.22969477,0.03285184,0.27359247,-0.06094201
bradykinesia_amplitude_right,-0.080918595,0.10643662,0.061951816,-0.29099217,0.29013172
bradykinesia_rhythm_left,-0.4949403,0.090963274,0.011788754,0.03684851,-0.07582042
bradykinesia_rhythm_right,-0.2326313,-0.07344376,0.021936469,-0.046702348,-0.09654426
mirrormovement_left,-0.26641312,0.0742082,-0.012206884,-0.02592987,0.15796144
mirrormovement_right,0.31945986,-0.16413741,0.109333545,-0.046729866,0.053075798
