Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.20401475,-0.061238438,0.20170839,-0.07141763,-0.06431477
rigidity_right,-0.018862939,-0.17015137,0.061083615,-0.0034683486,-0.34413433
tremor_rest_left,-0.1603991,-0.021760793,0.11814277,0.06455709,0.17411682
tremor_rest_right,-0.24506025,-0.17556216,-0.1032583,0.31386086,0.06256139
tremor_postural_left,0.038660523,0.099098414,0.13760772,-0.315208,0.10125069
tremor_postural_right,0.037636526,-0.23676494,-0.23071298,0.15770803,-0.03720969
bradykinesia_speed_left,-0.18659878,-0.013814532,0.09907465,0.01825812,0.16582564
bradykinesia_speed_right,0.18650538,-0.19262844,-0.00087400206,0.1392269,-0.18645652
bradykinesia_amplitude_left,0.017859247,0.021524388,-0.08962088,0.06391096,0.17915131
bradykinesia_amplitude_right,0.1770385,-0.16671662,-0.052760623,0.07237234,-0.38379598
bradykinesia_rhythm_left,-0.057006285,-0.037334394,-0.042018604,-0.07875947,0.045115363
bradykinesia_rhythm_right,0.079117954,-0.26292884,-0.24729419,0.104879804,-0.20914584
mirrormovement_left,0.3974614,-1.1654056,0.5374464,-0.18511899,-1.4893037
mirrormovement_right,-0.16155456,-0.021833725,0.17934482,-0.2841366,1.0041324
