Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels_feature_0,-0.548111,-1.1058503,0.42347142,-0.4438574,0.550844
volume_sn_voxels_feature_1,-0.45530713,-1.1456381,0.36629987,-0.51610684,1.0126604
volume_sn_voxels_feature_2,-0.9502113,-1.0492643,0.043556113,-0.64361334,-0.0828716
volume_sn_voxels_feature_3,-0.9324022,-1.0516939,0.018046254,-0.68188614,0.37495655
volume_sn_voxels_feature_4,-1.0703319,-1.0607077,-0.46621865,-0.82522315,-0.102819
volume_sn_voxels_feature_5,-1.1046898,-0.6625307,-1.0700307,-0.14064263,-0.40802065
volume_sn_voxels_feature_6,-1.1764982,-0.8498072,-1.1454529,-0.3698112,-0.60661787
volume_sn_voxels_feature_7,-1.1417625,-0.28270987,-1.3010662,-0.4048575,-0.4747124
volume_sn_voxels_feature_8,-1.0641818,-0.68922645,-1.239036,-0.7311676,-0.42024177
volume_sn_voxels_feature_9,-1.0924867,-0.5536649,-1.4281563,-0.761366,0.3967442
volume_sn_voxels_feature_10,-1.0403552,-0.35738733,-1.2743894,-0.8327828,0.8573252
volume_sn_voxels_feature_11,-0.078522965,-1.0403687,0.79439616,-0.45906943,1.1060889
volume_sn_voxels_feature_12,-0.7899962,-1.0765117,0.5421148,-0.49925905,0.6995328
volume_sn_voxels_feature_13,-0.99430054,-0.930116,0.22700007,-0.5992818,0.23976041
volume_sn_voxels_feature_14,-1.0713513,-1.1968635,-0.038348578,-0.6291359,0.6100455
volume_sn_voxels_feature_15,-1.0265489,-1.0220349,-0.31185907,-0.31773117,-0.22067529
volume_sn_voxels_feature_16,-1.096603,-1.1479778,-0.38191175,-0.57063854,-0.16921209
volume_sn_voxels_feature_17,-1.1721146,-1.1361126,-0.8505393,-0.21936366,-0.30100474
volume_sn_voxels_feature_18,-1.3524694,-1.0635124,-0.7976648,-0.5627844,-0.34996292
volume_sn_voxels_feature_19,-1.027963,-0.6768713,-1.1344365,-0.22084975,-0.16227607
volume_sn_voxels_feature_20,-1.203391,-0.97327983,-1.171949,-0.4977539,-0.25425985
volume_sn_voxels_feature_21,-1.151323,0.06313598,-1.442036,-0.45324793,0.1798821
volume_sn_voxels_feature_22,-0.8743697,0.22678584,-1.0286646,-0.6382796,0.6950123
volume_sn_voxels_feature_23,-0.8243533,0.43514663,-1.2207425,-0.6768005,0.9186238
volume_sn_voxels_feature_24,-0.8298478,-0.05383197,-1.2883189,-0.7552882,1.1952395
volume_sn_voxels_feature_25,-0.5794724,-1.0693934,0.8145804,-0.48379257,1.1476619
volume_sn_voxels_feature_26,-1.1733149,-0.97090995,-0.86574256,0.40050578,0.50999784
volume_sn_voxels_feature_27,-0.4917872,0.77731025,-1.3754722,-0.5948931,0.93588376
volume_sn_voxels_feature_28,-0.75933444,0.27879703,-1.4023083,-0.5516088,1.1722935
volume_sn_voxels_feature_29,-0.3383746,0.94959235,-1.5995814,-0.71822083,1.213808
volume_sn_voxels_feature_30,-0.6122919,0.47334218,-1.4750195,-0.7433977,1.2262607
volume_sn_voxels_feature_31,-0.29979634,0.67825663,-1.3404257,-0.8813884,1.1974604
volume_sn_voxels_feature_32,-0.15626344,0.8825976,-1.2865297,-0.84805983,1.2527417
volume_sn_voxels_feature_33,-0.24812245,0.5860491,-1.1821307,-0.69042236,1.1418691
volume_sn_voxels_feature_34,-1.4442722,-0.94483376,-0.47888094,-0.110376805,0.19545801
volume_sn_voxels_feature_35,-1.3289083,-0.77325755,-0.2748997,-0.13908058,0.06814092
volume_sn_voxels_feature_36,-0.80321634,-0.726105,-0.78862107,-0.51328886,1.3603177
volume_sn_voxels_feature_37,-1.1989921,-0.91195464,-0.13444677,-0.33693352,1.2683564
volume_sn_voxels_feature_38,0.017205944,0.6773062,-1.2490369,-0.7606855,1.4020427
volume_sn_voxels_feature_39,-0.22570913,0.14248605,-0.96731997,-0.5811102,1.3923181
volume_sn_voxels_feature_40,-0.6352911,-0.44896328,-0.46778736,-0.33049813,1.4100702
volume_sn_voxels_feature_41,-1.0153013,-0.7310667,0.01907944,-0.3803954,1.2378453
volume_sn_voxels_feature_42,-1.143546,-0.81308717,0.24202241,-0.3694415,1.3536525
volume_sn_voxels_feature_43,-1.1294872,-1.0385238,-0.3937663,0.32155102,1.0615488
volume_sn_voxels_feature_44,-0.98025084,-0.58460855,-0.83210176,0.6008744,1.2500426
volume_sn_voxels_feature_45,0.08867639,0.5017094,-1.2576146,-0.3804114,1.2240334
volume_sn_voxels_feature_46,-1.2864861,-0.41003513,-0.037499625,-0.033875886,0.15657689
volume_sn_voxels_feature_47,0.17955229,0.6608589,-1.3204767,-0.74432576,1.3559302
volume_sn_voxels_feature_48,-0.8621672,-0.78346324,-0.76016015,-0.30938768,1.2613932
volume_sn_voxels_feature_49,-1.3753834,-0.31826913,0.22903149,-0.168168,-0.0161444
volume_sn_voxels_feature_50,0.2787751,0.6885693,-1.3350803,-0.75244606,1.3382654
volume_sn_voxels_feature_51,0.035437495,0.22798449,-1.1664186,-0.6322569,1.4717164
volume_sn_voxels_feature_52,-0.28861654,-0.45263958,-0.95742995,-0.46261123,1.3934875
volume_sn_voxels_feature_53,-1.1657567,-0.8902019,-0.07041366,0.5687182,1.0993791
volume_sn_voxels_feature_54,0.17746073,0.5846059,-1.1791303,-0.54353154,1.4203991
volume_sn_voxels_feature_55,-0.18624991,0.043162934,-0.8526824,-0.26275542,1.3602734
volume_sn_voxels_feature_56,-0.6319017,-0.3162953,-0.17094246,0.007860641,1.3669791
volume_sn_voxels_feature_57,-1.0380284,-0.5799423,0.27308795,0.1512507,1.4487541
volume_sn_voxels_feature_58,-0.99639785,-0.74053407,0.38464135,0.29922527,1.2430574
volume_sn_voxels_feature_59,-1.214197,-0.8262203,0.2091273,0.4472528,1.108946
volume_sn_voxels_feature_60,-0.020420909,0.44840127,-0.71006817,-0.11103928,1.4790282
volume_sn_voxels_feature_61,-0.6479872,0.20527758,0.14324111,0.11483159,1.4891058
volume_sn_voxels_feature_62,-1.027933,-0.26008046,0.55973405,0.13060588,1.457909
volume_sn_voxels_feature_63,-1.1489944,-0.5312942,0.56411934,0.21200268,1.1517086
volume_sn_voxels_feature_64,-1.0973028,-0.5622954,-0.4320367,0.78511393,1.3867154
volume_sn_voxels_feature_65,-0.039055802,-0.10075967,-1.0158705,0.41166538,1.3498486
volume_sn_voxels_feature_66,-0.70459473,-0.5288707,-0.7383761,0.52596104,1.6057175
volume_sn_voxels_feature_67,-1.3428787,-0.023558795,-0.063306585,-0.15045147,0.30612212
volume_sn_voxels_feature_68,0.18452656,-0.21798714,-1.0407984,0.017046044,1.4385128
volume_sn_voxels_feature_69,-0.36241356,-0.5381577,-0.7077832,0.081811585,1.398625
volume_sn_voxels_feature_70,-0.9095543,-0.61032414,-0.33131728,0.1980607,1.363195
volume_sn_voxels_feature_71,-1.4187682,-0.26306403,0.19761254,0.063896276,-0.2527809
volume_sn_voxels_feature_72,-1.3614411,-0.027721085,0.28700534,-0.24734071,0.10817434
volume_sn_voxels_feature_73,0.6532862,0.59345263,-1.1253474,-0.3058904,1.3908962
volume_sn_voxels_feature_74,0.3670476,0.06410461,-1.1302044,-0.29720134,1.5645415
volume_sn_voxels_feature_75,-0.26603675,-0.29398796,-0.55135214,0.048276935,1.45403
volume_sn_voxels_feature_76,-0.8288365,-0.49036962,-0.08028556,0.18058254,1.4480684
volume_sn_voxels_feature_77,-1.3080008,-0.12702511,0.38769794,-0.385168,0.05957058
volume_sn_voxels_feature_78,0.57532173,0.76970065,-1.2544416,-0.29591757,1.2664926
volume_sn_voxels_feature_79,0.2977763,0.21673085,-1.0188392,-0.051298156,1.379615
volume_sn_voxels_feature_80,-0.23138429,-0.12925175,-0.45663574,0.13454688,1.3929374
volume_sn_voxels_feature_81,-0.62952924,-0.23491457,0.16195026,0.41555765,1.4928033
volume_sn_voxels_feature_82,-1.0517594,-0.8152625,0.2682264,0.6492403,0.9223052
