Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,1.1474192,-0.99734676,0.3161227,0.39283124,0.7278087,-0.019205654,0.30239594,-0.38597557,1.1496505,-1.4404376,-0.36193532,-0.14112769,0.35067493,-0.7814246,0.13666724,-0.9153998,0.20568635,0.95561165,0.9895347,0.66671985,-0.957245,0.08245469,-0.31853104,-0.6532223,-0.25143754,0.11164764,0.26892784,-0.46547216,-0.015293828,0.5371219,0.48193535,-0.20583445,0.016874986,-0.8407867,-0.13977495,-0.07658322,-1.3268073,1.2262433,0.39673924,-1.4186925,0.29398584,0.43539596,-1.5829574,-0.70848495,0.69451195,-0.77434504,0.31665394,0.15296258,0.36661878,-0.368277
volume_sn_voxels_feature_1,1.2376786,0.006498173,-0.23405549,0.044439342,1.0304617,-0.34416512,-0.11931073,-0.16135496,1.5609871,-1.8403213,-0.36923817,0.46360156,0.20880195,0.13789506,0.8074483,0.1674385,0.03395581,0.766744,0.5179931,-0.36316237,0.41588858,-1.1326939,0.004191044,0.26374444,1.0603384,0.9312801,0.45410258,-0.15016071,-0.6930677,0.81301814,-0.59808224,-0.5358221,0.4916839,-0.07402133,0.00942187,-0.9730911,-0.4305098,0.56129295,-0.020102175,-0.6746381,-0.17721957,-0.5349109,-1.3118062,-0.6561451,-0.25382137,0.50297016,0.7992534,0.5172542,-0.06550239,-1.2325491
volume_sn_voxels_feature_2,0.547957,-0.564218,0.5415082,-0.02324374,0.21287544,-0.10659232,0.4781774,-0.34599528,-1.1227174,-1.7062975,-0.67983943,0.5314363,-0.060726855,-0.2771946,0.27281046,-0.31683344,0.26444203,0.17116201,0.13022466,0.90212226,-0.42573795,1.2104318,-0.32727137,-0.8751698,-0.6981316,-0.362695,-0.12058199,-0.2444781,-0.15503858,0.35676134,0.85327566,0.22873846,-1.4011244,-0.4641461,-0.046631146,0.61126983,-1.1879572,0.013345888,0.18465903,-0.11880205,-0.7335395,0.74655163,-0.91294813,0.5096272,0.5149355,0.1658664,0.3236432,0.010459893,0.2783517,1.0674487
volume_sn_voxels_feature_3,0.5357447,0.5777962,-0.38727984,-0.57574403,-0.6496594,-0.53983223,-0.42121246,-0.1617925,0.29365668,-1.9768566,0.15626009,0.70847464,0.22232962,-0.050836027,0.30340123,0.06900644,-0.24718943,-0.022021677,-0.31461102,-0.28782007,0.70596427,-0.42167637,0.21351925,0.11134317,1.2122741,0.17014192,0.27452245,-0.3330824,-0.8418229,-0.609054,-0.0029482348,-0.10541393,-0.92132664,-0.17991945,0.0018852772,-0.06736902,0.2580719,-0.35383952,-0.34295657,-0.21358068,-1.0039991,0.08501541,-0.24299331,0.3111549,-0.2433069,0.05389682,0.28791898,0.24698232,0.40210482,0.06744634
volume_sn_voxels_feature_4,-1.6643394,1.1006277,0.44438842,-0.83955115,-0.30987647,-0.5273412,-0.5593204,0.14027807,-1.3937564,-1.8801148,-0.7611354,1.3996148,-0.07415893,-0.34700146,-0.064744756,0.40598485,1.0500183,-0.61943597,-0.8484465,0.66389245,0.060302783,-0.030965814,-0.21824588,0.15996179,1.2219442,0.33238378,-0.44003573,0.4663017,-0.79983276,-0.41421744,0.46219677,-0.3966095,-1.3634388,-0.332005,0.13732752,-0.47309658,-0.022972018,-1.2644631,-1.0486465,1.260692,-0.7998391,0.8564839,0.44304562,1.02696,0.5931295,-0.02132111,0.01870515,0.20147492,0.27651918,0.90493214
volume_sn_voxels_feature_5,0.07778328,-0.09471405,0.36881405,0.14403318,-1.6501759,-0.46967134,1.1465498,0.2847602,-0.7423177,-1.4420406,1.240805,0.68014634,-1.266763,1.3759595,0.6698378,0.4007063,-0.043208774,-1.0994536,0.48437873,1.2092227,-0.103822574,-1.4032731,-0.25984678,-0.27346134,-0.9759794,1.0706737,-0.51240546,-0.082929745,-0.5095281,-0.23764873,-0.35939053,-0.106490955,-1.2633202,0.5158868,-0.7467123,0.060215037,-0.114766836,-0.02176254,-0.3258386,-0.15661064,-0.00937849,-0.4845729,0.31208247,-0.07852133,1.1180913,-0.2713395,-0.5105129,0.390845,-0.18437387,0.8899
volume_sn_voxels_feature_6,0.61887217,-0.52562284,-0.2672009,0.6800452,-0.39865935,0.59636587,0.3106015,-0.10337578,-1.0891935,-1.4800904,0.6280222,-0.011699354,-0.9536985,0.39779693,0.5750037,-0.66594964,0.15054755,0.007062507,0.4200164,1.1672995,0.13693331,-0.87047595,0.067935295,0.33974817,-1.2919855,0.976388,-0.12571037,-0.26691544,0.45648375,0.20376967,0.36664966,0.59007937,-1.1457118,0.21768698,-1.0310638,0.09673991,-0.64032626,-0.1379869,0.23906028,0.068191916,-0.54694605,0.20034343,0.23716404,-0.21853235,0.7899209,-0.036406193,0.42866358,0.50790316,0.19962327,0.8261297
volume_sn_voxels_feature_7,-0.18124753,0.10641782,0.14835536,-0.30569223,-1.6179037,-0.35454977,-0.19934013,-0.20414379,0.92347,-0.4293335,0.9634364,0.35897714,-0.46663612,0.6637621,-0.17821379,0.026466839,0.44776422,-0.974483,-0.13684191,0.85495204,-0.04856716,-0.84849685,0.075946294,-0.47577247,-1.527736,-0.94008446,-0.3347526,-0.044476025,0.38383192,-0.16182934,-0.38748607,-1.0117968,-1.3638746,0.113556564,-0.013497451,-0.13520972,0.50756335,-0.21260129,-0.20406327,-0.18722382,0.039968073,-0.20970353,0.8770711,0.51739746,0.6299051,-0.38040736,-0.6821996,-0.29519013,0.16563931,0.39512613
volume_sn_voxels_feature_8,-0.6801624,0.15997818,-0.13658623,0.06667734,-0.97042537,-0.3126443,-0.72869045,-0.34466913,0.42984986,-0.10291753,-0.5973269,-0.3365516,0.08450585,-1.3885785,-0.22385328,-0.5732712,0.54460126,0.41597554,-0.07152181,0.41292554,0.48811176,0.4307397,0.24378325,0.010471907,-0.17049128,-0.28351924,0.07897441,0.056005064,-0.21815474,0.086331055,0.46665752,-0.4714124,-1.950665,-0.3266409,-0.14590867,-0.0046541584,-0.30034623,-0.3740215,-0.19191492,0.07769254,-0.16562636,0.5265575,0.44601235,-0.07297385,-0.7958574,0.67551374,-0.7791745,-0.40464985,-0.5413036,-0.29236
volume_sn_voxels_feature_9,-0.4950183,0.34393167,0.091301836,0.062051173,-1.0802258,-0.29513243,0.26316163,0.12374528,0.32854745,0.23723309,-0.97201633,-0.07045922,-0.017917147,-1.3707912,0.15487362,-0.30902594,0.24733037,-0.46080616,0.20498466,-0.15206178,0.1539057,0.31671616,0.08286966,-0.049533784,0.880771,-0.05998444,0.03805364,0.28478757,-0.767752,0.12318132,0.13598245,-0.338124,-1.0162913,0.11419143,0.33446655,-0.0008990802,-0.29883027,-0.19585359,-0.1446518,-0.036640294,0.1413668,-0.26452094,-0.12791383,-0.26471046,-0.09198723,1.420538,-1.1815094,-0.8492262,-0.5031707,0.042992983
