Feature,Factor_0,Factor_1
volume_sn_voxels_feature_0,-0.61327463,0.3445485
volume_sn_voxels_feature_1,-0.7101069,0.46230957
volume_sn_voxels_feature_2,-0.5435285,0.42717236
volume_sn_voxels_feature_3,-0.52849776,0.50775933
volume_sn_voxels_feature_4,-0.5083212,0.5969387
volume_sn_voxels_feature_5,-0.008192405,0.75142574
volume_sn_voxels_feature_6,-0.061578777,0.65188307
volume_sn_voxels_feature_7,-0.009098898,0.75987095
volume_sn_voxels_feature_8,-0.053304516,0.900786
volume_sn_voxels_feature_9,-0.18227133,0.8217361
volume_sn_voxels_feature_10,-0.32112813,0.7431447
volume_sn_voxels_feature_11,-0.6822862,0.39827248
volume_sn_voxels_feature_12,-0.5303467,0.48415947
volume_sn_voxels_feature_13,-0.33235794,0.5845036
volume_sn_voxels_feature_14,-0.33824775,0.53501475
volume_sn_voxels_feature_15,-0.16965052,0.6391265
volume_sn_voxels_feature_16,-0.27476418,0.6609724
volume_sn_voxels_feature_17,-0.050492093,0.8753713
volume_sn_voxels_feature_18,-0.11366517,0.7561204
volume_sn_voxels_feature_19,-0.0020180757,0.9330823
volume_sn_voxels_feature_20,-0.07786656,0.9900275
volume_sn_voxels_feature_21,-0.1640773,0.9660939
volume_sn_voxels_feature_22,-0.24982294,0.75615525
volume_sn_voxels_feature_23,-0.34119004,0.7002157
volume_sn_voxels_feature_24,-0.5970452,0.82016367
volume_sn_voxels_feature_25,-0.67826045,0.5282067
volume_sn_voxels_feature_26,0.011327111,0.9843353
volume_sn_voxels_feature_27,-0.46886316,0.6735626
volume_sn_voxels_feature_28,-0.46677217,0.8981657
volume_sn_voxels_feature_29,-0.48227832,0.6290062
volume_sn_voxels_feature_30,-0.6141707,0.8384826
volume_sn_voxels_feature_31,-0.56619173,0.75474334
volume_sn_voxels_feature_32,-0.41290107,0.6625237
volume_sn_voxels_feature_33,-0.6752198,0.86025137
volume_sn_voxels_feature_34,0.7059454,1.0953052
volume_sn_voxels_feature_35,0.78685826,0.9286756
volume_sn_voxels_feature_36,-0.61529744,1.0780151
volume_sn_voxels_feature_37,0.017565029,1.294176
volume_sn_voxels_feature_38,-0.5431432,0.76876295
volume_sn_voxels_feature_39,-0.56076354,0.8595943
volume_sn_voxels_feature_40,-0.41150048,0.96453494
volume_sn_voxels_feature_41,-0.2635238,1.0951663
volume_sn_voxels_feature_42,0.07363557,1.1037289
volume_sn_voxels_feature_43,0.202352,1.1362287
volume_sn_voxels_feature_44,-0.0015644674,1.2549789
volume_sn_voxels_feature_45,-0.68379366,0.9238268
volume_sn_voxels_feature_46,1.1507142,0.9599515
volume_sn_voxels_feature_47,-0.7523094,0.9446295
volume_sn_voxels_feature_48,-0.52593,1.0855542
volume_sn_voxels_feature_49,1.0977248,0.8090168
volume_sn_voxels_feature_50,-0.6573539,0.84687304
volume_sn_voxels_feature_51,-0.8631325,1.0040653
volume_sn_voxels_feature_52,-0.73768336,1.0747454
volume_sn_voxels_feature_53,0.6731916,1.243531
volume_sn_voxels_feature_54,-0.62855077,0.91249096
volume_sn_voxels_feature_55,-0.5435782,0.934628
volume_sn_voxels_feature_56,-0.39120477,0.9867265
volume_sn_voxels_feature_57,-0.11722085,1.1772094
volume_sn_voxels_feature_58,0.23002934,1.217158
volume_sn_voxels_feature_59,0.68743986,1.1750014
volume_sn_voxels_feature_60,-0.27054673,0.87574273
volume_sn_voxels_feature_61,-0.13312452,1.0551392
volume_sn_voxels_feature_62,0.015715191,1.1270462
volume_sn_voxels_feature_63,0.32201475,1.1439013
volume_sn_voxels_feature_64,0.108987994,1.3474947
volume_sn_voxels_feature_65,-0.5108135,1.1364396
volume_sn_voxels_feature_66,-0.4092932,1.4297494
volume_sn_voxels_feature_67,1.1919974,0.8992039
volume_sn_voxels_feature_68,-0.7031764,1.0559278
volume_sn_voxels_feature_69,-0.55037016,1.1403031
volume_sn_voxels_feature_70,-0.2749857,1.2222898
volume_sn_voxels_feature_71,1.2521082,0.9167189
volume_sn_voxels_feature_72,1.1681451,0.83020467
volume_sn_voxels_feature_73,-0.7622892,0.93952554
volume_sn_voxels_feature_74,-0.7734402,1.1866603
volume_sn_voxels_feature_75,-0.5324918,0.9892787
volume_sn_voxels_feature_76,-0.20604384,1.0807561
volume_sn_voxels_feature_77,1.2176594,0.71709055
volume_sn_voxels_feature_78,-0.660803,0.873824
volume_sn_voxels_feature_79,-0.5977346,0.9667544
volume_sn_voxels_feature_80,-0.39802772,0.9500182
volume_sn_voxels_feature_81,-0.18764736,1.1612655
volume_sn_voxels_feature_82,0.7717096,1.2272133
volume_sn_voxels_feature_83,-0.42810902,1.0006026
volume_sn_voxels_feature_84,-0.23772883,1.0070662
volume_sn_voxels_feature_85,-0.137531,1.0994473
volume_sn_voxels_feature_86,0.17650954,1.2679001
volume_sn_voxels_feature_87,0.44912505,1.2420738
volume_sn_voxels_feature_88,0.68659693,1.0812316
volume_sn_voxels_feature_89,0.012514084,1.0620521
volume_sn_voxels_feature_90,0.30846938,1.2248709
volume_sn_voxels_feature_91,0.3953162,1.0938029
volume_sn_voxels_feature_92,0.5603121,0.98593456
volume_sn_voxels_feature_93,1.4587883,1.0348929
volume_sn_voxels_feature_94,1.0990249,0.8690148
volume_sn_voxels_feature_95,1.5918634,1.0565685
volume_sn_voxels_feature_96,1.4518837,0.8964115
volume_sn_voxels_feature_97,-0.35285732,1.1443688
volume_sn_voxels_feature_98,1.3548099,0.99310917
volume_sn_voxels_feature_99,1.4013801,0.9278603
volume_sn_voxels_feature_100,1.300358,0.7435608
volume_sn_voxels_feature_101,-0.60028076,0.95756114
volume_sn_voxels_feature_102,-0.32765457,1.0065205
volume_sn_voxels_feature_103,-0.0324767,1.2057197
volume_sn_voxels_feature_104,1.2496324,0.98249304
volume_sn_voxels_feature_105,1.2469124,0.9080049
volume_sn_voxels_feature_106,1.1019341,0.6778959
volume_sn_voxels_feature_107,-0.545384,0.9635321
volume_sn_voxels_feature_108,-0.24331337,1.0064775
volume_sn_voxels_feature_109,-0.09896653,1.0959157
volume_sn_voxels_feature_110,0.94598657,1.1139425
volume_sn_voxels_feature_111,-0.28164047,0.83785945
volume_sn_voxels_feature_112,-0.17070758,0.97571355
volume_sn_voxels_feature_113,-0.0012662788,1.1591642
volume_sn_voxels_feature_114,0.42942256,1.0957869
volume_sn_voxels_feature_115,0.63750684,1.1841502
volume_sn_voxels_feature_116,0.90655786,0.68050236
volume_sn_voxels_feature_117,-0.548225,0.3955235
volume_sn_voxels_feature_118,0.53807896,0.91941434
volume_sn_voxels_feature_119,1.0276238,0.93967324
volume_sn_voxels_feature_120,1.2973559,0.9614404
volume_sn_voxels_feature_121,1.194749,0.9162263
volume_sn_voxels_feature_122,1.524672,0.95097655
volume_sn_voxels_feature_123,1.2413584,0.8451618
volume_sn_voxels_feature_124,0.84683716,0.87112683
volume_sn_voxels_feature_125,1.5618833,0.99775875
volume_sn_voxels_feature_126,1.3491584,0.8584083
volume_sn_voxels_feature_127,0.9810498,0.79684633
volume_sn_voxels_feature_128,1.6484785,1.0474359
volume_sn_voxels_feature_129,1.4468132,0.9200345
volume_sn_voxels_feature_130,1.2660612,0.7959908
volume_sn_voxels_feature_131,0.8690553,0.72474873
volume_sn_voxels_feature_132,1.2454765,1.0277312
volume_sn_voxels_feature_133,1.4397038,0.9443181
volume_sn_voxels_feature_134,1.4390119,0.8927215
volume_sn_voxels_feature_135,1.1634706,0.7142702
volume_sn_voxels_feature_136,0.74907345,0.54718184
volume_sn_voxels_feature_137,1.230284,0.88745254
volume_sn_voxels_feature_138,1.1409879,0.7882087
volume_sn_voxels_feature_139,0.99511397,1.0617816
volume_sn_voxels_feature_140,-0.35120013,0.829363
volume_sn_voxels_feature_141,-0.07342095,0.9032032
volume_sn_voxels_feature_142,0.84674996,0.74954075
volume_sn_voxels_feature_143,-0.16768867,0.77475536
volume_sn_voxels_feature_144,0.04597032,0.87892497
volume_sn_voxels_feature_145,0.8527865,0.85843736
volume_sn_voxels_feature_146,1.041309,0.89799947
volume_sn_voxels_feature_147,1.2351109,0.9436157
volume_sn_voxels_feature_148,1.0462193,0.844143
volume_sn_voxels_feature_149,1.4359657,0.93507564
volume_sn_voxels_feature_150,1.33558,0.9334263
volume_sn_voxels_feature_151,1.2326382,0.9273422
volume_sn_voxels_feature_152,1.4941175,0.9426689
volume_sn_voxels_feature_153,1.3826529,0.86497456
volume_sn_voxels_feature_154,1.1262646,0.8236322
volume_sn_voxels_feature_155,0.6273238,0.85170645
volume_sn_voxels_feature_156,1.457471,0.96247476
volume_sn_voxels_feature_157,1.4447289,0.88642985
volume_sn_voxels_feature_158,1.3022777,0.7913563
volume_sn_voxels_feature_159,1.31221,0.87279636
volume_sn_voxels_feature_160,0.5593528,0.82087046
volume_sn_voxels_feature_161,1.5047609,0.9254351
volume_sn_voxels_feature_162,1.4714007,0.8753737
volume_sn_voxels_feature_163,1.2390996,0.75254244
volume_sn_voxels_feature_164,1.0801004,0.7195898
volume_sn_voxels_feature_165,0.2613475,0.5806033
volume_sn_voxels_feature_166,1.3910205,0.8412324
volume_sn_voxels_feature_167,1.3078936,0.7420604
volume_sn_voxels_feature_168,0.61679214,0.52052164
volume_sn_voxels_feature_169,-0.090063624,0.3523164
volume_sn_voxels_feature_170,0.7391717,1.0814604
volume_sn_voxels_feature_171,0.6830273,1.0051001
volume_sn_voxels_feature_172,0.9247735,1.0386037
volume_sn_voxels_feature_173,0.96373826,0.8775978
volume_sn_voxels_feature_174,0.97018784,0.80321336
volume_sn_voxels_feature_175,0.93362194,0.74660915
volume_sn_voxels_feature_176,1.1708759,0.83361316
volume_sn_voxels_feature_177,1.0280324,0.78480995
volume_sn_voxels_feature_178,1.3671262,0.8860366
volume_sn_voxels_feature_179,1.2862864,0.87511426
volume_sn_voxels_feature_180,0.98243994,0.8865445
volume_sn_voxels_feature_181,1.3405671,0.8691239
volume_sn_voxels_feature_182,0.97463936,0.9695953
volume_sn_voxels_feature_183,1.2258141,0.8799414
volume_sn_voxels_feature_184,1.4210778,0.9010064
volume_sn_voxels_feature_185,1.3692847,0.7682306
volume_sn_voxels_feature_186,1.334501,0.8435408
volume_sn_voxels_feature_187,0.75165313,0.8277688
volume_sn_voxels_feature_188,1.2251517,0.9687197
volume_sn_voxels_feature_189,1.2068294,0.8600199
volume_sn_voxels_feature_190,1.2962406,0.77792495
volume_sn_voxels_feature_191,0.8621283,0.6299994
volume_sn_voxels_feature_192,1.0813924,0.6722861
volume_sn_voxels_feature_193,0.52103126,1.116553
volume_sn_voxels_feature_194,0.4607912,0.98273367
volume_sn_voxels_feature_195,0.73153114,0.9139405
volume_sn_voxels_feature_196,-1.4655865,0.3701993
volume_sn_voxels_feature_197,-0.95079625,0.54993725
volume_sn_voxels_feature_198,-1.2395239,0.46229154
volume_sn_voxels_feature_199,-1.4938049,0.5854239
volume_sn_voxels_feature_200,-1.2932618,0.5016409
volume_sn_voxels_feature_201,-1.5388349,0.74639827
volume_sn_voxels_feature_202,-1.4393648,0.72646433
volume_sn_voxels_feature_203,-1.4962362,0.73068947
volume_sn_voxels_feature_204,-1.6864558,0.8290912
volume_sn_voxels_feature_205,-1.6194574,0.77319574
volume_sn_voxels_feature_206,-1.6787801,0.86050826
volume_sn_voxels_feature_207,-1.3428078,0.90174156
volume_sn_voxels_feature_208,-1.5126506,0.9359656
volume_sn_voxels_feature_209,-1.3423821,0.9118266
volume_sn_voxels_feature_210,-0.49921244,0.64001054
volume_sn_voxels_feature_211,-1.0415612,0.82906276
volume_sn_voxels_feature_212,-0.47383437,0.658632
volume_sn_voxels_feature_213,-0.95091385,0.7882882
volume_sn_voxels_feature_214,-0.9073191,0.9134846
volume_sn_voxels_feature_215,-0.78173095,0.7755262
volume_sn_voxels_feature_216,-0.8533318,0.84815127
volume_sn_voxels_feature_217,-1.0047306,0.22586757
volume_sn_voxels_feature_218,-1.0269787,0.1893757
volume_sn_voxels_feature_219,-1.1984767,0.24738547
volume_sn_voxels_feature_220,-1.1876019,0.36479634
volume_sn_voxels_feature_221,-1.2939439,0.36465058
volume_sn_voxels_feature_222,-1.3233056,0.40938684
volume_sn_voxels_feature_223,-1.3782976,0.49075174
volume_sn_voxels_feature_224,-1.2284775,0.48436975
volume_sn_voxels_feature_225,-1.4441361,0.761956
volume_sn_voxels_feature_226,-1.3876772,0.6681222
volume_sn_voxels_feature_227,-1.5142255,0.6881674
volume_sn_voxels_feature_228,-1.5302465,0.876065
volume_sn_voxels_feature_229,-1.7243702,0.8459532
volume_sn_voxels_feature_230,-1.6902089,0.82161206
volume_sn_voxels_feature_231,-1.6964574,0.8673498
volume_sn_voxels_feature_232,-1.694514,0.9059086
volume_sn_voxels_feature_233,-1.7809078,0.8767875
volume_sn_voxels_feature_234,-1.9280043,0.88783413
volume_sn_voxels_feature_235,-1.8348918,0.949248
volume_sn_voxels_feature_236,-0.22899432,0.67641926
volume_sn_voxels_feature_237,-1.8599879,0.94757617
volume_sn_voxels_feature_238,-1.735147,1.0374017
volume_sn_voxels_feature_239,-1.5001194,0.9912823
volume_sn_voxels_feature_240,-0.41398817,0.77685446
volume_sn_voxels_feature_241,-1.5540141,0.935166
volume_sn_voxels_feature_242,-1.572435,1.0022775
volume_sn_voxels_feature_243,-1.354971,1.2435242
volume_sn_voxels_feature_244,-0.52635723,0.8282275
volume_sn_voxels_feature_245,-0.32529047,0.53496337
volume_sn_voxels_feature_246,-1.4615929,1.0527984
volume_sn_voxels_feature_247,-1.3168287,1.1011729
volume_sn_voxels_feature_248,-0.583262,0.73981255
volume_sn_voxels_feature_249,-0.89438844,0.95581675
volume_sn_voxels_feature_250,-1.1229948,1.1140271
volume_sn_voxels_feature_251,-0.59617907,0.6765235
volume_sn_voxels_feature_252,-0.9745317,1.1090193
volume_sn_voxels_feature_253,-0.9754115,0.25775534
volume_sn_voxels_feature_254,-1.1011257,0.39545274
volume_sn_voxels_feature_255,-1.2737564,0.45593047
volume_sn_voxels_feature_256,-1.2364776,0.59616596
volume_sn_voxels_feature_257,-1.3314085,0.61980426
volume_sn_voxels_feature_258,-1.386099,0.873078
volume_sn_voxels_feature_259,-1.4129837,0.7616232
volume_sn_voxels_feature_260,-1.603292,0.7651781
volume_sn_voxels_feature_261,-1.7788056,0.8755785
volume_sn_voxels_feature_262,-1.7288197,0.9155525
volume_sn_voxels_feature_263,-2.17668,1.0638542
volume_sn_voxels_feature_264,-1.7424543,1.0091193
volume_sn_voxels_feature_265,-1.3732685,1.1285521
volume_sn_voxels_feature_266,-1.9037212,1.1814197
volume_sn_voxels_feature_267,-1.3284929,1.1176934
volume_sn_voxels_feature_268,-0.8356826,0.9201443
volume_sn_voxels_feature_269,-0.41981137,0.76727664
volume_sn_voxels_feature_270,-0.6364021,0.9478957
volume_sn_voxels_feature_271,-0.3209688,0.6029651
volume_sn_voxels_feature_272,-1.4378258,1.1500736
volume_sn_voxels_feature_273,-1.5044602,1.1910642
volume_sn_voxels_feature_274,-0.71132654,0.7914035
volume_sn_voxels_feature_275,-0.41811258,0.56248546
volume_sn_voxels_feature_276,-1.0144514,1.2206817
volume_sn_voxels_feature_277,-0.7659283,0.7699168
volume_sn_voxels_feature_278,-0.5389073,1.1294277
volume_sn_voxels_feature_279,-0.7234935,1.0726157
volume_sn_voxels_feature_280,-0.6396906,0.6724284
volume_sn_voxels_feature_281,-0.604167,1.010821
volume_sn_voxels_feature_282,-0.8674791,1.0429976
volume_sn_voxels_feature_283,-0.6819107,0.708935
volume_sn_voxels_feature_284,-1.3725812,0.83848906
volume_sn_voxels_feature_285,-1.6145474,0.8281379
volume_sn_voxels_feature_286,-1.8004742,0.9787828
volume_sn_voxels_feature_287,-1.9078373,0.9234303
volume_sn_voxels_feature_288,-1.8788241,1.0871999
volume_sn_voxels_feature_289,-1.3060418,1.035999
volume_sn_voxels_feature_290,-1.716321,1.0918217
volume_sn_voxels_feature_291,-1.4548162,1.1588484
volume_sn_voxels_feature_292,-1.785063,1.1806341
volume_sn_voxels_feature_293,-1.6311936,1.3143517
volume_sn_voxels_feature_294,-1.002704,1.1214796
volume_sn_voxels_feature_295,-1.654293,1.3145896
volume_sn_voxels_feature_296,-1.0478231,1.0483927
volume_sn_voxels_feature_297,-0.7190933,0.83707345
volume_sn_voxels_feature_298,-1.2483603,1.0476761
volume_sn_voxels_feature_299,-0.8933693,0.89381397
volume_sn_voxels_feature_300,-0.53918797,0.60186815
volume_sn_voxels_feature_301,-0.18765196,1.2519294
volume_sn_voxels_feature_302,-0.4796399,1.2645664
volume_sn_voxels_feature_303,-0.649412,1.3064269
volume_sn_voxels_feature_304,-0.9301856,1.3868349
volume_sn_voxels_feature_305,-0.8407601,0.8599375
volume_sn_voxels_feature_306,-0.52279043,0.57441247
volume_sn_voxels_feature_307,-0.1420677,1.231875
volume_sn_voxels_feature_308,-0.50106734,1.3626167
volume_sn_voxels_feature_309,-0.8327372,1.3258651
volume_sn_voxels_feature_310,-0.6991224,0.7113365
volume_sn_voxels_feature_311,-0.34651503,0.4961067
volume_sn_voxels_feature_312,-0.07566987,1.1901814
volume_sn_voxels_feature_313,-0.415929,1.238032
volume_sn_voxels_feature_314,-0.74487567,1.1348959
volume_sn_voxels_feature_315,-0.7696843,0.9328987
