Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_0,-0.29160944,-0.2842768,0.98325,0.49731103,1.7672079,-0.05502528,0.9811584,0.6376433,-0.73628587,0.8086997,-0.21413401,0.06482229,-0.117820874,0.64505714,0.45471445,0.46158037,0.8222742,-0.28635502,0.1346521,0.26713678,-0.33092588,-0.48454112,-0.1711162,0.18279588,0.14098348,-0.77962786,-0.5193849,-0.9866703,0.9831347,-1.4867872
volume_sn_voxels_feature_1,-0.21125059,-0.32390034,0.8895065,-0.06466959,1.2137799,-0.7256305,1.099805,0.070379175,-0.04833185,0.46169242,0.23586121,-1.1005191,-0.113910094,0.3901253,0.85880363,0.4472446,0.7575166,-0.64424026,0.18958867,-0.2599598,-0.025109578,-0.22028139,-0.98164475,0.09955495,-0.03336003,-1.1689925,0.013862524,0.95195675,0.41348252,-1.4214928
volume_sn_voxels_feature_2,-0.30467862,0.34929386,0.256507,0.30975404,1.418142,0.3186878,0.05301872,-0.14679103,-0.29569995,0.30386844,-0.3995719,1.0324063,-0.38042948,0.02319782,0.1302524,-0.3130975,-0.30539244,-0.14278686,0.13258591,1.1067511,-0.14352225,-0.20823777,1.2120568,0.15213683,0.2942208,0.1576556,0.08953069,-1.0058148,0.67582244,-0.7516451
volume_sn_voxels_feature_3,-0.029154602,0.19837603,0.2310814,0.11001094,1.2906952,-0.8068062,-0.16729556,-0.45533854,0.082232535,0.068810925,0.32500422,1.0061977,0.15405528,-0.292751,0.007486213,-0.5305202,-0.699069,-0.6748798,0.108873144,0.37742934,0.11287737,-0.0898794,0.020311065,-0.05559164,0.031646352,-0.4193415,-0.008125417,0.81183434,-0.002982042,-0.7485357
volume_sn_voxels_feature_4,-0.75911397,1.2133491,-0.05497309,0.07857235,1.3496447,-0.5877934,-1.0777599,-0.685824,0.16891699,0.26172477,0.5203112,1.6754466,-0.33307984,-1.01774,-0.39633688,-0.9207414,-1.3098917,-0.10169634,0.9933551,0.90057147,0.76406074,0.0626522,0.64296603,-0.32429728,0.3542655,0.63189065,0.40946925,0.4159451,-0.44703963,1.0883693
volume_sn_voxels_feature_5,-0.26586106,-1.18757,-0.9183391,0.22498994,1.2216876,-0.6303469,1.0294526,0.010783398,-0.7801964,0.2706932,-0.68603945,1.6138961,-0.44660795,-0.42270455,0.16480851,-0.89945686,-0.878529,-0.65413135,-0.4081217,1.1180228,0.0037477054,-1.1016173,1.0902224,0.08238154,-0.31184766,0.08452465,-0.27554125,1.023752,-0.65454847,-0.19653304
volume_sn_voxels_feature_6,-0.18001656,-1.0144494,0.16308974,0.50744295,1.3369958,-0.8038588,0.48202837,-0.43565342,0.012991504,-0.11700438,-0.3137345,1.3639362,-0.68820494,0.6656102,0.22410898,-0.5549782,0.41935053,-0.7756394,-0.18038493,0.48288134,-0.101701505,-0.9862545,1.0971237,-0.17375377,0.19485664,0.41345987,-0.313325,0.058876783,0.39807653,-0.22979553
volume_sn_voxels_feature_7,0.452881,-0.46182314,-0.7519236,0.06603546,0.11117754,-1.7509668,0.8765733,-0.31354836,-0.7094785,0.37420958,-0.99835265,1.4256388,0.34826368,0.07914067,0.28915924,-0.18259358,-0.9750707,-1.0500215,-0.47360957,1.0235009,0.31160966,-0.89339334,0.8036982,-0.75641155,-0.3752015,0.009538888,-0.0029331127,1.1597497,-0.21934566,-1.0035019
volume_sn_voxels_feature_8,0.7724342,0.5139933,1.0358245,-0.113407925,0.7834801,-1.5932856,0.01090126,0.18203937,-0.07780525,0.30174303,-0.086720206,1.5439526,0.2889794,0.42786732,-0.38049385,0.39123294,0.40913332,-1.1690185,0.7374506,-0.8514802,-0.088778235,0.07265335,-0.599804,-0.64122576,-0.68230116,0.03688737,0.98625773,-0.8926817,0.54704857,-0.22351924
volume_sn_voxels_feature_9,0.5435866,0.474823,1.1565679,-0.30086052,-0.11524934,-1.6650171,-0.1363329,0.88650525,0.010631676,0.38107836,0.56500685,1.4178494,1.3907723,-0.038934562,-0.6233694,0.46455616,0.9111969,-0.75322443,0.50854594,-1.1942261,-0.232312,-0.39757773,-0.41593936,-0.24667268,-1.2588271,0.33261707,1.087693,-1.1028683,0.865645,-0.12236559
volume_sn_voxels_feature_10,0.54451406,0.41539195,1.0387235,-0.113617934,0.31793436,-1.5404063,-0.20896006,1.0987881,0.21789494,-0.035120673,0.9652424,1.4919275,1.1840429,0.11869286,-0.9728213,0.18685658,1.0685439,-0.13763323,-0.044632576,-1.1290451,-0.015853897,-0.9753884,-0.9402804,0.23120694,-0.8622208,1.2108489,1.0768045,-1.5240573,0.80704015,0.10946678
volume_sn_voxels_feature_11,0.4080567,-0.36593938,1.1052438,-0.31256902,1.2433041,-0.14519592,1.0312546,1.3176509,-0.7648231,-0.35366452,-0.20725347,-0.76539016,0.696153,0.8422826,0.8263622,1.0981631,1.1979436,0.33005956,-0.0011374472,-0.6572806,-0.54852414,-0.7615774,-0.9259958,-0.15549918,-0.059040517,-1.1791925,0.29403287,0.51793396,0.6869339,-1.4229882
volume_sn_voxels_feature_12,0.45004335,-0.09823826,-0.010009849,-0.05787268,2.1577425,0.71160895,-0.060234785,0.5176978,-0.45364326,-0.015092489,-0.052304775,0.8342625,0.22414462,0.6258166,0.0965232,0.4438765,0.31372133,0.0056922478,-0.6872623,-0.23307398,-0.23119394,-0.14954941,-0.13288924,0.08987561,-0.6285725,-0.3158482,0.02938738,0.037482835,0.26164758,-1.438494
volume_sn_voxels_feature_13,0.16333361,0.51518595,-0.69939256,-0.29057854,1.3985128,0.74593246,-0.7087536,0.2715596,0.12828489,-0.060208857,0.13346075,1.3241104,0.50352466,-0.6324828,-0.35117638,-0.125124,-0.20484929,0.67081493,-0.10192552,-0.08501604,0.22714439,0.17908625,0.16701958,0.38534755,-0.09174984,0.3261625,0.068973586,-0.24809119,0.16361004,0.55303997
volume_sn_voxels_feature_14,0.5007523,0.36533242,-0.87654376,-0.8344332,1.6590041,0.0008584859,-0.6550243,-0.21707436,0.41461504,-0.24530438,0.91024065,1.7220316,0.12256561,-0.93570125,-0.26037,-0.14062513,-0.90107745,0.005790592,0.63295496,-0.39514235,-0.002487652,0.44118947,-0.61478275,0.09526666,-0.1364876,0.23569804,0.1803261,1.185774,-0.9802996,0.5110912
volume_sn_voxels_feature_15,-0.5187196,-0.074777976,0.17529662,0.022139318,1.8991237,0.8392257,-0.9973316,0.32733363,0.21124978,-0.11821754,0.3883272,1.317742,-0.00064368965,-0.50874704,0.2384919,0.27055952,0.900709,0.8939686,-0.28111905,0.34732455,0.33830333,0.62034833,0.22027595,0.5667985,0.43595684,0.45137125,0.051167205,-0.81780154,0.3018978,0.8117386
