Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,0.23413362,0.075499214,-0.15232751,-0.13449216,-0.14132619,-0.0710145,0.08197609,-0.6240611,0.21177815,0.1593939,-0.16117828,0.08764852,0.0058650374,0.04967286,0.021226589,-0.54226214,-0.095871784,-0.030614771,-0.17762029,0.1318815,-0.1263369,-0.1596465,-0.028358487,0.32562414,0.03412821,0.048656728,0.10492597,0.062063135,-0.10768833,0.1628022
rigidity_right,-0.07749109,-0.2491498,0.08670188,0.11180548,-0.1359977,-0.26603246,-0.0026364718,-0.16597137,-0.25696123,-0.10967645,-0.11926872,0.03349991,-0.10073496,-0.04817077,0.3299362,0.11941695,-0.31609547,0.111185595,-0.019011842,-0.047449175,-0.023523115,-0.051001802,-0.1549322,0.31248227,-0.10587005,0.068605386,-0.026804743,0.15171622,-0.081732236,-0.08107568
tremor_rest_left,-0.20970407,0.22465993,-0.17851613,-0.04320188,-0.14386329,-0.342616,0.0814245,0.02218001,-0.085964285,0.078021795,0.09682335,0.051354945,-0.045734297,-0.08371257,-0.459685,-0.12434961,0.059112053,-0.117292956,0.036539543,0.0011870267,0.07856554,-0.083634764,0.013364946,0.3050336,-0.04172371,0.26983958,-0.032536168,0.2606797,0.018128576,-0.40411472
tremor_rest_right,0.08908977,0.06928832,-0.051693544,0.13529438,-0.16271327,0.07691893,0.13720018,0.04172561,0.21486127,-0.108894594,-0.0839219,0.20505327,-0.13273324,-0.10642162,-0.13266964,-0.091905974,0.010467369,0.07826089,0.113068104,-0.331611,0.16690803,-0.19340846,-0.2543107,-0.13872147,-0.038985115,0.11941172,-0.14376733,-0.05541017,0.049754202,0.057962902
tremor_postural_left,-0.11216786,-0.103520334,-0.25921446,-0.31089535,-0.1377791,-0.0012162057,0.053904787,-0.18963552,-0.09097665,0.09998081,0.21658011,0.095985934,0.0019421458,0.16026746,-0.31417736,0.053086944,0.03971228,-0.23138267,-0.35489383,0.10462055,-0.001134687,-0.07857225,-0.26898465,-0.17477332,0.09293136,0.05983438,-0.16994426,-0.02825562,0.16180457,-0.04790195
tremor_postural_right,0.12505013,0.18090567,0.0063880626,0.3022787,-0.21373598,0.147629,-0.21920705,0.45220137,-0.14176728,-0.19445619,-0.23527671,0.33461475,-0.22345185,0.16445062,0.057298645,0.061969817,-0.13160552,-0.08160007,-0.19267595,-0.0014558025,-0.0341076,0.065715775,0.1266718,0.20125975,-0.11325365,-0.06473123,0.106797025,-0.043494135,0.18684264,-0.015626244
bradykinesia_speed_left,0.0924163,0.1354573,0.03294468,0.04775889,0.06849999,0.0392692,0.15928887,-0.104051486,-0.0012277679,-0.09506842,-0.15295166,-0.18053421,-0.012203978,0.44292113,0.0055036494,0.13685483,-0.0144745195,-0.16576211,0.18728563,0.06672744,-0.1952885,-0.1640113,0.12089546,-0.048955042,0.1550293,-0.061046466,0.06553435,-0.13390692,0.10275404,-0.0951279
bradykinesia_speed_right,0.26057336,0.0075956774,0.07789492,0.37833598,0.08756554,-0.007843502,0.042003676,-0.023084562,0.11933495,0.22625186,-0.14570625,-0.06932863,0.04214739,-0.09371585,0.099865064,-0.29191193,-0.26846096,-0.04307206,0.08675858,0.022477413,0.21501906,-0.03653582,0.014123886,0.033757113,-0.41108212,-0.02832742,0.069190465,0.03383489,-0.18997082,0.1870907
bradykinesia_amplitude_left,-0.074244276,-0.02584664,-0.08836829,0.0840316,-0.056010906,0.1235796,0.0775786,-0.11965546,-0.044661015,-0.22429839,-0.022936068,0.028283106,0.11330156,0.027348015,0.15709557,-0.07863327,0.05735555,0.21637946,0.29182065,-0.003493858,0.13958518,0.037541036,0.20025365,0.02285691,0.23771828,0.19435382,0.01493685,-0.011487199,-0.079587564,0.086111955
bradykinesia_amplitude_right,0.10152159,-0.23550655,-0.01966556,0.06474744,-0.043490157,0.17959866,-0.07735963,0.056149904,-0.036793366,-0.025887897,0.16158399,-0.07310359,0.17180422,0.09452194,0.1415758,-0.31593314,-0.28193778,0.068211496,0.14619872,-0.10153294,0.21494134,0.13320293,-0.028153332,-0.012295809,0.12351426,-0.22322229,-0.03949923,-0.04470364,0.16363159,0.017704485
