Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,0.051004022,0.0047963727,0.120938376,0.14865595,-0.01816176,0.06169702,-0.013441539,0.039783083,-0.008430154,-0.02783237,0.04631857,-0.04548464,0.05781038,0.008798031,0.15011093,-0.042011995,0.054645088,0.04167282,-0.16461188,-0.011276809,-0.055884007,-0.06648853,-0.16017948,0.08821737,-0.0006922516,-0.17587578,-0.027771246,0.10946355,-0.059333745,0.021544425
rigidity_right,0.0025289846,-0.16519894,-0.05366734,-0.033866785,0.027630817,-0.042880725,-0.019042969,0.024625013,-0.06771477,-0.10076224,-0.06651337,-0.10642969,-0.051888518,0.14600702,-0.16670567,0.071559064,0.042160634,0.08800596,0.013992868,0.28245956,0.02504195,-0.07690237,0.08277958,0.02544767,0.07286107,0.014426207,0.04291569,-0.09378375,0.028672589,-0.018531913
tremor_rest_left,0.032820325,-0.04078971,0.139526,0.10267901,-0.0050659296,-0.009232685,0.068214804,0.03776642,-0.097638935,-0.026302744,0.0027426318,0.1772223,-0.03775282,0.06566132,0.025364686,0.005848422,0.1663951,0.029739527,0.015755076,-0.12107461,-0.0033551918,0.06551689,-0.011611708,-0.038181894,-0.037919383,-0.16651425,-0.009706316,0.07121979,-0.09371405,0.07192472
tremor_rest_right,-0.07993289,0.061096657,0.05472652,-0.06471362,-0.07322011,0.044937864,-0.11159034,-0.04723371,0.0115824565,-0.072091654,-0.045754615,-0.013175097,0.109373964,0.1198192,-0.013910013,-0.13522388,0.08403561,-0.05476195,0.10253534,0.13131121,-0.029926486,0.06344401,0.007881922,0.020497173,0.047570735,-0.16302866,0.08179128,-0.12751469,0.06055573,-0.019176917
tremor_postural_left,-0.092461795,-0.22295286,0.20015372,-0.020192783,-0.01103395,0.041025862,0.1402223,-0.05776506,-0.08206286,0.005115917,0.079126805,-0.04682913,-0.06707793,0.046094164,-0.01625777,-0.020091703,0.0008541132,0.013450766,-0.17533739,0.0007826164,-0.07178417,0.028985824,-0.055603057,0.12988122,0.07059076,-0.084929205,-0.13585548,0.18396363,0.07261252,0.08118835
tremor_postural_right,-0.10679009,0.28613466,0.020864138,-0.19985063,0.017127072,0.027381912,0.07021936,0.047604304,0.12486853,-0.17187256,-0.01902281,0.09066845,-0.20386437,-0.08403433,0.045261037,-0.0046589663,0.043521654,0.11352085,-0.15925522,-0.06000491,0.1757688,0.017598666,0.08468211,-0.042716686,-0.04411263,-0.13390672,0.039807674,-0.052969072,-0.008788952,-0.0011725341
bradykinesia_speed_left,-0.04018729,0.19096391,0.01288818,-0.061388,-0.072567925,0.058955573,-0.041565564,0.017058104,-0.18624619,-0.095224574,-0.0066855857,0.0060268897,0.036330983,0.018006746,0.13115922,0.13679233,-0.25688055,-0.017477091,0.06835743,0.110482864,0.26910284,-0.09469589,0.040621877,-0.007919163,-0.00554243,-0.09447717,0.03385712,-0.040466692,-0.03803865,-0.007744156
bradykinesia_speed_right,-0.057579253,0.0434198,0.16675085,-0.070260316,0.041525643,-0.02832615,0.022230145,0.02757224,0.0521296,0.11585841,-0.060670495,0.0023418227,-0.05483747,-0.0745054,-0.010631116,0.06604515,0.27576277,0.19050987,0.10594408,0.07075247,-0.06255694,0.036519438,0.07703438,-0.07485985,0.13350964,-0.061668213,-0.1529033,-0.050405983,-0.18526228,0.08544657
bradykinesia_amplitude_left,0.0702337,0.096936665,-0.051348656,-0.025616692,0.05045522,-0.012430738,-0.18353796,-0.050020568,0.010221023,-0.07624599,0.15622783,-0.045907687,0.022519967,-0.10802387,0.060123216,0.011840432,-0.12202825,-0.009024931,-0.30871135,-0.0072273924,-0.11578937,-0.03624919,0.06107332,-0.009151792,-0.023559256,-0.048828203,0.11446486,-0.23865896,0.116394974,-0.07988146
bradykinesia_amplitude_right,-0.052458663,-0.10101518,0.04249528,-0.06949039,0.1426165,-0.09034645,-0.031379793,0.035139944,-0.021448838,-0.022043865,-0.03921145,-0.058090832,-0.13243245,-0.26487476,0.0027859998,0.0076805563,0.08957333,-0.0043058805,-0.024407392,-0.029929575,-0.063673526,-0.058114372,0.022472259,0.13440637,-0.10054708,-0.03451913,0.082748115,0.007957881,-0.016467765,0.0045107813
bradykinesia_rhythm_left,-0.05249387,-0.101474434,0.025496153,-0.08812393,-0.02627673,0.017040461,0.033918574,-0.0267608,-0.05839931,-0.17497343,0.23628308,0.035055187,-0.010736264,-0.011900828,0.083881,0.033379354,0.0582269,0.15598188,-0.043964,0.05174779,0.071771376,-0.060493086,-0.07882668,-0.021548571,0.037364412,-0.12613945,-0.008575366,-0.116135135,-0.051673394,0.117089026
bradykinesia_rhythm_right,0.017178467,0.15787745,-0.09545745,-0.014430034,0.03609827,-0.036382314,0.02406432,0.057930153,0.076365456,0.22151406,-0.033890475,-0.22105747,-0.08247727,-0.0014552651,-0.25096992,-0.08072284,-0.096935295,-0.03314315,0.1811147,0.17817496,-0.062717944,-0.15140662,-0.027602699,-0.067118675,0.110011734,0.009644066,-0.08780406,0.11287854,0.23029898,-0.0065746955
mirrormovement_left,-0.030176273,-0.32268372,0.5702675,-0.1220624,-0.031988658,0.108628966,0.035785142,0.1742744,0.1047988,0.026525063,-0.04974389,-0.3022797,-0.0085121775,-0.01865733,0.06139606,-0.191998,-0.07716242,-0.13282332,0.09914267,0.70904297,-0.09667919,-0.022952203,0.11075106,0.0888021,-0.08658771,0.26290238,-0.0135369785,-0.021986187,-0.21093254,0.45364502
mirrormovement_right,-0.6298095,0.0028966027,0.061696153,-0.03358375,0.013210108,-0.11908244,-0.20232294,-0.08718775,-0.06303868,0.024136815,0.21282244,0.046557926,0.48829356,-0.16909166,0.12845466,0.03767667,-0.2256001,0.013257326,-0.18453161,-0.56160295,-0.24835259,-0.035307072,-0.051057115,-0.009124774,-0.012761431,0.08186646,-0.02641535,0.018046085,0.094709724,-0.030383065
