Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_10,1.0427406,0.09823823,0.31072417,0.09624652,-0.72703433,0.76018715,-0.008799061,1.2151845,-1.1451377,-0.3106355,1.0640051,0.59313315,-0.36501035,-0.07124286,-0.2585157,-1.2763466,-1.0530468,0.07621679,-0.20207356,1.4737471,-1.2898152,0.66197664,-0.29404306,-1.3310182,0.3111848,-0.6057056,-1.0326308,1.2206826,0.3027518,-1.322795
volume_sn_voxels_feature_11,-0.45071083,0.59428215,0.43873623,0.2313862,-1.0876456,-0.04556184,-0.5467622,0.73129666,1.0404686,-1.2862346,-1.2817758,-0.94739914,-0.5556501,-0.13687567,-0.27276003,0.57384455,-0.63019663,1.3836375,-1.0396476,0.80745476,-0.1135065,-0.65154165,-1.4192125,-0.986688,-0.045890898,-1.1928793,-0.60318387,0.36862445,-1.0208933,-1.0068434
volume_sn_voxels_feature_12,1.4219757,0.2510617,0.5071162,0.43719146,0.05237238,0.3309671,0.5075676,0.2994346,0.36409754,-0.2652177,-0.5859962,-0.13536534,-0.2119694,0.051523022,-0.8065392,0.28518236,-0.28345907,1.0905105,-0.46668935,0.5385978,0.17941411,0.026444625,-1.3681375,-0.3080122,-0.18645664,-0.20124997,-0.050442316,-0.5387074,0.20122352,0.18903646
volume_sn_voxels_feature_13,1.3493266,-0.37558296,-0.074241385,0.4570414,0.37419647,-0.084855996,0.4920814,0.14744322,-0.26864395,0.7890935,0.51837075,0.42740718,-0.2885525,-0.29244503,-0.3940075,0.1905844,-0.034912936,-0.3782443,-0.16873075,0.21482871,-0.13654764,0.61029154,-1.1182886,0.11032579,-0.12572156,0.25597033,0.28033814,-0.8205411,0.1154653,0.42792714
volume_sn_voxels_feature_14,1.413759,-0.8109313,0.39803347,1.0308231,1.1227262,0.3283389,0.3104986,0.31181976,0.11439067,0.66132563,0.3995114,0.23923835,-0.16285291,0.2386537,0.16811453,-0.44623315,1.3224285,-0.34965885,0.30975053,0.24904849,-0.051595014,0.47619566,-1.2613329,-0.17926164,0.11426451,0.845433,0.3498238,-0.20988697,-0.07972306,1.1666791
volume_sn_voxels_feature_15,0.88283145,-0.40788782,-0.31569225,-0.16033621,-0.6961916,-0.56155306,0.406173,-0.27219844,-0.026976751,1.1447022,0.82992834,0.16727594,-0.37681854,-0.1714401,-0.6910257,-0.24967715,-0.9603538,-1.1012886,-0.12868555,-0.10622644,0.13264796,0.19279684,-1.3749143,0.3859221,0.040919885,-0.24448898,0.47179985,-1.0270078,-0.34323177,-0.55101115
volume_sn_voxels_feature_16,1.0836154,-1.1371106,-0.66899806,0.1969432,0.6501983,-0.37421858,0.14795405,-0.44511083,-0.14895204,1.28936,0.75254685,0.8756108,-0.27991006,-0.60574603,0.2349356,-0.5567496,-0.3558198,-1.1902978,0.3310939,-0.077079505,-0.12973486,0.9842049,-1.415323,0.0110490965,0.11487241,0.47043422,0.10986345,-0.45622003,-0.31793284,-0.14693606
volume_sn_voxels_feature_17,1.3347396,-0.4231995,-0.37241784,-0.20197338,-0.94073457,0.14536533,0.0003912936,-0.0068731154,0.53978956,1.1707019,0.25189286,-0.70702195,0.045940593,0.20325035,-0.673027,-0.40005034,-0.36376664,-1.0661938,-0.13519965,-0.27378908,0.1720125,-0.13095172,-1.1820277,-0.41551092,-0.01352402,-0.3747678,0.07083573,0.31707084,-0.9529286,-0.46387413
volume_sn_voxels_feature_18,1.0456626,-1.0220355,-0.6483503,-0.2272626,-0.018666435,-0.75359434,-0.0016623954,-0.124685936,0.23365429,1.0004783,0.105380885,0.30454862,0.03963562,-0.2525501,0.39523646,-0.7742563,-0.3205273,-1.1772622,0.4021839,-0.17598353,-0.03987794,0.5874219,-1.1097959,-0.89078534,0.13585618,0.52090037,-0.05016375,0.71308005,-0.7556126,-0.16717333
volume_sn_voxels_feature_19,1.2190762,-0.048154145,0.25029197,0.18562405,-0.506082,0.8236817,0.07927805,-0.1510212,0.08557684,0.06104401,-0.6849529,-0.9150112,0.48680386,0.295457,-0.52021813,-0.051356006,0.41619247,-0.1177932,-0.55659646,0.38143104,0.30533302,-0.41349092,-0.1726074,-1.0362378,0.12434142,-0.0021118473,-0.71557933,1.3371261,-0.8740676,0.11694351
volume_sn_voxels_feature_20,1.3892652,-0.9270801,-0.4261538,0.14267586,-0.45939335,-0.4812958,0.08458227,0.7275363,0.2043217,1.0246272,-0.34377515,-0.11389154,0.2659185,-0.015409868,0.4651747,-0.16306676,0.3071449,-1.1417509,-0.4819873,0.044900686,-0.33879247,0.2740665,-1.0668514,-1.0922978,0.10391272,0.7851066,-0.43492827,1.4793904,-1.1035618,-0.19404018
volume_sn_voxels_feature_21,1.5108197,0.04077346,0.6244381,0.40197626,0.78074104,0.70006543,-0.22853398,-0.718169,0.44804794,-0.7495945,-0.74645454,-0.40295395,0.7596396,-0.3831027,0.17521815,0.7570624,0.9388548,0.58838904,0.0433769,1.1247946,0.5945417,-0.5838431,0.966572,-0.64222324,-0.27685392,0.6800201,-1.0337828,1.1706543,-0.2784067,0.365185
volume_sn_voxels_feature_22,1.1553607,-0.1821756,0.12101405,-0.12844804,0.4740771,-1.031469,-0.15056951,0.2774621,-0.30089483,-0.7744274,0.06704764,0.45704716,0.14230159,0.106870554,0.17865482,0.3493888,0.24291699,0.070910454,-0.19004408,1.2990426,-0.19980522,-0.102997914,0.5361322,-0.7600337,0.07115487,0.36045268,-1.0443858,1.2421948,-0.049147893,-0.2729567
volume_sn_voxels_feature_23,1.2359043,-0.1162674,-0.1558926,-0.3749316,0.19071515,-0.88815516,0.072978474,1.1082416,-0.3898587,-0.7708634,0.8671118,0.6483039,-0.32504526,0.004262756,-0.24672356,-0.4388563,-0.7861086,-0.26172137,-0.18779027,0.28992027,-0.11529579,-0.06682823,-0.09895787,-0.40331367,0.14569041,-0.21217322,-0.49637508,0.8018944,0.08239409,-0.69661844
volume_sn_voxels_feature_24,1.1761334,0.046056855,0.22958073,0.098534,-0.49389565,-0.023801353,0.12479433,1.207923,-0.56254137,0.22406657,1.326084,0.70941615,-0.14467566,-0.11649844,-0.3617473,-1.1698169,-1.0447174,0.009094662,0.29182905,0.61469936,-0.44455448,0.7995687,-0.20097418,-1.505181,0.32642668,-0.54092276,-0.53138745,1.246728,-0.89016277,-0.29904094
volume_sn_voxels_feature_25,0.07779273,0.34702432,0.91199553,1.4127972,-0.98133147,-0.4013979,-0.7536544,0.54298043,1.0454799,-1.168833,-0.6137084,-1.1319317,-1.2535484,0.4065375,-1.1527799,0.090243176,0.32106927,1.3533978,-1.1096418,1.2887927,-0.60420525,0.39163175,-1.4586297,-0.9562499,0.4652404,-1.2650096,-0.3593016,-0.3066511,-0.91539913,-0.06860022
volume_sn_voxels_feature_26,1.2440832,-0.6981246,-0.2604456,0.51707643,-0.01560835,-0.030172748,0.18142729,-0.096919134,0.6465923,0.6177478,-0.760141,-1.2647337,-0.11186426,-0.33767417,-0.9017837,-0.8604889,0.8696124,-1.2527639,-0.3358601,0.5766198,0.0937019,-0.01697482,-1.2312375,-1.0992911,0.2994529,-0.74929434,0.28239542,-0.678658,-1.353304,-0.47062588
volume_sn_voxels_feature_27,1.3271539,-0.27082118,-0.7171651,-0.15191875,1.262874,0.9890919,-0.06328913,-1.137388,0.74410754,-0.8828244,-0.3553316,0.21963452,0.20557548,0.3971025,-0.9228783,0.9647715,0.7700807,0.74998736,0.4240344,1.3864412,1.2070028,0.39197543,0.48403087,1.0329907,0.06205965,0.6801604,0.8749583,1.2220613,-0.41694757,0.5150687
volume_sn_voxels_feature_28,1.2033064,-0.37738755,-0.17116144,-0.0023362983,0.6616604,0.032826204,-0.31366768,-0.60716647,-0.029915363,-0.83661103,-0.95982236,-0.23441236,0.8748683,-0.3586946,0.0787088,0.3778046,0.5738376,0.18636216,-0.11309728,1.2680122,0.21099655,0.08029323,0.68825233,0.14837185,0.1475836,0.3592347,-0.38874686,1.2127674,-1.119258,0.4794733
volume_sn_voxels_feature_29,-0.543889,-0.34236756,-0.9541519,-0.68351287,0.6092166,-1.0890329,-0.20018063,0.06136869,0.24739824,-0.785048,0.603452,-0.12726463,-0.8718328,-0.044866096,-0.79849946,0.61640877,0.17055182,-0.02009031,0.26449928,1.5359268,0.60183805,0.3099221,0.29000106,1.0716746,-0.11879883,0.15119581,0.9060371,1.343821,-0.08143793,-0.30345416
volume_sn_voxels_feature_30,0.9791881,-0.2915457,-0.49758276,-0.17050871,0.45445663,-1.2830608,0.009645301,0.011451195,0.029086513,-0.14221656,0.29411644,0.23172268,-0.08574054,0.030509952,0.22616297,0.37939733,-0.35598603,-0.05612524,0.14218654,1.1539404,0.02298308,0.05738777,0.094410986,0.61535007,0.1426593,0.16348714,0.26299313,1.3020875,-0.78098905,0.12117572
volume_sn_voxels_feature_31,-0.2594396,-0.18428731,-0.36279806,-0.460597,-0.1946635,-1.0849282,0.19642136,0.5800153,0.2238779,0.41713437,1.3300818,0.24876508,-0.14066912,-0.029218482,-0.37808126,-0.17715648,-0.4568011,-0.22423753,0.28681993,1.3640585,-0.07183944,-0.26192057,0.09666056,0.95390886,-0.018460039,-0.08813904,0.89480335,1.2120917,-0.3120481,0.057478614
volume_sn_voxels_feature_32,-0.66162336,-0.083801664,0.027076127,-0.5183192,-0.5803622,0.26254788,0.28394857,0.96962786,0.2971353,0.7935365,1.2893251,0.123951174,-0.16053843,0.077698685,-1.0284208,-0.7142769,-0.67003113,-0.6154554,0.3036782,1.4406571,-0.039263945,-0.26638666,0.27495763,1.1592717,-0.75207895,-0.18951406,1.3535078,1.5740739,-0.0015068667,0.20812747
volume_sn_voxels_feature_33,0.06706542,-0.27062976,-0.44202387,-0.003492104,0.30821088,-0.3862144,0.049855,-0.72030956,0.1525119,-0.0797311,-0.9385251,-0.046834517,0.4910148,-0.25199887,0.5090949,0.50738037,0.13146079,0.102513894,-0.042659488,1.71664,-0.026453419,0.14386176,-0.00089504843,1.2146703,0.21382321,0.10873577,0.5968883,1.2897567,-1.3886096,0.66530156
volume_sn_voxels_feature_34,1.3136142,0.67470413,-0.71462655,-0.8545193,1.1425744,-1.0727252,-0.12567455,0.22654092,1.3111503,0.8281279,-1.0121571,-0.23337129,-1.0732766,0.18302256,0.09984488,-0.6493589,1.2066479,-1.3190331,0.6768033,-0.92474276,1.1115446,0.3414315,-0.9119007,-1.1968817,-0.031124996,1.352228,1.2218368,0.72505975,-1.2804773,0.30295944
volume_sn_voxels_feature_35,1.169216,0.2493308,-0.373243,-0.68229747,1.1173958,-0.89983034,0.05348604,0.7533958,1.3388306,0.38920116,-0.6615073,-1.1054419,-0.9990851,0.39326078,0.42434415,-0.18783379,1.1939636,-1.2693572,0.59667957,-1.2949946,0.57071745,0.3777196,-0.57756716,-1.3619603,0.084954254,1.4426035,1.1880625,0.72609144,-1.3626595,0.11818588
volume_sn_voxels_feature_36,1.0003674,0.36729252,-0.11491085,0.44859102,0.9798985,-0.304059,0.13440505,0.07953117,-0.30562016,0.11661079,0.10913845,0.3855448,0.040682774,0.13154572,0.79750836,-0.072607614,0.17095703,0.63890696,0.0751637,1.1552141,-0.4434919,0.40867996,-0.09850972,-1.4095894,0.14505196,0.9626408,-0.37794685,-0.10442196,-1.0502404,-0.12320963
volume_sn_voxels_feature_37,1.3336908,0.6964772,-0.44605458,0.31644005,-0.21104442,0.6789833,0.13696139,0.7407263,1.0705863,-0.27400815,-0.45025602,0.06851026,-1.1239816,0.1208907,0.14714006,-0.32771716,0.03348385,-0.88927966,0.49878466,1.2619835,0.6045452,0.5971111,-0.025386503,-1.3237596,-0.17800936,1.2110106,0.65189445,0.5381538,-1.3060738,0.05953968
volume_sn_voxels_feature_38,-0.075228006,0.36447838,0.39335653,0.10129139,-0.33401936,1.2346835,-0.17677549,-0.27171183,0.005323069,0.58129627,1.2750357,-0.26353732,0.06934273,0.11553315,-0.27266264,-0.54601717,-0.2647144,-0.44670382,0.54027975,1.2391351,0.28001052,-0.23501877,0.221326,-0.12769777,-0.22366229,2.8470979e-05,0.9771712,1.1968441,-0.3852174,0.3686144
volume_sn_voxels_feature_39,0.28253585,0.83516407,0.10190381,-0.101428434,0.045597978,1.0740073,-0.2649835,-0.3914348,-0.17137527,0.062070124,1.259738,-0.10631598,0.4149264,0.0629951,0.1721356,-0.47834837,-0.33878785,0.17622319,0.24371599,1.4498118,0.1620687,-0.045473758,-0.043352067,-1.0906287,0.05959451,0.023013882,0.49054393,0.36381483,-1.1796865,0.3527071
volume_sn_voxels_feature_40,0.2514791,0.9605008,-0.06002753,0.1897185,0.45965034,1.4692136,-0.029702948,-0.2131084,-0.11133969,-0.60267603,0.8944327,0.11737175,0.12707312,0.120054245,0.10258629,-0.15591018,-0.20571387,0.6519207,-0.058715876,1.3675827,0.18861286,0.20528387,0.02836983,-0.49728218,0.28137854,0.5857946,-0.122291796,-0.92126507,-1.392527,-0.12062306
volume_sn_voxels_feature_41,1.0861222,0.8781963,0.059214015,0.3615266,-0.027575199,1.3063841,0.26434946,0.3213266,0.3612931,-0.83822536,-0.0032297466,-0.024870608,-0.5643156,0.14990331,-0.13365701,-0.3074879,-0.27137387,0.20572978,0.11251643,1.2387185,0.6880733,0.54143786,-0.15579356,-1.264463,0.13669305,1.0113686,-0.025602093,-0.9238734,-1.5019233,-0.18532717
volume_sn_voxels_feature_42,0.9304565,1.1205193,-0.30101883,0.52351654,-1.0914135,1.3660549,0.12499168,0.6203705,1.1217332,-0.40398285,-0.35078812,0.07966523,-0.9695268,-0.06095699,-0.37770346,-0.36943296,-0.17744851,-1.0732063,0.07234895,1.227987,1.1226962,0.9360469,-0.35176814,-1.3297294,-0.057372853,1.347245,0.5200494,-0.17097153,-1.2300785,-0.23469187
volume_sn_voxels_feature_43,1.0408883,-0.6755734,-0.663139,0.5118116,0.87926894,-1.0658715,-0.24808933,-0.2336156,0.3133361,0.14687559,-1.2839621,0.14057726,-0.8909828,-1.4296328,-0.9996717,-1.3997625,1.1436796,-1.2306244,0.7733499,1.2108672,0.20192866,0.43741283,-0.8582695,-1.4829571,-0.14168265,0.34718776,0.22682676,0.019937018,-1.2157665,0.22349736
volume_sn_voxels_feature_44,1.4976835,-0.758269,-0.081170864,-0.20624234,1.1223094,0.24244992,-0.36022723,-0.37505594,-0.60689944,-0.7624737,-1.1810902,-0.66857004,0.86174256,-1.1412895,-0.87117606,0.06986308,1.2205967,-0.19329533,-0.91199905,0.9654284,-0.48410472,0.1643613,0.05158221,-1.2448317,-0.2267565,-0.86701983,-0.94716203,-0.2619939,-1.2507886,-1.1636419
volume_sn_voxels_feature_45,-0.050755367,-0.7565712,-0.01680972,0.071930245,-0.08841261,1.2325984,-0.054496,-1.0440149,-0.043483432,-0.8201929,-1.3848227,-0.27267775,0.6895516,-0.5497521,0.49555394,0.8815673,0.82471055,0.30821136,-0.60159224,1.3911194,0.08587686,0.32587662,-0.012685524,0.8876803,0.30273727,-0.53633654,0.83931416,1.1997727,-1.0956004,0.42267662
volume_sn_voxels_feature_46,1.4619769,0.1457753,0.25011858,-0.780444,-0.19736935,-0.52056676,-0.09829433,0.28220263,1.464021,0.23494695,-0.41686964,-1.412677,-0.5830072,-0.017666467,0.4695309,-0.051490303,0.53859025,-1.3456503,0.17155331,-1.2452488,0.18139413,0.024821764,0.23055446,-1.066511,0.5624834,1.1964662,0.9617242,0.27827895,-0.8082128,0.33780673
volume_sn_voxels_feature_47,-0.7800405,-0.50538707,-0.2915448,0.1016581,-0.57325137,0.24535567,0.39202255,-0.66302645,0.34299064,0.4086134,-1.2602134,-0.067580566,0.07845042,-0.16225345,0.43285668,0.48988208,0.08038468,0.15155542,-0.15538467,1.2837273,0.09828311,0.21270947,0.104272366,1.3886861,-0.035096604,-0.33579433,1.2682552,0.87712723,-0.68644524,0.3954536
volume_sn_voxels_feature_48,0.5863392,-0.17067154,0.014506849,-0.035001528,1.0651253,-0.9469747,0.016169501,-0.12873968,-0.39284277,0.3269524,-1.3703206,0.4736225,-0.039888367,0.21513344,0.8547443,-0.05223435,0.12797563,0.05506715,0.29390877,1.5482495,-0.93702805,-0.05665621,-0.08368872,-1.3502165,0.12360277,1.0183961,-0.4839856,0.5310331,-1.2467514,0.10068305
volume_sn_voxels_feature_49,1.1753091,-0.08578331,-0.0558237,-0.92627996,-0.6159708,0.84683967,0.02407862,0.19837625,1.1932462,-0.019907357,-0.49027973,-1.2285832,-0.24127539,-0.046445042,0.02466415,-0.39076763,0.10998168,-1.2873099,-0.28918815,-1.2517852,0.26945627,-0.016550234,0.031056961,-1.1693177,-0.0960041,0.8313732,0.801866,0.3847218,-0.4739709,0.34747547
volume_sn_voxels_feature_50,-0.79073995,-0.3843737,-0.105347864,0.2821604,-0.57444733,-0.7673425,0.3371868,0.23760363,0.23998728,0.6482575,-0.043849673,-0.18417676,-0.7943141,-0.18373644,-0.031343985,0.13815847,0.2212457,-0.28270942,-0.16213372,1.164978,0.08725588,0.017947212,0.013954895,1.3485501,-0.33037806,-0.20337185,1.2035478,1.2052109,0.9787672,-0.023349062
volume_sn_voxels_feature_51,-0.21630596,0.3358375,-0.071147405,0.09122007,-0.20167941,-1.005092,0.298195,-0.07251515,-0.0054057008,0.5381603,-0.41174507,0.0692666,0.47571802,0.10934656,0.610758,0.2913996,0.08315358,-0.104426585,0.08193378,1.0827628,-0.58280575,-0.30578178,-0.19804125,-0.026061328,-0.16220604,0.0003431703,0.8545915,1.0663828,0.07476475,0.33009616
volume_sn_voxels_feature_52,0.27970085,0.48446426,0.044575464,0.2507032,0.39086732,-0.994492,-0.06873553,-0.01587483,-0.27930084,0.50423443,-0.89417285,0.12006013,0.5489583,0.18941613,0.55230606,0.013915134,-0.04807632,0.074354306,0.1937557,1.4670818,-0.8398624,-0.2269759,-0.084805794,-1.3043649,0.25421348,0.19420034,-0.13670218,0.42376143,-1.0674663,0.17575863
volume_sn_voxels_feature_53,1.4376222,0.08705113,0.005420616,-0.0916242,-1.1894625,-0.5114733,-0.17519024,0.30080914,1.0309705,0.57104224,-0.6763833,-0.4967625,-1.1252148,-0.18465339,-0.227712,-0.07018552,-0.35097295,-1.2906059,0.12755121,-0.006737239,0.3362737,-0.17053579,0.15230514,-1.4915504,-0.28384563,1.2934452,0.66331154,1.2689557,-1.0819027,-0.020524664
volume_sn_voxels_feature_54,0.024684243,0.15760739,0.29744503,0.0045044096,-0.35780084,-0.1931165,-0.013381575,0.29517102,-0.014004631,0.29622987,1.1798476,-0.2673473,-0.11778098,0.43196392,0.24516167,-0.22018364,0.35497752,-0.19111273,-0.001979052,1.3686453,-0.15479292,-0.26100245,-0.0004940049,0.004341757,-0.2569524,-0.2909467,1.1598668,1.1468412,1.3005611,0.21247192
volume_sn_voxels_feature_55,-0.112758204,0.5977148,0.0335819,-0.23422715,0.39520144,0.108577505,-0.32632256,0.059082795,-0.21890007,-0.26345173,0.5449255,-0.13867639,0.19701162,0.2897564,0.27434263,0.043706823,0.40969098,0.13006736,-0.17105918,1.4015597,-0.41748658,-0.41220328,-0.030911002,-1.2980585,0.0092732655,0.027064623,0.112035215,-0.3012371,0.515519,0.028428849
volume_sn_voxels_feature_56,-0.06893105,0.44499376,0.08667655,0.10484664,0.5291155,0.40418744,-0.11672175,-0.06207654,-0.24738605,-0.5212585,0.110844605,-0.14917497,0.18005069,0.3654105,0.12280302,0.12543319,0.37161067,0.24545173,-0.2372085,1.686752,-0.39053863,-0.14864042,0.19052555,-1.4012262,0.23210584,0.07118045,-0.33490193,-1.095247,0.20745158,-0.18100144
volume_sn_voxels_feature_57,0.18542032,-0.52385813,0.12369524,0.25724787,-0.5640333,0.74909145,0.22437954,0.11910305,-0.085583024,-0.5952457,0.012431334,-0.29950348,-0.1698493,0.22147009,-0.48296615,0.10502764,0.13847235,0.06916327,-0.1336149,1.5005171,-0.110631384,-0.19111963,0.03819914,-1.1821421,-0.019753553,0.6047655,-0.42780185,-0.81038415,-0.38617557,-0.10264768
volume_sn_voxels_feature_58,1.0744342,-0.676136,0.07683385,0.47554195,-1.2278532,1.1032124,0.12844506,0.33715895,0.6613599,0.04994667,-0.07430541,-0.41993195,-0.57065594,-0.060089722,-0.48045707,-0.023378868,-0.4605592,-1.1546214,0.019047089,1.4714302,0.18444394,0.032201488,-0.16088997,-1.5249145,-0.17627911,0.83813035,0.13462307,0.42364404,-0.7991998,-0.12798123
volume_sn_voxels_feature_59,1.1894877,-0.2769772,-0.052322637,0.372306,-1.4650271,0.9196741,-0.1513027,0.416252,1.0433477,0.933619,-0.03117545,-0.32485744,-1.0497854,-0.07698633,-0.6456219,-0.23387177,-0.6702647,-1.1171759,-0.15418726,-0.28116757,0.36388385,0.36083278,-0.031869784,-1.1216093,-0.122641616,1.0183816,0.8022192,1.0900807,-1.0340241,0.058755945
volume_sn_voxels_feature_60,-0.12923582,0.5440948,0.014206111,-0.5662538,0.13350281,1.1264114,-0.5847941,-0.47826612,-0.20248272,-0.8664404,1.2268296,-0.20034483,0.18829468,0.031247849,-0.3484907,0.084107734,0.26008427,-0.032450378,0.024249597,1.1580298,0.22700696,-0.22340842,0.19113915,-1.2681189,0.08505133,-0.4023912,0.52265865,-0.26453346,0.98928994,-0.1430387
volume_sn_voxels_feature_61,-0.5049244,0.5587311,0.053334422,-0.47393438,0.32699385,1.3219981,-0.51035905,-0.6380884,-0.23538418,-0.9084119,0.6519051,-0.03074136,0.13944705,0.06343077,-0.107048266,0.31545922,0.08486722,0.31974533,-0.15732014,1.4259893,0.22731672,-0.29286522,0.17578743,-1.4486437,0.0729197,-0.26621437,-0.1042295,-1.1827542,1.2056351,-0.3502966
volume_sn_voxels_feature_62,-0.4584456,-0.19999516,0.09347434,-0.04720244,-0.7917455,1.3986585,0.059364416,-0.33582985,0.19973984,-0.74832815,0.2267211,-0.0457741,-0.050546654,-0.09491867,-0.17783892,0.3225073,-0.025132168,-0.23400539,-0.45810923,1.4040425,0.34206766,-0.046395876,0.020882456,-1.46973,-0.08386227,-0.26017174,0.0884025,-1.0194119,1.1404662,-0.307962
volume_sn_voxels_feature_63,0.3449001,-0.92626506,0.13814257,0.24826548,-1.3052865,1.1658082,0.3667738,0.14140004,1.1137645,0.21356545,0.16334282,-0.10386547,-0.2709183,-0.1454673,-0.4718228,-0.034289107,-0.44879043,-1.1581522,-0.3411289,1.0647337,0.477615,0.32861698,-0.35132974,-1.2634658,-0.2893109,-0.22980772,0.5707365,-0.009268055,0.52599496,-0.20730013
volume_sn_voxels_feature_64,1.1541648,-0.2836923,-0.1891466,-0.7204816,0.62189615,-0.8544781,-0.8363787,-0.25849968,-0.18952419,-1.0307338,-1.3279498,-0.21527468,0.32299894,-1.1067816,-1.0942876,-0.21761453,1.3076764,-0.8402052,-0.21474575,1.2237957,-0.1469157,-0.17016649,-0.14428566,-1.3754168,-0.2787914,-0.86525995,-0.09185242,-0.022501133,-1.3318896,-0.53003716
