Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
-0.94129395,0.34885475,0.36692217,0.9694097,-0.2686322
0.45772678,-0.6237592,0.5309336,0.9506731,1.2295299
0.0053586196,0.5361731,0.50084347,1.0209266,-0.157701
-0.8143818,0.76391155,0.58142716,2.200777,0.31814736
-0.11088801,1.2544249,0.6097237,0.87471646,-0.16307649
-1.089298,-0.2510874,0.5322183,1.2494621,1.2824539
-0.7573963,0.094148554,0.7151039,1.2656199,-0.86763704
0.26311848,1.0707177,0.7840292,0.90976244,-0.1460672
-0.5300066,0.81436545,0.82967377,0.916563,-1.3464524
0.48014155,-0.4387651,0.77571315,1.0792451,0.23502591
0.5680153,-0.49605733,0.75509036,1.5338812,0.14772654
-0.014898989,-0.29216415,0.69099647,1.3793584,0.21739304
0.50126505,-0.17513466,0.6701797,1.3050845,0.46840897
-0.83196545,-0.31142455,0.86038274,1.3754523,-0.11568842
-1.453112,0.25340313,0.79755974,1.3385488,-1.6572901
-1.2423209,0.57755923,-1.420948,1.196838,0.8374788
-0.10298653,-0.37288362,0.9992592,0.8444926,0.58205235
0.0029032198,-0.31515723,0.9309692,1.1895683,-0.43685982
-0.41481534,-0.43391,0.93069583,1.05892,-0.2605038
-0.39859095,-0.8076112,0.7714301,1.0811448,0.49445596
-0.40675238,-0.8866602,0.87020564,1.6354015,-0.80389297
0.54659414,0.209989,0.8152927,1.4734553,0.4677195
-0.13883477,-0.58699566,0.93758905,1.4939916,-0.12543593
1.1842535,0.09418125,1.105211,1.3940517,0.16559729
0.053049527,0.42349887,1.0096163,1.0104446,-0.4452291
-0.65258926,-0.24666071,0.9244379,0.885508,1.377067
-0.9803754,-0.6357511,-1.7331612,1.0167601,0.1937436
0.21078047,-0.42868814,0.8933117,0.99878204,-1.865213
0.32264155,0.79720867,0.8461537,1.3572783,-0.84102476
-0.72066456,-0.33933735,0.9108265,1.5888953,-1.5826617
-0.22493485,-1.5346625,1.0249645,1.5575467,-0.39500314
-0.83775604,-0.09483472,0.9578619,1.5553724,0.20002727
-0.8279936,0.237576,1.0442841,1.3671397,-0.38109154
-0.41050023,0.1552923,0.91707325,1.144565,-0.12810437
1.5772282,-0.2515263,0.96674037,1.1091774,-0.12773564
-0.55432326,-0.26542085,1.0089178,1.3013291,1.3421563
-0.1416585,-0.3999441,1.0119283,0.8645176,-0.015351239
0.5154562,-0.49925244,0.9741171,1.7497078,0.46617836
-0.662751,-0.27349764,1.0486819,1.390001,-1.4831272
-0.118748,-0.27816743,0.9762194,1.5971844,-1.3439219
1.8924979,-0.861272,0.976654,1.1909039,-0.45471224
1.1943233,-2.4698234,0.9484258,1.0027707,-1.2460464
-0.5598985,0.17294778,0.98835033,1.3309214,-1.4255247
1.477303,-0.044684228,1.054595,1.6534181,-0.4969871
-1.7315122,0.0058268444,1.0330198,-1.7786552,0.651542
0.816788,-0.36586037,-1.2136307,1.4358616,0.6794036
0.8312577,-0.15673044,0.9879453,1.4862432,0.70628285
0.6113153,-0.030607987,0.88843143,1.1685196,0.098965995
-0.11856415,0.24682947,0.841106,0.96152884,-0.3177029
-0.47853804,0.51350564,0.9084197,1.0491188,-1.1970288
1.0681338,-0.015071226,0.86269194,1.3479921,-0.07972957
-0.37138486,0.482735,1.0464785,1.5005877,-0.14097595
0.20644794,-0.12372756,0.9625782,1.468538,0.44477823
0.8202794,-0.08719792,0.97538,0.8454957,0.33344784
0.99489605,0.6318421,0.784799,0.8879787,-0.89638174
0.67444485,0.41985935,0.8959381,-0.7979456,0.31625697
-0.38836026,0.19435711,0.9734972,0.87125903,-0.92457646
-0.5274721,0.37938437,0.7878709,1.156616,-0.72587
-0.59780264,0.5233022,0.5745362,0.06596851,0.46109682
-1.5835291,1.3587089,0.255841,0.15311679,1.1077658
0.09057873,1.4282333,0.35963348,0.47388822,-0.06706076
-0.4585558,0.79288125,0.37309897,-0.046678115,-0.4583704
-0.1800376,0.6534351,0.45760182,0.9412185,-0.13183226
-0.18535654,1.0314411,0.607605,0.62755597,-0.013230023
0.0411803,1.4784743,0.4728129,0.29759255,0.4905365
-0.4555211,1.0631479,0.6711863,-0.036764637,-0.52191925
-0.5536382,0.44775528,0.72520065,0.83410794,0.53173393
-1.1173004,0.71877813,0.73741984,0.7874394,-0.09927649
-0.25802365,1.3711406,0.71184486,0.51707363,0.31787965
-0.6941597,-0.13841437,0.7804855,1.2681599,0.30449343
-0.016021175,-0.48531258,0.8818791,1.1760544,-0.24125351
-0.060525864,0.028215185,0.88098204,1.213493,-0.15979254
0.24293269,0.29907843,0.8173902,0.9548522,-1.0191966
0.31874722,0.8551056,0.8239991,0.6746564,0.38248044
-0.9129279,-0.36930317,0.97327507,1.2111609,0.9430912
-0.2130511,-0.51251626,0.910166,1.4721823,-0.6661889
-0.11503615,-0.25728706,1.0321774,1.1129143,-0.96420145
-0.77909726,1.1612889,1.126202,1.2210013,1.2396739
-0.59828043,-0.24683806,0.952163,1.12923,0.23722833
-0.46207324,0.3197607,0.9807437,1.134233,-0.13955036
-0.6383408,-0.68213785,1.1666616,0.9905418,-0.59403896
-0.3015509,-0.7972794,1.0838889,1.5129563,1.3750612
-0.3977124,-0.4129137,1.0680357,1.5504539,-1.0210825
-1.6474832,-0.9052883,0.93926215,1.4525738,0.023805974
0.79023737,-0.1840246,0.97740954,1.2128583,0.486013
-1.3795139,-0.21148856,1.0600682,1.3692708,-0.4874526
-0.52276677,0.24374913,0.9887604,1.3164197,-1.1161561
0.8090705,-0.03191442,1.1341575,-0.5321704,-0.3612252
0.32578656,-0.27754748,1.1989532,1.0447735,1.1999174
-2.2589858,-0.9686229,1.341702,1.3185333,0.29920217
-0.25122502,-0.41447762,1.0193543,1.3763404,1.1753677
0.69780546,-0.290115,1.0654168,1.0514712,0.33826184
-0.4361231,-0.22218491,0.9438029,1.3583306,-0.0039684437
-0.41847023,-0.06984483,0.96320146,1.4827915,-0.10862276
-1.2746304,0.111431874,1.0369927,1.0566225,2.0215878
0.44425678,0.059224054,1.0574473,0.66282535,-0.5281147
-0.59997493,0.3050912,1.215058,1.8764657,0.34615314
0.8945821,1.9463788,1.1387285,1.5487708,1.2385358
