Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
0.0020249183894598794,-0.0022426350203473278,-0.0012163870359888245,0.0010819786790051953,0.000930063578824194
0.0015944820936257787,-0.0030028288843770637,-0.0008688064428328645,0.0019036850315622253,0.0015496438028120688
0.002170420548462229,-0.002489000965930792,-0.001698368197015968,0.0002768382958460343,0.0006813601477116294
0.0019129635667754128,-0.0032903445704858285,-0.001631333008744529,0.0007756411001686272,0.001174409691408705
0.0015205187337728819,-0.003768307762461882,-0.001248538056385708,0.0015195835753739945,0.001498095825549009
0.002124569667738794,-0.0029648056671191868,-0.002113893446111814,-0.0003984441644902978,0.0006029818680434176
0.0018899800620985252,-0.0037929424408141726,-0.002174187981430901,-3.078446027455858e-05,0.0009622542487290742
0.0016325995927491464,-0.004396591239659969,-0.0020432989626286524,0.0004504809616047649,0.001309978702952389
0.0013139777101432186,-0.004549314295577811,-0.0016041501405886366,0.0011068857740277934,0.0014795210558707994
0.0018710596278287842,-0.0021715514976074412,-0.0017267369930975094,-0.0010866805645669564,0.00026012998008879653
0.001997576637769297,-0.0026450448207902583,-0.002093619945615673,-0.0010868451683141327,0.00038714295367445526
0.0020121574962669976,-0.0033478760906805265,-0.0023851706752666202,-0.0009394031485283986,0.0005682041959630403
0.0018673891930522878,-0.004169141920698502,-0.0025483487206888577,-0.000621605332283407,0.0007907456598528754
0.0016299335273843147,-0.004845307132940338,-0.0025429464454680257,-0.0002106656299044341,0.0010411879694276931
0.0013931023697483112,-0.005227544480001277,-0.0023606157896978596,0.00023919424280343567,0.0012878974087472824
0.001119678009945673,-0.005148467779421479,-0.0018834677561942498,0.0008004827192588823,0.0014217048075760483
0.0006333264011722129,-0.002726480240989696,-0.0009944013151829364,-0.0005336033994854996,0.00044381382948707537
0.001024924086557618,-0.002770089929814744,-0.0014528238926973635,-0.0009568782104586157,0.00023229273805849932
0.0013651627205619027,-0.0029814310179078645,-0.0019142377999820585,-0.001154150982770373,0.00018375737747556426
0.0016415695721392037,-0.0034680748213949866,-0.002327218898230018,-0.0011799702898585428,0.0003145772923487945
0.0017580302683544938,-0.004236246293961179,-0.0026496722870138776,-0.0010028563776964944,0.0005442253238553412
0.0016442388499108024,-0.004978129528847114,-0.00277055528081734,-0.0006355525065546086,0.000782844052970414
0.00142931044013615,-0.005453319030688224,-0.0027132544650067657,-0.00023691497312428232,0.0009948556852672858
0.0012218621831622152,-0.005679932924310172,-0.002527605083605897,0.00013751088184383602,0.0012009827447119756
0.0009526637085868182,-0.005495307962919787,-0.0020497499213991944,0.0005993896082620916,0.0013410784528726366
0.000132047401253472,-0.003192421233681585,-0.0009941910088648045,-0.00020169221559054762,7.521758213660618e-05
0.0005399367228508123,-0.0032066607263422165,-0.0014247580874428333,-0.0007056583469812587,-0.00012329774616937693
0.000960050275142828,-0.003436799475973845,-0.0019019392471646913,-0.000971028378934959,-0.00013015153027428329
0.0013163894805037133,-0.004005678260372386,-0.002359135351010807,-0.0010296845685596428,8.087288546658427e-05
0.0014831853601915766,-0.0047837467402735085,-0.0026951809414990703,-0.0008634363844183023,0.00040547693086282697
0.0014134846407033274,-0.005380373049874119,-0.002793307085891926,-0.0005394790738134884,0.0007038398135993853
0.0012566666235346647,-0.005705998339904172,-0.0027410832032709435,-0.00022577579055665093,0.0009344996258198539
0.0010842724369630572,-0.005848912598949845,-0.002581869635764478,5.754379069045003e-05,0.0011413978035633187
0.0007927126077376721,-0.005587598383856232,-0.0020966907818889026,0.000442072221954978,0.0012757367110144936
0.0001837420838671109,-0.0035695334257503323,-0.0013281427562651699,-0.00015545471150317777,-0.00048654713134849874
0.0006188996540351529,-0.00384436149145592,-0.0017933047120035814,-0.0005038643706623774,-0.0003958015635709551
0.0009977974848833161,-0.004390286501576945,-0.002249351973408623,-0.0006643540611192838,-0.00010071415741024308
0.0012061160643127417,-0.005053426931924584,-0.002596439673369459,-0.0006394949240964552,0.0002891522411274316
0.0012148382786488746,-0.005555840569559216,-0.00274979307774644,-0.00048041605940551095,0.0006480785392371327
0.001121199889193677,-0.005830922698422777,-0.0027518805432746245,-0.0002896323757123847,0.0009350489682969116
0.0009593569422457811,-0.005886586486848116,-0.0025907832082283327,-7.537765317555379e-05,0.001165479658540375
-7.575257233376526e-05,-0.0038954968686853537,-0.0011830045951216328,0.0005933565420884459,-0.0006365964468910805
0.0003717201513603322,-0.00416323795735712,-0.00161708609435926,0.00015127244321524883,-0.0004713172029985877
0.0007648995865382674,-0.004590736169821162,-0.002046965426901651,-0.00018178046572957685,-0.00013444697341851632
0.0010035245336391986,-0.005112404846778043,-0.0024147847198447737,-0.0003913278258175537,0.00028171450927830656
0.0010554766892911665,-0.005571156418106406,-0.0026461826892877635,-0.00046242713576984877,0.00070159431585525
0.0009760456881670404,-0.0058181959566877975,-0.0026926591700116437,-0.0004141985933244652,0.0010684463390120585
0.0007997918178848083,-0.005767756716782744,-0.002494551040005502,-0.00024436113886297886,0.0013191174320511933
-0.00021530048095408223,-0.004057936274031007,-0.0009899574748120006,0.0012464610924030816,-0.0003796509410202965
0.0002623811659216448,-0.004321623395033194,-0.0013976498618599577,0.0007570109508194449,-0.0002097172416316628
0.0006720444396172484,-0.004659438542414345,-0.00180013094039974,0.0002822742905769656,0.0001376560333104423
0.0009029399724720259,-0.005075993343399586,-0.002166609361544001,-0.0001268720851305594,0.0005797046486293767
0.0009200786138333684,-0.005459870309847296,-0.0024140591915253334,-0.00039642406615351017,0.0010568323953479728
0.0008021674553295122,-0.005622413850592135,-0.00245059606778741,-0.00047577534998881544,0.0014619470618265518
0.0002887390017597262,-0.004444902689735126,-0.001137867106342639,0.001085207217227071,0.0010426344801954903
0.0006826677108593999,-0.004740401450318301,-0.0015062516232633247,0.0005778978593254312,0.0012828824800690587
0.0008647323459478877,-0.005044006693891941,-0.001833596546514374,8.995154268324913e-05,0.0016062746151321082
0.0008225157277139344,-0.005279222837030859,-0.0020381773394160157,-0.00026735697701093153,0.0019493023625328106
0.0006916205638432804,-0.004161973986801437,-0.0009672032684772159,0.00041372572914525116,0.003652533134178578
0.0006994679421618501,-0.0023888377745369324,-0.00014608130067550335,0.0020671555855971096,0.0018838160090712142
0.0011781039397548096,-0.002929636911777275,-0.0005583533717605821,0.0021594991275552646,0.0018814927019505528
0.0003375121015011426,-0.0030376550721635726,0.00015005378322987962,0.002804304571623186,0.0023309886236901624
0.0019025235571109313,-0.002936040695440643,-0.0014315946199743464,0.0009712982990714454,0.001165074704654675
0.0013668176560631521,-0.0037055115909714878,-0.0010256256477228795,0.0018772546193096314,0.0018722773121104385
0.0006476609813267555,-0.003564947360385062,-0.0002255377679418195,0.002713262290550011,0.0020783256526073434
0.001935064865946231,-0.003223172962606439,-0.0018976371811167832,4.349983928606811e-05,0.0008481484872504652
0.0015997984510122678,-0.004118502284340181,-0.0018600753217305034,0.0005275951033884394,0.001424709007849712
0.001219935751805092,-0.004605126990586991,-0.00148189207836552,0.0013148507247626353,0.001844506280301835
0.0007099131212242998,-0.004126083469959649,-0.000635374531225632,0.002231997621505254,0.0017834356388964987
0.0018764262118562427,-0.003550117713341563,-0.0021977843785735054,-0.0006049340894834521,0.0006214342426369195
0.0015216648884324375,-0.004481042916326704,-0.002302491571198879,-0.00026274935339826074,0.001042886074440289
0.0012214076736431106,-0.0050411927069968585,-0.002187260959865337,0.0001641398994606812,0.0014245701317252462
0.0009706322594901627,-0.005208958223408826,-0.001810997068160166,0.0007848989206437416,0.0016776785682374687
0.000630364893037313,-0.00455227460511717,-0.0009734362084440715,0.0016394138442492776,0.0015655492708681914
0.0019030197456098707,-0.0026437610719886036,-0.001873244809610873,-0.0012524660237226498,0.00012108473395410418
0.0018279576874764033,-0.0036970427093613104,-0.002332358289937616,-0.0010996994904943832,0.0003915761792892719
0.0015477298631850528,-0.004658103359643671,-0.002550310220287416,-0.0007444763684019112,0.0006798049450174097
0.0012339500759322674,-0.0052539275124536,-0.0025402939253376155,-0.0003527818909071767,0.0009545961399026872
0.0010018450322956147,-0.005533973861046662,-0.0023856142379940688,7.85473739600877e-06,0.0012129032180497195
0.000804940277915084,-0.005542499636775249,-0.0020275218204949762,0.00047101230809925974,0.0014264589740598911
0.0012644682649708206,-0.0028123586046637683,-0.0015965906684503614,-0.0012733647536447425,-0.0001455050805365616
0.0014795150703360465,-0.003603029121619822,-0.002145265041129309,-0.0013008076882217185,8.197571771411111e-06
0.0014596309465447245,-0.0045127017766221,-0.002507210558448479,-0.00103429877754952,0.0002764475390691487
0.001242900940824919,-0.005131688170178019,-0.002588771234534603,-0.0006202380892458118,0.0005370816596296733
0.0010260048203127533,-0.005445323208446661,-0.002533262180358602,-0.0002850223044124165,0.0007470295946960089
0.0008661934770223547,-0.005644969901424029,-0.002429394516839318,-4.00358199999132e-05,0.0009547739026326708
0.0006791483152878238,-0.005691415364948305,-0.0021423266896387354,0.00027891401094738905,0.001181373580798946
0.0003724234669745364,-0.0030308871206027785,-0.0010730764289252378,-0.0006162549123185718,-0.00040445062430425477
0.000729247303860648,-0.0034420960200535733,-0.001609133428825153,-0.0009480214733840914,-0.0004966306349440812
0.0010095017867360716,-0.004161572171488721,-0.0021199412431499743,-0.000989748077839617,-0.00027568285962486296
0.0010717639036773316,-0.004849917085975071,-0.002413346238600772,-0.0007590595439747095,7.518146076124807e-05
0.0009717375892751203,-0.005219877818833447,-0.002467515255469924,-0.0004546861346356759,0.00036693521516563367
0.000859170758170089,-0.005423422944466683,-0.0024520045727608884,-0.00024881006474272515,0.0005714271790428446
0.0007523433657559903,-0.005630082350864387,-0.0024183467735868253,-0.0001262406473153915,0.0007709778354609683
0.0005473902761489318,-0.00571559443831591,-0.002180808729798377,7.462158932124064e-05,0.0010185982071917448
-0.0003892623306959294,-0.0033040022333677456,-0.0005705131176912194,0.0007547705544998473,-0.0006160659007337426
-0.00011803199579670095,-0.0034675967287822553,-0.0009324794400916947,0.00020174878322957527,-0.0009428992825344816
0.00025906243552224707,-0.0038780726169321453,-0.0014400359647182724,-0.00022757839921435407,-0.0008818093007147308
0.0005888503494598289,-0.0044493295415195516,-0.0019221140642191597,-0.00044818505713029613,-0.0005365893656507436
0.0007562673947926257,-0.004949646706428668,-0.0022397252131723506,-0.00047368658286963333,-0.0001247910835113065
0.000783982937350624,-0.00526347842433453,-0.0023882340567572173,-0.0004109447374480466,0.00020368219533870358
0.0007526297273047558,-0.005477391248954981,-0.0024577046426490124,-0.0003709006357578922,0.00045095449811588593
0.0006655576362707348,-0.005667411242720154,-0.0024583518071864883,-0.0003622273003602067,0.0007049819341068901
-0.0008141025989932041,-0.003417566219931332,-0.0002995598753208352,0.001743657605303004,-0.0011987184028911825
-0.0004896090295753677,-0.0036985001903529556,-0.0006683640675946196,0.0012731725489266055,-0.0013722523037899082
-6.707424495245558e-05,-0.004094698185413624,-0.0011631622743052815,0.0007183890537072752,-0.0011628128385056083
0.00031287549076795953,-0.0045125690339499645,-0.0016460850662563993,0.00020925754506337553,-0.0007498472360083757
0.0005608777881515799,-0.004911061200552652,-0.0020432087837519383,-0.0001863991793118067,-0.0003213385556688184
0.0006744086769768148,-0.005261132109908707,-0.0023323711200175317,-0.0004644653308312217,6.0681886271741106e-05
0.0006840278081168779,-0.005519536355039128,-0.0024976274468203595,-0.0006559438105827811,0.0004300524284987453
0.0005869780072950249,-0.0056335435224928836,-0.002481484268357412,-0.0007488988547671727,0.0008317931317616833
-0.0011400534202635896,-0.0033132969798154548,3.8485662158269034e-05,0.002536561455514593,-0.0013643672061882123
-0.0007247128417985142,-0.0036808004416854956,-0.00035087686149468637,0.002199526004068505,-0.0014904838632679783
-0.0002453359623499784,-0.004072022736086836,-0.0008335787389339341,0.0016058468882795942,-0.0012560858124615374
0.00017916792025060167,-0.004422890187303165,-0.0013284999341110055,0.0008800167339698226,-0.0008384880842349989
0.00047026374294024487,-0.004781047412312719,-0.0017931425170364466,0.0001561919944602792,-0.00036975435713358526
0.0006083534674433045,-0.005141293160656779,-0.002180267242379391,-0.0004744439436185308,0.00014757423740822248
0.0006112231225268503,-0.0053844459306769624,-0.002391300380948329,-0.0009149325377489716,0.0007346634863141375
0.0005085020902967346,-0.005406288157222906,-0.0023334633966009153,-0.0010777544660521665,0.0013063549144289384
-0.0013126983676908842,-0.0031951039696993073,0.00034673919181720436,0.002924509091979921,-0.0007703373686420106
-0.0008378397312953249,-0.003652986029642869,-5.07340783527645e-05,0.002750871763271088,-0.0009101176854818427
-0.00032407490623505926,-0.0040574992681449385,-0.0005080744324126449,0.002215011067528381,-0.0007329257833757044
0.00012741797950872113,-0.0043856805194691685,-0.0009973744909402564,0.0014005561174961398,-0.0003444286675646655
0.0004368329890189483,-0.0047157120161188965,-0.0014849883613847089,0.00047919965847189174,0.00020240426113249285
0.0005716221389336986,-0.005030466517286641,-0.0018941186083328073,-0.00037855652914388696,0.0008956084660709533
-0.0006475353452528427,-0.0036194533212574437,0.00020897013656326712,0.0025319744762798374,0.0016630400527056057
-0.00019498133050840775,-0.004037682715082197,-0.00018945626912745625,0.0021243712946888444,0.0017115201575014034
0.00018926489585145904,-0.004333952105491089,-0.0006341392015064846,0.0013961344459428049,0.0017977970710904042
0.0004561102993712676,-0.004581036868489506,-0.0010864165668146941,0.00051370063854313,0.0020680182963585263
0.0002220711122959552,-0.0026280944084158308,2.1298973708026238e-05,0.0007317232761521162,0.004450218413965222
0.0003791604566311405,-0.0031058123638266206,-0.0002498413411207282,0.000521393844253471,0.004303491344626266
0.000999453332784388,-0.0031436583930037356,-0.000554818981358247,0.002078266157998721,0.001964816548197388
0.0016279864652399454,-0.003507438246927796,-0.001477245304801415,0.0008500104750312046,0.0013699397979991925
0.0010882964006418124,-0.004136461065897694,-0.0010365647185663722,0.0018115899166080186,0.0021045933378850278
