Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,-0.001530092,0.042075608,-0.0051667523,-0.0025190103,-0.015724758,-0.0024607403,-0.011399236,0.02146498,0.015661266,-0.0019913283,-0.024908751,0.013909143
rigidity_right,-0.007886425,0.009472432,0.01478324,0.016079275,0.053225946,0.008949628,0.018460564,-0.015379961,-0.0046333154,-0.0013319134,-0.008415934,0.010364605
tremor_rest_left,0.021477744,-0.012532927,-0.020010155,-0.0031172424,-0.10210007,-0.009925186,-0.0018540402,0.023839347,0.033096794,0.056423515,-0.024904909,-0.016481694
tremor_rest_right,-0.042624533,-0.021720532,-0.011290299,-0.025378682,0.04689016,-0.007983406,-0.024334798,0.05098094,0.008337884,0.019155724,-0.026612777,0.0061256494
tremor_postural_left,-0.008568966,0.021189412,-0.030060656,0.0050878725,-0.04775906,0.019278776,-0.013608892,0.019076765,-0.01426882,0.10189375,0.023624586,-0.024303846
tremor_postural_right,0.001303764,-0.01963669,-0.0505641,0.021369666,0.44268277,0.007657621,-0.016818846,0.012378712,-0.03429839,0.02862144,0.0044149505,-0.056347325
bradykinesia_speed_left,0.03365109,-0.007214907,0.0045621754,-0.012842276,0.0034057084,-0.025033241,-0.0067666876,0.0033258614,-0.028523212,-0.027336536,-0.007267077,0.007847282
bradykinesia_speed_right,-0.035304878,0.0034134544,0.017696602,0.0043768096,0.15694188,-8.217732e-05,-0.024105353,-0.006809054,0.0031289556,-0.006866416,-0.00059382763,0.059064265
bradykinesia_amplitude_left,0.006459246,-0.0031167283,0.004503414,-0.018430596,-0.007530031,-0.027508672,0.008441203,-0.00994562,0.0016862716,-0.06398289,0.0054778582,-0.0053793993
bradykinesia_amplitude_right,0.0010541823,-0.0072767297,-0.0073389756,-0.005316005,0.10945515,0.005383433,-0.015264239,-0.0022313914,-0.00976008,-0.03182123,0.02479855,0.02573862
bradykinesia_rhythm_left,-0.006684033,0.013190874,0.014774667,-0.029157361,-0.0010504834,-0.009438099,-0.02254344,0.00906453,0.0017575393,-0.06897875,0.002585244,0.0062143537
bradykinesia_rhythm_right,0.008576895,-0.021419065,-0.01248498,-0.017080748,0.101168625,-0.020627625,-0.019301862,-0.007602902,-0.028588647,-0.13667466,0.028563412,0.026885528
mirrormovement_left,-0.01913523,0.014282135,0.020109206,0.39821693,6.9332404,0.06380205,-0.043945953,-0.02632296,0.028995307,0.005777712,-2.670838,0.0015593343
mirrormovement_right,-0.057375353,-0.015561288,0.015854213,-0.066520095,-1.0145918,-0.0027980302,-0.03394214,0.08963489,-0.002388832,-0.5415666,-0.105786264,0.0025484315
