Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v28,-0.49589947,-0.2922666,-0.9824242,-4.624366,-1.4067338,0.15234599,-0.003922736,-21.268353,-4.805775,-0.22575095,-10.990111,0.84557474
volume_sn_voxels::v29,1.830782,0.08502807,-0.97706795,-5.51021,-1.0652269,0.38243544,0.02069928,-15.789912,-3.1113944,-0.56111246,-9.436678,0.89218163
volume_sn_voxels::v30,3.0116522,-0.25287008,-1.0223284,-6.771265,-0.90072566,0.6778526,0.0636365,-9.273028,-1.2973576,-0.7526524,-7.2086563,1.1438657
volume_sn_voxels::v31,-2.4967887,-0.98861444,-0.8879203,-7.8350563,-0.92913055,0.9337209,0.16075413,-3.096339,0.24807507,-0.89038396,-5.278718,1.3928832
volume_sn_voxels::v32,-4.966182,-2.0746691,-0.6740647,-8.181858,-0.8008898,1.1031876,0.020172272,3.6068466,2.0494962,-0.81782115,-3.7352617,1.7133689
volume_sn_voxels::v33,-7.517021,-3.0430703,-0.20583369,-6.9033594,-0.0017849333,1.0900213,-0.3273053,21.656488,3.757998,-0.5531629,-0.7287287,2.068024
volume_sn_voxels::v34,-13.456375,-0.42033046,-1.4432747,-4.192462,-2.770827,0.023993885,0.37749127,-13.775527,-8.56509,0.1768181,-6.8712,-0.2019523
volume_sn_voxels::v35,-3.5634074,0.060950343,-1.2354363,-4.492046,-2.2450862,0.06162715,0.050741557,-16.694666,-7.085618,-0.05203744,-8.38758,-0.1669859
volume_sn_voxels::v36,1.910159,0.2417376,-0.9802477,-4.9215345,-1.5522741,0.19734104,-0.039356656,-15.162932,-5.4635086,-0.35114974,-8.410934,0.14970452
volume_sn_voxels::v37,1.7241588,0.3719715,-0.83417803,-5.9099994,-1.2214918,0.3877086,-0.053372905,-10.715761,-3.6680653,-0.62175363,-7.475451,0.35078952
volume_sn_voxels::v38,-0.5746119,0.2752564,-0.714829,-6.909264,-1.1371845,0.6528375,-0.04684937,-4.7861977,-1.6303077,-0.85199326,-5.3938346,0.561684
volume_sn_voxels::v39,-3.3143737,-0.46988067,-0.43016738,-8.078624,-1.0818464,0.9340557,-0.09386137,-0.87523496,-0.119784035,-0.89344335,-3.9697864,0.95510286
volume_sn_voxels::v40,-8.796769,-1.3959811,0.0008378622,-7.5695095,-0.7652388,1.009515,-0.2970884,5.900351,1.2889093,-0.6861234,-2.0603752,1.3557342
volume_sn_voxels::v41,-6.526074,-0.66187996,-1.3372777,-3.7690845,-2.8106122,0.07882029,0.204825,-5.450596,-8.140744,0.2117347,-5.1068635,-1.8381745
volume_sn_voxels::v42,-2.2083483,0.16641253,-1.355612,-4.7607303,-2.6103394,0.13203937,0.025533129,-9.910191,-7.692801,-0.08046633,-7.0781407,-1.8701184
volume_sn_voxels::v43,-1.0162416,0.2412387,-1.0799929,-5.435989,-1.9985887,0.22281814,-0.084104106,-10.830742,-6.1694207,-0.40683484,-7.7293243,-1.2452828
volume_sn_voxels::v44,-2.5909529,0.36759874,-0.57544065,-5.7980194,-1.3988936,0.36762586,-0.20772536,-8.257281,-4.013234,-0.5233854,-6.5149455,-0.6536845
volume_sn_voxels::v45,-8.649653,0.074808694,0.048335206,-7.330653,-1.3384213,0.61086756,-0.326598,-5.898609,-2.421749,-0.7872303,-5.910611,0.016377646
volume_sn_voxels::v46,-9.939977,-0.49443862,0.43084,-6.652367,-1.0880376,0.71032715,-0.395607,-0.872283,-0.42691508,-0.6322239,-3.138468,0.74989814
volume_sn_voxels::v47,-23.144976,-1.4858652,1.0677115,-6.3148303,-0.84245783,0.8310883,-0.6077723,5.7644534,0.83623767,-0.4270731,-1.3207985,1.1681961
volume_sn_voxels::v48,-15.082401,-0.82633185,-1.2068214,-3.2222993,-2.8622177,0.16029707,0.21857776,-2.3979638,-7.547749,0.24513589,-4.5086217,-2.8444738
volume_sn_voxels::v49,-7.460004,-0.19698729,-1.1373127,-4.124264,-2.5321643,0.15453966,0.04814496,-5.4777575,-6.983039,0.013984552,-6.0461326,-3.0252104
volume_sn_voxels::v50,-14.187686,0.35689995,-0.85975134,-5.3722916,-2.1162755,0.2705234,-0.0706549,-7.308236,-6.2226334,-0.27619925,-6.998059,-3.033169
volume_sn_voxels::v51,-18.296324,0.12853561,-0.04267251,-5.851203,-1.665587,0.37084305,-0.24388994,-6.647188,-4.2534657,-0.4866238,-6.512168,-1.9757658
volume_sn_voxels::v52,-30.604103,-0.31432366,0.96845496,-6.452454,-1.492329,0.5406632,-0.44123036,-3.7543192,-2.3642898,-0.55669826,-5.1115108,-0.7996601
volume_sn_voxels::v53,-41.382263,-1.3600494,1.8941305,-6.4955907,-1.2759203,0.69579315,-0.7040482,-0.6749782,-0.57366025,-0.46201938,-3.1000009,0.25884998
volume_sn_voxels::v54,-51.324383,-0.29720196,-0.88819474,-3.49787,-2.555046,0.2956934,0.18507667,-2.9349933,-6.345538,0.2034229,-4.3334928,-3.8384938
volume_sn_voxels::v55,-57.946438,0.15069874,-0.52686244,-4.614496,-2.109166,0.4170338,0.061692156,-3.512633,-5.405405,-0.081808314,-4.9950666,-4.0028853
volume_sn_voxels::v56,-66.83554,-0.050234016,0.45640308,-5.6367173,-1.8335668,0.5150065,-0.17618282,-3.9020061,-3.9278874,-0.3186734,-5.0463767,-3.327182
volume_sn_voxels::v57,-72.20919,-0.57892096,1.3915675,-5.805555,-1.4919996,0.6152159,-0.43199033,-2.180455,-1.8006184,-0.25688666,-3.2973843,-1.7163389
volume_sn_voxels::v58,-156.55109,0.31891838,-0.4351015,-3.9826086,-2.6349769,0.7730629,0.28785926,-3.2282126,-4.6573896,0.03886496,-1.4875959,-4.8504853
volume_sn_voxels::v59,-3.3846114,-3.0077677,-1.08178,-0.7454106,-1.2743901,0.09215567,0.006737892,10.25933,2.9713385,-0.09744087,-15.548245,-2.9112146
volume_sn_voxels::v60,-3.0621452,-2.8711503,-0.59292614,-1.3425808,-0.6508404,0.16200708,0.23476377,10.441723,2.1156583,-0.3339984,-13.646322,-1.8769156
volume_sn_voxels::v61,-8.234281,-3.5094323,-1.015173,-0.61411947,-0.9222165,0.333483,-0.11156709,42.98276,2.5701826,-0.6160168,-8.774124,-2.3173213
volume_sn_voxels::v62,4.115879,-3.692321,-0.3534743,-2.9747584,-0.37483934,0.15823111,0.43373334,-12.053977,2.6979442,-0.17089276,-17.922056,-0.48659247
volume_sn_voxels::v63,-0.75245106,-4.174685,-0.32860616,-2.770709,-0.58569956,0.29675815,0.3893015,8.425178,3.084979,-0.5484811,-14.37641,-0.64960873
volume_sn_voxels::v64,-1.0720346,-3.3317316,-0.5187339,-1.4363711,-0.2862794,0.37022033,0.13542747,34.380962,2.2380679,-0.70532054,-5.6236873,-0.67449427
volume_sn_voxels::v65,5.5490475,-3.8067355,-0.33606663,-3.7383833,-0.34144428,0.17786917,0.17092897,-25.11143,2.718395,0.02302111,-18.281563,0.5210745
volume_sn_voxels::v66,2.5643737,-5.4200473,-0.21249034,-4.8606052,-0.6163718,0.39392287,0.25267872,-18.267065,4.2787433,-0.4339965,-18.135605,0.87392414
volume_sn_voxels::v67,2.433939,-6.261297,-0.23377463,-5.0150695,-0.58477235,0.5817503,0.2451071,4.686678,5.140522,-0.8419342,-14.594406,1.0812716
volume_sn_voxels::v68,1.7350208,-4.6298704,-0.27279797,-2.7708814,0.18448573,0.532348,0.050946448,33.511528,3.6291993,-0.8227279,-4.5736313,0.7706916
volume_sn_voxels::v69,3.0532527,-3.0383198,-0.6352489,-4.416249,-0.44565248,0.20042619,0.10573054,-29.49494,1.3840398,-0.13800612,-17.106306,0.99358904
volume_sn_voxels::v70,4.6927376,-3.6262915,-0.3556971,-4.8395185,-0.68613976,0.39371374,0.058682647,-23.162254,2.461908,-0.284067,-13.638825,1.2498074
volume_sn_voxels::v71,-1.1648327,-4.866639,-0.27126023,-5.716601,-0.73529124,0.59178686,0.050168823,-15.589651,4.0511975,-0.54042,-11.967717,1.7275887
volume_sn_voxels::v72,-1.1115334,-6.520023,-0.090027526,-6.4305925,-0.5579025,0.80997896,-0.004442584,1.3626668,5.716001,-0.84050447,-10.206715,2.1729028
volume_sn_voxels::v73,4.299947,-5.4794936,-0.036144074,-4.098043,0.60162437,0.7018547,-0.10174744,30.666563,4.8583136,-0.8619986,-2.802677,1.8530154
volume_sn_voxels::v74,0.49646556,-0.9502013,-0.81317973,-3.6398864,-0.38580427,-0.08572642,0.16528724,-26.202084,-1.5816048,-0.0906704,-15.213375,0.5459353
volume_sn_voxels::v75,4.5980735,-1.3976526,-0.91419685,-4.7392354,-0.693286,0.15723912,0.16682017,-26.398035,-0.8200812,-0.31592932,-14.586368,1.1153283
volume_sn_voxels::v76,6.814694,-1.5800555,-0.7721076,-5.2219157,-0.6789699,0.37567312,0.17416115,-19.889185,0.4733242,-0.46187964,-10.8136425,1.239988
volume_sn_voxels::v77,1.9274455,-2.5122025,-0.6682343,-6.381153,-0.8447657,0.6510171,0.18616371,-15.83304,2.0166028,-0.68623537,-8.556369,1.5971854
volume_sn_voxels::v78,-0.042136494,-3.8865511,-0.3096928,-6.983917,-0.77199304,0.8383365,0.09358224,-9.339568,3.6807423,-0.779366,-6.652766,1.9729022
volume_sn_voxels::v79,-3.7156312,-4.9145455,-0.10237262,-6.5643563,-0.32120413,0.8920415,-0.053761836,3.021459,4.6855526,-0.777257,-4.747844,2.3167553
volume_sn_voxels::v80,-11.879116,-0.31588933,-0.5450065,-3.6886637,-0.8440788,-0.20167604,0.3574274,-22.191048,-4.0011024,0.039027788,-11.472478,0.41090223
volume_sn_voxels::v81,-1.1078929,0.034815777,-0.89168096,-4.332072,-0.8501961,0.015924599,0.2118707,-18.819986,-2.9412708,-0.30511144,-10.6101265,0.5807065
volume_sn_voxels::v82,0.38002425,0.24960628,-1.1950427,-5.838666,-0.8874382,0.30877024,0.29381645,-15.991995,-1.7046425,-0.6165041,-9.277453,0.7741918
volume_sn_voxels::v83,2.249178,0.08191071,-1.021508,-6.5286465,-0.8275737,0.5983347,0.3241717,-8.072687,-0.0025001357,-0.8065435,-5.3953166,0.9341466
volume_sn_voxels::v84,2.186452,-1.0433329,-0.9819281,-8.425624,-0.8052133,0.9699034,0.430247,-5.04144,1.7223986,-1.0677313,-2.9859617,1.5010703
volume_sn_voxels::v85,-0.112837784,-2.1585944,-0.6658661,-7.9528995,-0.6786089,1.0101305,0.27657965,-0.9872427,3.110303,-0.97755754,-1.5897433,1.7381506
volume_sn_voxels::v86,-0.5586863,-3.7549722,-0.38749576,-7.8674016,-0.41872695,1.0779886,-0.008389076,7.3481026,4.425723,-0.9250999,-1.3584089,2.2924037
volume_sn_voxels::v87,-24.081696,-0.14638263,-0.6362251,-3.373132,-1.3576381,-0.1552661,0.6532533,-13.336224,-5.989949,0.23968105,-5.5683928,-0.058883525
volume_sn_voxels::v88,-7.02122,0.40207773,-0.8878258,-4.339199,-1.4390081,-0.10332982,0.33832446,-15.721975,-5.565433,-0.0936168,-7.4009624,-0.03959266
volume_sn_voxels::v89,1.5675396,0.8673449,-1.0724282,-5.2704315,-1.1195384,0.12215592,0.24461868,-12.578466,-4.2986484,-0.49193412,-6.818611,0.114462815
volume_sn_voxels::v90,5.692306,1.1214145,-1.213463,-6.151444,-0.9005901,0.38761315,0.28728795,-5.7787313,-2.0814927,-0.8040125,-4.1020923,0.19403538
volume_sn_voxels::v91,3.268254,1.2016376,-1.471845,-8.876078,-1.131862,0.8524208,0.55458087,-1.914184,-0.45753643,-1.2924012,-1.6261518,0.4888294
volume_sn_voxels::v92,4.607451,0.5671072,-1.3702563,-10.403779,-0.90128934,1.2090539,0.63409156,0.9298458,1.260009,-1.472847,0.496425,0.98122996
volume_sn_voxels::v93,-1.5226967,-0.8078208,-0.86334974,-9.536599,-0.78787094,1.2065514,0.35710514,4.269318,2.6316211,-1.1808517,0.90141004,1.4893087
volume_sn_voxels::v94,-2.335756,-2.4015727,-0.42948082,-8.700103,-0.5829825,1.1746545,-0.049518373,15.793554,4.005295,-0.95173556,1.1864768,2.0503683
volume_sn_voxels::v95,-33.950455,-1.4365362,-1.0839609,-3.3497727,-2.2765815,0.07273409,0.99157107,-3.4390152,-8.366585,0.6255423,-1.0487528,-0.82078016
volume_sn_voxels::v96,-7.1070623,-0.27006105,-0.9663401,-3.5091708,-1.752614,-0.06951556,0.4968832,-6.2042065,-6.825132,0.120270886,-2.3635683,-1.2821233
volume_sn_voxels::v97,0.5865472,0.33107546,-0.91084445,-4.2188168,-1.4332325,0.010985109,0.21617727,-6.5760603,-5.734033,-0.20224823,-3.0704627,-1.2476802
volume_sn_voxels::v98,5.7999973,1.460929,-1.060368,-5.498621,-1.0577459,0.17366453,0.14162415,-5.494329,-4.6054635,-0.5604548,-2.9360888,-1.3583746
volume_sn_voxels::v99,6.417666,1.6396627,-1.1392437,-6.877704,-1.054201,0.4363896,0.24478571,-1.5477498,-2.7766373,-0.9251845,-1.6115851,-0.96784765
volume_sn_voxels::v100,7.786772,1.927939,-1.2861454,-9.7666645,-1.4043005,0.861496,0.4107594,0.091284275,-1.1132077,-1.4044545,-0.032528542,-0.54116887
volume_sn_voxels::v101,1.2249606,1.3236783,-0.9597755,-10.453558,-1.2644478,1.0885884,0.40257594,2.5200946,0.27825665,-1.4856704,1.2528684,0.43015444
volume_sn_voxels::v102,-3.9854512,0.20215712,-0.49116597,-9.64705,-1.1277685,1.1170958,0.14544396,6.4115076,1.646704,-1.1438401,1.3528628,1.0932609
volume_sn_voxels::v103,-7.487929,-1.6187642,-0.82515997,-2.4771383,-1.9518213,0.07733651,0.5463607,1.2913178,-7.2432127,0.49738476,-0.33234778,-2.101911
volume_sn_voxels::v104,0.12194765,-0.70305824,-0.92250186,-3.3239043,-1.8821522,0.025447436,0.27371374,-1.9151291,-6.9417524,0.25225884,-1.1401783,-3.210264
volume_sn_voxels::v105,3.2756753,0.62320906,-1.063334,-4.4425626,-1.5399783,0.09607871,0.12168362,-2.6130698,-6.168252,-0.17038316,-1.7195485,-3.744238
volume_sn_voxels::v106,5.7831903,1.8727031,-1.1280435,-5.9252944,-1.5392365,0.2135637,0.06957116,-2.4992268,-5.253564,-0.5928946,-1.972973,-3.931807
volume_sn_voxels::v107,5.965013,2.1221442,-0.823583,-6.5644116,-1.4315618,0.34486806,0.053987965,-1.2554212,-3.2713556,-0.8326517,-1.3597841,-2.8721788
volume_sn_voxels::v108,-1.0840302,1.9846201,-0.35690236,-8.673557,-1.5283343,0.5958697,0.08675944,-1.1518703,-1.9505138,-1.1165895,-0.9340655,-1.8395611
volume_sn_voxels::v109,-5.461318,1.3438356,0.023592617,-8.529411,-1.4407108,0.7128175,0.006188725,-0.038786992,-0.4202525,-1.0278534,-0.20471723,-0.18863197
volume_sn_voxels::v110,-16.455593,0.3147646,0.5029522,-7.957681,-1.2825704,0.7874411,-0.33562618,4.0559006,0.5094942,-0.79851425,0.11050753,0.887047
volume_sn_voxels::v111,-5.976867,-2.0279393,-0.7186287,-2.0051222,-2.2689676,0.112342015,0.35344306,3.27643,-7.594421,0.6317006,-0.25620514,-3.480746
volume_sn_voxels::v112,2.959725,-0.9947384,-0.84091717,-2.757539,-1.7042153,0.099801704,0.18931697,0.4611542,-6.384383,0.30015016,-0.80103993,-4.470312
volume_sn_voxels::v113,4.5897427,0.201322,-0.89762354,-3.9673946,-1.5515957,0.14428674,0.12312616,-0.4541474,-5.6522665,0.023858361,-1.1820617,-5.379733
volume_sn_voxels::v114,0.75975174,1.6267967,-0.7697947,-5.5405936,-1.4644287,0.22325788,0.036746625,-0.66154647,-5.082119,-0.39947823,-1.1482383,-6.026732
volume_sn_voxels::v115,0.6817868,2.050792,-0.31029478,-6.4683905,-1.5704584,0.28671438,-0.037630964,-1.652734,-3.627764,-0.6544246,-2.0763428,-4.7762733
volume_sn_voxels::v116,-9.883539,1.5295602,0.5994205,-7.2333236,-1.506959,0.36916924,-0.21653384,-2.0390453,-2.150899,-0.66946816,-2.147342,-2.8403153
volume_sn_voxels::v117,-27.649124,0.66650844,1.4533942,-6.7370563,-1.3256671,0.44476655,-0.3864632,-1.6576649,-0.650517,-0.5553926,-1.2709198,-0.52391756
volume_sn_voxels::v118,-44.562923,-0.38171202,1.9216388,-6.5131783,-1.452308,0.5635949,-0.7115518,2.1621704,0.19425805,-0.36863375,-0.9045129,0.6904269
volume_sn_voxels::v119,-21.793604,-3.0033839,-0.67882884,-1.5556785,-2.9631875,0.14809646,0.3170661,5.495886,-8.202516,0.98073584,-0.29253173,-4.280161
volume_sn_voxels::v120,-15.716789,-1.7566888,-0.63564587,-2.474317,-2.1848922,0.16124985,0.23849341,2.392337,-6.8909874,0.69504994,-0.775834,-5.8794274
volume_sn_voxels::v121,-14.219853,-0.4769015,-0.6292726,-3.589519,-1.7286102,0.20929316,0.20900568,0.256431,-5.4645405,0.21658207,-1.050364,-6.867493
volume_sn_voxels::v122,-17.982897,0.7396553,-0.29552948,-4.364735,-1.3735627,0.217473,0.10238474,-0.29276845,-3.819866,-0.08709953,-1.2981313,-6.6140757
volume_sn_voxels::v123,-33.711063,1.246488,0.53875786,-5.887313,-1.6123704,0.2835981,-0.053099897,-1.2067323,-3.0260055,-0.39180148,-1.8947076,-6.341938
volume_sn_voxels::v124,-52.852432,0.5230346,2.0166526,-6.4565787,-1.662742,0.3401464,-0.328175,-1.867373,-1.620474,-0.43003446,-1.8245999,-4.0236273
volume_sn_voxels::v125,-105.09888,-2.3282723,-0.6818398,-2.2234843,-3.2512968,0.5177034,0.43355674,2.0216448,-7.266193,0.8875332,0.14763902,-6.6924314
volume_sn_voxels::v126,-108.189125,-0.6554424,-0.5010151,-3.3362715,-2.699627,0.5447431,0.38144892,-0.25001442,-5.6279774,0.39413851,-0.14515701,-8.487541
volume_sn_voxels::v127,-95.59021,0.34244177,0.09197551,-3.8111687,-1.7769308,0.45518795,0.16864428,-0.4242231,-3.1596696,0.23585063,-0.52216566,-7.6447678
volume_sn_voxels::v128,-100.73932,0.41735077,1.0046136,-4.6084623,-1.6267363,0.46527818,-0.08092733,-0.82145226,-1.6120511,-0.06411387,-0.5999462,-6.5717654
volume_sn_voxels::v129,-288.8598,-0.4864939,-0.6137421,-2.411592,-4.0177174,1.2317095,0.6844441,-5.3030705,-5.1845026,0.5589515,2.4477773,-7.942493
volume_sn_voxels::v130,-223.75052,0.41417655,-0.12483065,-2.874801,-2.6305516,0.966595,0.31890017,-3.1537988,-2.4048073,0.33573365,1.6034522,-7.215221
volume_sn_voxels::v131,-4.8449116,-2.570154,-0.37753326,-1.3345946,-0.72820145,0.16081224,0.20671213,15.328392,2.8487363,-0.3166623,-13.3719425,-2.124609
volume_sn_voxels::v132,3.3525555,-4.0268173,-0.09315237,-3.363968,-0.4727911,0.16479671,0.39070016,-7.2211657,4.1008,-0.23127042,-17.599466,-0.4592146
volume_sn_voxels::v133,-3.6377661,-4.336852,-0.17771229,-2.9611382,-0.8602387,0.3346682,0.26527792,13.89252,4.205002,-0.5678164,-14.095835,-0.7554971
volume_sn_voxels::v134,-4.785125,-3.456459,-0.4891441,-1.473251,-0.56842005,0.41984877,-0.004013473,39.122204,2.7376478,-0.7189912,-5.9719753,-0.8148579
volume_sn_voxels::v135,-2.2696893,-5.6824303,0.1530473,-5.2342467,-0.89952725,0.35873735,0.16358925,-14.699792,5.6181436,-0.44841886,-16.141031,1.0869031
volume_sn_voxels::v136,-0.9220974,-6.0636783,0.12975883,-4.8108354,-0.9066294,0.533392,0.095198415,6.0058937,5.7763987,-0.7527188,-12.038564,1.1726576
volume_sn_voxels::v137,-1.4024304,-4.967793,-0.16597188,-2.973159,-0.2533803,0.5352111,-0.057536885,34.957214,4.1932874,-0.87630725,-4.5023866,0.8389986
volume_sn_voxels::v138,0.057882104,-4.332767,-0.011331883,-6.309997,-0.88943976,0.41754824,0.06664304,-25.557388,4.4766483,-0.4709498,-14.093244,1.4996006
volume_sn_voxels::v139,-1.9071804,-5.380712,0.21813142,-6.443922,-1.0797797,0.5895256,0.033017784,-16.03402,5.611124,-0.69000685,-10.308988,2.0252762
volume_sn_voxels::v140,-4.3173184,-6.1016283,0.1776596,-6.0833416,-0.9282537,0.6754127,-0.024716089,0.5469409,6.0914044,-0.7944186,-7.1400337,2.205916
volume_sn_voxels::v141,1.6545391,-6.0189605,0.12120777,-4.504804,-0.13373697,0.66587967,-0.16180116,28.617012,5.4198833,-0.90048516,-2.5545688,2.0188239
volume_sn_voxels::v142,3.809018,-1.1599653,-0.45824972,-5.567287,-0.667839,0.32461056,0.19178903,-16.517267,1.2640413,-0.57570696,-8.801683,0.94508153
volume_sn_voxels::v143,0.7204545,-2.344888,-0.18368267,-6.6533365,-0.79787827,0.60137016,0.19844905,-13.530406,3.1419098,-0.82423556,-5.682741,1.5100074
volume_sn_voxels::v144,-0.79378706,-3.7715695,0.08035861,-7.3328953,-0.9342526,0.77933294,0.10447515,-8.512505,4.7363286,-0.8471233,-3.9248657,2.134307
volume_sn_voxels::v145,-1.3202108,-5.2071123,0.2645561,-7.254207,-0.83218974,0.8215829,-0.042800788,2.2890975,5.6762457,-0.94579804,-2.8892944,2.516975
volume_sn_voxels::v146,0.01594077,-5.452638,0.22920445,-5.3419967,-0.078465424,0.71082366,-0.26223952,24.68595,5.4431844,-0.8399052,0.27672878,2.3901896
volume_sn_voxels::v147,-9.478978,-0.24679463,-0.108702525,-3.2975497,-0.34770846,-0.36261204,0.38602668,-12.227977,-2.1648798,-0.071414836,-8.159054,-0.68714845
volume_sn_voxels::v148,0.37702602,0.4299584,-0.5325952,-4.508078,-0.49091408,-0.12020589,0.26442596,-11.781515,-1.8305316,-0.30703008,-8.346837,-0.29486567
volume_sn_voxels::v149,3.7020762,0.83486086,-0.82727987,-6.3346424,-0.7442949,0.23592351,0.3476709,-11.315441,-0.69130445,-0.7405589,-6.883866,0.1564112
volume_sn_voxels::v150,6.718799,0.67174685,-0.95075965,-8.251569,-0.86242765,0.65782136,0.47838578,-8.9377,0.78384304,-1.1097481,-3.4852188,0.7196415
volume_sn_voxels::v151,3.144099,-0.55109084,-0.6859964,-8.541666,-0.84881866,0.88818616,0.51943797,-4.1708426,2.6793923,-1.1151756,-0.17973913,1.3275251
volume_sn_voxels::v152,3.686132,-1.822147,-0.2747802,-8.371368,-0.7140879,0.9285528,0.342183,-0.90537345,3.9333968,-1.0394458,1.0508329,1.7676669
volume_sn_voxels::v153,-0.08396757,-3.2055933,-0.018597594,-7.7761045,-0.74094504,0.880967,0.03849885,3.0868542,4.666311,-0.8751967,0.9230521,2.238208
