Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
age,0.11303977,0.94410056,-0.28940308,-0.069584206,-0.4505356
sex,0.196956,0.68667436,0.78418845,-0.21653377,0.009536035
tiv,0.28669325,-1.3474646,0.08839449,-0.015144762,-0.19765757
rigidity_left,0.05075146,-0.3220928,-0.0012109017,0.13355862,0.14165069
rigidity_right,0.21993347,-0.74043643,0.028437657,-0.26821402,-0.0012267502
tremor_rest_left,-0.22249392,-0.27460125,-0.6686842,-0.1509554,0.18116067
tremor_rest_right,-0.011717727,-0.29152563,-0.092078745,0.19739567,-0.23008592
tremor_postural_left,-0.015314538,-0.20059201,-1.2499,0.31005546,-0.0024316688
tremor_postural_right,-0.22618471,-0.39125338,-0.10833129,-0.11370583,0.24886551
bradykinesia_speed_left,-0.091234945,-0.044766724,0.09294094,0.28776982,-0.22935958
bradykinesia_speed_right,0.2563058,0.019907193,-0.5684367,-0.081644416,-0.08953767
bradykinesia_amplitude_left,-0.08121903,-0.4725016,0.27473062,-0.008346252,0.07935516
bradykinesia_amplitude_right,0.05514189,0.2629055,0.022407996,0.105265036,0.12366704
bradykinesia_rhythm_left,0.1307027,-0.25047225,0.37391546,0.040179454,-0.24726252
bradykinesia_rhythm_right,-0.21724038,-0.40064815,0.022425603,-0.3506347,-0.28477618
mirrormovement_left,-0.21700546,-0.3632984,0.23000917,-0.10653096,-0.22393604
mirrormovement_right,0.12467319,-0.5529031,-0.27234033,0.09489038,0.6953618
