Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.10875448,1.2424316,-0.90527946,-1.2194202,-0.031839684,0.49199927,0.037201393,0.10396191,-1.1595663,-0.81817716,-0.16057315,1.4475338,-1.0692581,0.8220933,1.1815773,1.1634839,-1.599025,-1.7235559,0.61635065,2.0587306
Subject_2,0.6028057,1.5283554,0.12083537,1.2806435,-2.4887645,-0.39054134,1.0598094,-0.29395682,-0.18681045,1.0195518,-1.0094858,1.0542017,-1.4645752,1.8775522,-0.09406357,-0.42108506,-0.9286218,1.3903755,-0.49298397,0.6792631
Subject_3,-0.9983077,-0.49674797,-0.11935448,-1.0140766,-1.6163816,0.19454932,2.6175215,-0.50169474,0.15141815,0.30694753,-0.6349672,-0.45271248,-1.1738344,-0.8900936,-1.0339632,-1.4214088,-0.6104582,-1.2849407,-0.39175066,-0.047297172
Subject_4,2.9846323,0.7282548,1.0473982,-1.435324,-0.28189367,-1.8453909,-3.1967494,0.22156851,-0.5038495,-2.0523129,-1.7021971,-0.08202461,0.0035761353,-0.3094194,1.1999893,1.1888752,1.0196892,5.11997,-0.026769461,-0.3970921
Subject_5,0.34348485,-0.13425466,0.4664755,0.6517253,0.74823236,1.6767424,-0.096046776,1.5967566,0.65504426,-0.5869211,0.11493679,0.8529598,-1.3965133,-0.5496928,-0.8985657,-0.12932143,0.12448843,-0.14923146,0.09144882,1.7436178
Subject_6,0.97356915,-0.42460334,-1.4990711,0.87022096,1.1216252,-0.84842795,-1.4782985,1.5595989,0.83123326,-0.12126338,-0.31418583,-0.7135584,1.8458159,-1.7974833,-1.3256866,-1.1968337,-1.1484672,-0.44997147,0.65694714,0.72375315
Subject_7,0.7216127,-1.0196663,-0.98867494,-1.1107497,-0.44522452,-0.40102965,0.0021491668,-0.24149506,-0.30530822,0.32505462,-1.0754769,-0.24435781,0.8010242,0.115821205,-0.92524517,-1.7737725,-0.29908168,-0.121933624,-0.6301906,-0.38026807
Subject_8,2.4938586,-1.1187866,-0.42405137,-1.0046104,1.5711741,-0.10617071,0.018987786,-0.27308857,0.43653047,0.18427868,-0.3474858,2.3064528,-0.3712025,-2.3240228,2.141012,0.8616173,-0.2103816,0.3243801,0.94415915,-0.5301705
Subject_9,0.031014627,-0.40188217,0.22747247,1.0275484,-1.0129968,-0.8136919,0.21383576,-0.007235583,1.3042068,0.18357706,-0.056228895,0.7456068,-0.5923774,0.8424277,-1.0426906,-0.6149826,1.1782491,0.86682296,-0.86322117,-0.74123883
Subject_10,-0.26254106,0.2126661,0.19390851,-0.0831457,-0.8355718,-1.5791254,-0.06421974,0.33037734,-0.3184376,-0.1063173,-0.08546345,1.7828699,0.46255648,1.3354565,-0.3382355,-0.071326815,-0.18769598,-0.1547997,-0.36325455,0.56789845
Subject_11,-0.08291108,-0.78759617,-0.75586885,0.042847462,0.109550126,0.9588037,0.2738287,0.054697383,1.8789004,-0.15743089,0.026306532,-0.24006633,-0.9959741,-1.1347481,0.16322874,0.020481162,-0.27066734,-0.80798984,-0.043758344,0.16512263
Subject_12,-0.8749394,0.18173702,-0.9972688,0.6865564,1.6254522,0.7912744,1.7056773,0.7844991,1.1640979,0.14055762,-0.53814894,-0.4588436,-1.1514502,-0.66393733,0.2856027,0.17452519,1.0319599,0.56776655,0.4568392,0.42164364
Subject_13,0.0246853,-0.5472949,-0.07273421,1.2114292,0.5736853,1.2621272,-0.44015768,-0.34565467,0.1764225,0.44377667,-0.898866,0.32869354,-0.4971273,0.28635663,-0.43010885,-0.48353156,-1.1300138,-0.46217048,-1.6811833,2.0198283
Subject_14,-0.43716198,-0.7385661,0.2818686,-1.3047494,-1.285312,0.38641134,0.003961074,-0.2776708,-0.2485464,1.7934915,-1.0709395,-0.09295728,1.0299796,0.76603067,0.52376187,1.2701039,1.0241002,-0.0065958146,1.1806844,-0.5376851
Subject_15,-0.4139875,0.3676518,1.0018739,-0.51933736,0.48282132,-1.266737,0.9121631,-0.19068086,0.6647524,0.071944706,-0.025162293,2.1468084,-0.65717447,1.0458261,-0.14716771,1.0763997,-0.10818123,1.0700301,0.56207156,0.275745
Subject_16,0.16015276,0.9600044,0.61857396,-0.4848632,-2.0802753,-1.3742663,-0.08290184,0.040404703,-0.025687465,-0.61830163,0.9136189,0.9962181,-1.4519186,0.7139615,-1.395393,0.45527288,2.0370047,-0.5690566,1.4889367,0.8139036
Subject_17,-0.36862385,0.40566146,0.47173962,0.16896507,0.5960747,-0.39141354,-0.69994926,-0.45219666,0.91046774,0.6664598,-0.8206184,-0.43313,1.0357249,-1.2913843,-0.21430692,-0.7720039,-0.24311975,0.86711246,0.13947178,0.42230204
Subject_18,-0.30301142,-0.059455473,1.3921927,-0.1596873,-1.917504,0.7612662,2.0039384,-0.3988782,-1.3452055,-1.0637895,0.07775987,-0.0404695,0.09310843,2.002087,-0.37728843,0.124560095,0.93787926,1.0510857,0.086954646,3.4499838
Subject_19,0.8578308,2.0109801,0.5675765,1.327143,0.29941204,-0.61950433,-0.3822314,-1.4097883,-0.7532663,-0.55703396,1.3823432,0.17946976,-1.6406374,-1.1504005,1.575906,0.33273348,0.37326795,1.7110934,0.20066878,1.8089426
Subject_20,2.129622,-0.6004846,0.35037172,0.30055517,-0.27705246,1.7788494,-2.4531157,2.8253613,-2.1460328,-4.498953,3.297689,0.47685933,-0.15784977,-0.51698685,0.5756471,0.91479933,-0.29644704,-0.42598563,-2.353629,0.18193018
Subject_21,0.5228663,0.95590556,0.49941316,-0.11189806,-1.5126268,-0.615465,-0.53695196,0.79865664,1.0996186,-0.22728743,0.8967022,-0.5362438,0.50210154,1.8515267,0.79461324,0.60909414,1.9241818,0.4028169,-1.3256885,-1.5500786
Subject_22,-0.06126273,-0.46002367,0.7978177,0.9419581,1.3111672,-0.97767377,-0.45514488,0.094175376,-0.09423574,0.5168101,0.54541415,0.66490585,0.053021,-1.3889704,1.1115783,-1.3321214,0.14053218,-0.43869326,0.08647947,1.9632577
Subject_23,-0.954191,-0.96517223,0.008503882,-1.8097329,0.49723786,0.5420392,-1.7836432,-0.12916426,-0.4935894,-0.4695539,-0.8509468,0.22962023,-0.8956844,-0.16997348,-0.070522994,0.34456876,-1.3853819,-0.30608773,0.7585333,6.108145
