Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-0.16129741,1.0533853,-1.6310551,-0.62551457,0.95296514,-1.9806454,0.527237,0.3383871,-0.8744321,0.066415556,0.502511,0.2743322,-1.3008949,0.9235173,-0.42640218,1.3136016,1.0762668,-0.3632333,-1.3501993,-1.4487991
-1.0234303,0.54523253,0.037923336,-0.04243437,-1.2305381,-2.076899,0.8750053,1.4410661,0.14187971,-0.4947398,0.21253857,0.8121236,-1.7009493,0.79575896,-1.3781422,-0.7554404,2.1969821,0.37331304,0.33311757,0.8556246
-0.1807895,1.6265463,-1.2725806,-0.20280579,-0.1829623,0.36649796,-0.63514644,0.56632185,0.17223813,0.8801574,-1.2003884,-0.006977576,0.114496626,0.5779448,-0.28091,0.446464,1.5746934,-0.3961233,0.49255666,-1.7150863
1.9926795,-0.49982157,-0.3136123,-0.24439508,-0.81381786,-0.46251714,0.9494735,0.49401236,0.18858965,0.11595907,2.3755455,-0.82779646,0.33663732,-1.3072978,-0.67257404,-0.44618216,1.0207362,-0.20300296,-0.56879276,0.62148064
-0.10352732,0.327002,0.6936724,-0.80117446,-0.46635413,0.053036675,0.91183025,0.959657,0.36293828,0.2274994,-2.1420307,-1.0662988,-0.78341013,1.2905648,0.9251462,-0.07692132,0.5748697,0.18772994,0.24011882,-0.83159083
0.24234253,1.2612792,-0.5861498,-0.3413831,0.28960308,0.04348,0.25542414,-1.5424918,-0.4380953,-2.234815,-0.33972564,0.3737813,0.6353925,-0.02968992,0.9161959,0.2395283,1.5806322,2.2511492,-1.456351,-0.23741955
-0.07702482,0.8738753,-0.26052257,0.06603291,-0.5234419,-1.8838103,0.20071806,-0.6849568,-0.12643152,-0.009373667,-0.96632975,0.71881014,-0.37424296,-0.42372906,-1.0379181,-0.9854216,-0.65963614,0.7483866,-0.9532469,0.3895508
-0.37697724,1.2870773,0.6295349,0.79711896,0.8782626,0.01969878,0.36406878,-0.42183304,-1.0937623,-0.45970136,-0.4439772,0.15936269,0.041276842,0.5694573,0.1565474,-0.20257013,-0.21291535,1.2514918,0.29465896,0.13534367
0.04160826,-0.6936177,-2.167235,0.3952514,1.3329418,1.2543519,-2.5987158,0.3711144,-0.09913338,0.10927423,1.0033863,1.1103549,0.28129223,-0.6905392,-0.056021538,-0.37418973,0.5936842,0.46174347,1.0720319,-0.039610967
1.2666423,0.53452635,-1.0394549,-1.709026,-1.7274417,-1.2532235,0.60260665,-0.33413035,0.3269698,-0.46040997,1.1199439,1.7518331,1.5999815,-1.2489169,1.4010309,-0.032559734,-0.2721457,0.47901043,0.516248,0.24716467
-0.18647054,-0.106872864,0.5802134,-0.35196292,-0.5547304,-0.13578932,0.20167688,0.14829488,-0.15386318,-0.39509192,0.75931144,-0.7058389,-0.4226228,1.3508084,-1.9591653,-0.5731289,2.1937246,-1.4155241,-0.0793654,0.59455925
-1.4062514,-0.2675121,0.7230846,-0.12568142,-1.7475139,-0.5011952,0.31811154,-1.2328047,-0.17042044,-1.8326575,1.2356032,0.5249581,1.0935179,0.049936064,0.053458724,0.8895865,-0.8118637,1.2033973,0.41020048,-1.0506128
0.6587317,-0.3997666,1.2962779,-0.65143716,-0.6385015,1.3240554,1.4662502,1.9050342,0.8022688,-1.3933539,-1.3361189,-0.8943679,0.1374987,-1.2403419,-1.2084571,0.39247376,0.5702049,-0.47441962,-0.87195295,2.18075
1.6119924,0.3068951,-0.2017752,-1.2090453,-0.7538866,-1.3013436,1.1875336,-0.4724586,-0.31077597,0.3976539,-1.1884794,-0.23754568,-0.010247005,-0.369625,0.702022,0.30186135,-1.8215308,-0.4723222,1.8936021,0.509728
-1.7314181,-0.8821199,2.3706446,0.58983755,-2.3975265,-0.33767593,-0.4437203,-0.6673451,1.4450557,-2.2070878,-0.017605199,-2.8039336,1.6446514,0.13068639,-0.9897403,-1.807979,0.3339556,1.1223015,-0.8676117,-1.2392513
1.7558305,0.43533498,-0.97277224,1.2320006,0.15055819,-1.8552041,-1.4078953,-0.9634467,1.8671693,0.8564742,-0.15751685,0.025615875,-1.3422503,-0.45849118,-5.5563154,-1.2028866,0.236026,1.3590548,1.4937102,0.69145375
-0.657045,-1.2277236,2.2438128,0.5171275,-1.678792,-0.9620901,0.14991774,-1.2462221,-0.5602645,-0.9145734,-2.3251343,0.359921,-0.91375834,0.9938819,0.31320277,-0.7846516,-0.93781984,-1.3217479,1.6243234,0.6806796
