Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
0.3202966,-0.5533998,-1.6153979,-0.4221056,0.5343421,-1.6355997,-0.48265973,0.14855479,-0.22214478,-1.5450201,0.45243558,0.104310974,-0.49655324,-0.6589473,0.14538844,1.053549,2.1038427,-1.6794552,0.2969625,-1.4549161
-0.9041494,0.37145713,1.1018454,-2.1330616,-0.6359637,-0.2257816,0.013103762,-0.8035976,1.001217,-1.501397,-1.0924968,1.2156987,-1.0035994,-1.7588872,-0.57524794,-0.69643885,1.0077169,-0.21979068,0.3703608,0.35678858
-0.35685256,-1.5231692,0.2900939,-0.7164673,0.9651927,1.8888811,-1.1261314,-0.8816205,-2.2151272,-2.1604595,0.92448336,0.99047,-0.50967264,-1.8708677,-0.27661458,0.9748216,-1.2025521,-0.55205435,-0.3586507,-0.096500434
1.3950971,-1.1119598,-0.09529445,1.5908209,1.5294814,1.1824329,-0.75066835,0.17250457,0.71448094,0.99878865,-0.222125,0.43067145,2.5186229,-0.50608814,-0.16392332,-0.9540104,-0.24797489,0.05780584,1.7138631,-0.773689
-0.3351713,-3.063146,0.42608905,1.1614354,0.6684625,-0.7383229,-0.72326493,1.2661763,0.75800234,0.24266584,0.48746172,1.4572967,0.059719544,-0.45411998,-0.5936617,0.50640875,1.1548425,-1.1949925,-0.4759951,1.2786251
-0.8614401,-0.13677126,-1.2902504,0.8147415,1.4130684,0.4555515,-0.9698378,1.8660895,1.1916357,-1.713925,0.65971476,-0.4617911,1.0748374,-0.05476637,-0.59516835,0.20452006,-1.1318543,-1.1592547,-0.27112088,2.4912765
0.41208202,1.0231894,-1.8733952,-0.13691203,-1.2035631,-0.12901202,0.71442556,-1.2240186,0.1569953,-0.034357846,0.32632408,-0.27213266,-0.08949496,0.23422623,0.32688847,0.48118,1.4886475,-0.25523236,0.14501664,0.8770042
-0.52333736,-1.5662147,1.7084091,-0.7910366,1.9021939,-1.040012,-1.5761476,-0.92669153,0.8082547,-0.48955816,1.161374,0.23396271,0.65355945,-1.0662181,-0.52831393,0.6057653,-1.473143,-0.5701987,1.0577568,1.3204039
0.38291553,-0.12901983,-2.4779265,-0.84875804,-1.2230248,0.8372974,0.17192242,-0.5985218,0.49768597,-0.39199996,-0.8980754,-0.52357996,-0.1352253,1.2439021,0.4083467,0.7501888,-2.648906,-0.4557272,-0.30163813,-0.3264818
1.7135962,0.9141756,1.0133374,0.2474526,0.9372085,0.7776694,0.68161136,1.1981009,-0.1848567,1.8676639,-0.25196448,0.18778262,0.1455296,-1.821935,-0.6166444,-0.38296574,-0.1403675,-1.6747669,-0.92402405,0.2386758
0.9332251,0.70249486,0.87687635,-0.2943684,-0.5443698,0.8233195,-0.136879,-1.3270248,0.3738679,-1.2778199,-1.3570341,-0.62483144,-1.2922738,0.28474337,0.52692276,1.829073,-0.23703764,0.18563983,-0.90409344,0.5101581
1.5743778,-1.1956328,-0.9381142,0.5670589,1.3775772,1.0034171,-0.24461536,0.46268392,-1.3657503,1.0409487,-0.01658835,-1.2260221,0.17718512,-0.009458973,-1.0317491,0.6118309,-1.6286553,-0.025513532,0.0152217345,0.21967895
1.7083067,2.1620765,0.4061168,0.1509648,1.1735684,0.09537637,-1.4089015,0.10625173,0.18825437,-0.44135475,1.4687425,0.048743524,-0.8662422,0.8335051,2.469464,-0.9477162,-1.2209471,-0.72417116,0.13248,-1.1284373
0.6948211,-0.3924015,1.3103375,0.48811322,-1.6631032,0.60638314,0.6969384,0.6801202,-2.1842139,-0.011918257,-0.26159108,-1.0565364,-1.1753024,-0.4093284,-0.001150444,0.49730256,-0.81164825,2.1634736,-0.6151859,0.7934068
-0.04711177,0.86815095,-1.9409058,-2.1034205,0.45423076,-0.036772605,-0.7756048,0.7431063,-0.9695712,-2.367304,-0.25809982,-0.99315655,0.90931666,-0.570688,0.118770346,-0.60336244,-1.2492646,-0.80387765,-1.3025006,-0.8645199
