Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-1.6786187,1.5185109,0.12541421,0.83099693,0.29167446,0.38429916,0.46091828,0.28001955,-0.90637594,-0.5078836,1.2681953,0.029016705,-0.8571347,0.78297526,1.0576583,1.7260224,1.9766027,-0.45603243,-0.60890645,-1.5007274
-1.1390816,-2.7977903,-0.5420625,-1.4655905,0.1802607,-2.1378326,0.98713404,-0.4174171,0.4691911,-1.2839828,0.8750401,1.5681859,-0.16643724,1.2636985,0.21989213,1.10584,0.19203421,-0.5589181,1.8750745,-0.51637465
-0.10042537,-0.55924153,0.7040041,0.08775065,-0.8083051,-1.184523,0.014791708,0.07675339,0.30361655,1.0941317,-0.27044556,0.23777777,-1.7779411,2.1648054,-0.67563903,0.3110346,0.75588644,-0.17253597,-2.083192,-0.015347894
0.28350556,-0.13088225,1.7914722,-0.5191028,-1.1244617,0.7378695,-0.33214775,-1.4130293,-0.20167834,0.06905159,0.3073551,0.6340191,0.17718801,0.7577159,-0.061612736,-1.7123035,1.883772,-0.24209237,0.23561905,-0.20908976
-1.124669,-1.6761174,1.586663,-0.2818075,2.701462,0.5112761,-0.16374604,0.66615766,0.1787182,-0.32691255,-0.17155394,1.2505995,0.15318617,0.06720123,-0.8208012,-0.5015109,-1.1788046,-0.8611178,-0.5764343,2.025419
0.18700254,-1.5448954,-2.0065258,1.2558365,-0.1711133,0.52554935,0.7968665,0.45831016,0.25052068,-0.72666997,-0.7676659,0.9525289,-0.18943243,0.6509877,0.78877014,0.46988964,-1.3738861,1.1258813,0.9288077,0.20661196
-1.4005336,-0.54397696,1.231837,-1.335991,-0.009456237,0.84887654,0.3616775,1.6550688,-1.2806777,-0.262448,0.08943325,-0.9534127,-0.64390033,1.4344059,-0.209516,-3.173798,-0.0484124,-0.24016444,0.74029785,-0.15345211
0.00820434,0.30564907,-0.35333505,-0.10561909,0.8211655,-0.8305607,1.657959,-0.34449464,0.54555684,-0.48076275,-0.3884815,2.1651642,0.96423376,0.32874212,-0.3214152,0.68962127,0.71434706,-0.24521978,-2.2973318,-1.9568046
0.7099413,3.1182942,-0.45965365,0.18020518,0.6742333,-0.8118665,-2.2116394,-1.7581698,0.12769882,0.95164615,0.37962225,0.5703432,-2.1706665,-0.3806467,-0.76608545,-0.45888257,-0.6419979,1.5733565,0.95056295,0.66763633
0.100403234,0.5325136,-0.2627143,1.2443026,-0.06027585,0.65375566,-0.5097817,1.2979786,-1.2811339,1.1102717,-0.07711553,1.2086906,1.8116285,-1.2440398,-1.5260421,0.10051759,1.1454798,0.55926335,-1.5925612,-1.9969401
