Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-1.6864194,-1.331597,0.49702054,-0.1682563,0.4293974,0.46071342,-0.36715996,-0.4703503,0.17543173,0.8988918,0.10852016,0.94501996,-2.1784098,-0.60834473,0.09482431,0.67876834,-0.028393485,-2.0278804,-1.6449252,1.1665145
-1.2591662,1.6131413,-1.3940351,-2.127553,0.4423748,-0.81544054,1.4605815,0.28862157,0.73552173,-0.8886901,0.37798026,1.2771037,-0.19104187,-0.14024718,-0.17919177,0.33861655,-1.5526811,1.3415729,-1.303641,1.0120722
0.1495515,-1.0136212,0.88014764,-0.3612769,-0.33562827,-1.3381165,-0.6230711,1.8058728,1.3014178,-1.9034616,0.9409731,0.9415051,1.5413839,-1.3094038,0.21069771,1.5492915,1.0172805,0.3149266,-0.2623182,-0.6186244
0.2790702,-0.34735346,-0.48202878,1.2856833,0.50055087,2.1923463,0.9631591,-1.1160873,-1.35025,-1.2292923,0.23710427,1.0946133,-0.77177083,-0.28910917,-1.196636,0.2885776,1.1892753,-0.21045215,0.29031286,-1.1894734
1.8574728,-0.66495955,-0.091452315,0.7802049,1.7996285,1.4741458,-0.24188995,1.1804287,0.94487065,-1.5058978,0.85203725,-0.6514786,-0.22962257,-0.50435275,0.6228111,0.058917504,0.835756,0.6915182,-0.2912568,1.4412994
-0.91514856,0.6072321,0.82621104,-0.95303965,-0.7446659,1.3178686,-0.6791082,1.4091079,0.5277314,2.4032633,1.4963461,1.7090654,-0.26307762,-1.6621447,0.4823439,0.68368924,-0.87212527,-0.38830486,0.28939226,-0.28943935
0.3415684,-0.51756555,0.51481295,0.49606156,2.2830238,0.679663,0.10015263,-1.525151,1.601256,-0.37147656,-0.94940054,-1.3232951,0.5487873,1.7257255,-0.36122665,-0.33548602,1.2736053,-1.6297817,-0.4598508,-0.4458716
0.0055686017,1.5153201,0.6557859,0.71097136,1.2067794,1.5901225,0.16545041,0.6449893,-1.6429511,0.43513775,0.31949663,-0.5301876,-0.2405756,-0.33882466,-1.4100318,-0.749326,-1.2479601,0.22174205,1.1132967,-0.1653037
-1.677502,1.7819656,1.0366005,-1.0831159,1.9016985,1.0401616,1.251295,-0.8578176,1.8945799,0.13210425,1.7835828,0.013981654,0.05575961,1.3614688,0.1897689,-0.32463366,1.0924926,0.47747126,2.5605438,-0.6407597
-1.1461216,-0.7608701,-1.2896705,1.17577,0.6701797,1.9242643,-0.2827208,0.0941395,0.7631409,0.45302826,-0.434811,1.614593,0.5010993,-0.44795126,1.0157548,-0.72644615,-1.6915395,-0.25942048,1.9296389,0.39698482
