Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-2.1958244,-0.45579958,0.117404625,0.12086994,-0.040916394,0.5823359,0.15785086,-1.9465432,1.2537237,2.2425094,-1.4251375,0.64417636,1.6167837,-0.37719244,-0.6257773,-0.8123438,-0.9175936,2.711375,0.1778437,-1.3261216
-2.2616854,0.13224393,-0.9744748,-1.2060025,-0.35294667,-2.1157238,-1.5498205,0.989057,0.41423813,-0.9481836,0.22711666,1.1155075,-0.030446155,-1.0806383,-1.7297449,-1.246836,0.054735053,-0.16790174,0.16717795,-0.49162933
-1.6190649,-0.5989754,-1.599814,1.2797257,-0.4055388,-0.3566409,0.8116342,-1.5018445,0.13095818,-0.89767134,0.46189424,-0.56371963,-0.40873662,-2.727966,-0.080765784,-0.3656823,0.21706747,-0.95265406,0.3234012,0.4921248
-1.0383848,2.5820324,-0.94261324,2.1558418,0.09309165,0.7416994,0.9573341,-0.60430807,-0.92015386,0.424771,-0.35829717,0.63308966,0.24347886,1.0758208,0.40441394,1.3510971,1.1174219,0.032744143,0.53197205,1.2365208
0.31664217,1.6956176,-0.84026855,0.6162158,-0.2079888,-0.6385358,1.521138,-0.9409651,0.17319082,0.28498557,-1.0422715,1.8591248,-1.4904826,1.549781,-2.0739095,-0.8179137,-0.23515992,-0.13023919,0.6711239,0.70413435
0.33906338,-0.380447,1.2007587,-1.0069156,0.47897,1.0596737,0.35443112,-0.42341936,0.7778091,-1.6445061,-0.49122488,0.95591646,-1.7000122,1.6479489,1.1194916,2.085003,-0.18280378,-0.35710266,1.4175781,-0.10135439
-0.7280793,-1.0554277,0.43577516,-0.10853328,-0.71178985,1.1148447,0.10432762,0.6605784,-0.3346962,1.3013672,-0.09959489,1.6626345,-0.22427323,0.15403758,-0.7969602,-0.07488454,2.152353,0.8699762,-1.7015694,1.3983059
0.34460714,-1.1861302,0.010143123,0.99172556,0.0810273,2.173882,0.7961532,0.6732878,-1.0202757,1.9708358,0.31523263,-0.91711843,-0.78921866,0.0019008651,0.6935259,0.83610255,2.437755,0.5242863,-2.6332104,-0.11571272
1.2116817,-0.8624617,1.2331604,0.8236862,-0.75422037,1.0970594,-0.9096626,-0.32352906,0.41796756,1.0773419,-0.384594,1.837172,-0.5906426,1.893774,-1.3311315,0.094123356,-0.89454085,-0.46193656,0.22893481,0.26492235
-0.3593046,0.4006326,0.83120376,-0.18499845,-0.13715447,0.28542158,-0.31291142,1.231649,1.5730544,0.8155473,0.5762938,1.3461484,-1.1500713,0.8049692,0.42353135,-0.93148816,-0.4835818,-0.008669943,-0.21752012,0.5793561
0.09818433,-1.0157306,0.8937085,0.73272246,0.7435718,1.2423946,-0.20767891,1.0053587,-1.5413275,-0.04522633,-0.34108904,1.0613719,-0.5737513,0.8558703,-0.6179597,0.21169712,0.633132,-0.599818,0.8271439,-0.5276137
-0.12062769,-0.8805829,0.1801074,-1.7639763,-0.08934161,-0.4552893,-1.5689939,-1.1748093,0.85589755,0.67953384,0.55076283,1.0386239,1.457983,1.067865,0.06705192,2.6818192,0.12413035,-1.0470874,-1.1750195,0.663286
-0.62245005,-1.1541991,1.4844688,0.44876254,1.1738605,-0.2961049,-1.2075063,-0.48909923,-0.1003492,0.16687979,0.5091037,-1.6412297,1.5953404,1.4689193,0.9967028,0.44721723,-0.19664827,1.3630416,0.65378,-0.21058604
1.9881113,0.38785678,-1.8455412,-0.38664612,-0.54584473,-1.8363402,-0.10198026,1.6549441,-1.779152,-0.7306757,-0.34935486,1.2972152,0.37553108,1.7779782,-0.6217048,-1.4740179,-0.93436486,-0.71874815,0.8246018,0.7525527
-0.088886626,0.2669542,2.4125602,-0.13125822,-1.1100781,1.2284644,-0.56945896,1.7472254,1.8753048,-1.3808753,-0.57725364,-0.6154448,1.1044935,-0.96541935,-1.0314618,-0.076510675,-0.49261984,-0.73246515,-0.978441,-1.3453069
-0.22314739,0.31330568,-0.5489372,0.35559776,0.14540124,1.1229124,-2.132699,0.26533625,-1.9616016,0.96336603,-0.95767915,1.1582099,0.5349072,0.86538726,-0.7357124,-0.21753362,-0.037969913,0.47174105,-0.004336498,-0.32532886
0.2728559,1.2004372,1.2700825,0.38816684,1.0303539,2.1404033,1.6224205,-1.1616744,1.5333669,-1.4197673,-1.1780732,-1.6361547,-0.19979991,-1.2707549,-2.8193915,-0.5876272,-0.59271246,-0.5677787,0.35259396,1.4595568
-0.7729112,-0.9394684,0.4206641,-0.60097736,-1.9948937,1.3696718,0.19844127,0.8284945,-0.11535612,-1.0612763,0.17781706,-0.45752823,-0.12921104,-0.11524101,-0.8471183,-0.8941498,1.1032188,-1.550386,-0.13735713,-0.8414015
-0.42460653,-0.657627,-2.8969727,0.76985973,-2.373143,0.26419672,0.5337179,-0.53351045,-1.1966616,-0.37610367,-2.1268668,-0.6345695,1.2006634,0.9246855,1.858135,0.34555176,-0.5293623,1.6487564,0.18149756,-0.50340956
0.4438328,0.33736676,-1.3030262,-0.023986828,-0.93878347,1.2629087,-0.012414227,-1.7685262,-1.8291683,-0.16438276,-0.6633511,0.350615,-0.630058,0.5237547,-0.46497917,-0.10054572,-0.5733832,-0.3743933,0.076920025,1.3846904
-0.17191927,1.3185941,-0.19745886,-0.8377031,0.07305584,1.0082119,-2.1268182,-0.28066373,1.4739327,-0.7080239,-0.59356135,0.2016003,-0.33474642,0.5190883,-0.90858686,-1.230008,1.0085642,-0.15593037,-0.21425894,-0.091039956
-0.36031592,0.68455285,1.2813041,-0.4770761,-1.0494679,-1.4038453,-0.7509402,-1.055072,0.07910033,0.12151027,-1.178509,-0.92073303,-0.30169547,0.15236048,0.91089785,1.2632354,0.46660563,-1.468816,0.3809928,-1.1582186
-0.44687083,-0.12799205,0.13505879,0.4915618,0.706025,1.113521,1.0377386,0.52890855,-0.5852406,0.31016037,-0.5151852,0.23032217,-0.18942182,-0.119368546,0.53877693,-1.8563644,0.8506825,0.8698563,0.20288412,1.3533088
-1.5863836,0.56614465,-0.84111685,0.12327516,-0.8137311,-0.9121787,-0.17353237,0.10423942,1.394077,0.16708428,1.2984587,0.72451687,-0.40440506,2.244534,0.5403337,-0.63841754,0.89063376,0.45804307,-0.9633997,0.4979654
0.6243781,0.92547315,1.3558245,-1.4222236,1.6955119,0.9847374,-1.1788133,0.5555652,0.7023012,0.14776301,-0.73325247,-1.0791736,-1.5177027,-0.3796879,0.04115488,-0.5208954,0.75772053,0.014030517,-0.8092183,0.5317481
-0.25148958,-0.47789624,-1.4866459,-1.1392126,0.0736683,0.20635396,1.1169617,0.8658027,-0.883979,-0.39071706,-0.61665857,0.4980571,0.37173674,1.140954,1.6606799,0.62120515,0.34411946,-0.13259341,0.31524527,-0.07098273
0.6171323,1.2513733,-0.97400177,0.056618508,1.6081718,-0.18047836,1.8034261,0.77793115,-0.9735312,0.17876178,-0.6869584,-0.45269614,-1.1931334,-0.9545629,-0.97963667,0.095680684,0.013686746,0.114578545,0.04727463,1.3736124
-0.6934297,-1.9346935,0.46237025,0.550605,0.80418944,-0.09012234,-0.36933893,-1.273123,2.3611593,-0.97654647,-0.78474694,-1.4715341,0.16259557,2.4386222,0.41711196,-0.94854087,-0.36435038,-1.2374451,-0.06794569,-0.9340941
-1.0180819,0.5318722,0.8141966,0.76809657,0.12518144,-0.4170179,0.46922335,0.19886127,-0.19792575,-0.7711091,0.13302097,1.0944376,1.197745,-1.8795272,0.012463293,-0.4902463,0.4932836,-1.3244476,-0.742173,0.3230332
-0.49056485,0.7150825,-0.9904816,2.199722,0.38157958,-0.82919985,0.15649542,0.51876026,-0.3630723,-1.2073088,-0.30732235,0.17220244,-0.40177757,0.31666636,0.107790336,-0.9144179,2.1444023,-1.8098809,-0.45450944,0.113611974
