Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,1.2890449,0.4697894,0.38221142,-0.2757011,0.22385941,0.79164773,-0.6918411,2.4199867,-0.44810253,-0.0932204,0.2065946,0.83823496,0.06571176,0.97876287,-2.2909198,0.60536635,1.1845862,0.6308694,-0.533967,1.1370345
Subject_2,-1.7943567,-0.07362165,1.2958292,0.89819,0.19555026,-0.69858557,1.2928679,-0.6776641,-0.12541206,0.7988531,1.2814248,-2.1929033,-0.9698561,1.3334292,1.5383945,-2.2979047,-1.0285333,1.1521833,0.64483947,1.5099852
Subject_3,-1.651508,-0.012834193,-0.8688137,0.011941008,-0.30811965,-0.7546542,-1.0192267,0.79569614,1.3182635,1.0325385,0.11837095,-0.9351809,0.14726621,-0.41444343,-2.0051618,0.1151945,0.6576122,0.90331954,-0.55523765,-0.15509763
Subject_4,-1.0396326,2.1520162,0.052735884,-1.5153836,-2.357035,0.16604555,0.35122913,-1.193124,-0.30185145,0.12276167,1.4542394,1.126043,-0.069465764,-0.31799433,0.3175256,0.16462135,-0.55940396,-0.07226948,1.2405035,0.7216818
Subject_5,0.2909087,1.5479715,1.445372,0.19856995,0.36441156,1.0274276,0.21289253,1.1743518,-0.38237342,1.0132124,1.8887066,-0.7818495,0.5364579,-0.23130316,-1.268637,1.0384037,0.7294733,-0.4580299,-0.6182541,-1.0346584
Subject_6,0.6498638,0.80739594,0.22839229,-0.8736713,0.08805413,-0.46188438,-0.48274812,-0.48150006,0.23615825,-0.03814829,-0.33541453,0.79131114,-0.15021434,-1.2988083,0.4379427,-1.0871584,-1.8630791,-0.77845234,0.07189915,-0.43940192
Subject_7,0.49613842,-0.79854375,1.6381044,0.56643224,1.2781023,1.1259236,-0.088826254,-0.10414535,0.40867785,0.69310373,0.77372783,0.7524235,-1.1434357,-0.62581515,0.43455446,0.66303074,-1.6598489,0.124210246,-0.20549172,0.18504797
Subject_8,-0.2950964,0.36582926,-1.3843138,-0.452429,0.7987409,0.03512447,-0.032119706,-0.3125758,-0.39742404,0.22040398,0.7915402,0.7056875,0.566262,-0.25062212,0.46883628,-1.1311411,0.25051814,-0.093470395,0.8951976,-1.0623989
Subject_9,-0.061025716,-0.42887288,-0.1211288,-0.32972196,0.68506926,-0.17489019,-1.106044,-0.62627864,0.6341729,1.1817082,-1.034312,0.3114273,-0.078677155,-0.6878364,-0.27039716,0.82987154,1.0166545,0.22941002,-0.92857283,2.8290737
Subject_10,-0.9284436,0.17730467,0.033492073,0.34526074,0.6445527,0.2038585,0.57794803,-0.054969,0.48774832,-0.60364586,0.31261528,1.2487389,-0.782123,0.49915844,0.23004995,-0.30483913,-1.0813235,1.6092814,0.30299357,-2.272133
Subject_11,-0.2885102,0.49752504,0.08895816,-1.8002566,-0.82319164,1.3114699,0.25178677,-2.360787,0.589447,0.5476252,0.68088114,-0.93394125,-0.542267,1.4230428,-0.54520196,-0.4155395,3.2100384,0.570027,-1.4410985,0.11052882
Subject_12,0.44932607,0.48897344,-0.6838236,0.94740033,-0.39066768,0.14743154,-1.3258295,-0.60415256,0.33443746,0.7821003,0.65661716,0.3169961,0.5424932,2.1396127,3.18885,1.7837985,0.43274844,0.26684806,0.28415543,0.95464987
Subject_13,1.2483917,1.1188552,0.5140366,0.46589956,-0.49213064,-2.886202,2.464304,-0.5757595,-0.35498846,0.05939471,-0.59856296,-1.8703333,-0.36280417,-0.32439145,-0.6246722,-0.50659066,-0.6447139,-0.26982728,-1.0394335,1.6415998
Subject_14,0.571203,0.2211877,-0.8522444,0.39359108,0.021686144,0.44758812,-1.7594397,0.012688758,0.5785232,-1.6193889,-0.15763602,1.9961962,2.5121236,0.39286494,0.32017025,-0.4279813,-1.0073892,-0.8976915,0.8136198,-2.1474955
Subject_15,-0.40478176,-0.6867225,1.1146277,-2.6321375,0.37585655,0.005064915,-1.9556075,0.27525392,0.12941429,-0.5662286,0.46752617,0.32841665,-0.42747337,0.18322587,-1.5760466,2.0033495,0.12839112,0.3724915,0.15328796,-1.2124708
Subject_16,-1.2169367,0.29646385,0.96909213,-1.9862667,0.9021757,0.4320101,0.6572435,1.9502805,-0.26715305,0.25725663,-0.97322005,-1.4613695,1.895094,-1.1517121,-1.2897114,0.453924,0.058245394,0.42826667,0.006251723,-0.45492604
Subject_17,-1.6953763,-0.23625095,0.16885433,0.2915556,-0.83208203,1.5649809,1.4334255,0.041461863,0.8963308,0.20803712,0.19789904,-1.877626,-0.31078267,1.294043,0.18679985,0.057241697,-0.8753349,1.1079856,1.6652616,-0.6594854
Subject_18,0.17537692,-0.00045069557,1.7079222,-0.8330917,-1.1577524,0.45088878,0.7735852,-1.4548525,-0.5209154,-0.68982655,0.8077811,-5.3471885,0.16946557,1.105357,0.41988567,0.24525768,-0.037221827,-2.1348474,-1.1069458,-6.066914
Subject_19,-0.52736634,0.72331506,-0.46108583,0.7033883,-0.10248236,0.92305034,-1.2301195,0.24526267,-1.0567209,-1.3162537,-0.50607127,-2.1006808,-0.4761302,-0.4950321,-0.6239105,-0.2876702,-0.24027906,2.3003197,0.7100084,0.5328477
Subject_20,2.7382774,1.4022113,0.7565941,-0.80372894,-0.4534208,1.0992537,0.941395,1.306773,0.54627556,-0.26446834,-1.455884,-0.8367018,0.15828794,1.3887631,0.70475435,0.7253627,-1.5182668,0.7671894,1.6818991,-0.881957
Subject_21,-1.0247502,1.7003524,-0.42700368,1.0712819,1.0574856,0.16244745,-1.3551911,-0.14699301,0.46307945,0.4026795,-0.08210655,1.0494579,1.0431503,0.7733093,-0.7102641,-0.9576281,-0.18026459,0.33313432,0.7415464,0.092207186
Subject_22,-1.902631,0.69842106,-0.2942144,-1.1879549,-0.44615898,0.27411872,-1.1841893,1.6426631,-0.6986032,-1.4029157,-1.6942472,-0.73646253,-0.9479103,-0.3564297,-2.4467018,-0.13123415,0.9538781,0.95988953,0.14036593,-0.33876848
Subject_23,0.7920804,1.6276536,0.7810224,-0.12336592,-0.40450868,-2.1989436,-1.232994,1.0573131,-0.25053737,-0.9532695,1.0565567,-0.04898509,2.1911561,0.26103693,0.06287724,-1.1518301,-0.4833553,0.5918638,-1.1986134,-0.81319976
Subject_24,-0.43646535,0.16795148,0.2210785,0.82959163,-0.90148115,-0.90681696,0.7626856,1.3850484,0.5831087,1.1659799,1.4418854,0.5782786,0.036998235,-0.9277114,0.45325598,0.25335988,0.40609467,-2.0260592,-1.898468,-0.4702942
Subject_25,0.973305,0.48007807,-0.39624578,0.5066733,1.9646991,1.6099818,1.4678525,-0.15793875,-0.24456805,-0.69710726,-0.9394211,0.03136889,0.5098047,-0.8647527,-2.0704107,-0.6561846,0.24493116,-0.6128633,-1.9133928,-0.38262177
Subject_26,1.0742985,-0.25001833,-0.5949162,-0.61749315,-0.70159894,0.715196,-0.55806166,-0.5128021,0.17501685,-0.07762207,-0.050991155,0.18909404,1.0023776,-0.39147925,-0.52331024,-0.5990208,1.371455,-0.6752371,-0.24846016,0.795827
Subject_27,-0.14976409,0.3691914,0.20901965,-2.8057272,-0.73202944,-0.50734115,1.3249274,-0.051817074,-1.2078978,0.30833533,-0.929426,0.34067118,-0.8796853,-0.66126364,-0.13794532,-0.6514753,1.0943048,-0.111513115,-0.2467658,-0.22826906
Subject_28,-0.29490256,-1.4302388,-2.893352,1.1382058,0.38211095,-0.01396474,-1.3164177,-0.45262513,-0.9367734,0.7870168,0.37987632,0.78040147,-1.3570701,0.6276854,2.759994,0.9246885,-1.0889442,0.28794372,1.0652037,0.4388306
Subject_29,0.8636481,0.8909002,-0.8745398,0.15992165,-0.07186975,0.021531735,0.55769515,-0.19811623,0.5522883,-1.4845486,0.2759839,0.80546725,0.8210813,1.4318264,0.15912956,-0.6830385,1.1066324,0.5411369,0.38453946,-0.1526736
Subject_30,0.6060327,-0.785057,1.812568,-1.4788084,0.2014781,1.3168067,1.2229481,0.12888624,1.7491034,-0.12688375,-3.4010046,0.011374495,-0.61392623,0.39076078,0.09664657,-2.0062919,-0.24045944,0.57663614,0.5360323,0.7551099
Subject_31,1.5331761,-0.42225763,0.5609469,-1.2288296,0.11050629,0.47450715,0.97719646,-0.051632006,1.099356,0.78092676,-1.1217206,-1.2589974,0.8817861,0.4903534,0.752209,-0.04470941,0.13196953,0.7975404,-0.4110768,1.2958189
Subject_32,-0.21292982,-0.8108181,1.222996,0.29221737,-1.1370701,1.6546944,-0.49584067,-2.3732102,-1.565548,0.8256361,0.039170735,1.3759117,-1.7077875,-0.108657025,0.11083719,-0.41599035,-0.16370529,-0.8248412,-0.16312689,-0.44213405
Subject_33,-2.260602,-0.111541964,0.04515209,-1.624585,-0.5385832,1.6163183,-0.6972937,-0.8693854,-0.121669814,-0.16194482,0.84781283,0.661055,-0.11579707,0.17383707,0.96608555,-0.7726433,-0.040583536,1.0363634,-1.1862724,1.2620481
Subject_34,-0.41484553,1.2314053,-0.4583581,-0.728454,-0.9658832,0.93464947,-1.1102079,0.44012156,-1.652678,0.2056388,2.2280562,0.9993745,-0.3668846,-0.55416983,-0.33505765,0.904774,0.13814707,0.9650451,1.1306771,-0.8064368
Subject_35,1.6609766,-0.42773545,1.0093061,0.13716456,0.6931711,-0.17800586,-1.2220381,0.8389518,-0.13259517,-0.70634633,0.39915547,0.8907561,1.5027846,-1.7967446,-0.40276048,-0.019784918,0.97117954,0.6325438,-1.1925967,-1.9237074
Subject_36,0.54391855,0.07208812,-0.12199562,0.68321085,1.6645199,-0.493074,0.7404885,-1.2427167,1.1888405,0.70163554,0.54371685,-0.13523145,0.15668307,0.18788232,-0.704768,-0.84586746,1.5597888,-1.1242291,0.25272572,1.4196383
