Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-1.0013807,1.22843,0.5649983,0.041023217,-1.7843233,-2.088794,-0.095014036,-1.903518,0.6179936,-1.9780412,-1.3688717,-2.0633447,1.2617484,0.7485996,-0.13273484,-1.0416306,1.0301657,0.3389239,1.6023812,-0.25338498
-0.73669916,0.65187967,-0.71438247,0.31371915,0.45381874,0.57618564,-1.5045581,-1.3993286,-0.64534914,0.14588062,-0.70860505,0.87325525,1.5535854,-0.674137,0.058305804,0.6454573,0.4014504,-0.55296075,0.4754658,-1.3676634
-0.6947001,-2.0601096,0.4986248,0.8216582,2.6991878,-0.053768743,1.1334913,-0.19495367,0.8142702,1.6661466,-1.3519765,1.3531989,-0.30427462,1.7454633,1.5028068,0.06868382,1.3072386,-0.4353123,-0.39771867,-0.5874198
-0.27971864,0.2786544,0.09394384,-0.8277519,0.040623024,-2.1503181,-0.92202556,0.2811726,-0.99439067,-2.1127653,-0.8041924,-0.9427536,-1.8245676,-1.0306191,0.64739805,-0.2154466,-0.44970256,0.5190381,1.3245391,-1.136573
0.16933702,-0.89710855,-0.12858409,-1.1243821,0.82690865,-1.06901,1.5594456,-0.88035506,-1.1304997,2.274558,0.7547332,0.21627998,0.14240982,-1.0167699,-0.084905334,0.36901912,0.35813424,0.8790477,0.6643468,-0.8934117
1.3592519,0.32402503,0.9644195,-0.34769994,0.10806053,-0.7883614,-0.697704,1.3485184,-2.0238967,-0.085745774,0.04938191,1.1280103,-0.34233907,-1.0787741,0.3664198,0.35003802,0.8441293,-0.254339,-0.20700672,-0.80360854
-0.4079412,0.28868282,-1.2926477,-0.5246281,-1.8439921,-0.73546696,-0.10382617,1.4620804,-0.680566,1.236138,1.3805919,0.5326004,0.681102,2.2079668,0.96872276,-1.285301,0.23140568,0.054495595,1.3993698,-0.07189446
-1.9985509,-0.47250852,0.4639382,0.29090336,0.29979452,0.4257755,1.6939799,-0.8364974,0.46111074,0.95132864,-2.0175476,1.2492098,-0.03627859,0.28284994,-0.8608944,1.2148478,1.0070404,-0.058954023,-1.1086304,0.905365
-0.51377434,-0.58629996,-0.3337834,-0.27834597,-0.47122538,0.8538149,-1.4206977,-0.6565254,-0.45386612,1.3430976,-0.093688846,-0.6132289,-1.3195515,0.48198792,1.0273747,-0.15214573,-0.09304628,0.7387875,0.45489234,-2.2419136
0.62371176,0.3429879,-0.8602347,-1.4383242,-0.13210104,-1.656682,0.4313371,-0.40065223,0.43403774,1.5930778,0.93351257,0.64046586,0.85773194,-0.5612541,0.011263646,-1.1106143,1.4385389,-0.3463029,0.8875342,1.5096737
-0.18045464,0.24465933,0.7766318,-1.5365969,0.02028625,-0.367528,-2.3128612,1.0553424,-0.2981686,2.3240476,0.9546828,-0.87821716,-0.9235999,-2.158483,-0.7924262,-0.8611293,-0.44502208,-0.37153235,1.5166144,-2.3503084
1.0880437,-0.93455774,0.22961798,-1.5902478,-0.6754556,0.5663059,1.3298538,0.658426,-0.19744928,-0.7319927,1.0319157,1.9136512,-0.28348756,0.7941864,-1.609351,-0.015045071,-0.97409415,0.6241735,0.9330241,-0.9000463
0.043977592,0.21632817,1.1155943,-0.8723987,-0.72477823,-0.035469737,-1.6192721,1.8931786,-0.5864243,1.2313708,1.2006356,-1.5049697,1.0447782,-0.7667851,0.8210931,-0.054302905,1.2902462,0.9064158,0.0138736535,0.61976343
-0.373493,-0.7040916,0.05208385,-0.6745647,1.5719854,1.1274849,0.20290966,0.10655837,-1.954961,0.3021112,-0.7248691,-2.6187716,0.17454715,-1.2637128,-0.26829284,1.751886,0.049657874,-0.24243379,-0.35620484,-1.0907992
1.0744183,1.9031706,0.41749257,-0.30865586,1.0561754,0.9002262,-0.052902255,0.53086233,0.7051849,-0.43317226,-0.7303497,2.356298,0.21803017,-0.024765113,0.16982181,-0.14642876,-1.1042241,0.8789911,0.28748056,-0.09733214
1.2218148,0.2681543,0.4554251,-0.35358426,1.1380241,-0.9042967,0.62517816,0.13729993,-0.16399369,0.5337489,-0.14853945,-1.1816008,0.62709713,-0.17455737,-0.65540016,-0.16071272,1.2167395,0.5273722,-1.7583555,-0.5214935
-0.9299975,-0.6584628,0.040770654,0.278093,0.24869858,0.2930771,0.9090245,-0.44272497,0.31392318,-1.1115586,0.8655068,0.36330816,1.5631008,-1.7359581,1.0160171,-0.12897998,0.7743232,-1.4870201,0.38783142,0.7497174
1.3715172,-1.2549709,0.24994716,-0.4271346,-0.6852174,-0.45495373,-1.2373319,-0.9565846,0.13861565,0.28589767,-0.4021376,-0.59990895,0.97779685,0.4092404,-0.39867508,0.03181819,0.40434417,-1.8629395,-0.55124515,-0.6489425
1.3503101,-0.991172,0.3072141,-0.029228097,-0.7940161,0.7198708,-0.12719114,-0.52921045,-0.956579,-0.6898196,-0.7391981,-0.07364287,-1.9544435,0.06599499,0.25663045,1.6954167,-0.80503273,0.027004393,-1.0154893,0.98423016
-1.6563283,1.6527475,1.338948,-2.2375815,-0.9071891,-0.13478667,2.17354,-1.0745248,1.7298707,-0.6919983,0.7460423,-0.6879212,-1.9087933,1.3886669,0.47863293,0.5786868,0.8116736,0.1394979,-0.6132857,1.1946721
1.0449063,-0.48537114,0.14285032,-0.54866534,1.6944573,1.4505908,1.634546,-2.1527221,0.2785051,-1.024871,-0.11158392,-0.20427841,-1.8591052,0.50541884,0.47562823,1.5749991,-1.2450469,-0.43470705,0.84160906,-0.12069353
1.6273004,-1.4447645,-1.5542569,-1.6437161,0.8162492,0.7236527,0.095382325,-0.85190713,-0.8329521,0.7008854,-0.74162644,0.121361546,-0.85414636,-0.1047542,-0.8336781,-0.45967937,0.4409957,-0.24496113,1.1772674,1.5536976
0.63046134,1.4319736,0.93301314,0.5266969,0.58334655,0.939108,-1.7839763,-0.087459415,0.70417136,-2.0304618,1.0893159,2.4509697,0.5059886,0.1089091,-1.0527617,-0.3056652,0.6620971,-0.028011538,0.5422073,-0.3815602
0.94375217,-0.5294003,0.34104007,-0.4536558,-1.1492721,0.72987175,-0.055034023,1.1081989,-0.9277516,0.8044605,-0.96259964,-1.0975735,-1.4823545,-0.28879926,2.084073,-0.5714943,1.1148276,-0.33897817,-2.8291268,-0.6641808
-0.21069795,-1.5676174,-0.20243374,1.2636006,-0.88185763,-0.9682667,-0.4839091,0.85191125,-2.2331572,-0.22127263,-0.517947,0.09514268,-1.0413705,0.19281748,-0.0048666666,-0.28487274,-0.06962862,-0.91879165,-1.482001,-0.16074206
-0.8233451,-0.5024845,-1.2203178,-1.2882262,-1.4260371,0.9576103,-1.1882689,0.31309924,1.6611192,0.014353785,-0.07237815,0.41264334,-0.8508115,-1.191788,-2.100777,-0.7627095,-0.30349275,0.56025517,0.9568635,1.5817965
0.4850904,0.5832894,-1.3902119,1.6271204,-0.7580642,-1.8146468,-1.285152,-2.2354784,1.9736862,1.3062515,0.022817593,0.28025398,0.1571091,-1.2670009,-0.57586956,0.070418164,0.2438344,2.1445942,-0.31403437,-1.6729761
-0.85091645,-0.7032195,-0.67550254,0.48702317,0.24042949,0.6437784,-1.6849462,0.65650254,0.7874738,-0.9853082,1.513622,0.17325726,0.7823074,0.52181923,-1.5955913,1.1589178,-1.2028261,-1.1077249,1.4824328,-0.6977169
