Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.42459503,0.27775222,-0.14117774,-1.3158637,-1.0549328,-1.9431946,-0.48653972,-1.4090332,-1.0175838,1.1291674,-0.08706537,-1.9283594,-0.15578108,0.68776023,-0.2879251,0.14787547,-0.17220776,-0.74049544,-0.3881094,0.6266989
Subject_2,-0.4213707,-0.5213296,-1.0342568,0.19769481,-0.19376758,-0.6248869,-0.8358813,0.19199196,-0.70058,1.527575,-0.8510316,0.68247545,-0.6022166,0.7407782,-0.2991747,-0.2648731,-0.6741282,-1.1497912,1.134574,0.006704867
Subject_3,1.3584884,-0.3664886,2.0733247,-0.2461317,-0.064861596,0.9650459,-0.7502397,1.3054181,0.7474184,2.1509376,0.69915223,-1.0016711,0.4827508,0.63596416,-0.22072208,1.0086908,-0.45712078,-0.9154774,-0.113094,2.1007419
Subject_4,0.9803869,-0.0073919576,0.8998525,0.75069726,0.87114584,0.71357644,-2.8605332,-0.9635771,0.17637782,0.3893177,0.4474005,-1.0448551,-0.40732378,0.2988516,-0.9370425,-0.4180864,0.4460252,-0.57749826,0.5931237,-0.29761952
Subject_5,0.4061051,0.30356538,0.5083218,-0.3816284,0.096063,0.6361783,-1.3270818,0.46418896,-0.6194669,-0.8834263,-0.41652504,-0.44159055,-0.11471732,0.19637959,0.96689475,0.3896382,1.5354621,-0.54477906,-1.325245,1.8088992
Subject_6,-1.5014423,-0.83053994,1.2038026,0.25254786,-0.9041359,0.96085036,-0.14160742,1.3871372,-0.35508588,0.05146216,-0.20469125,0.15774153,-0.66830593,-0.43436605,-0.61532897,-0.47948834,1.233831,0.55919653,0.07037491,-1.1328909
Subject_7,-0.8565154,0.46901277,-1.0717626,-0.4518028,-0.029727193,-0.65374005,0.09819995,0.1284333,0.20502415,-0.6977148,-0.853707,-0.285644,2.0390673,-0.06328851,0.8399488,0.7307697,-0.23249365,-0.19252989,-0.15277496,0.7356122
Subject_8,0.10131403,-0.5391712,-0.5806709,0.58502704,-1.1554904,-1.4509565,-0.35327747,-0.6824913,-0.46857733,-0.7302879,-0.9185537,1.631579,-1.188608,0.12696269,1.3418391,-0.07500425,1.8657402,-1.811634,-0.50138414,0.60642385
Subject_9,-0.417536,0.5926826,0.95425314,-1.8019369,-0.6167966,0.23701815,1.1363341,1.8896852,-0.15120319,-0.11937796,-0.045664724,0.0135914935,-1.4563693,1.8505706,-1.7507024,-0.8769682,-0.22151177,-0.9295025,-0.33224386,-0.626704
Subject_10,-0.94935936,0.35652685,-1.4221153,-0.61404306,1.3845145,-0.26332754,0.95930004,0.25260746,0.506255,-1.6189432,-0.4560571,-1.1026776,-0.78515,0.998053,-2.2151217,0.05947533,0.47305298,2.131082,-0.63785106,0.4650801
Subject_11,-0.21455297,0.6510676,0.29807338,-0.404373,-1.6268924,-0.50577503,-0.24135719,0.03450535,-0.62110686,1.055485,1.7051929,2.0642447,0.93085533,0.08239855,1.2196937,-1.2959343,-0.8586313,-0.70645136,0.6611898,-0.14452836
Subject_12,1.024106,0.3266038,-0.07365458,1.4004956,0.23333326,-0.19151805,0.38391438,1.2620754,-0.16783698,0.8323763,-0.36009878,0.2675705,0.33005834,-0.54962486,1.6459925,1.3791437,2.185761,-1.5905062,-0.7962147,-1.1731269
Subject_13,0.41173092,0.3072,0.4863468,0.2879717,1.9513282,1.0219615,-0.90205693,-0.7666373,-0.71950597,-0.6653443,0.24554831,-0.55287844,0.777624,2.1498702,0.8958816,0.15263446,-0.285313,0.9558723,0.2873124,-0.32877406
Subject_14,0.3948571,-0.13905929,1.219364,-0.84680647,-0.3664705,-0.33277982,0.23479515,-0.36069444,-0.21463767,0.2851974,0.38114715,1.4321347,0.24523169,-0.7824207,-0.3207042,-0.47793648,-0.45275426,-0.14270608,-2.2325048,1.7742326
Subject_15,-0.13622366,0.6414334,0.3947289,0.17818616,-0.12730068,-0.88252157,-1.2807416,-0.6181009,0.30181685,1.2567338,0.4960575,-0.5767266,0.2517134,-0.5141731,0.45425707,0.35704368,-0.09051706,-0.7362026,-0.6478415,1.4784174
Subject_16,2.035208,0.79667807,-1.0125532,0.2231865,0.28787538,-0.43080965,-1.1405438,-1.6577066,-0.008915341,-0.5187849,0.54935855,0.22034043,0.7296186,-0.31553054,0.47316682,1.4366412,0.3286398,-1.487946,1.3874227,0.86724305
Subject_17,0.20465654,-0.37112606,0.25861052,0.92417973,-0.08151121,-0.12812771,0.60792524,-1.1869938,-0.27949175,-0.16835602,0.19992028,-0.98362756,0.32605395,-0.59096336,1.0346519,0.6817055,-0.9964818,-0.4667329,0.21629298,1.2163495
Subject_18,-0.29411533,0.062272817,0.17618822,-0.8509901,0.60555226,-0.49594554,0.36978182,-1.0712558,0.48706153,0.50680786,0.6234293,0.6039148,0.9104936,-0.741744,2.9579554,3.233039,4.296311,-0.33970913,-0.8859617,-0.9403125
Subject_19,2.7185128,-0.93280154,0.778214,0.57167363,1.2902515,-0.27212554,-1.5006887,0.60560006,-1.5955516,1.5844706,0.41180053,-1.6003584,1.4097316,-0.8491718,1.3404436,3.7901995,2.1734974,-0.9115304,-0.5872885,0.84558517
Subject_20,0.771626,1.6810433,0.3786888,-0.2622042,0.5029721,-0.49455842,0.21536693,0.30832675,-0.17854951,0.6794643,0.377243,-0.59435904,0.23864792,0.7586281,-0.007871762,1.5532018,1.1646163,-0.3708671,0.09316789,-0.42513433
Subject_21,0.84391576,-1.0418298,0.8255947,-0.4818637,0.46631968,-0.20722309,-1.1233345,-0.8038584,-1.8358128,0.86326784,0.833217,-0.00938346,0.98949057,-1.0394145,1.1531322,0.65985435,0.1335183,-1.389554,-1.0984713,-1.2172226
Subject_22,0.6565739,0.10514298,-0.21758655,-0.8888428,1.7073634,-0.7576363,0.15228668,2.313678,0.5511181,0.9564324,0.85131043,0.68887025,-1.0637497,0.66036296,-0.04335686,-0.091727555,-0.060054272,0.3349099,1.2650256,0.68200725
Subject_23,-0.5168058,0.42761618,0.50076586,0.7420307,0.07214671,1.7389327,-2.271809,-0.37344983,-0.0670333,0.4242843,-0.98738253,-0.28494102,0.85605735,0.1991186,1.4912862,-2.1437776,-1.6711211,0.5545797,0.11025056,1.6407455
Subject_24,0.53880495,0.05470526,0.0114921965,1.4761024,0.30093014,-0.21504283,0.45570508,-0.56064624,1.3439975,0.053835668,-0.36581808,-0.89756775,-0.5736576,0.17516704,-0.3632626,-0.07571605,-0.042410597,0.1095441,-1.1005855,-0.8718283
Subject_25,-0.16706738,1.9582015,-1.853912,0.5102015,0.40162203,0.39440158,0.28296193,-1.2637637,0.8949419,0.44443756,1.620437,-0.91579205,-0.685329,1.2499429,-1.1569157,0.7047332,0.24477439,-1.0425922,-0.110847294,0.27314574
Subject_26,0.58188206,-0.52709454,0.8136088,-0.5466718,0.1733915,-1.4247195,-1.0131252,1.1801417,-0.14506257,1.0668745,-0.818364,-0.25109908,1.5057704,-1.3306665,1.5225974,0.21773255,-0.95023733,-0.6797924,-1.0040092,-0.049242027
Subject_27,-1.1893303,1.6089435,-1.2067724,1.4923508,0.5108545,-1.3216993,1.3198853,0.13536288,0.93905723,-1.0032425,0.53026,0.55747074,-0.92585206,0.7327109,-0.5782425,1.0325072,1.1830561,-1.8266476,0.5968249,0.36166266
Subject_28,0.9456348,-1.6520461,1.4534557,-0.57786864,-0.7016948,-1.174289,0.4102763,-1.2835712,-0.97329706,0.60085046,-0.58871764,0.26788232,1.2076758,-1.4398055,0.0879753,0.06330022,-0.22470877,-1.0213623,0.74895763,0.7729153
Subject_29,-0.6783361,-0.613233,1.0885167,-0.37670615,-0.0025148897,0.107341565,2.0058103,-0.015528683,-0.30581224,-0.14444423,0.11882927,-1.4619777,-0.29786968,0.41248152,-1.3920789,0.80825543,-0.62257016,0.13120085,0.09147207,-0.42166275
