Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
0.1266608,0.19765587,-0.9092021,3.4861288,0.10142962,1.7288553,-0.87563884,0.05573634,-0.7423486,-0.5043735,1.3638895,1.8944701,-1.8730471,-0.14755192,-0.8158779,-0.51087505,-0.72829884,1.1085478,1.4492933,0.07824221
0.78218424,0.17971402,1.7904435,2.348768,-1.4580626,0.86052847,1.039634,1.0184702,-0.47764605,-0.55214095,1.0922706,0.7933128,0.5572075,0.26875943,-0.40145412,0.6020006,1.2311913,-0.40765494,-0.8379252,1.5123304
-0.036673658,1.4638133,-0.58223665,1.615638,0.49909517,0.2838639,-0.47488818,-0.24584547,-1.3444867,0.18713447,0.5609935,0.19909035,0.9289942,-0.3957046,1.0586112,-0.12581451,0.39603785,0.51863647,0.82823384,-0.5491
1.0022467,0.03913431,0.22463995,0.35251155,1.1390731,0.98125297,0.9284524,1.2841395,0.52166474,-0.25462478,-0.12316351,-0.027033959,0.9110542,0.80453473,0.53539646,0.5735609,-0.48451665,-0.8387197,2.0735912,0.22669373
-0.19629467,0.83050543,-0.31508434,-0.7407129,-0.82464576,1.7124565,-0.1701189,1.485131,1.6764627,-0.26071858,0.65401554,-1.402299,-0.9143164,-0.32596463,-0.9956348,0.72895765,-0.3461008,-0.7842581,-1.7197095,0.14529288
0.42347494,1.0330088,1.5389276,-0.6121134,1.3403113,-1.0259184,1.3899387,1.3227298,1.6274804,0.25233495,-1.2317251,-0.37945247,-0.049859382,0.29397067,0.44978955,0.47674826,0.039627574,0.4068041,0.38946673,0.61972904
0.17223217,-0.13748375,0.41198972,0.005056236,-0.028483516,0.2985158,-0.03334639,-0.9443864,0.7598405,-1.9425904,0.32733008,0.759176,-0.32391825,0.9520569,1.7719996,-1.3654805,-0.5975575,0.64693516,-0.4332669,-0.6463784
-0.5330508,-0.16256252,-2.095263,-0.70037955,0.29360905,0.025689786,-1.17562,-1.30146,-1.3398653,1.1652366,-0.75694174,0.085991874,-0.12085434,-0.20360747,0.6024888,0.56520796,0.7515146,-1.3040986,-0.604867,-0.5768956
-0.09311676,0.085095726,0.8484297,-0.73419565,-0.14914745,-0.68603283,-0.69692314,1.220023,-0.8515063,-0.25252336,1.5861039,2.5343194,-1.0240927,-1.2047174,1.5736154,0.5187349,-0.43555102,0.33648556,0.34042954,-0.13119498
-1.4948972,-2.2972593,-0.18524297,0.53218913,0.45025107,0.6688109,-0.3556209,-1.3637488,0.15488411,-2.0149407,1.2943162,0.5125702,-0.09358576,-1.0328168,-0.4998103,-0.4304332,-0.5085017,-0.728801,-1.4725626,-0.81670666
-0.16375971,0.48871726,-0.005140262,-1.3478982,-0.20944598,-0.74570173,0.30042437,1.049516,0.62641215,1.8748208,-0.558595,1.025123,-0.9518514,0.40215173,1.6166798,-0.42105806,-1.148796,-1.2091612,0.3657126,0.26899487
0.0332742,-0.84080154,0.3237109,-1.3400315,0.89189595,0.6614733,-0.567046,0.6171566,-0.16345239,-0.93998975,-0.46808672,0.0050999774,-0.46018946,-0.47346509,-0.5909591,-0.92350566,-0.14842652,0.7246374,0.5959517,1.0215495
-1.0842679,-0.77361107,1.8347965,-0.4630301,0.9418748,1.2409648,-0.92669946,-0.16309868,-1.1021569,0.35911575,-1.6218952,0.8422187,-0.91293794,1.4861553,-1.0190227,0.56841433,-0.8923578,0.6222101,-0.7917815,-0.54589117
0.29259735,-0.078519404,0.8292262,0.541441,-0.5125485,0.25002238,0.6025268,0.15911302,0.5281771,1.2890276,-0.45201448,-0.7074768,2.5848012,-1.922474,-1.7610954,-0.1484503,0.8246838,0.6127452,1.801465,0.7927858
0.43043742,0.6270365,0.4497261,0.57713646,0.17239258,1.7167133,-1.2867541,-0.672482,1.4607682,0.22235261,-2.3051424,-1.5749768,-1.2212238,0.21260555,0.7218715,-0.48061872,0.84943753,-1.1946926,-0.90373313,-1.019926
