Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.27791,0.30896005,-0.3476384,-0.4825875,0.4330714,0.6653102,-0.3656947,-0.5290592,-0.37889445,-0.84513086,0.9381332,-0.80361545,0.5111382,0.34354362,-0.71927196,0.5524567,0.75235647,-0.55221725,-1.491859,0.81745875
Subject_2,-0.34515768,-0.23610565,1.0300431,1.2492689,1.3217914,0.9153966,-1.0644548,0.11817813,-0.61475915,0.60472864,3.0058563,0.9092675,1.0624526,-0.36554497,-0.59510887,-0.32966936,-0.97786087,1.886884,0.41816804,0.88178915
Subject_3,-0.1501775,-0.58316344,-0.3009846,-0.7621656,2.1919239,-1.1602849,-0.7457979,0.018140912,0.48625556,-1.0216436,-0.6867725,-0.22105554,-0.81741774,-2.0916252,0.66817415,0.5507904,0.8691,0.88146365,-0.16219643,0.8081737
Subject_4,-0.692427,-1.3080363,-0.6560464,-0.90675133,0.43358195,2.4706416,-0.3720318,0.5900251,-0.15507965,1.6496434,0.21920268,1.6309477,-1.7953324,0.12075151,-0.07338319,-0.060566496,2.02127,0.10147957,-0.9188261,0.46224728
Subject_5,0.07447991,2.4891899,1.2476447,-0.21495019,0.5355092,0.41266435,-1.7523617,0.8629828,0.1773647,0.8229203,0.27479264,0.97301966,1.6922503,0.64194876,-0.6418698,-1.3273485,0.21317507,0.1429688,-1.4437468,-0.32426277
Subject_6,-0.07377548,-0.7393306,-2.1073651,-0.26183873,-0.67093295,-2.406508,1.0148908,2.782374,0.2517185,1.083862,0.7515509,0.41339144,0.00507197,1.0865717,-0.5651893,1.0530257,0.7532306,-0.393458,-0.22802682,-2.4356925
Subject_7,1.4845303,0.9313412,0.16830893,1.8774468,1.5336186,-1.461642,-1.5830885,-0.6709923,0.4479833,0.06889265,-0.34676713,-1.1642741,1.1137668,-0.94356674,0.67113346,0.59743184,0.2280304,1.0969765,-0.34143013,0.8593845
Subject_8,1.4912472,-0.7511523,0.38801843,-0.2623577,1.3430521,-0.750624,0.90622216,-0.30216104,1.3949791,-1.476371,-2.0963955,0.037605774,-0.3113993,1.623698,-0.59245485,-0.17120393,0.65656734,1.2200414,-0.8605116,-0.27735168
Subject_9,-0.5349099,1.2796279,0.17111817,-1.0832162,-0.098816074,1.912319,-0.586521,0.24103023,0.19998792,1.2308439,-0.47249708,-0.75204283,-0.020909902,-1.0672055,-0.5510676,0.6688558,-1.1394901,-0.7328952,1.4671997,-0.56292945
Subject_10,-1.0607953,0.15228033,1.1976542,-0.6492342,-1.0028919,1.1203383,0.6506935,0.04893315,1.1646047,-1.1445442,-0.26669475,-0.77241915,1.0017338,-0.915674,0.056441106,0.9681236,-0.36280844,-0.022241078,0.016967345,0.33440965
Subject_11,0.4154127,-0.43212637,1.285257,-0.38505083,0.22643606,-1.2529441,0.8890543,0.051766146,-0.73306966,1.0816423,1.272845,0.8844587,0.86680686,0.34060025,-1.0022744,0.42195106,-0.81873924,0.1835792,0.025887022,-0.6604682
Subject_12,0.4697751,-1.5479959,0.3929868,-1.8700354,-0.9271084,-2.3318686,0.16949028,-0.37764192,0.1136071,-0.5994199,-1.873517,0.68011075,-0.18818069,-0.76650256,0.023189945,0.18139581,-1.0524623,-0.12522909,-0.06906685,-0.33839443
