Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.3272636,0.1639326,-1.452344,0.9484599,-0.1585721,1.2122242,2.3349411,1.815512,-0.46578848,-0.25076497,0.856386,0.22049132,1.326447,-2.128719,0.5961678,-0.2278653,0.106641315,-0.54806244,0.40200475,0.695394
Subject_2,-0.96176046,-1.2890588,-1.4421873,-0.3977059,-1.2461373,-1.2061448,0.32884553,-0.11065328,-0.63779837,-0.40007967,-0.1652345,0.000100896075,-1.0944386,-1.3739078,0.019907298,-0.09144563,0.7536645,1.3591037,-0.5441391,0.9937016
Subject_3,-1.199342,0.3087271,-1.5339411,-1.7344984,0.31192556,-0.018801386,-1.3756088,1.1888229,1.0161977,1.469252,0.38268092,-0.78978306,0.44475156,0.33532268,-1.1099124,1.1167482,-0.7152367,-2.0291216,0.036818925,0.07093286
Subject_4,2.1043394,-0.29965836,-0.71272796,-0.32783926,0.39101845,1.0200952,0.15376227,-0.15791276,1.6665304,1.0977454,-0.033190265,-0.4975236,-0.3188407,0.47621188,1.9734143,0.8634059,-0.30823848,0.37807328,-0.51512486,-0.3344669
Subject_5,-1.4000999,1.5722622,0.15404046,-1.1196585,0.94592905,0.854455,1.0198507,-0.12164536,-0.8322326,2.1140785,-0.76128757,0.7671046,1.9818132,0.31856674,-0.89308006,1.0775205,0.57131016,0.3414178,0.053664032,-1.5631692
Subject_6,-0.21382,0.788683,0.6098507,-0.022672467,0.3373382,0.36123654,-0.8306818,1.8362792,-0.12465334,0.6945834,0.45261303,-0.47579142,0.6381974,-0.26020923,-1.1228185,-0.7643422,-0.8372827,-0.06525761,-0.684481,0.3784879
Subject_7,-0.96853995,-2.083917,-0.56072855,-0.09948827,-0.88229007,0.031261913,-0.9589881,-2.3843336,-0.13492955,-1.6469499,-0.40143886,0.8441147,0.006455781,0.1608611,0.32284182,0.25324365,0.56691355,1.3331711,2.7551405,-1.1479108
Subject_8,0.97959435,1.0216482,-0.16384552,0.66341615,1.4494761,0.123266,0.051875543,-1.1429621,1.0044528,0.59929854,-1.4210924,-0.298361,0.22949661,-0.16621241,0.35683438,-0.27295282,-0.47198117,0.24667181,0.89739716,0.90479517
Subject_9,-1.7236362,-0.004541381,0.25889322,0.29576153,0.65097576,-0.0652528,-0.20764463,0.4151308,-0.8794495,-0.7182421,-0.23352057,0.079355724,0.7546896,-1.3753747,-0.019701581,0.0063318214,0.87033635,0.52530044,1.242893,0.56886566
Subject_10,-0.8799087,-0.4411602,-0.21038958,-0.42119056,1.4081926,0.92540044,0.7565827,0.030055035,-0.74895734,-0.73432016,-1.3192455,0.7746811,-0.061448462,-0.36523774,0.25960028,1.0879741,-0.055164542,0.8629773,0.700044,-0.2746181
