Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,1.8583846,-0.064151734,1.0189716,0.4601444,0.28701028,0.84942055,-0.15477817,-1.0456642,0.25788754,-0.950268,1.9894902,0.85212153,-0.33218706,-0.5821316,-0.07103087,0.16964386,-0.9135732,-0.21172138,-1.1901772,-0.31289205
Subject_2,-0.5584147,0.11115217,1.17178,1.7981913,-0.053957615,1.3960601,-0.33431038,-1.1623479,1.8204114,-1.449446,-0.32707867,-0.5074886,-0.6576187,0.3613854,0.35844752,1.0089209,-0.7209143,1.0382776,-1.8016905,-0.06712007
Subject_3,0.28445843,0.1317334,0.0346428,0.24725068,0.08744408,0.10287969,-1.1556848,0.21978468,1.1832637,-0.68612945,0.33415252,-0.7672884,0.15853217,0.25789878,2.2514267,0.6518561,-1.5347555,-0.33736607,-1.1086475,1.1524844
Subject_4,1.6653496,-0.40762916,0.07330952,1.5245162,-0.59223825,-1.3252065,-1.6790805,0.18282382,0.5293328,-0.50156635,-1.8944857,0.5936157,-2.3951564,-0.2222123,-1.7660824,-0.42631957,-0.27269378,1.0096366,0.06600277,0.42114604
Subject_5,-1.3807148,0.64375955,-1.1614728,-0.14179029,2.369379,-2.0249825,1.8488561,-0.20014393,-0.6344795,-0.7329236,-0.69493544,0.5587164,-1.6888576,1.3874073,0.23611629,0.45097739,-2.2874818,-0.5714532,0.20194498,-0.48036698
Subject_6,0.45943895,0.60804564,0.26301697,-0.1196772,-0.019142834,-0.8873631,-0.8122751,0.37387514,-0.1143275,0.22472438,-0.27889916,0.35725582,-0.30693728,-0.5791279,-1.6709268,-0.23657039,-0.64324284,0.40152887,-0.7458876,-0.5886294
Subject_7,-0.3110792,0.75534254,-0.25351676,-0.64671564,-1.1718104,0.20563594,1.3192798,0.6748844,0.54836375,1.5319718,0.68372935,-0.53344107,-1.7679387,0.5110053,0.25113365,0.96367353,0.30311638,-0.900424,0.81471765,-1.7021449
Subject_8,-0.85283303,1.035527,-0.65582025,0.30605835,-2.076037,1.236249,-0.37164974,-0.66121715,0.16298652,-0.3547379,-0.97418183,-0.31219423,-0.036227,-0.7322404,-0.11540268,0.60904634,-1.0780408,-1.3683488,-0.29466736,-0.82566124
Subject_9,-1.1097994,-0.19743416,-1.2071671,0.1341621,0.03888596,-1.0107387,-0.84405184,1.749244,-1.887109,-1.622154,1.0240594,-1.6189716,-1.9413894,-0.9372274,-1.6235559,1.790265,0.7968609,0.8467636,1.4306562,-1.6946822
Subject_10,0.31853232,0.756763,1.2797387,-0.93744886,-1.491675,0.703531,0.6582725,0.0433332,0.39176288,-0.12353928,-1.5533246,0.89070266,0.9515545,0.18137981,1.1423469,1.1866546,-0.82668155,0.07808554,1.4233265,0.20727201
Subject_11,-0.31383148,-0.45472088,0.7323684,-2.0788038,-0.8201347,-0.50152344,0.34705338,0.89921844,1.1932973,0.521532,-0.10057607,-0.6854964,0.20872043,-0.9600926,0.6271633,1.2229394,0.84100133,0.9042904,-0.5327589,2.2596684
Subject_12,0.013723364,0.64521813,0.42140728,-0.21349075,0.20261575,0.69130707,0.1764517,0.9822698,0.0657114,0.2526669,-0.22791336,0.7405313,-2.4011142,-0.6601045,-1.0951912,-0.7660238,0.90536255,-1.1029855,-0.94311523,-1.1836902
Subject_13,-1.1881248,-1.5287852,1.2431732,0.9145532,-1.1451391,-0.75664306,0.6409598,0.1586109,0.83984154,-0.04983276,-0.44653702,-0.38673106,1.314758,-2.4319923,1.261762,-1.2401885,-0.9017198,0.01753053,-1.9190015,-0.5774854
Subject_14,0.8314326,-1.3827056,-1.9054962,-2.0653915,-1.0731481,-0.40501747,-1.3006177,-0.9735736,-0.5686718,-1.1497996,2.4886832,0.40183946,-0.14787689,-0.39381656,0.93718946,-2.1316586,0.21675138,0.36307102,-0.11549351,2.1662803
Subject_15,1.1943352,0.48861203,1.7395865,-0.24059208,0.61331445,0.47535473,0.18179281,0.6330638,0.27611715,-1.6128243,-0.8361627,-2.1090927,0.9469253,-1.0211147,1.0632566,-0.0971743,0.77581555,0.5368057,-0.06607745,-0.51961887
Subject_16,-0.9916676,-0.47075462,1.621258,0.32697558,1.0275116,-0.80755323,0.6054808,2.6904,-1.4638803,-0.8234608,0.016163712,0.29041773,-1.7463399,-0.1360262,0.25809613,0.38149852,-0.5008048,0.3249763,-0.22957866,-0.029261831
Subject_17,-0.29123208,-0.005278137,0.5801911,0.00019150558,0.90051514,-0.46837932,0.046362307,0.11498616,0.1260341,-0.18623708,-1.3112513,0.43297812,0.18346772,0.2640871,-1.1109291,-0.2687264,0.22211124,2.1114113,-1.4226989,-0.18644354
Subject_18,-0.5190353,0.56996256,-0.29820827,0.8786832,-0.44155517,-0.46690696,-0.30043215,-1.1539159,0.16504118,-0.46762437,-1.4954287,0.97335726,-0.05417895,-0.4107617,-0.016389707,-2.7778096,1.5911151,-0.34905708,0.9650775,-1.1268439
Subject_19,-0.1011838,0.021842381,0.7544427,-1.043488,1.2110664,-0.22215332,-0.40872744,-1.0790821,1.6080772,0.027575424,-0.18937647,-0.23801555,-3.0622933,0.8483109,1.7276225,1.084529,-1.1555288,0.712207,-0.20213646,2.0280468
Subject_20,-1.4925586,-1.2114319,0.78974354,-0.23946841,1.5037096,-0.17076643,-0.3005014,1.1822207,0.14121808,-1.3882765,-0.36929187,-0.31776112,0.9118024,-0.014658671,-1.5670267,2.353694,0.03744437,1.7380607,0.97612625,-0.07329172
Subject_21,0.5891369,0.646972,0.6331223,0.1760695,-0.43631613,0.19339105,0.22228864,-0.80400145,-1.3949314,-0.35727653,0.33154505,0.87820774,1.2888331,1.1913366,-0.11920907,-1.6972461,0.12779684,1.5058197,0.7257264,-0.041080523
Subject_22,-0.18174663,0.40821037,1.6667819,0.42221758,-0.079530805,0.33206692,0.9771744,-0.060101293,-0.4767332,0.09255075,0.059522975,-1.4521717,-0.26741064,-0.45964417,-0.80123276,0.61827666,0.16547045,0.11687522,-1.343793,-0.4148113
Subject_23,0.44468445,-1.018696,-1.055208,0.0689904,-1.1805531,0.152763,-0.8666307,1.434338,0.19342457,-1.5479729,-0.35778877,-0.13257487,0.2491567,-0.07893116,0.7252561,-1.7114073,-0.5125555,-2.0822835,2.9863107,1.0875508
Subject_24,-0.2793454,0.78743523,0.40997928,0.51824707,-0.08233634,-0.30603856,0.214666,0.7423806,1.2186645,-0.3667504,0.07626866,-0.40692514,0.85763735,0.31150243,-0.15204732,0.395311,-1.8052926,2.5691843,-1.1433214,-1.8073344
Subject_25,-0.75368077,-0.93118817,-0.35842147,1.4232045,-1.2173995,0.61040497,2.2234077,2.0523467,1.0023507,-0.95201874,-0.118139245,-0.07838379,0.5504753,-0.09939769,-1.537669,-1.0916374,-0.46008658,-0.110503495,-0.26622963,0.57747686
Subject_26,0.65319735,-0.23419076,0.5630057,0.45004934,-0.952015,-0.33191213,-1.1242653,-0.5347817,0.4471896,0.12621617,0.28241232,1.0442148,-0.07550036,-0.04914909,-0.82416356,-2.1979997,-1.1613667,-0.0498279,-0.49845695,1.2177641
Subject_27,0.9358582,1.0058193,0.73473567,0.07518314,0.5322854,-0.31487283,0.9207002,-0.49765474,2.631532,0.29944935,-0.44963467,-0.6218438,-0.037106026,-0.18388987,0.9910714,0.8412399,0.085051544,1.1429707,-1.9826813,0.8820907
Subject_28,0.62172246,0.74286854,-0.6914311,0.095441096,-0.21435118,0.27361593,0.7184246,1.2053715,-1.5281316,0.09040891,-0.7480723,1.0697715,0.4465941,0.21586472,1.3848957,0.47277182,0.9143807,-0.051012468,-0.63468856,-0.4859483
Subject_29,1.2901604,-0.62622803,0.18018149,1.3256582,-2.2383301,1.2365409,0.7212114,1.4097195,-1.3877989,-0.6669748,0.6242274,1.1018918,-0.5562142,-0.8214254,-1.0304425,-0.2111853,-0.07834687,-0.47666636,0.59309024,0.19589622
Subject_30,0.9250527,-0.15199871,-0.10513691,0.629235,-2.2896435,-0.23887299,0.30905113,-0.063794546,-0.4077648,0.8731787,0.8147515,-0.36852196,0.8084432,-1.8067696,0.4280188,1.3423655,-0.18254067,1.1978374,-0.25356233,0.6489278
Subject_31,-0.027006734,0.2513791,-0.6262705,0.28819245,0.5450494,1.0211145,-0.5505823,0.47599548,-0.21760555,-1.9034365,0.33720252,-1.9214828,-0.044384215,1.2910179,-0.25708646,0.1524246,-0.0022489259,-0.049209423,0.6039266,-0.22189564
Subject_32,-0.4521791,-0.825368,-1.2970395,0.52274644,1.6191136,-1.0518715,0.15613866,-0.43777823,0.08428921,1.6384082,1.6190151,-0.80023456,-0.16964425,0.24623896,-0.8304507,-0.50979954,0.55431885,-2.0647724,-0.37920076,-0.79649115
Subject_33,0.8103683,0.19424629,-3.047499,-0.8853577,-1.3717027,-0.03723427,0.5744996,-0.1680467,-1.5487485,-0.9897678,-0.59528273,0.33405682,0.99239004,-0.12758765,1.3213743,-1.0438105,0.005938588,-1.4069737,-0.34517983,-0.72764194
Subject_34,1.8781285,0.60331756,0.3977707,-1.2636267,-0.31292877,1.017475,0.48994777,-0.6283246,0.045583636,1.1778458,-0.80251735,1.8104659,-0.10033722,-0.47634837,0.2203137,-1.9143394,-0.35475034,0.19776885,1.2922127,-0.017628286
Subject_35,-0.1748758,-1.22661,0.8688838,0.3492942,0.8347877,-1.3627926,0.6501231,0.83900666,1.0348407,0.0132475,-1.3120679,0.037514802,-0.15990067,-0.4500754,-0.5717186,-0.10498408,-1.0441718,0.23632006,-1.4343928,-0.5174879
Subject_36,-1.0011951,0.9294512,1.3423452,-0.7372513,-0.107104674,0.5949478,0.06739565,0.44042757,0.21207057,-0.35532823,0.8509445,-0.3467505,0.981243,0.72760755,2.1781442,1.3065683,0.13421525,-0.8411897,1.9024712,0.34007695
Subject_37,-0.16479549,-1.1418785,-0.7962379,-0.18612595,0.7996259,0.8661578,0.38616318,-0.5408319,-1.5297289,-0.861143,1.2347012,1.9464284,0.43043804,-0.46486107,-1.0633491,0.36066085,-0.27240235,1.3917673,0.8031905,-0.86563826
Subject_38,1.729451,-0.709878,-0.5902963,0.7512162,-0.69092834,-0.6947275,-0.44738913,-1.6287918,0.5509508,-0.39128444,-2.3230517,-0.580262,-0.97145367,2.0139287,0.63243085,1.9008477,0.6660832,1.3459506,0.10081339,-0.31832123
