Feature,Factor_11
0,-0.2885834276676178
1,-0.06552591174840927
2,-0.5208656191825867
3,-0.18018488585948944
4,0.15231676399707794
5,0.3916764259338379
6,0.7403969764709473
7,-0.32529446482658386
8,-0.2813948094844818
9,0.28417330980300903
10,-0.3030046224594116
11,0.19649052619934082
12,-0.6748857498168945
13,-0.15263934433460236
14,-1.1287602186203003
15,-0.7664359211921692
16,-0.5060255527496338
17,-0.31066325306892395
18,-0.07072165608406067
19,-0.4981250464916229
20,-0.20228290557861328
21,0.15699857473373413
22,0.06883256882429123
23,0.3371100425720215
24,0.5650385022163391
25,0.04566285386681557
26,-0.3061176836490631
27,0.11692267656326294
28,0.28925618529319763
29,0.7605316042900085
30,-0.0912003144621849
31,-0.7182986736297607
32,0.4487893581390381
33,-0.14499299228191376
34,-1.0865920782089233
35,0.5119116306304932
36,0.3308241069316864
37,-0.11221698671579361
38,-0.28025177121162415
39,0.49875888228416443
40,0.24295072257518768
41,0.05054792761802673
42,0.294210284948349
43,0.45093223452568054
44,0.030824586749076843
45,-0.09489306807518005
46,-0.35371387004852295
47,0.2988322079181671
48,0.5282312035560608
49,0.014115970581769943
50,-0.5654644966125488
51,-0.31250765919685364
52,0.4933539628982544
53,-0.11593147367238998
54,-0.472954124212265
55,0.2635771334171295
56,0.07926014810800552
57,0.6610395312309265
58,0.551943302154541
59,-0.13214917480945587
60,0.5925069451332092
61,0.08695035427808762
62,0.18985962867736816
63,0.3467729985713959
64,0.7546002864837646
65,-0.00202864408493042
66,0.015545494854450226
67,0.20211224257946014
68,0.6328417658805847
69,0.8348590731620789
70,0.824940025806427
71,-0.21002942323684692
72,-0.21685712039470673
73,-0.2975797951221466
74,0.002285408554598689
75,0.5534157156944275
76,0.34830114245414734
77,0.6113227605819702
78,0.12660199403762817
79,-0.3487744629383087
80,0.19246774911880493
81,0.29222992062568665
82,0.13116909563541412
83,-0.25160232186317444
84,-0.384440541267395
85,-0.384078711271286
86,-0.41933003067970276
87,-0.12176930904388428
88,-0.6470816135406494
89,-0.6501160264015198
90,-0.46060022711753845
91,1.3121390342712402
92,-0.10224183648824692
93,0.8777386546134949
94,0.40208515524864197
95,-0.08414903283119202
96,0.860670268535614
97,0.37112143635749817
98,0.15400440990924835
99,-0.02087326906621456
100,-0.6838060021400452
101,0.5955224633216858
102,0.20554454624652863
103,0.386128693819046
104,-0.3322218358516693
105,0.3979658782482147
106,-0.35769107937812805
107,-0.7266368865966797
108,0.19134503602981567
109,0.6478185057640076
110,0.11515486985445023
111,0.3616410493850708
112,0.2794612646102905
113,-0.239544078707695
114,-0.423702210187912
115,-1.1082830429077148
116,-0.1768362671136856
117,0.06008599326014519
118,-0.12700863182544708
119,0.05622586980462074
120,-0.048150260001420975
121,0.3081479072570801
122,-0.21212930977344513
123,0.07298543304204941
124,-0.050908517092466354
125,-0.4363216459751129
126,0.001680038869380951
127,-0.4395957291126251
128,-0.23888753354549408
129,-0.5957415699958801
130,-0.3583901822566986
131,-0.8352224230766296
132,-0.8618553280830383
133,-0.6986293196678162
134,0.9665570259094238
135,0.8608676791191101
136,0.19690482318401337
137,-0.4721275568008423
138,-0.544616162776947
139,0.1592547446489334
140,0.07418978959321976
141,-0.14987437427043915
142,-0.4914662539958954
143,-0.18859760463237762
144,0.04551644250750542
145,0.11262469738721848
146,0.6109862923622131
147,-0.14843367040157318
148,-0.26547062397003174
149,0.045491915196180344
150,0.24349279701709747
151,-0.05158420279622078
152,-0.1861756592988968
153,0.12821154296398163
154,0.28456592559814453
155,0.1531112641096115
156,0.3388575315475464
157,-0.15927915275096893
158,-0.6955453753471375
159,-0.2159547358751297
160,-0.05735437572002411
161,0.2733649015426636
162,-0.2850436270236969
163,0.45481085777282715
164,0.5313315391540527
165,0.0018045753240585327
166,0.25022390484809875
167,-0.2591826617717743
168,0.13159586489200592
169,-0.17610609531402588
170,0.0575249083340168
171,0.4869704246520996
172,-0.20773983001708984
173,-0.5071354508399963
174,0.1982036828994751
175,-0.6126052141189575
176,-0.7205182909965515
177,-0.388164758682251
178,-0.6729853749275208
179,-0.8992578387260437
180,-0.5447097420692444
181,0.3461891710758209
182,0.5249074101448059
183,0.4853900372982025
184,-0.033773668110370636
185,-1.1058346033096313
186,-0.320233017206192
187,-0.3361772298812866
188,-0.8173069357872009
189,-0.6532929539680481
190,-0.07706253975629807
191,-0.047474708408117294
192,0.21035926043987274
193,0.3248746693134308
194,-1.0078107118606567
195,0.06086992844939232
196,-0.14964033663272858
197,0.22529689967632294
198,0.25315210223197937
199,0.3622908294200897
200,-0.6591834425926208
201,-0.215245321393013
202,0.10036500543355942
203,-0.28462064266204834
204,-0.019492944702506065
205,0.17360396683216095
206,-0.37471237778663635
207,-0.03756462410092354
208,-0.724719762802124
209,-0.1312190145254135
210,-0.2015002965927124
211,-0.10479214042425156
212,0.16121454536914825
213,0.3627389669418335
214,0.12575162947177887
215,-0.4216838777065277
216,-0.5795016288757324
217,-0.1507134884595871
218,0.46370506286621094
219,0.3018120229244232
220,-0.531843900680542
221,0.07608392089605331
222,0.13867223262786865
223,-0.005823502782732248
224,0.14873917400836945
225,-0.24071651697158813
226,0.3693064749240875
227,-0.11109033972024918
228,0.08396473526954651
229,0.3251778185367584
230,0.2248913049697876
231,-0.04433915391564369
232,-0.10706626623868942
233,-0.39832985401153564
234,-0.3168924152851105
235,-0.12884069979190826
236,0.03445113077759743
237,-0.18577022850513458
238,-0.827734649181366
239,0.05411551520228386
240,-0.16122303903102875
241,-0.4026756286621094
242,-0.9527075886726379
243,-0.6679432988166809
244,-0.40769585967063904
245,0.4018726646900177
246,0.2995590567588806
247,0.4571528732776642
248,-0.7699738144874573
249,-0.44256940484046936
250,-0.5626961588859558
251,0.1577012687921524
252,-0.050627369433641434
253,0.41097331047058105
254,0.570266604423523
255,-0.5837703347206116
256,-0.33912286162376404
257,-0.30039864778518677
258,-0.23437154293060303
259,-0.023220239207148552
260,0.10400635004043579
261,0.7533548474311829
262,-0.14175814390182495
263,0.2425932139158249
264,-0.1990557163953781
265,-0.6334397792816162
266,0.34385907649993896
267,0.3830362558364868
268,0.40107181668281555
269,0.33907708525657654
270,-0.5538480281829834
271,-0.29305869340896606
272,0.29700228571891785
273,0.23403258621692657
274,0.2895984947681427
275,0.23010940849781036
276,-0.3346751928329468
277,0.07370211184024811
278,0.38905176520347595
279,0.09294841438531876
280,0.33965441584587097
281,-0.03313373401761055
282,0.19845567643642426
283,-0.08161938190460205
284,-0.48346009850502014
285,-0.7181641459465027
286,-0.9488773345947266
287,0.057700615376234055
288,-0.06921748071908951
289,-0.044838424772024155
290,-0.4084254503250122
291,-0.02226302959024906
292,0.24180392920970917
293,0.1579083651304245
294,0.5748500823974609
295,-0.09868577867746353
296,0.18692021071910858
297,0.15308301150798798
298,0.22631962597370148
299,0.5894885063171387
300,-0.14136476814746857
301,0.060948293656110764
302,0.09828732162714005
303,0.46862471103668213
304,-0.029840713366866112
305,0.2587002217769623
306,0.2617853581905365
307,-0.029541591182351112
308,0.4291655123233795
309,0.31754544377326965
