Feature,Factor_0,Factor_1
rigidity_left,0.0900256,0.726184
rigidity_right,0.054897062,0.06107363
tremor_rest_left,0.36549583,0.008409135
tremor_rest_right,0.29402485,0.1382028
tremor_postural_left,0.23719975,0.32634726
tremor_postural_right,0.01578213,0.06311788
bradykinesia_speed_left,0.019624943,0.13255312
bradykinesia_speed_right,-0.05414674,1.245635
bradykinesia_amplitude_left,0.21866071,0.22872114
bradykinesia_amplitude_right,0.14186348,0.036334768
bradykinesia_rhythm_left,0.11039302,1.6079876
bradykinesia_rhythm_right,0.68167144,0.778029
mirrormovement_left,0.09451076,0.12761004
mirrormovement_right,0.15066764,0.27070516
