Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,2.6527824,6.428004,1.8893808,9.952211,4.089178
volume_sn_voxels::v1,2.6984653,5.1687837,1.8887432,10.015981,4.0947824
volume_sn_voxels::v2,2.6995883,9.860362,1.8595461,10.142841,4.032094
volume_sn_voxels::v3,2.6644113,9.216488,1.8894786,10.119346,4.131731
volume_sn_voxels::v4,2.68778,9.854706,1.7899109,9.99548,2.9450033
volume_sn_voxels::v5,2.5539932,9.781648,1.8847938,10.122569,4.132721
volume_sn_voxels::v6,2.6969488,7.4406796,1.6749243,10.087923,4.079519
volume_sn_voxels::v7,2.652275,9.871743,1.878976,10.098442,4.13019
volume_sn_voxels::v8,2.6995592,9.862324,1.8887539,10.110898,4.1199255
volume_sn_voxels::v9,2.6893194,9.367509,1.8731451,9.589457,4.1289167
volume_sn_voxels::v10,2.699169,9.469877,1.8874025,9.346922,4.1328025
volume_sn_voxels::v11,1.9294918,7.6055923,1.8886576,9.273817,4.132947
volume_sn_voxels::v12,2.699476,6.288359,1.8893908,10.149623,4.1284056
volume_sn_voxels::v13,2.692918,9.549543,1.8796039,10.105086,3.7856965
volume_sn_voxels::v14,2.6912901,7.035057,1.8889973,10.14149,4.11122
volume_sn_voxels::v15,2.6952345,9.638494,1.887419,9.641423,4.1085806
volume_sn_voxels::v16,2.6994843,9.168413,1.8879375,8.412409,4.132782
volume_sn_voxels::v17,2.6961262,6.530945,1.8839821,9.011151,4.043404
volume_sn_voxels::v18,2.6990452,6.9303274,1.8870994,10.13714,4.1165643
volume_sn_voxels::v19,2.6960444,9.825928,1.8892967,9.050425,4.132795
volume_sn_voxels::v20,2.6990254,5.717744,1.8893181,10.01823,4.1192107
volume_sn_voxels::v21,2.6629975,9.783357,1.8803265,10.106398,4.0743794
volume_sn_voxels::v22,2.456994,9.866844,0.2959577,10.082706,3.9568777
volume_sn_voxels::v23,2.681329,8.393645,1.8893938,10.137458,4.0784764
volume_sn_voxels::v24,2.6906295,8.986338,1.8874285,9.779255,4.101971
volume_sn_voxels::v25,2.6988306,8.7648535,1.8892936,10.024193,4.1112967
volume_sn_voxels::v26,2.6256552,9.738074,1.8885047,9.820541,4.1323442
volume_sn_voxels::v27,2.4892485,8.882124,1.8895135,9.923568,4.123442
volume_sn_voxels::v28,2.6980064,9.873051,1.8228457,9.957329,4.1328373
volume_sn_voxels::v29,2.6794367,6.8034344,1.8893294,9.955863,4.131694
volume_sn_voxels::v30,2.6995974,7.484479,1.8888379,10.14765,4.081233
volume_sn_voxels::v31,2.6986973,8.284277,1.8894707,10.090563,4.1313133
volume_sn_voxels::v32,2.4808657,7.4542947,1.8856825,9.637728,4.130911
volume_sn_voxels::v33,2.660209,9.643528,1.8771685,10.124092,4.0934234
volume_sn_voxels::v34,2.6980605,6.3875084,1.8883426,10.05915,4.130401
volume_sn_voxels::v35,2.4008253,9.655111,1.8887438,10.094647,3.918394
volume_sn_voxels::v36,2.698258,7.739314,1.8888477,9.078368,3.519823
volume_sn_voxels::v37,2.5628104,9.81394,1.594588,9.977839,3.8249009
volume_sn_voxels::v38,2.6995142,9.714242,1.8881725,10.003814,4.104318
volume_sn_voxels::v39,2.6993358,9.858974,1.8882065,9.941545,4.1232443
volume_sn_voxels::v40,2.2043657,9.855234,1.8893986,10.139577,4.080609
volume_sn_voxels::v41,2.6837463,8.896542,1.888798,9.84584,4.130708
volume_sn_voxels::v42,2.6992803,9.794947,1.7959085,10.138938,4.132964
volume_sn_voxels::v43,2.5014563,9.586631,1.8895342,10.1441345,4.1321893
volume_sn_voxels::v44,2.6791704,7.7918553,0.8945242,10.129303,4.128097
volume_sn_voxels::v45,2.6978645,9.824107,1.8893502,10.149525,4.131535
volume_sn_voxels::v46,2.5707128,9.860067,1.889518,9.715437,4.1053214
volume_sn_voxels::v47,2.5374599,9.847689,1.8888566,10.057759,4.1314635
volume_sn_voxels::v48,2.686147,7.3768654,1.8844073,10.13238,4.1325374
volume_sn_voxels::v49,2.6955972,5.623921,1.8895129,10.0657,4.132797
volume_sn_voxels::v50,2.1766095,9.301837,1.889549,10.036848,4.1282716
volume_sn_voxels::v51,2.6808221,9.781486,1.8885058,9.806856,4.1321836
volume_sn_voxels::v52,2.6893618,9.731651,0.8383231,10.146792,4.130409
volume_sn_voxels::v53,2.6573083,9.873319,1.8880554,9.816149,3.990922
volume_sn_voxels::v54,2.6977937,9.8453455,1.8895309,10.094988,3.223628
