Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.94115216,0.2924236,2.064142,-2.600487,-0.8704403,0.60752374,-0.028065752,0.51272434,-0.028434308,-0.88395774,0.06558429,-0.7844224,-1.0036148,0.244836,0.029713782,-0.6946516,0.3234993,1.2655312,1.2416742,1.6362382
Subject_2,-0.790954,-1.1652367,-1.6382879,1.0637479,-0.60519755,-0.61680067,-0.5201585,-1.813632,0.6087222,-0.030238744,0.55333114,2.352891,0.06449773,-1.3693144,0.18212393,-0.76207167,0.120798826,0.15702319,0.6527072,2.1530755
Subject_3,1.1738678,1.3687369,0.3933614,0.42683288,0.02407621,-1.0240198,-0.08673531,-1.1648746,1.1043915,0.19273558,-0.55750275,0.63022536,-1.793634,0.74554414,-1.2036134,-1.8336549,0.09870107,-0.29809427,0.6420168,-0.78142715
Subject_4,0.02456171,1.9119824,0.025170034,0.63536584,-1.2498937,1.1182269,-0.4810604,0.44701,-0.40241402,0.35749504,1.0870503,0.830683,-1.5210501,0.21810113,0.9765484,-0.017760105,0.70305526,-0.43639547,0.78138727,-0.4802698
Subject_5,0.78686005,1.5543743,0.5808311,0.16114439,-0.25783688,0.29824844,1.6778578,0.34854922,0.7016026,-0.3207344,0.5088779,-0.6228338,-0.8215831,0.12330892,-1.3637793,-0.27512148,0.11661065,0.35604894,-0.5519878,0.9325419
Subject_6,1.1478248,0.32021698,0.7018994,1.6206219,0.3215251,0.23076953,1.778674,-0.80656356,-0.54008794,0.54444194,-0.27144867,1.6775075,0.0071346676,-0.48436373,-0.65352786,0.28944495,-1.9730161,-0.1747529,0.75467074,-1.4516777
Subject_7,2.7502446,1.4306244,1.815152,0.37012652,0.31331012,-0.77597845,0.03259864,0.18676054,-0.6015319,0.033048626,0.7349803,0.07858265,-0.22349256,-0.2583344,-0.063315354,-0.03799467,1.0154992,0.36954984,-0.43753135,-0.20989892
Subject_8,-0.51020646,-2.2443345,-1.1933882,-0.4027269,-0.10837194,0.89117414,-0.12983818,0.8422808,0.29555017,-0.14153618,-0.6426528,0.17191674,-0.6533243,-0.6451353,0.8771139,1.4715829,-0.24176621,-0.75749546,0.35317343,-1.4966962
Subject_9,1.3547292,-0.9248397,1.519958,0.059365477,0.7114426,-1.3814732,-1.6871521,-0.6145051,0.74351573,0.98102206,0.055073366,0.30577397,-0.20957947,0.803804,1.4840975,-0.388989,1.6651146,-0.78345215,-0.3073787,-0.9936422
Subject_10,-1.0042691,-0.2277546,0.13586766,0.39747864,-1.3772107,-0.15955637,-0.38831294,-0.11910886,0.38388819,0.08572634,-0.88556796,1.1741854,0.09025505,0.9910251,0.86700684,1.5611197,-0.3206626,-1.9347994,0.14095566,1.0094783
Subject_11,-0.6607584,0.6409802,-2.5970845,-0.6372196,-0.5907771,0.3995978,-0.11156573,-0.11440383,0.08602592,-0.5182896,-1.10736,1.6100276,-0.58150196,2.315618,-0.015743047,0.5038764,-0.047657605,0.5027361,-0.8187429,0.04968619
Subject_12,0.30198085,-1.3187506,0.5979902,-0.20956524,0.6751913,-0.5344848,-0.78115803,0.053861473,1.5954663,-1.4808936,-0.1737102,-0.7117132,-0.12925883,-0.20965785,-0.30127895,-0.78889215,-1.4725424,0.44765314,0.47306687,0.7172156
Subject_13,1.3219651,1.4475763,1.4324168,-0.83760226,0.016950201,-1.2294369,-2.6566997,0.44566536,2.1605117,0.22583766,1.8153199,-0.3001752,-0.62475616,-1.1163808,0.20233867,-2.7931104,0.21359937,-0.21256101,0.37920406,-2.1435146
Subject_14,0.29890484,0.6053367,-0.6877215,0.720762,-0.0045003006,1.287477,0.73404133,0.7200153,-0.59293324,0.089564286,-1.6045471,1.8732939,-1.596115,-0.6307272,0.1636853,-1.5264814,-0.3665444,0.085417196,0.8419579,1.7856019
Subject_15,0.5490049,0.50698566,0.79736763,0.48144558,0.8216593,-0.03481951,0.38150957,2.6384466,-0.43281826,-1.4386013,-0.48138252,0.30101234,2.0389707,-1.3722935,1.2310121,-0.8657425,0.065740764,0.45817333,1.4377639,-0.8531061
Subject_16,0.1304412,-1.8675582,-0.110827945,-0.42240372,0.37049288,1.4061531,1.0007782,-0.30365214,-0.16654831,-0.5281055,-0.45354474,1.3040129,-1.263723,-0.124640636,0.17766243,0.91896427,-1.352744,0.6536365,1.161897,1.1604065
Subject_17,0.18277436,-0.89233077,0.73387337,1.27916,1.9337192,1.7474895,0.63695794,0.20662947,1.1120656,-0.45080578,-0.59604543,1.7240013,0.68128896,0.39967826,1.6245314,1.1524584,-0.91891074,-0.06494815,-0.52720916,-0.08223069
Subject_18,-2.0159557,-0.24218018,1.3206645,-0.68545294,1.8349122,-1.4902083,1.3379583,1.5891331,5.334918,-4.4605575,-0.04487717,-0.9408524,2.124701,0.4548875,0.9617149,0.1476006,0.055092692,-1.2234461,-0.83136815,-1.6274108
Subject_19,1.0030994,1.2622768,2.7387886,-1.0988227,0.1837069,-1.2626886,1.2147669,-0.9996421,4.227295,-1.7624623,0.86958414,-0.30402994,1.2993072,1.1923746,0.024426708,-0.7288471,0.06898088,0.11096957,0.055617053,0.65697116
Subject_20,-1.6936697,-0.07815615,-0.5551965,0.94633794,-2.0456915,1.1625832,-0.5981184,2.735138,0.84746134,-0.09474422,0.6228946,0.39746907,-2.1717503,1.8053248,-0.1505935,-1.3061434,-0.8120285,-2.9034476,-0.7827262,-0.29567936
Subject_21,-0.47796306,-0.85837036,-1.0061387,1.431456,0.58191216,0.8547304,0.70069104,-1.2836217,-0.65959,-0.3454705,0.52623004,0.5315515,-0.048391905,-0.35208657,1.664091,2.4657576,0.5291631,0.18574019,2.6969604,1.6214263
Subject_22,-0.8144907,0.10729464,0.8177392,-1.9960085,-0.0050882697,0.7319917,-1.4199706,-0.25160834,-0.5794941,-0.1049927,0.8223733,0.9399882,1.0909594,-2.027361,0.9614665,-0.036444996,-0.35357404,0.21704413,0.108409785,0.204574
