Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-0.30912387,0.3456117,0.31168327,0.066306666,-0.3009482,-1.5313277,-1.5316473,0.10042646,0.5301978,1.1477485,0.26860356,-0.55628914,0.8263626,-0.547434,-0.1686045,-0.80333465,-0.020163968,0.5905633,0.5308522,-0.036905594
-0.13029842,0.6004765,-0.17926528,-0.013189527,-1.1249573,-0.17381181,-1.5308833,0.8232601,-1.2496985,-0.007824964,0.70722455,0.111574695,1.6764722,0.041343965,0.5691271,0.470301,0.14288378,0.3875476,0.49596438,0.44319397
0.58696014,-1.6959136,-0.25666255,0.59248555,0.3834581,-0.40892634,-0.4444135,0.54537284,-0.3781806,-0.62246925,-0.8607434,1.6099746,-1.405233,-0.8454222,0.5345718,-0.4576354,0.5330707,-0.108999155,-0.8844613,-2.5503616
-0.9223146,0.16470622,-0.91448873,1.4134198,-0.9978561,0.9146822,1.5429425,-1.181788,-0.8981441,0.52470183,-0.4775225,0.929551,-0.5499981,-1.3758543,0.42877197,-0.15629916,-0.16191892,1.0349938,0.52596724,1.4974754
-0.9644432,0.41276133,-0.17307393,1.3640853,-0.5214278,-0.6503481,-0.9628929,-1.510839,1.2135864,-1.2334669,-0.92084384,-0.72314924,1.584597,-0.22443849,0.8998891,-0.6018033,-1.2561961,0.78012335,0.054938927,1.1988466
-0.6151889,-0.44611666,-0.1974326,0.43826753,-0.72778505,-0.8899048,0.47951692,-0.004581708,0.91671044,0.15545538,-0.018807366,0.85725874,-0.39400896,-1.8988696,0.25831547,1.754302,2.2986696,-0.7518332,-0.40729716,-0.47260663
-0.13035376,-1.1492951,0.3039204,-0.074062206,-0.5986083,0.12989525,0.37578475,-0.47974238,1.1267276,0.76202893,-0.06350939,1.3896393,-0.4842231,-0.055318505,1.522578,0.24225919,1.063224,-0.10053552,-0.013227944,0.88707805
-0.28800198,0.13024701,-0.29362926,-0.38475728,-0.56315976,0.07251869,-0.6315277,-1.336614,0.79179424,2.2121594,0.46154553,1.0214024,1.5103194,-1.1497858,-1.0153562,0.88350385,-0.7351483,-0.26027057,0.87159306,-0.3150461
-0.5112001,-0.7084292,0.09669953,-0.21112877,-1.0510814,-0.6735006,0.60707784,-0.41224244,0.22017536,0.2360826,1.8029802,-0.7978452,-0.4522448,0.444591,-0.5508236,-0.6071692,1.7991557,-0.071263544,-0.13370883,-0.19379035
-0.61177886,-0.41445118,-1.0167772,0.29323626,-1.0232426,0.39880556,-1.0504048,0.9469204,0.63631177,0.7332288,0.67083335,-1.3835489,1.0628161,-0.16588357,-2.251305,1.0913687,0.29422745,-2.135616,0.07561041,-1.2466493
-0.9246043,0.791221,1.3735031,1.3685889,-0.38535896,-0.11665937,-0.87519073,1.3225083,-1.3868525,0.64798546,-0.6681155,1.3028598,-0.7296091,-2.3918352,0.7171683,1.0929537,-0.30186293,-0.82107073,-0.2635419,0.81777644
1.1309072,-0.22419882,0.8157351,0.95665306,0.46340027,-0.36440793,-1.2145156,0.2612217,0.5318093,-0.6965293,0.25231555,-0.30332583,0.46913216,-0.08961234,-0.37521273,0.5365403,-0.8029187,-0.59846395,0.20862189,-0.88799095
0.106990434,-1.5886625,-1.137665,-0.6448976,0.6639604,-0.7030939,1.2708552,0.90042675,-0.91460663,-0.910046,0.22609656,1.8888941,-0.35361066,-0.26099142,0.13667117,-0.17600209,0.10238589,0.11560093,-1.8340456,1.9585723
-0.16425748,-0.49799088,1.1770324,0.95976686,0.39582968,0.16281533,-0.8763678,-0.77224606,-0.46024445,-0.05388195,0.15066466,-0.3623986,1.1412028,-0.91754216,0.085004434,-0.062028848,-0.884157,1.124395,0.7458547,0.2638776
0.5698722,-0.3104889,0.0045566442,0.44135576,-0.5382195,-1.2897868,0.5373991,0.08443593,1.3413215,-0.6580404,1.329009,1.4484373,-0.2144058,0.5751301,1.9008869,0.32699186,-0.80151075,0.024253769,0.5335063,1.6328228
-0.59859097,0.003276235,0.050735395,1.5797659,-0.6116068,0.56513107,-0.21252547,0.042819865,-0.30427012,0.94314474,-0.31955177,1.8789545,0.5561937,-0.31401524,1.2263877,-0.92810833,-0.8317974,0.0059465766,-0.80566436,0.07463416
0.7244697,0.099802144,1.4581884,1.37204,2.030201,-0.8380177,1.4730785,-0.28087994,1.1304194,0.060924754,-2.8596013,0.40831172,2.467662,1.2106106,-0.93943363,-0.274152,-1.2479565,0.022903388,-0.4651818,0.9507352
