Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
0.3740241,-0.01670533,-0.3321618,0.20814915,-1.2329895,-0.7516612,-0.11823484,1.1060866,1.6851155,0.8167442,-0.4162958,0.028881505,2.1305623,1.3733103,-0.40126958,-0.7748496,-1.5487564,-1.9552755,-0.29927826,0.2654225
-0.479657,0.059327725,0.53509194,-1.5112319,-0.24769545,-0.78384656,-0.8639235,-0.64364994,-2.1969821,-0.5637642,-0.29217532,-0.12981483,-0.7051898,0.22549358,-0.3083378,-0.6601804,-0.78768915,-0.8729652,-0.4940751,0.6340607
-0.47765982,1.2352346,-2.2519634,0.033460006,-0.79425204,0.12593295,-1.0939642,-1.9579188,0.15308465,1.2947966,-0.6139077,0.029010497,-0.88268536,0.35644817,1.0724583,0.004966305,2.26701,-0.0613807,0.70996886,0.016012965
0.7235014,-0.9995966,0.06636462,1.1040179,-0.3875761,-1.3759441,-0.8755254,0.4166321,0.27112824,-0.2853916,0.864126,0.5867492,0.7551919,-1.1101221,-0.99639857,-0.8158262,-0.8249851,-1.0752611,-0.8751272,1.1067876
0.15638115,-1.9264063,-0.841848,1.0108142,1.2829958,-0.3048415,-0.371158,1.1743397,0.9817192,0.98042196,1.2358409,-0.062018193,1.2614077,-0.5319421,-1.2862395,0.63527685,-0.009845893,-0.5842597,-0.41146758,1.2586033
0.33603314,0.5096021,-0.58000773,0.33295122,-2.9799855,0.1367167,-1.5157838,0.52118087,-0.8283358,0.33288926,0.88504225,1.350452,-1.950112,1.2086895,0.11586566,-0.20617989,-0.14354625,-0.9674233,0.12456998,-0.59266967
-0.59540904,-0.051136367,-1.0152344,0.6558182,0.9778979,0.07026848,0.012513614,-1.3008449,0.30272305,1.1429425,1.5900177,0.9438903,0.56107306,-2.3500037,-0.13119203,-0.15680161,1.9398096,-0.46452495,-0.9214479,-0.4587678
-0.17725839,-0.76211774,-0.5943565,-1.3102866,-1.5913996,-0.5341021,-0.4968805,-0.63113797,0.5007861,-0.40285406,0.85276204,-0.41238868,2.3049555,-0.3540694,1.1952255,2.335758,-1.0359845,0.4852235,-0.22480993,0.9479635
0.88191307,-0.91872907,1.5212123,-1.7521609,-1.3133136,-1.9312134,-1.8292397,1.6028801,1.4966662,0.9780227,1.6501696,0.53385186,1.3087844,-1.355353,-0.23314647,-0.57042944,0.17411742,-0.89602804,0.012635729,-0.75498545
0.23897995,-1.0935376,1.4654855,0.66866755,-0.26636985,0.12669888,1.0035963,0.62821954,-1.5595673,1.5514634,2.6108882,-0.5194277,-1.1607586,-1.6661131,-0.26337805,1.2135342,-0.2553983,-0.66334516,0.32711864,-1.6660588
0.8906212,-0.89221865,-0.5412583,-0.32323778,0.45272824,-1.5271177,0.42316946,-0.5365732,-0.020621262,1.2872972,0.15370318,0.92120045,0.3898903,0.052738726,0.7650629,0.8732019,-0.17283766,1.6098831,-0.73075163,0.51700073
0.56604826,0.41623685,-0.17395534,-1.2219032,-0.10054871,-0.5121323,-1.7194109,-0.8708594,-1.6859547,-0.50324655,0.96472555,0.02390499,-0.39005566,-0.8731675,2.1135995,0.29249644,0.4614082,0.037336655,-0.20151548,0.44549516
0.07704281,-1.1893181,0.4153597,0.38089636,0.30567044,-0.32541677,0.5340619,-0.035425268,-0.14226007,-1.1378746,0.346009,0.97328717,-1.9608594,-0.4719819,0.8232085,0.3357449,0.17695625,0.38577476,-0.70691824,0.27418438
-1.9830301,1.6657544,0.15718637,0.062639594,-0.57184917,1.3459852,-2.5367725,-0.7418286,-0.25259283,1.1793946,-0.013894773,1.2211779,-0.39475745,0.11085551,-0.76648223,1.4677918,0.7989987,0.88773346,0.7284943,-0.7168657
-1.4562109,0.71074545,0.3781959,1.2901888,1.0024427,1.4415288,0.57263523,1.5918345,0.29406437,1.3318884,1.7093368,0.57632715,-1.1920251,0.67235607,-2.5093796,1.5275912,1.7905921,0.14474744,0.76679546,0.51016957
-0.048288003,-1.5624964,0.42892492,0.36171597,-0.14863858,-0.6465396,-0.44981563,-2.3973272,0.18767288,-1.2011764,-0.7065099,-0.14979537,-0.20144573,-0.072406195,1.7827502,-0.6744379,0.9796106,0.39227504,0.12043658,0.5104817
-0.8634367,-0.24457683,0.5668724,1.9661864,-0.030978808,-0.48619935,0.039860338,-0.062480904,-0.016949788,-1.7007589,0.6053799,-0.4983223,-0.5576873,-0.31205407,0.36281773,0.7526272,1.1206409,-0.9675584,0.66808116,1.4285399
