Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-0.72321576,2.1460025,-0.42285004,0.28680697,0.14268701,1.978574,0.41491523,-1.4814011,0.0113761425,-0.42491427,0.8342179,1.7981789,-0.016710784,0.69489974,-0.118416496,-0.48018852,-1.0384682,-0.19445819,-1.484283,-0.3835402
-0.33545417,0.3003203,-0.23783751,1.0599926,0.8259024,-0.5311503,1.1795107,-3.5404258,-2.0512264,-0.21454117,0.5805788,0.75735396,-1.4669242,1.0225933,-0.35238832,-1.531433,-0.85650283,-0.23546521,-0.34183204,-0.6244769
-0.9542871,0.21067345,1.352891,0.4593407,-1.5896287,1.4058479,-1.1824882,-1.2625072,-1.4669206,1.8047856,-0.37583232,-0.04896162,1.0589745,0.44402727,-0.26036704,-1.0413377,0.10177456,-0.75241625,1.2272189,-2.6493912
-0.37608105,-0.12968981,-1.7055496,0.21741377,1.05738,-1.0413117,-0.44903412,-0.016379068,-1.2923348,-0.5848814,-0.09599662,-0.4590312,0.11658117,-0.73586357,2.1014075,0.099139705,-0.34185928,1.4700267,-0.7723578,-0.278226
0.93911463,0.27659273,-0.26586935,0.14890712,0.8806998,-0.086556464,-0.5548432,0.3827341,1.1942167,0.54970104,1.7156852,0.31987727,-2.2949119,0.4990127,0.5548836,0.2686533,1.983578,-0.8488144,0.2954251,-0.81280655
1.343291,-0.0858317,-0.15694316,-0.40140668,-0.67503685,-0.21654432,2.2022338,-0.11300581,-0.5271547,0.60742104,0.901531,1.013721,-0.33720586,-0.008239373,0.91296554,0.87444764,0.21625723,-1.3750365,-0.77173513,0.25454703
0.40617403,0.7425358,-0.831999,-2.0604742,0.54454803,-0.73129886,-0.33365417,-0.47094047,0.43105155,0.25873715,1.3007518,0.27514094,-0.9593523,-0.45568752,-1.9394784,-2.269158,0.663479,0.69987935,0.13247946,-1.4378406
0.53543717,0.54821306,0.63631827,0.20713261,0.3505894,0.8886569,-0.041356184,0.18185441,0.6051874,-0.32485974,-0.7321024,-0.75964624,0.5131125,-1.2292839,-2.414927,0.17081155,-1.2130846,0.81506807,0.6538938,0.50313896
-0.42365763,-0.13866101,-0.87696636,-0.317488,0.39960817,-0.4349802,1.0988752,-0.8027093,1.8575668,-0.49079224,0.87114626,2.2351418,1.3095827,1.6205012,-0.071212284,-1.3927033,0.49720246,1.3397276,-1.1041479,-0.46338797
0.19134785,-0.26971206,-0.27439076,1.4783838,-0.23649389,-1.0197753,0.06820983,-1.5463718,-0.8740203,-0.60768145,-0.04928341,-2.611544,-1.1203556,-0.93505454,1.2515646,1.1959846,0.54067606,1.3103164,0.6886529,-0.5278398
-0.12476531,-0.5745351,-0.45605618,0.4599463,-0.5682433,-0.38725764,-0.097498275,-0.35068837,0.2432452,0.08782444,0.33580175,-1.6310529,-1.0918168,0.4290995,-0.44970816,0.26252228,-0.04183447,-0.47793993,-0.5259212,0.17981917
0.12825969,-0.23644602,1.1382723,1.1431258,0.58490217,-0.025226176,0.21846415,1.166673,0.45711315,-0.1377157,0.50594956,-1.5233973,-0.2863879,1.5762775,0.35374868,-0.18970834,-0.17926511,-1.171528,-0.8256162,0.5459617
2.2320752,2.0949516,1.1752659,0.83709717,-0.55255216,-0.10864693,1.3442042,-1.4012157,1.1245782,-2.5268471,-1.3574567,1.1269784,0.1104784,0.62714255,-0.80897474,0.13394204,0.60370386,0.76793987,-0.015405005,0.5452814
1.0337679,-1.3838826,-0.70438284,0.732797,-1.4691751,-0.29323474,-1.8881407,-1.8024026,0.5644787,-1.1380985,0.6515375,-1.049582,0.0037549192,-1.0671157,0.19355741,0.6714041,0.19611895,0.8388801,-1.0819463,1.7531925
-1.2877727,0.5688222,-0.71468043,-0.13965163,0.47227326,0.45399848,1.4790963,-0.64137125,1.405532,-0.8719711,-0.24173242,-0.59539753,1.0484238,0.9560362,1.8928168,-1.1938007,-1.1023511,1.4399662,-1.6018673,-0.3782196
0.12157175,-0.2518473,-0.9083894,0.048056275,-0.61789316,-0.6550878,-0.22319739,0.14578646,-0.34547716,-1.1875774,-0.08248555,0.21728547,0.7318852,-0.16681772,0.63542515,0.6278784,-0.122369364,-1.0245421,0.41280484,-0.6087898
-1.6661258,0.006646626,-0.24113473,-0.2682682,-0.6088902,-0.90188915,-0.9399343,0.025471438,-0.81258273,-0.024620272,-0.5316424,0.08170311,-0.5320568,1.2194045,-0.67316633,0.5298346,0.6480849,-0.23867325,0.100789584,-0.046889924
-1.01155,0.40930972,0.09653901,0.5118148,0.16657744,1.3492868,-0.9824567,1.6999744,-1.5162733,1.4821129,-0.640953,0.13529488,0.6918978,-0.98907125,0.5336998,0.59201574,2.19135,-0.4914686,-0.56692576,-2.5270736
-0.3740562,-1.4970688,0.25693566,0.56763554,-2.256637,1.148217,-1.2743669,-1.0703024,0.46123192,-0.6150496,0.6664547,0.8753669,-1.051704,-0.5644861,1.9168856,2.9157631,-0.5054698,-0.6762317,1.2475783,1.7781155
0.18605205,-0.4053789,-0.5023094,0.61783105,1.2428634,1.0396527,1.0971421,0.16526005,1.1305819,-0.69769746,-0.016400333,-0.34396347,1.0536643,1.5616794,-0.11325134,0.7753345,-0.42616355,2.0879707,-1.3628569,0.5113972
-0.40080363,-1.1503742,1.3309168,1.9569666,1.4226809,-1.585676,0.051690932,-0.89790946,-1.0500963,0.10890881,-1.3261362,0.3166882,-1.4780272,1.0620528,0.304085,0.1802928,1.1336272,1.5653574,-0.5454826,-0.8423311
0.9973665,-0.7154175,0.10088997,2.4807847,0.18221016,-2.1960723,-2.3363295,-0.15005288,-1.5003213,0.6124761,-0.32845408,0.34288526,2.163136,-1.0850275,0.30726418,2.3156686,0.20851113,0.44759166,0.9936785,-1.9848051
1.4494711,0.0635359,0.8197603,0.80423295,-0.39604056,-0.04812684,-0.98605245,-0.59977734,0.88492006,0.73251337,0.62477154,-0.120011374,-0.91194886,0.176459,-0.24428219,-0.67403543,-1.195825,-1.1806175,0.5963188,0.08445508
-0.39541808,0.55964065,0.6880133,0.03326232,-2.1104903,-0.5474994,0.5123356,1.7510854,0.9593871,0.59921986,0.6695922,0.80964035,-1.6920065,-1.3504503,1.7699293,-0.10412425,-0.83510154,0.7828804,-0.6892837,0.48341483
1.5958505,-0.48969448,1.2245145,0.76942235,-0.3754919,-1.5350647,0.9142532,0.13935435,-0.03199877,2.223742,0.42031378,0.081861705,-0.25949892,0.75431997,-0.37786517,0.7367204,1.2506175,-0.68310267,-0.8614129,1.6321161
1.3832369,-0.34265342,0.04143808,-0.64766717,-1.2358549,-1.0176984,-0.29970822,-0.5345139,-0.67537224,-1.6243602,0.4143791,-1.5584624,-1.3796206,0.060706586,-0.30649385,-0.4851572,0.49113396,0.57958096,-0.7593337,0.28072596
-0.9768612,1.7306527,-1.3108785,0.75376195,1.2005117,0.19196658,0.020410355,0.92302597,1.0138302,0.37899345,1.714736,-1.4714617,1.0666882,-0.7532832,-1.5308698,-0.8323935,0.6801643,-0.16235597,-1.4857427,0.07042709
0.29098827,-0.7407809,0.59996027,0.876412,0.49863455,2.607685,0.96136415,0.19113176,0.693507,1.7400581,-0.98306143,0.4892328,1.3543942,-0.16410902,0.3078976,1.0095528,1.2491413,-0.50166786,1.5512171,-0.12901063
0.10386643,0.11243564,-0.3242646,0.35272995,1.491395,-0.8060632,0.33213574,0.90994173,0.015821379,-0.8746204,-1.4224128,-1.6706413,-1.2825673,-0.88533264,0.5330708,-0.2726595,-1.0569606,-0.30823287,-0.8671513,-1.3625538
0.46838695,-1.096405,0.48775655,1.0528823,-1.894771,-0.79370904,0.98686516,-0.9016966,0.399274,-0.39304402,2.199499,-1.4470942,0.8232869,0.19021623,0.9688476,0.34965354,0.85939527,2.7653072,0.29548556,-1.5160124
-1.394706,0.5118712,0.048720747,0.7026655,0.10260972,-0.7219421,0.09044281,0.669026,1.693815,-1.30917,0.063087516,0.25562498,0.92567873,0.8069853,-0.43724656,-0.613232,-0.5341869,-0.5445017,-0.22457342,-0.25430435
0.36167923,0.7634169,0.9877577,0.65958977,0.460855,-0.9607266,0.9532724,0.07641427,0.97790265,0.31134647,-0.042388394,-0.03654098,-0.7422226,0.20597194,-1.0079076,-0.015547945,-0.83106834,0.10606769,-0.045969807,1.0905347
0.41522527,0.49497306,0.19844483,-0.50415903,-0.6581826,0.46166974,0.9823688,-0.3331092,0.14653003,0.77421856,-0.11672867,0.59618163,0.8560547,-0.45602998,0.3795726,0.33870608,-0.7534264,-0.47953433,0.04764087,0.5370755
-0.20003203,0.48502025,0.87534994,0.5084924,-0.68349236,-1.1062921,-1.4034586,1.0171119,-0.7203081,0.3543932,-1.3443114,-0.112626374,-0.7895886,0.07698203,0.14067602,-0.001768321,0.34945676,-1.2638364,1.169684,0.08578639
-0.7407371,0.38817856,1.3084561,-0.86066234,-2.05315,0.028592937,0.21007138,1.4616671,-0.45458385,0.46438113,-0.4704238,-0.67589843,-1.3512725,0.0025505861,0.75152117,0.9302646,1.2459686,1.424612,-0.22010371,0.070816375
-1.0752784,0.48332104,0.4929302,0.123978734,0.04534735,0.46496573,0.978758,0.2368955,-1.1564014,0.17867078,-3.0905108,-0.5125811,0.7067482,-0.6787507,0.4259662,-0.81871057,0.5073754,0.1533242,1.4194342,-1.3224856
0.39894548,-0.83151174,-1.5300039,-0.77612126,0.3580222,0.10384116,0.025042012,-1.666129,1.413269,0.35524657,-0.25473028,-0.67910445,0.38763577,-0.88234603,-0.0959731,1.3262422,0.006786876,-2.0034468,-0.8613541,1.2847935
0.38338742,-1.0636414,1.0388099,-0.48921016,0.8212706,0.90089786,0.57755035,-0.40750402,1.1926202,1.5834252,-0.21145655,0.7450296,0.026433434,-1.7801014,0.27951342,1.3423995,0.87769145,-1.6778483,0.29048097,-0.8907609
1.2104924,0.45544466,0.23994513,-0.32317576,0.54932,-2.5740838,1.963051,0.84978,-2.024501,-1.496728,1.890018,-0.4748549,-0.8835299,1.0267947,0.08945895,-0.35942176,1.083345,1.2014977,0.009446465,0.568425
-0.8510996,-0.15922324,-0.65357935,0.43175212,0.7649952,-0.14297493,1.3469751,0.21049821,-0.65988475,-1.1932715,0.113953546,1.476536,-0.52556247,-2.4697547,-0.19964427,-0.8861556,0.4735308,-1.0900087,-0.07626435,2.0216455
-0.3028231,1.8347994,0.60665965,1.227465,-1.3173555,0.39508918,-0.6412169,-0.1733253,-0.77014136,1.438857,-0.1749853,0.3784612,-0.7654154,0.49178946,-1.4436942,1.7058351,0.42397967,-0.023771368,0.74690944,0.62490356
-0.11073288,0.22021553,1.4695354,-1.0685604,-1.2259071,1.7664789,-0.47583935,-0.2482456,-0.26497227,0.022393506,1.7126166,-0.3729865,1.0800804,-1.378041,-0.31393027,-0.062328976,0.60546726,-0.7476811,-0.43195024,-0.21927059
0.11976992,0.96712285,0.18603963,-1.404814,-1.2661421,-0.112651154,0.6055252,-1.5455695,-0.5095707,-0.43804476,-1.3825274,-0.53824776,-0.2862586,0.39253303,-0.68673414,-0.70002943,0.30679613,0.57350373,-0.7940037,1.3682173
-0.05832026,-0.2495843,-1.2478881,-0.1376151,1.7970448,0.09021614,-0.09675211,1.4748939,-0.52227587,1.9749199,-0.28369552,-0.17934355,0.51286274,0.43951473,0.99669415,-0.7205793,0.5456842,1.3313899,-0.3362612,0.88072795
-0.5572327,0.498104,0.96630096,-1.1974162,2.1261258,-2.6489863,-0.31132457,0.20016798,-0.04439211,0.6460506,0.23651835,-0.3195081,1.0865191,0.4748694,0.0070240325,1.6345915,-0.18836738,0.24185982,0.28853464,-0.19163768
1.2993802,0.9092837,0.21615304,-0.33472484,-2.4072735,1.4839697,-0.6345655,0.25038922,0.34097555,-0.74827874,1.1477318,0.10740262,0.30173916,0.17860983,-0.8008873,0.9155183,0.6171927,-1.5247422,1.3467102,-1.2382162
-0.21813022,0.39749178,0.58776987,-1.1505604,-0.3595735,0.3738502,0.89995253,-0.64267725,0.33442563,-0.7689243,-0.3768825,0.3166254,0.50401145,-0.55065703,0.031989135,-0.7586898,-0.7104053,1.5050219,-1.085514,-1.0704973
0.105754636,0.77963704,-0.45132926,0.7132115,0.37390965,-0.95991445,-0.62316614,0.70210636,0.5354499,-1.071504,-0.072511286,-1.6211731,-1.1975533,-0.3894771,1.4864488,-1.2620671,1.1776227,1.0221765,-0.35727748,0.19933948
0.43733013,-0.8648409,1.3701329,-0.5118841,-0.12508744,-1.0844055,-0.08460548,-0.59611285,-0.73405254,1.1399415,0.63436395,0.6748235,-0.6614935,-0.0025504392,-0.06952443,-0.05181295,0.062133905,0.4508677,0.40051788,-0.22152151
0.6308611,-0.716105,0.029483764,1.5203017,1.8657227,0.26999772,2.012838,0.31075984,1.6102017,-0.0642469,-3.1782987,-0.20565583,-0.5778472,0.7788952,0.5666734,-0.08338402,-0.7519548,-1.3225138,-0.83998406,-1.3282168
-2.1158502,1.3581914,-2.2884157,0.31481647,0.42554057,-0.13447592,0.5643139,-2.0259736,0.78997856,-0.035302036,-0.19210476,-0.6153026,1.7376142,-0.7136705,-0.026619306,0.88830835,0.5570808,-0.28081787,0.25875586,-0.33454576
-0.7766532,0.4924985,1.9016314,-0.7421813,-0.5490202,-1.2880015,-0.401995,0.90353775,1.0063336,0.16490284,1.9917713,-0.42365566,-0.2118747,-0.22222234,0.6782296,-1.5228829,1.8217741,0.8788355,0.16435535,0.9854578
0.5588652,1.2737219,0.17494456,-0.19993904,-0.3316777,-0.85009545,1.0952591,-0.91164005,-0.6730942,0.47121593,0.60114616,-1.0043842,0.15998225,-0.02276874,1.079057,-0.26702842,1.0316563,1.4509314,-0.56263727,1.5273178
-0.8649097,0.22293335,0.49017793,-0.3216528,0.1912501,-1.481033,1.4458846,-0.20461899,0.6214665,-1.3058404,0.29015133,-1.1838567,-0.3406459,0.6077053,-0.40586975,0.23409241,-0.12859601,-0.15779771,-0.18767312,-0.17247681
0.24134283,0.5502771,-0.04309961,1.3530296,0.22643372,-0.6793557,0.9661137,0.63874257,-0.52012,1.4598672,-0.92851746,-0.646455,1.0185874,0.80375993,0.81974924,-1.4917881,-0.9524068,-0.71152836,0.7777027,-0.77938044
