Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.71202916,-0.9494548,-0.38000286,-0.050575107,-1.3021816,0.094386816,0.55863965,0.12096962,1.5855441,0.38383245,-0.539251,0.057309996,-1.402551,0.16958724,-0.70760137,0.8073095,-0.6879112,1.4845344,-0.13831267,0.16706511
Subject_2,0.7677262,-0.085123144,-1.0238923,1.1177982,0.5179661,-0.2702055,-0.5365551,-1.5576663,0.056573622,-0.16632605,0.96705526,-0.74556065,0.74544346,1.3140589,-0.9672225,0.092651054,0.09776761,-0.56018484,-0.04586092,0.75793743
Subject_3,0.09054038,-0.6753577,-0.32598028,-0.23937736,-0.96718323,-0.7710064,0.24699819,0.7624228,0.41313297,1.3522294,2.6100073,0.17054436,-0.4187655,-0.40120238,1.1090404,-1.0851574,-0.92318726,-0.23818961,0.017374983,-0.061595067
Subject_4,-0.93109304,1.0157,0.99337536,2.186923,-0.5843573,-1.1837538,-0.86953473,0.3678178,0.572667,-0.29347342,2.9986293,-2.198508,-0.43939963,0.2436917,-0.5215139,-1.5689384,0.14245982,1.4890877,0.79515445,0.70823133
Subject_5,0.33261338,-0.07081227,0.25800648,0.76974773,-1.0833933,-1.5415186,0.9693679,-0.99142134,0.45383883,0.4550034,0.32013723,-0.012760234,0.7213863,-0.23089361,-0.6815601,0.38483167,0.55148846,0.24563187,0.6153606,-0.26074183
Subject_6,-0.94438213,-1.3140668,0.04988479,-0.42242816,0.047450885,-1.1632984,1.0203581,-0.07527967,-1.0521141,0.010094717,1.617568,0.30663902,0.30137992,-0.24630578,0.13084579,0.11009049,0.28659037,-0.5300154,1.5578847,0.32252103
Subject_7,-0.43827975,-1.3661559,-0.48471513,-0.2531048,-0.3974975,0.43315196,1.5793605,0.9791792,-0.74768496,-0.25346267,0.6235101,-1.1077094,0.6945567,0.2554158,-1.134187,-0.50432146,-0.18504293,-0.30856466,-0.42990717,0.114447355
Subject_8,1.3219383,0.15486881,-1.2108656,0.7767453,-0.3633957,-1.4623392,2.3219125,-0.7942439,1.4742076,-0.24494171,0.54359573,0.3684013,-0.6391611,0.4869222,0.9154903,-0.7660279,0.61342204,-0.05228361,2.0191245,-0.27402526
Subject_9,-1.4062055,-0.24250098,-0.301119,-0.34988612,0.16431172,0.5010403,-0.85392255,-0.21702272,-0.6425806,-0.19161683,-0.5210165,-0.07312752,0.90655315,-1.2874517,1.5932785,-0.45575196,-0.4317924,-0.3143032,-0.24635167,1.2508554
Subject_10,0.68616176,-2.4680152,-0.75962335,-0.0463343,-1.4418288,-0.11609894,1.2635127,-0.50874025,-1.5443,-0.8734876,-0.4574968,-0.22107314,-2.3198926,-0.6970198,-0.9411265,0.67532974,0.2618259,0.1459461,0.43855006,-0.37364918
