Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-1.1457982,-0.33798766,-0.6244116,0.34490043,-0.93754053,-0.08718256,0.12094816,-0.66840976,0.79124004,2.691984,-0.9046277,-1.2880396,-0.34411645,-0.057675038,-0.21293491,-0.35144797,-0.26104397,1.3817272,-0.79214114,-1.0617527
Subject_2,-0.35176986,1.2092402,0.22069815,0.4773814,0.39373812,0.77821594,0.15554325,-1.2998804,-1.5190357,-0.26931795,-0.2164147,0.5364001,-2.2619996,1.2709587,-1.1927682,0.645342,-1.4211978,1.0118024,0.8364268,-0.5529118
Subject_3,0.1437657,0.2585103,-1.1577076,0.93032557,-0.45021012,1.359318,-0.37706757,-0.17243722,0.14493957,-0.6113795,1.387089,0.23912847,-0.79749155,0.9526875,0.4451671,0.011075245,0.6296648,-0.8494047,-1.1361786,0.3666982
Subject_4,1.0881928,1.1136723,-0.062323336,0.94789034,-0.45918545,-0.23577647,-1.7735422,-0.30350548,-0.47820166,0.6394879,-1.1297308,-0.78973114,0.31735805,-0.5695887,1.1143762,0.44827744,1.1248584,-1.4379805,-0.45653987,-0.8761503
Subject_5,-0.5881956,-1.6463798,-0.9067906,1.8962992,0.05465017,1.2310281,1.9653279,0.6677866,0.9914706,-0.87602216,-1.2904588,0.9506236,1.8103923,0.38242757,2.777046,2.609579,-1.1490831,1.0691707,0.1777573,-0.14701101
Subject_6,0.21869685,-0.71976393,-1.9595504,0.3422622,1.7055162,-0.0549667,1.2873272,-0.03605006,0.8901235,-0.2925676,0.72079706,0.15791757,-1.3895159,-1.4401958,-0.21420294,1.6683168,-0.61698264,0.26398486,-0.6390655,-1.107618
Subject_7,1.1474131,-0.74199027,-0.7845525,-0.117582746,-1.1379588,-1.4925506,-0.54200816,-0.689881,0.7129514,-2.0174232,-0.2541308,0.55034983,-0.23151833,-0.09903241,0.80551606,0.49423692,-1.1618373,0.5321684,-0.23620957,0.31744564
Subject_8,-0.19237539,0.6835455,-1.9737382,-0.6879933,0.8525056,0.24272688,-0.88102806,-1.1059017,0.97235906,-0.77435356,-1.2715778,2.077876,-1.5945102,1.429259,1.27389,1.061024,-0.0078025246,-0.2123419,0.91283226,-2.1271222
Subject_9,-0.82355285,-1.261945,-0.85643274,-0.93955284,-1.8212602,-0.55092967,0.0065597347,-0.27425486,1.4320132,-0.16063052,0.03133503,-0.27207857,0.4528558,-0.7543536,0.027790392,-0.3258507,-0.7334705,1.821914,0.234554,0.19330348
Subject_10,1.0276405,-0.5008208,2.8397553,-1.5164589,-1.7006392,-0.49847028,0.38018993,0.5491245,-0.6740375,0.5292336,0.5476179,-0.18534254,0.895494,-1.4783897,2.1950517,-0.6727963,0.29122862,1.1010895,-0.06080568,0.41643047
Subject_11,-1.0255361,-1.1029843,-1.6358124,-0.40451372,0.23759823,0.888861,-0.28114405,-0.119270146,0.6934603,1.3016394,-2.2707918,1.5510634,-0.95507365,-0.07138349,0.40152723,-0.42226532,1.1966046,1.4671009,0.5903257,-0.33145252
Subject_12,0.02215373,1.640457,0.78009355,0.3330566,-0.545607,0.6752253,-0.78518176,-0.16677941,-0.5094282,-0.39871976,0.001013135,0.108229384,-0.48464468,0.46636668,-0.10214755,-0.2407044,-0.020435654,0.7834314,-0.101975955,0.25211936
Subject_13,0.068595044,-1.2482274,0.4461135,-0.56428677,-0.23414795,-0.59194314,0.7200147,-1.8744457,-0.13345464,1.2252513,-0.31793207,-0.69361526,0.2234253,-1.8890755,1.2836726,-0.13666692,-1.0590451,-0.57949793,-0.3201866,-1.2635999
Subject_14,2.4711654,1.7783022,1.7605522,0.83659905,-0.4789207,0.7906086,-0.059469312,0.5755308,-1.5802902,-0.7641191,1.1140285,-0.1756459,-0.7918635,-1.1645133,-0.6846004,0.30926082,0.7436183,-3.2173374,-0.5383532,1.1354367
Subject_15,-0.27926478,1.043952,-1.8318006,0.15894593,-1.541479,1.1203752,-1.2014762,0.88105255,0.41480342,-1.8921729,-0.66529065,-0.9991671,0.858269,1.0784653,-1.0423728,-1.6374289,-0.8589656,0.10711243,1.3999069,0.58898604
Subject_16,-1.49975,-2.465704,-1.4318597,0.7739573,0.054994356,0.57233113,-1.2941886,-0.661591,-0.0027379973,-0.45652944,-0.23210317,0.4609028,-0.56294525,-0.28496534,0.9163262,1.3455735,2.0019524,1.648478,-1.1031617,-0.5854892
Subject_17,-1.402546,-0.2004609,1.0003129,0.749605,0.4799287,-0.427036,0.37920952,-0.051199555,-0.30009654,-0.2327324,1.0660574,0.88054407,0.0739391,-1.1832461,0.6580225,-0.06731899,0.005889756,0.592403,0.18501414,-0.56381536
Subject_18,0.13833746,-0.84869325,-0.59772646,-0.66155887,-0.79373294,0.8687023,-1.6097425,0.8429811,0.93864405,-0.27824345,0.07276825,0.42698243,0.40661612,-0.021654721,0.50002056,-0.48388064,-0.107179895,-1.1573226,0.090297125,-1.3002262
Subject_19,-0.08105497,-0.04017813,-0.2972155,-0.060495924,1.344307,0.5335193,-0.1961706,-0.70677006,-0.8167546,-0.7419155,0.3512673,-0.62268925,1.7376014,-0.4748751,-1.334444,-0.8714592,-0.5152556,-1.191783,0.924287,0.9263235
Subject_20,0.8117838,0.012715892,-0.017654141,-1.1926017,-0.8478019,-0.06196075,0.688267,-2.0253675,2.2544153,2.0847926,1.7041358,1.2511634,1.5349607,1.0109363,0.46380514,-0.24682821,-2.0281918,2.4778204,-0.17769454,0.96133995
Subject_21,0.83667845,0.7307461,-0.121848315,-0.37533048,0.62702864,0.4637904,-1.7285527,-0.36636743,-0.20939074,1.0096029,-1.3099607,0.0685792,-0.74709904,0.96826684,0.5168981,-0.5542162,-0.8357746,-1.4689958,0.63578737,0.75538445
Subject_22,0.6759462,0.91224205,0.9398137,0.93655276,-0.5937717,1.682943,-1.0170246,0.38068432,-0.6682615,0.04419404,0.26981118,-1.2750399,-0.07508216,0.22604859,-2.2451284,3.183055,0.6498397,-0.81744355,-0.99950546,-1.1445795
Subject_23,-0.63203186,1.5320748,-0.7182826,0.4844368,0.76902676,1.5680517,-1.3120797,-0.9799937,-0.15539467,-0.2875001,-1.0275124,0.033877958,-1.4479011,0.8644674,-1.668889,0.6058589,-0.8513725,-0.732707,-0.5587088,-0.5552217
Subject_24,0.810319,0.6932427,0.1994225,-0.045450106,-0.55411977,-1.700926,0.32905707,-0.6987762,-0.32207248,1.5071405,-0.65273196,0.23619889,0.45338655,-1.7724189,-0.061265446,0.52636015,0.28651527,0.9920585,-0.48499462,-0.32853287
Subject_25,1.0110922,-0.5492516,0.6453106,-0.4042443,0.76891005,-0.117662475,0.6287352,-1.1359984,0.87258404,0.09114246,-0.0599125,-1.7779102,0.25156552,0.33499092,-0.7326763,-0.32047865,0.8396774,0.8307403,1.7819194,-0.97634506
Subject_26,0.68722403,1.5577308,-0.37715667,-0.67848927,-1.3237399,-1.0205542,-0.22529307,0.0983273,-0.060164623,1.2749758,0.46185526,-0.9298546,-0.84104085,-0.37860608,-0.20383558,-1.7016635,-0.8578176,-1.1386349,1.1498384,0.48755983
Subject_27,0.10032789,-0.28372774,-0.45231843,1.2299792,1.6872711,1.0232238,-0.18204242,-1.5426216,-1.6940832,0.3575878,-0.28944966,-1.032147,1.4194987,0.44164628,-0.5592304,0.5285845,-1.68588,1.0542442,-0.64934134,0.13909632
Subject_28,0.71178895,0.97850937,0.014725464,1.4515481,-1.0470692,0.15360112,-0.41162705,0.8402549,-1.2180578,1.9250395,-0.33663768,-0.6324545,-0.9304468,-0.8502807,1.7508578,-0.8648661,-0.38425025,-1.0301683,-1.8160993,0.9349549
Subject_29,0.5066039,0.2761568,-1.6377419,-0.66463846,0.33225226,1.0397701,-1.5087907,-0.44518387,-1.6359719,-0.13681675,-1.0713756,-0.03880523,0.5497888,0.8498461,1.5578376,-0.4239921,0.10523141,-0.20450269,1.0734001,-0.9078147
Subject_30,-0.21102282,-0.415033,-0.32085663,0.50115126,0.15799488,0.4531947,-0.5340963,-0.06770926,0.16233526,-1.6635972,-0.71112925,-1.7041098,-0.35732225,2.3856666,0.8459243,-1.4876542,0.37465942,1.6267322,0.19321516,0.6342443
Subject_31,1.4315856,-1.7537363,-0.41313863,-1.5776223,0.39284965,-1.8357882,-0.2143515,1.27421,-1.3121059,1.7319438,-1.4330806,-0.7063827,0.9667934,0.1820083,0.65950453,0.8339195,-0.05314417,-1.740942,2.098852,0.1673584
Subject_32,0.6203872,-0.7432009,-1.4623016,0.5553063,-0.3469727,-1.4739836,0.31188232,-0.102676906,-0.8983595,0.124988966,1.8292805,-0.59030825,0.9064897,-2.5945988,0.3426942,-0.17127578,-0.15470581,1.9628378,-0.04489258,-1.638702
Subject_33,0.12858966,1.8048173,0.7249681,-1.1963434,-1.7739098,-1.1816058,-0.84236056,0.6182446,-0.09164786,-0.9844576,1.3723202,-1.3340248,0.12408348,0.7165998,0.7097601,-1.8117802,-0.5949449,-1.4772594,-1.3930546,1.4427224
Subject_34,2.3985295,2.4619021,-1.1237481,-1.4237573,0.12634295,0.41401196,0.8486904,0.84492904,0.10647483,0.45513245,-0.86375326,0.28623155,-0.47482947,1.7962523,0.19267546,-0.78822917,1.4638082,-1.3150449,0.056726176,1.1649768
Subject_35,0.8739313,-1.704314,1.1369568,-0.5875613,0.26157725,-0.36767974,0.37654802,-0.27444348,1.3376471,-0.84388226,-0.065074526,0.32834923,-0.15539287,-1.9664352,-0.8281339,0.28877574,-1.5360982,0.833775,1.2406863,-2.1880143
Subject_36,0.23119268,-1.3389655,-1.2688342,-0.04163914,-1.5687456,-2.7008343,-1.1508348,-0.43997118,-0.6169901,1.559825,-0.7276505,-0.60840255,-1.0289062,-0.917876,-0.7701408,0.84116304,-1.1786897,1.2781934,2.1924853,-0.34016111
Subject_37,0.37115708,-0.43888983,0.62751555,3.0294602,-0.2904424,0.9173458,-0.24477234,-1.2376542,-2.7382686,-0.04551161,-0.38938057,-0.8449301,1.5875424,1.0923841,-0.23200081,0.6702928,-1.1874018,0.60765123,-0.31636038,-1.7248796
Subject_38,-2.3246458,-0.13031316,-0.5288209,-1.7657752,-0.22841503,0.18706335,0.30032274,-0.6127767,1.6179112,-1.1458136,-0.96918136,-0.9603091,0.6051691,-1.5069622,-0.40447196,0.36233878,-0.9233014,1.4511467,0.55006486,-0.99403423
Subject_39,-0.5753945,-0.8519903,-1.2707762,-0.6334192,-0.07295058,-1.2506171,0.5424621,-0.22343671,-0.110228375,2.1337776,0.46411714,0.78911066,0.7719818,0.6533546,-0.9767624,1.7408602,-1.1932958,1.6321609,-1.9933509,-0.744845
Subject_40,0.9897866,-0.009091906,-2.040194,-0.62107193,-0.5536438,-0.11215409,-0.6344204,-1.0334096,0.81364876,-1.5854871,0.4528529,-1.5042874,-1.3942273,1.5616431,-2.2941935,0.71907616,-0.32677734,-1.0281601,-0.77564627,0.65676975
Subject_41,-1.3838538,-1.0316653,0.07107913,-0.5086261,-0.1965434,0.54651195,0.36812398,1.19725,0.07701308,-0.49884635,-0.8221988,-0.9839903,0.28783733,1.2455574,1.9006826,0.34410286,0.17994665,-1.4705557,-0.5539135,-0.06560344
Subject_42,0.6549914,-1.171612,-0.35607865,1.1512637,0.7466083,0.53639907,0.65419817,0.7377,0.6557785,-1.3475465,-0.4050953,1.2476083,-1.6822976,-1.0200707,-0.8551705,0.46451774,-0.14235996,1.605812,-0.13714679,-0.5494611
Subject_43,0.08953452,-1.4209058,-1.100154,0.54925597,0.3394642,-0.32993314,0.25430378,-1.6139666,-1.1072483,-0.4797451,0.1408493,-0.28278488,0.014462506,-1.0584027,0.19493107,0.19643012,-1.6138237,0.07536068,-0.19234876,-0.14809643
Subject_44,-0.5514232,-0.002066715,0.71396554,-0.43363568,0.6462588,0.9608058,-1.5892485,-1.0989534,-0.44343305,1.3880609,0.37890255,-1.4337679,-1.119282,1.2961656,-0.075282365,0.5814954,-1.0670228,-0.3144704,-2.378651,0.22386594
Subject_45,-0.5168536,-1.2848974,-0.42975068,0.5869032,0.64112777,-0.14707701,0.3698001,-0.2540843,1.091146,1.6865845,0.109120585,0.41553286,0.3877665,0.79025817,0.8947064,0.69388723,-1.9478805,1.3182757,-0.52318424,0.6849658
Subject_46,-0.030596646,0.35219076,0.09328897,1.259051,-0.21476273,1.7732537,0.29340675,-1.0402092,0.676752,-0.34606618,-0.46435997,-0.728212,-0.63526756,0.5380003,-0.26893866,0.7200824,-0.5519474,1.2324148,-0.9584336,0.21409567
Subject_47,2.3062172,1.2884145,1.5971276,-0.13930331,0.6030282,-0.8832279,-1.0741887,-0.24767737,0.4033817,0.8663724,0.81909555,-1.0183687,0.28366038,0.14360574,0.8247143,0.32404384,0.6768205,-0.30784908,0.321988,1.7312005
Subject_48,-0.3977409,0.11880435,-1.1441454,1.712487,0.10184933,0.28927055,0.6417385,-1.167217,0.55556124,-0.1883245,-0.5335446,-1.6533165,-0.91788954,1.046309,0.42297333,-2.383471,0.1571569,0.5117687,-0.18181278,1.4250464
Subject_49,0.99683434,0.2773607,-0.077880196,-0.18969147,-0.5219432,0.36784858,0.1567967,-1.0374027,0.09661327,1.0785111,0.34747675,-0.5066154,-0.04007377,0.94057256,1.465494,-2.3967643,-0.5168277,-0.6754343,-0.7021555,-0.60454756
Subject_50,0.76296324,0.10965968,1.1856748,0.46520707,0.20708421,-0.7079762,-2.0175114,-0.764487,1.4441274,-0.57307565,0.03372065,1.3559762,2.7447164,0.5474747,-0.18962766,-0.3923456,-0.8762437,0.7114318,-1.5242623,0.5802537
Subject_51,0.04315767,0.33172145,0.74286366,-0.318204,-0.057467524,-0.35853297,-0.01939508,0.10826179,0.0024026681,0.22906238,-0.4361515,-1.184717,0.097547255,0.7102032,1.3355714,-1.2843673,0.31113768,0.051352955,-1.4937413,0.040388647
Subject_52,-1.4361031,0.235745,0.30994162,0.31840643,-0.06701543,2.4362411,2.5008285,-0.76833963,-0.22915106,0.3353014,-0.42995903,-1.6919652,1.4564879,-0.43939537,-0.44718355,0.11809057,0.02446003,-0.11614522,-0.3390884,-0.43686762
Subject_53,-1.8189484,0.937923,0.17641085,1.2443501,0.8443522,-0.2732685,-1.2692719,-0.49981976,-1.8152084,-0.13494451,0.49152914,-0.7155176,-0.7980977,2.2285087,-0.8212586,-1.9095058,1.3874391,0.30906796,-0.13333514,-0.64008915
Subject_54,-0.2515166,0.28722215,-1.7266529,0.90608585,-0.488142,-0.04791381,-0.17659208,0.48307765,-0.73687947,-0.3456327,-1.3980294,0.8421284,-0.27252418,1.4412925,-0.5186535,-1.5641344,-1.5129024,-0.55302066,0.1230231,-0.1187203
Subject_55,-0.19121455,-2.49514,0.05938946,0.9018793,-0.2022309,0.8337775,0.6944245,-0.5515017,0.22706518,-0.90635264,-1.1059273,-0.116422,-0.74495953,-1.0169827,-1.1239376,-0.8572521,-0.4340774,2.9474704,-0.6060194,2.3416836
Subject_56,0.65825206,-0.505661,0.13799296,0.5368717,-0.32501897,-0.85599,0.3004763,-0.27303666,-0.33074895,-0.20395619,-0.6693436,0.44326967,-0.3697622,0.6353276,1.314695,-0.2973077,-0.0297718,-0.100219764,-0.9048467,0.35867584
Subject_57,0.4462499,-1.2948865,0.5399957,-0.9189994,0.5598863,1.1627954,-1.2347149,0.35231346,0.8688782,-0.41589493,0.041226782,-0.9018838,0.98542887,0.44095877,-0.6155166,-0.57262444,0.2950582,-0.50585246,-0.6934225,-0.4271697
Subject_58,-1.064704,-3.3105288,1.9554664,0.21030457,1.3860881,-1.1148173,0.18493101,1.7674261,1.6626976,0.11093308,-0.1474748,-1.4352117,-0.66751194,-1.1976738,-0.85431767,0.8678399,1.1328841,1.6435679,-1.4597213,1.0761884
Subject_59,-0.50666326,0.06685661,-0.4856037,0.12757039,0.71650624,-1.5905164,0.19304147,0.97448003,-0.38396305,-0.9436642,0.16565247,0.85708123,0.60436183,0.53083646,-1.0491431,1.6750383,-0.47898957,-1.6425835,1.7560649,-0.40766883
Subject_60,0.66612774,0.3453651,-0.7604994,1.186839,0.46357128,-1.2588152,0.2234502,0.98352605,-1.6928555,0.38291964,1.3929983,0.7265968,0.49121788,0.16735736,-1.413288,-0.76049834,0.6921227,-0.88353795,0.3125865,-1.0624545
Subject_61,-1.1988598,-0.100483045,0.31812176,-0.16190293,0.7194224,0.38553634,0.4167121,-2.3503516,0.36272573,1.879513,0.21208018,-1.9930247,-0.051265705,-1.0695237,0.060947306,-0.13039786,1.0118864,-0.5384339,-1.0908381,0.04863656
Subject_62,-1.7713311,1.767485,-1.2198831,0.13507164,-0.12429116,-0.846125,-1.0564166,0.98037446,-0.8552859,-0.07587152,-0.372868,-1.0594057,-0.25028935,0.25130957,-0.10165573,0.3162578,-0.33612218,1.1234815,0.57602924,1.7683291
Subject_63,-0.87280965,0.7417117,0.503455,1.3022966,-0.2633649,0.7995153,-1.7160685,0.4730208,0.027455436,0.89423645,1.5370538,-0.54872507,0.050760083,-1.237041,1.2938573,1.688799,0.27113026,-1.5247347,1.706093,0.72173965
Subject_64,0.047166247,-3.7374501,0.4683555,1.0128622,0.06978985,1.2596031,-0.19218847,0.42976305,-0.6441952,-1.1449602,-0.16541125,0.8122475,-0.34680843,-0.21780492,0.15274547,0.11677943,-3.1791413,3.0501478,-0.6502727,-1.0731428
Subject_65,-0.3487378,0.023536054,-0.26550037,0.9819267,-0.31382406,-2.2596102,-1.0388763,-0.20636614,0.4813105,0.7028031,-0.287198,-0.22575094,-2.0072386,-2.1234667,-0.13132773,0.8222998,-0.27166852,0.57740396,0.54465127,-0.3741723
Subject_66,-1.1723331,1.997967,1.4502177,-0.7880754,-0.251591,-1.2664051,0.47695884,0.6869426,-1.3977145,-0.17696361,-0.3983051,-1.8990363,-0.47216615,-0.46683392,0.47965363,-0.06774798,-1.4347824,0.9921857,1.133301,1.1564696
Subject_67,-1.1762966,-1.7858143,0.7325815,-2.2668338,0.19253625,1.999368,-0.28863314,1.4717407,0.5957704,-1.3994479,-1.0522217,1.244127,1.4682921,-0.63311595,-0.7742042,0.45079306,-1.9625522,1.1416963,1.5807906,0.4164725
Subject_68,-0.13643904,0.8830228,-0.15448627,0.0034535115,-1.4121287,-0.43112275,1.7251213,0.56550556,-0.14734887,0.76789576,0.5815023,-0.3315887,0.09553839,-0.95253646,-0.29542056,-1.0960071,3.511923,0.36497083,-0.57652044,1.8718195
Subject_69,-1.1884834,1.7327892,-1.9950696,0.52986753,1.0792282,0.5513477,-1.0556488,0.6997776,0.6347873,0.3986629,0.19264625,-0.25248748,-1.8803468,0.22490235,0.88217056,0.5840301,0.5718515,0.8669312,-0.2389177,-0.117754914
Subject_70,0.3418576,-0.64308274,0.08817082,0.8922398,-0.35485145,-2.1203837,0.3045381,0.89924616,-0.5801792,0.113256715,0.20624542,1.2985382,1.902899,-0.2912285,-1.0376621,0.4601528,0.12356114,1.7812624,0.6093625,-0.18590736
Subject_71,-1.3724228,0.39350525,-0.10365151,1.9045582,-0.1847003,0.9275118,-0.27388448,-0.40591994,1.3612357,-0.23062079,-1.08083,-1.7320138,-0.80629164,0.2093573,0.70272595,-0.0067470535,0.5392899,0.0604948,-1.4400496,0.042834282
Subject_72,-0.3240001,-1.4566224,-1.877547,0.8509521,-0.67705953,1.9281226,0.2602354,0.22130509,0.4517471,-0.91242373,0.24037969,-1.2299906,0.09997744,0.7687582,0.72195446,-1.4664875,0.0624208,1.6392045,1.9213699,1.5419497
Subject_73,-0.98374766,1.1358176,0.16794546,-0.4630661,0.30786785,0.32488647,-0.36733398,0.28393742,0.49625683,0.19604959,-0.6894977,-1.0502037,2.3531444,-0.35676092,0.12121952,0.15233958,0.6491039,-1.5475212,-1.3380852,1.0838844
Subject_74,0.6723593,0.5055885,-1.1990577,0.2856279,-0.04168287,-0.54116964,-0.62028944,1.6383243,0.36536053,1.6657296,0.66801625,-1.2591003,-1.6634988,0.5286223,-1.1417512,-0.92999536,-0.67289543,-0.6685128,0.61702555,-0.8378247
Subject_75,0.8252812,0.3791648,0.9204877,0.6213901,0.6762158,-0.8195415,0.14198232,0.85820407,-1.7210742,1.1071384,0.34702277,-0.16589125,0.5874167,-1.4666543,-0.7471925,0.60145825,-0.25787273,0.68022466,-0.42322904,1.3993472
Subject_76,-0.16902612,0.7623845,0.1648073,-0.38889545,-0.30002025,0.46603918,-2.1295562,-0.7556237,-0.29602543,1.3297606,0.6486475,-0.038732678,-0.29027963,-0.14744973,-0.36077577,-1.0717306,-0.60972655,0.7495856,-0.29565814,-0.21654622
Subject_77,0.5895958,-1.3909621,1.2129579,-1.2036141,0.28763637,0.23470445,0.4543547,-0.059896115,2.3549492,0.16324295,-0.84875613,-1.6182665,-0.9486,-1.5302739,0.49541178,-0.007762667,2.1678436,2.622543,-0.832052,0.05424046
Subject_78,1.3029143,1.7415612,-0.0074081193,-1.5567646,-0.24385163,-0.9404004,-0.24885094,1.0393114,-1.4391006,-1.0643024,-0.6039669,0.587484,-0.5410596,-0.25458515,-0.086707346,0.66848993,-0.14327122,-0.6653695,0.13648644,-0.88728845
Subject_79,0.46200958,2.8340728,-0.82748157,-0.22143215,-0.08775689,-0.10298383,-0.5955513,-1.1619122,-1.7165153,-0.26026443,-0.4854881,-0.46003023,-0.67166495,-0.471199,-0.18477213,-0.5239091,1.0332155,-2.7466521,1.329985,-0.044573054
Subject_80,-1.7205658,-3.4174838,-1.5171559,-0.48620728,0.3188689,0.20892085,0.48418704,1.1788148,-0.6815371,-0.21813393,-1.0149447,0.019802542,-1.5751269,0.8577768,-0.3928794,-1.8190842,-1.6908882,2.3747556,0.8046109,-0.97964245
Subject_81,-1.6512419,-0.18695223,-0.79859346,-0.338392,-0.88918275,-1.7651246,0.57585377,1.4168007,-1.651425,-2.44935,-0.15801555,-1.4674193,-0.33584967,-1.3495353,0.3642243,0.3804278,1.4051931,0.23541993,-0.976014,-0.3660318
Subject_82,-0.8579637,0.72746694,-1.040963,-0.09788067,0.14620264,-1.1274877,-0.35465288,-0.42399412,-0.9119104,0.30168754,-0.54185873,-0.4988868,-0.713904,-0.25644,1.2548131,-0.15138575,1.0256089,-1.1865568,0.28852895,-0.9919393
