Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
0.96917963,0.27975434,-1.515221,0.48693156,1.2023568,1.8055252,-0.47007856,0.40083864,-0.7001652,-0.88012373,-0.19189647,0.3251214,0.09081259,-0.18731284,0.9592279,0.43371278,0.3069361,-1.1738378,-0.8384172,1.4794477
0.17180015,1.3144572,1.8924028,0.1983107,0.46337333,1.3428618,-1.913501,1.1641744,0.3632624,0.20641907,-0.35227525,-0.22655018,-1.2948327,-0.25455695,0.32791388,-0.52808285,1.624095,-1.6462595,-0.8360012,0.14084779
0.14273287,0.77151,0.81916416,-0.09951628,-0.23590821,-2.2191467,-0.79003406,-0.119496055,-1.6864252,-0.17094848,-0.7225525,0.578154,0.34949684,-0.2928405,-2.0417063,-0.09605532,-0.5764156,-1.7258248,-2.2568905,-1.1296105
-0.7620796,-0.40497506,-1.2398138,-0.36347628,1.2573547,-0.33102155,0.5248531,0.65976155,0.82471323,0.79749334,-1.1339614,-0.5898636,-0.86697453,1.127936,-0.49759534,1.8708303,1.8716097,1.0480466,-1.2826223,0.9634369
1.9134064,0.85146326,-0.809955,0.7196573,-0.43007925,0.71059453,-0.6742983,-1.1813251,-0.12414678,-0.7536062,1.0125533,0.6779869,0.31407252,-1.362872,0.66863525,-0.5675381,0.073003806,0.5166774,-0.70414037,1.4075799
-1.0569725,-1.3276186,-2.8217416,-0.32103732,-1.2823304,-1.4134772,2.052114,-0.56971765,-0.1833754,-1.0259261,0.79072183,-1.5599388,-0.912592,0.4079506,-0.67993164,-0.996505,0.25360778,0.7729011,0.5437254,1.5633708
-0.5426707,1.4195838,-1.6954567,0.22085989,0.022480963,-0.31815308,1.5112431,0.46553168,0.09164241,0.35260344,-1.1919283,0.16746701,-1.6670511,-0.17724027,1.2370038,-0.6550397,-0.12651458,1.1969765,-0.28003368,0.1398596
0.21889143,0.49787262,0.078335,1.7996287,-1.5622566,0.17407589,-1.1860595,-0.4696629,-1.3420321,-0.6934328,0.77426964,0.88264173,-1.3536147,-0.2693318,0.5552918,-0.07812841,-0.8069652,1.6150026,-0.036643118,-1.073229
-0.45651054,-1.972085,1.3342373,0.23894842,-0.8247998,0.45037863,0.85548365,0.49171934,-1.5837042,0.099711806,2.2217777,0.52485925,0.034367118,0.45103592,-0.90608835,0.37286484,-0.42677206,0.2929909,0.887322,-1.8013651
0.8124154,0.25963974,-0.5991036,0.8198838,0.50901276,-0.16957088,0.02753686,-1.1153451,0.35700038,0.43333885,0.53877455,-0.29007837,0.6119469,1.4706098,-0.6514782,-0.36117443,0.026078353,-1.0081787,0.1207795,0.15719903
